"U.MGM.EPS.","U.LVS.EPS.","X.WYNN.EPS.","X.GDEN.EPS.","U.BYD.EPS.","U.BALY.EPS.","X.RRR.EPS."
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,3.23,1.8,0.71,0,2.21
0,2.05,2.34,1.8,3.47,0,2.21
0,2.05,2.34,1.8,3.47,0,2.21
0,2.05,2.34,1.8,3.47,0,2.21
0.44,2.05,2.34,1.8,3.47,0,2.21
0.44,2.05,2.34,1.8,3.47,0,2.26
0.44,2.05,2.34,1.8,3.47,0,2.26
0.44,2.05,2.34,1.8,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.34,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.47,0,2.26
0.44,2.05,2.38,1.65,3.63,0,2.26
0.44,2.05,2.38,1.65,3.63,0,2.26
1.92,2.05,2.38,1.65,3.63,0,2.26
1.92,2.05,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.26
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,1.65,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.38,0.72,3.63,0,2.68
1.92,2.1,2.62,0.72,3.63,0,2.68
1.92,2.1,2.62,0.72,3.63,0,2.68
1.92,2.1,2.62,0.72,3.63,0,2.68
1.69,2.1,2.62,0.72,3.63,0,2.68
1.69,2.1,2.62,0.72,3.63,0,2.68
1.69,2.1,2.62,0.72,3.63,0,2.68
1.69,2.1,2.62,0.72,3.8,0,2.68
1.69,2.1,2.62,0.72,3.8,0,2.68
1.69,2.3,2.62,0.72,3.8,0,1.3
1.69,2.3,2.62,0.72,3.8,0,1.3
1.69,2.3,2.62,0.72,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.62,0.86,3.8,0,1.3
1.69,2.3,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.86,3.8,0,1.3
1.69,2.58,2.66,0.81,3.8,0,1.3
1.69,2.58,2.66,0.81,3.8,0,1.3
1.69,2.58,2.66,0.81,3.8,0,1.3
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.65,2.66,0.81,3.8,0,0.97
1.69,2.65,3.61,0.81,3.8,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
