"A.TWEX.EPS.","B.ABI.EPS.","H.HB.EPS.","F.RCD.EPS.","I.CPR.EPS.","DGE.EPS.","K.BBCA.EPS.","K.CHRE.EPS.","DK.CAB.EPS.","DK.RBR.EPS.","CN.KCM.EPS.","CN.YWU.EPS.","CN.JYB.EPS.","CN.TTB.EPS.","IN.MLC.EPS.","IN.UBB.EPS.","MX.BEC.EPS.","BR.AVS.EPS.","CL.CVZ.EPS.","U.STZ.EPS.","U.BF.B.EPS.","U.TAP.EPS.","U.SAM.EPS."
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.13,0.19,0.59,2.89,1.48,4.13,8.83
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.19,6.01,1.35,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,8.83
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.19,6.01,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,8.83
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.19,5.69,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,8.83
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,8.83
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.27,0.13,0.18,0.59,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.27,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.01,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.35,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.02,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.03,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.04,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.05,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,2.89,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.06,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.72,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.02,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,3.76,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.35,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.28,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.31,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.31,1.69,0.07,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,10.37
0.42,4.9,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,8.41
0.42,4.9,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,8.41
0.42,4.9,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.54,4.04,1.48,4.13,8.41
0.42,4.9,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.18,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.13,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.47,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.47,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,4.04,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,33.93,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,34.16,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,34.16,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,34.16,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,8.41
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,34.16,4.42,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.56,35.71,4.67,5.69,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.43,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
