"A.TWEX.EPS.","B.ABI.EPS.","H.HB.EPS.","F.RCD.EPS.","I.CPR.EPS.","DGE.EPS.","K.BBCA.EPS.","K.CHRE.EPS.","DK.CAB.EPS.","DK.RBR.EPS.","CN.KCM.EPS.","CN.YWU.EPS.","CN.JYB.EPS.","CN.TTB.EPS.","IN.MLC.EPS.","IN.UBB.EPS.","MX.BEC.EPS.","BR.AVS.EPS.","CL.CVZ.EPS.","U.STZ.EPS.","U.BF.B.EPS.","U.TAP.EPS.","U.SAM.EPS."
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.07,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,26.39,3.31,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,26.39,3.61,5.58,1.16,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,12.54,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,29.18,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.19,31.43,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,7.3
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,3.61,5.58,1.09,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,8.27
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.12,0.18,1.21,15.53,1.48,4.13,8.27
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.18,1.21,15.53,1.48,4.13,8.27
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.18,1.21,15.53,1.48,4.13,8.27
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.18,1.21,15.53,1.48,4.13,8.27
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.18,1.21,15.53,1.48,4.13,8.27
0.4,2.11,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.18,1.21,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.21,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.21,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.13,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,15.53,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,31.43,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.14,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.44,3.79,6.34,0.3,1.58,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.79,3.79,6.34,0.3,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.79,3.79,6.34,0.3,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.79,3.76,6.34,0.3,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.27
0.4,3.79,3.76,6.34,0.3,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,1.17,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.3,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.4,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.05,5.39,3.24,32.66,4,5.6,1.21,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.05,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.24,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.35,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.34,0.28,1.72,0,0.06,6.02,3.35,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4,5.6,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,10.87,1.48,4.13,8.83
0.42,3.79,3.76,6.35,0.28,1.72,0,0.06,6.02,3.35,32.66,4.19,6.01,1.35,0.14,0.27,0.12,0.19,0.59,2.89,1.48,4.13,8.83
