"A.ASBX.EPS.","D.RHM.EPS.","I.LDO.EPS.","F.CSF.EPS.","BA..EPS.","RR..EPS.","TK.ASE.EPS.","IS.ESLT.EPS.","U.NOC.EPS.","U.RTX.EPS.","U.HII.EPS.","U.LMT.EPS.","X.AXON.EPS.","X.MANT.EPS.","U.BWXT.EPS.","U.CW.EPS.","X.SWBI.EPS.","U.GD.EPS.","U.RGR.EPS.","X.POWW.EPS.","U.CACI.EPS.","X.HON.EPS."
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.11,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,5.05,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,11.72,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,6.12
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.33,4.36,0,5.85,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,5.85,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,5.85,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,5.85,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,5.85,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.25,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.1,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.06,1.6,12.19,3.61,8.97,17.49,0.3,1.49,1.39,4.16,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.49,1.39,4.16,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.49,1.39,4.16,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.43,4.85,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.49,1.39,4.16,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.01,4.85,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.49,1.39,4.16,1.83,9.52,4.36,0,6.32,5.94
0,4.79,1.01,4.85,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.39,4.16,1.83,9.52,4.59,0,6.32,5.94
0,4.79,1.01,4.85,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.39,4.16,1.83,9.52,4.59,0,6.32,5.94
0,4.79,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.39,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.6,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,5.94
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,6.07
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.19,3.61,12.14,17.49,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,6.07
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.79,3.61,12.14,17.13,0.3,1.47,1.76,4.16,1.83,9.52,4.59,0,6.32,6.07
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.79,3.78,12.14,17.13,0.3,1.47,1.76,4.16,1.83,9.71,4.59,0,6.32,6.07
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.79,3.78,12.14,17.13,0.3,1.47,1.76,4.16,1.83,9.71,4.59,0,6.32,6.07
0,5.41,1.01,5.18,0.53,0.13,0.07,1.58,12.79,3.78,12.14,17.13,0.3,1.47,1.76,4.16,1.83,9.71,4.59,0,6.32,6.07
0,5.41,1.05,5.18,0.53,0.13,0.07,1.58,12.79,3.78,12.14,17.13,0.3,1.47,1.76,4.16,1.83,9.71,4.59,0,6.32,6.07
0,5.69,1.05,5.18,0.53,0.13,0.07,1.58,12.79,3.78,12.14,17.13,0.3,1.47,1.85,4.16,1.83,9.71,4.59,0,6.32,6.07
0,5.69,1.05,5.18,0.53,0.13,0.07,1.58,12.79,3.78,12.14,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.59,0,6.32,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.58,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.59,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.58,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.59,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.58,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.58,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.58,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.58,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.83,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.13,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.1,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.1,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.1,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.07
0,5.69,1.05,5.18,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.1,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.25
0,5.69,1.05,4.9,0.53,0.13,0.09,1.62,12.79,3.78,11.82,17.1,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.25
0,5.69,0.98,4.9,0.53,0.13,0.09,1.62,12.79,3.87,11.82,17.1,0.3,1.51,1.85,4.16,1.73,9.71,4.58,0,6.54,6.25
0,5.69,0.98,4.9,0.53,0.13,0.09,1.62,13.09,3.87,11.82,17.1,0.3,1.51,1.85,4.4,1.73,9.72,4.58,0,6.54,6.25
0,5.69,0.98,4.9,0.53,0.13,0.09,1.62,13.09,3.87,11.82,17.1,0.3,1.51,1.85,4.4,1.73,9.72,4.58,0,6.54,6.25
0,5.69,0.98,4.9,0.53,0.16,0.09,1.62,13.09,3.87,11.82,17.1,0.3,1.51,1.85,4.4,1.73,9.72,4.58,0,6.54,6.25
0,5.69,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,11.82,17.1,0.34,1.51,1.85,4.4,1.73,9.72,4.58,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,11.82,17.1,0.34,1.51,1.85,4.4,1.73,9.72,4.58,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,11.82,17.1,0.34,1.51,1.85,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,12.23,17.1,0.34,1.52,1.85,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,12.23,17.1,0.34,1.52,1.85,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,12.23,17.1,0.34,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,12.23,17.1,0.34,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.62,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.54,6.25
0,5.77,0.98,4.9,0.56,0.16,0.09,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.53,6.25
0,5.77,0.98,4.9,0.56,0.16,0.1,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.53,6.25
0,5.77,0.98,4.9,0.56,0.16,0.1,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.53,6.25
0,5.77,0.98,4.9,0.56,0.16,0.1,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.53,6.25
0,5.77,0.98,4.9,0.56,0.16,0.1,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.53,6.25
0,5.77,0.98,4.9,0.56,0.16,0.1,1.71,13.09,3.87,12.23,17.1,0.32,1.52,1.92,4.4,1.73,9.72,3.94,0,6.53,6.25
