Name,AMYRIS - DS FREE FLOAT SHRE,GROWGENERATION - DS FREE FLOAT SHRE,ADVISORSHARES PURE (NYS) CANNABIS ETF - DS FREE FLOAT SHRE,AMPLIFY SEYMOUR CANNABIS ETF - DS FREE FLOAT SHRE,ETFMG ALTERNATIVE HARVEST ETF - DS FREE FLOAT SHRE,GLOBAL X CANNABIS ETF - DS FREE FLOAT SHRE,CONSTELLATION BRANDS 'A' - DS FREE FLOAT SHRE,INNOVATIVE INDL.PROPS. - DS FREE FLOAT SHRE,CARA THERAPEUTICS - DS FREE FLOAT SHRE,TILRAY 2 - DS FREE FLOAT SHRE,SUNDIAL GROWERS - DS FREE FLOAT SHRE,CANNTRUST HOLDINGS - DS FREE FLOAT SHRE
Code,@AMRS(FFNOSH),@GRWG(FFNOSH),U:YOLO(FFNOSH),U:CNBS(FFNOSH),U:MJ(FFNOSH),@POTX(FFNOSH),U:STZ(FFNOSH),U:IIPR(FFNOSH),@CARA(FFNOSH),@TLRY(FFNOSH),@SNDL(FFNOSH),@CNTTQ(FFNOSH)
12/16/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/17/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/18/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/21/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/22/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/23/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/24/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/25/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/28/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/29/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/30/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
12/31/20,137808,49655,3600,350,40200,2189,167498,10084,36946,73133,762039,132146
01/01/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/04/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/05/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/06/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/07/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/08/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/11/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/12/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/13/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/14/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/15/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/18/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/19/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/20/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/21/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/22/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/25/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/26/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/27/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/28/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
01/29/21,131751,49655,3600,350,40200,2189,167498,10213,36946,73113,1547418,132146
02/01/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/02/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/03/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/04/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/05/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/08/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/09/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/10/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/11/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/12/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/15/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/16/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/17/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/18/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/19/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/22/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/23/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/24/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/25/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
02/26/21,169622,49655,3600,350,40200,2189,167498,10213,36991,78910,1561353,132146
03/01/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/02/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/03/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/04/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/05/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/08/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/09/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/10/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/11/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/12/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/15/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/16/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/17/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/18/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/19/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/22/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/23/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/24/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/25/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/26/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/29/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/30/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
03/31/21,141354,54702,3600,350,40200,2433,167498,10019,39861,79105,1780000,141487
04/01/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/02/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/05/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/06/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/07/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/08/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/09/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/12/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/13/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/14/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/15/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/16/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/19/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/20/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/21/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/22/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/23/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/26/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/27/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/28/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/29/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
04/30/21,153063,54839,3600,350,40200,2433,167498,10019,40026,79069,1780000,141487
05/03/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/04/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/05/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/06/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/07/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/10/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/11/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/12/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/13/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/14/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/17/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/18/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/19/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/20/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/21/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/24/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/25/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/26/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/27/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/28/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
05/31/21,171268,51998,3600,350,40200,2433,167498,10019,40036,83841,1860000,141487
06/01/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/02/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/03/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/04/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/07/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/08/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/09/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/10/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/11/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/14/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/15/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/16/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/17/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/18/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/21/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/22/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/23/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/24/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/25/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/28/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/29/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
06/30/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/01/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/02/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/05/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/06/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/07/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/08/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/09/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/12/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/13/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/14/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/15/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/16/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/19/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/20/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/21/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/22/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/23/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/26/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/27/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/28/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/29/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
07/30/21,192017,48989,3600,350,40200,2039,167498,10077,39135,83841,1990676,141487
08/02/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/03/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/04/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/05/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/06/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/09/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/10/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/11/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/12/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/13/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/16/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/17/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/18/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/19/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/20/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/23/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/24/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/25/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/26/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/27/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/30/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
08/31/21,194438,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/01/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/02/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/03/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/06/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/07/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/08/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/09/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/10/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/13/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/14/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/15/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/16/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/17/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/20/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/21/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/22/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/23/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/24/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/27/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/28/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/29/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
09/30/21,199778,52998,3600,350,40200,2039,167498,10077,39173,83841,2060000,141487
10/01/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/04/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/05/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/06/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/07/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/08/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/11/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/12/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/13/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/14/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/15/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/18/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/19/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/20/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/21/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/22/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/25/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/26/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/27/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
10/28/21,199778,52998,3600,350,40200,2039,167498,10077,35891,83841,2055994,141487
