"D.2TP.Spread.","BATS.Spread.","ID.GUD.Spread.","U.VGR.Spread.","U.STZ.Spread.","U.TPB.Spread.","U.RLX.Spread.","U.PM.Spread."
0.176,0,0.00312012480499213,0.000492247108048317,0.000147525263701484,0,0,0.000223763705526919
0.131147540983607,0.000391466040321063,0,0.000494682166707792,0.00022209883398113,0,0,0.000112063652154322
0.379310344827586,0,0,0,0.00014840097944654,0,0,0.000113102980263588
0.205607476635514,0.000199302441454868,0.00324149108589944,0.00050314465408795,0.000222131724112407,0,0,0.000112606272169417
0.259259259259259,0,0.00313971742543164,0.000524246395805925,0.000297530496876082,0,0,0.000113231047953246
0.275229357798165,0.00039486673247771,0.00584795321637427,0.00052287581699336,0.000150093808630257,0,0,0.000113500936382783
0.275862068965517,0.000197219209150932,0.00293685756240829,0.000512689054088775,0.000225149161319383,0,0,0.000113397970176231
0.357142857142857,0.000199820161854291,0.00292825768667637,0.000511901714870643,0.000151457781143584,0,0,0.000115801053789649
0.280373831775701,0.000403632694248297,0,0.000511901714870643,0.000226868832003638,0,0,0.000117295173303679
0.384615384615385,0,0.00303490136570555,0.000508001016002111,7.41867279945052e-05,0,0,0.000117709375551656
0.156521739130435,0.000201187003319546,0.00894187779433689,0.00100654252642172,0.000148148148148013,0,0,0.000117570983481337
0.431372549019608,0.000204394481348963,0,0,0.000149936277082317,0,0,0.000119012198750433
0.222222222222222,0.000411015207562744,0.0117994100294985,0.00101677681748854,0.000151251607048402,0,0,0.000119882515135229
0.222222222222222,0.000203520911773644,0.00289435600578865,0.00100857286938979,0.000369726771915428,0,0,0.000237135404315817
0.253521126760563,0.000199700449325971,0.00275103163686389,0,7.23877085672252e-05,0,0,0.00011925347325747
0.285714285714286,0.000199900049974973,0.0196905766526019,0.000499375780274735,7.23196528656005e-05,0,0,0.000117061750073223
0.533333333333333,0,0.00285306704707555,0,0.000218300891395315,0,0,0.000115908432338512
0.222222222222222,0.00019671486180791,0.00275103163686389,0.000492004920049103,0.000145317154689979,0,0,0.000116299354538477
0.208955223880597,0.000590493061706547,0.00568181818181819,0,0.000140745953553907,0,0,0.000115466774435715
0.276923076923077,0.000197765252645071,0.00285306704707555,0.000485319097306382,0.000141482739105901,0,0,0.000115054938733304
0.285714285714286,0.000196598840066805,0.00279720279720286,0.000484848484848388,6.98299640377035e-05,0,0,0.000114711786636136
0.474226804123711,0.000196482955103606,0,0.000485083676934347,0.000137902502930303,0,0,0.000228780599405287
0.468085106382979,0.000195255296299873,0.00281293952180035,0.000483208504469583,0.000278067431352048,0,0,0.000342994340593393
0.478260869565217,0.000196831020568942,0.00288600288600295,0.00048042277203947,0.00042653017701004,0,0,0.000114423021912067
0.325581395348837,0.000195905573513527,0.00832177531206664,0.000480884828083749,0.000140114894213327,0,0,0.000113953620876362
0.298850574712644,0.000391389432485245,0,0.00047835446065542,0.000141043723554374,0,0,0.000114554098172758
0.313253012048193,0,0.00273597811217517,0.00048042277203947,0.000142338623585583,0,0,0.000228963938179691
0.271604938271605,0,0.0138312586445367,0.000955566172957457,0.000138274336283257,0,0,0.000222990299921909
0.431372549019608,0,0.00554016620498615,0.000977039570102568,0.000141033777589604,0,0,0.000225250591282757
0.488888888888889,0.000200380723374372,0.0109289617486339,0.000488878024932856,0.000139860139860013,0,0,0.000112657015715551
0.488888888888889,0,0.0135685210312076,0.000497883993029702,0.000142683883855392,0,0,0.000113591185324077
0.488888888888889,0.00020612181799454,0.0081632653061224,0.00102406554019455,0.000285836787194658,0,0,0.000456100342075166
0.468085106382979,0.000211528291909001,0,0.000526454330086947,0.000216943269335077,0,0,0.000115868142054401
0.521739130434782,0.000212066588908875,0.0115606936416185,0.00104931794333681,0.000145285485979818,0,0,0.000114711786636136
0.521739130434782,0.000206590228282161,0.0114942528735632,0.000521512385919062,0.000359053534882133,0,0,0.000113875761544052
0.521739130434782,0.000204729245572689,0,0.000515596803299717,6.9961870780361e-05,0,0,0.000110932386710357
