"A.ASBX.Spread.","D.RHM.Spread.","I.LDO.Spread.","F.CSF.Spread.","BA..Spread.","RR..Spread.","TK.ASE.Spread.","IS.ESLT.Spread.","U.NOC.Spread.","U.RTX.Spread.","U.HII.Spread.","U.LMT.Spread.","X.AXON.Spread.","X.MANT.Spread.","U.BWXT.Spread.","U.CW.Spread.","X.SWBI.Spread.","U.GD.Spread.","U.RGR.Spread.","X.POWW.Spread.","U.CACI.Spread.","X.HON.Spread."
0.0284900284900285,0.00666956647817903,0.00127064803049553,0.00123961819759507,0.00146735143066774,0,0,0.000303966766300085,0.000265076209410266,0.000174140182847157,0.00045180722891568,0.000307807312622268,0.00105318588730909,0.000609942055504606,0.000663570006635686,0.000566251415628426,0.000699056274030045,0.000137902502930303,0.000372647661635982,0.00396039603960388,0.000700315141813748,0.000201857085183793
0.0114942528735632,0.00680715475414583,0.00126582278481021,0.00210643702372841,0.00292825768667637,0,0,0.000303720577069108,0.000371382338117206,0,0.000527048902608841,0.000309782488438445,0.000530926466684447,0.00120373156786034,0.000658978583196032,0.00042441819339324,0.00139762403913344,0.000206135981035498,0.000751032669921126,0.0039447731755425,0.00049957536094317,0.000201836714098254
0.0451977401129944,0.00663780663780675,0.00126582278481021,0.000369208048735476,0.00147383935151065,0,0.0129032258064516,0.00061019017593819,5.36581439647514e-05,0,0.0003054367745876,9.12159080544114e-05,0.000534902380315486,0.000895656068069895,0.000657246138678921,0.000426227179086469,0.000709975150869704,0.000136546733119286,0.000960338038989806,0,0.000199441563621961,0.000101025407889992
0.0169014084507042,0.00671630895021162,0.00255591054313094,0.000123693487537769,0.0014760147601477,0,0,0.00143692907728626,0.000106803374986704,0.0001753924405859,0.000747999102401247,9.0834771550596e-05,0.00108813928182805,0.000594883997620557,0.000649139889646205,0.00070298769771545,0.000706963591375029,0.000135556459265353,0.000577756379393378,0.00391389432485332,0.000870448280864678,0.00020173492031481
0.0169014084507042,0.00667731165626372,0.000644122383252804,0.000871351216779827,0.00148257968865823,0,0,0.000303628358888588,0.000215389585913478,0,0.000381141136562956,0.000228346996095318,0.000555092978073717,0.000606060606060485,0.000321802091713532,0.00014187415762206,0.000710479573712241,0.000206362854685969,0.000380517503805234,0.00388349514563116,0.000387859982546361,0.000101869301685989
0.0220994475138122,0.00678265998230601,0.00327976385700223,0.000248200546041328,0,0.00392927308447929,0,0.00410635458371836,0.000109277674571141,0.000178970917226042,0.00184643791352501,0.000185623462805662,0.000560695262125123,0.000926640926640962,0.000645786244752973,0.000431685732786548,0.00070896845090392,0.000140864910550854,0.00056630486078341,0.00383877159309013,0.000994727941907832,0.000102548325898486
0.0340909090909091,0.0066168009205983,0.00129282482223656,0.00049597024178557,0.00149812734082394,0,0,0.000808244089715077,0.000159697639136574,0.000177069499778628,0.000375925717078391,0.000137466492542448,0.000562587904360144,0.000609942055504606,0.000640820249919884,0.000283045570336768,0,0.000208702911405622,0.000184077312471201,0.00376647834274962,0.000590260698475182,0.000100507563194182
0.0114942528735632,0.00492784230904623,0.00127226463104323,0.000491279783836797,0.00149588631264034,0.00385356454720625,0,0.00112388250319299,0.000159570224196171,0.000176725280551473,0.000301864010263316,9.12492015695329e-05,0.00057920648711254,0.000613873542050434,0.000324412003244056,0.000285347410472193,0.000637145587766791,0.000139752637831111,0.000695894224077925,0.00368324125230211,0.000402454975349553,0.000201633229156125
0.0294985250737463,0.00662952253332391,0.000654236179260699,0.00111586386460856,0,0.00399201596806379,0.0132450331125828,0.000312809551118306,0.000106382978723308,0.000179872290673586,0.00030616150019129,9.13784438250185e-05,0.000590841949778317,0.00062285892245394,0.000650406504065142,0.000145655815308294,0.000608457560085279,7.0429974997495e-05,0.000518089974959004,0.00357781753130583,0.000485083676934244,0.00010233843319864
0.0238095238095238,0.00738007380073795,0.00131665569453585,0.0001256676091738,0,0,0,0.00209533787323209,0.000160758781448443,0.000179937022042249,0.000388726919339253,0.000137889826029008,0.000601865783930278,0.000315806095057684,0.000327278677794077,0.000738934456513665,0.000601503759398377,0.000142714428428787,0.000530363298859739,0.00346620450606594,0.000204687340087975,0.000206164312957386
0.0325203252032521,0.00649534029935038,0.00131492439184756,0.0015079165619503,0,0,0,0.00269469145782808,0.000320273299882579,0,0.000311405216037307,0.000137008197657165,0.000564174894217295,0.000628338045868664,0.000321698568441421,0.000731903681475476,0,0.000214323986426156,0.000502975940984056,0.00335008375209388,0.000307708087594247,0.000206504904491441
0.0251046025104603,0.00993448995752642,0.000671817265703714,0.000766577232656219,0,0,0.013986013986014,0.000325467860048833,0.000107497984412847,0.000181702552920832,0.000315955766192782,4.6037336279681e-05,0.000587371512481736,0.000321698568441421,0.000645369474023865,0.000299985000750116,0.000555401277423025,0.0001450431503373,0.000506030193134756,0.00323101777059781,0.000107301893878482,0.000213903743315617
0.0173913043478261,0.00674076730010755,0.00138985406532311,0.000902585262072173,0,0,0,0.00333422963162143,0.000427555983111605,0.000182165953183314,0.000158252888115177,0.000369310312990417,0.000613685179503011,0.000644329896907203,0.000322736808132903,0.00104892485202657,0,0.000143657520471066,0.000334616028107799,0.00312012480499213,0.000426985482493662,0.000106083912374592
0.0347826086956522,0.00650636492220662,0.00135409614082597,0.0005015045135407,0,0,0,0.00116101113515224,5.32268795741366e-05,0.000181768608561394,0.000551593711831631,9.30968672904633e-05,0.000588408355398739,0.00129743756081747,0.000317510715986714,0.000598533592697771,0.000608087564609183,0.000144938038988407,0.000343465567576904,0.00301659125188531,0.000532226302623845,0.000106695118698374
0.0173913043478261,0.000987514989066903,0.000666444518493821,0.0012419274714356,0,0,0.0132450331125828,0.00115128996807786,5.26995336090796e-05,0.000178205470907921,0.000621890547263779,0.00032190568163538,0.00119260584376861,0.000637958532695361,0.000316806589577113,0.000295726748484342,0.000593647966755807,0.000143256213738344,0.000502554652818513,0.00291970802919715,0.000316940468015436,0
0.0253164556962026,0.00992692678891492,0.00133155792276961,0.000366725750259604,0,0,0,0.000917290934107969,0.000159282168361258,0,0.000315035047648988,0.000139382535368324,0.00117716303708061,0.000644745325596376,0.000322113061684702,0.000449202665269164,0.000603682463024544,0.000144738746562529,0.000339731612026552,0.00568181818181819,0.000604899687468518,0.000205380981721052
0.0350877192982454,0.00603635853162079,0.00203320908166719,0.000250062515628857,0,0,0,0.00124287933713107,0.000108219252204869,0.000183536753234929,0.000957090445047093,4.71286848740057e-05,0.000591891092038947,0.000657894736842091,0.00032483352281949,0.000153503722465348,0.000610314311870709,0.00021956306949172,0.000507743082000527,0.00277392510402213,0.000107394082586104,0.000206377050871902
0.0186915887850467,0.00981019407123071,0.00135869565217388,0.0016454654768685,0,0,0,0.000831168831168961,5.29170525201265e-05,0,0.000157183275699434,4.64112500869789e-05,0.000557568999163734,0.00098505992447866,0.000323258445126929,0.000150545728265037,0.000594000594000687,7.24139179549651e-05,0.00067865626060399,0.00544959128065396,0.000321802091713608,0.000102390825782062
0.0262008733624454,0.00655270655270667,0.000689417442261275,0.00153002677546845,0,0,0,0.000627221409157456,0.00015831552283702,0.000178651183564056,0.000234750968347753,0.000321802091713565,0.000571591883395345,0.000976721471593721,0.00063471913678196,0.000297176820207965,0.000585994726047557,0.000142897970848887,0.000497883993029643,0.00539083557951483,0.000422877682630365,0.000201633229156125
0.0181818181818182,0.00666430343849697,0.000674536256323763,0.00216519136470722,0,0,0,0.000311672120928795,0.000210504157457068,0.000352236703064389,0.000233563003620235,4.58873465642736e-05,0.000554477405045634,0.000323153982872775,0.000315010237832779,0.000145698258905881,0.000591191250369587,0.000142979696882913,0.000495253817581529,0.00537634408602151,0.00031637226469814,0.000100065042277389
0.018348623853211,0.0066918203175055,0.00200736032117773,0.00367018920458131,0,0,0,0.00124287933713107,0.000157774330116496,0.000176040841475312,0.000617808324967275,0.000320212254980413,0.000560381059120289,0.00097481722177084,0.000631911532385453,0.000579458206576735,0.000592241634587004,0.00028608210556424,0.000662800331400152,0.00540540540540541,0.000740701550182608,0.000200803212851366
0.0181818181818182,0.006310958118187,0.00337268128161882,0.00242548030892975,0.00152555301296717,0,0,0.000615006150061524,0.000158190302934436,0,0.000466200466200484,0.000229163324701567,0.000573230151905876,0.000981836033382462,0.00063231109705974,0.000436268450519903,0.000594707106750019,0.000215030641866474,0.000498463072194087,0.00547945205479452,0.000425079702444275,0.00030277034869053
0.018348623853211,0.00673014963843343,0.00339328130301995,0.000765990042129481,0,0,0,0.00122749590834687,0.000105257618020158,0,0.00023381785589027,4.57760179442875e-05,0.00057987822557272,0.000654450261780091,0.00031402103940969,0.000145232735458647,0.000593295757935213,0.000143266475644772,0.00033145508783565,0.00557103064066853,0.000106016432547099,0.000201308505284308
0.00921658986175116,0.00649534029935038,0.000673174015482988,0.000873853067848541,0.00150037509377341,0,0,0.000304151670299601,0.000104487748811357,0.000174291938997911,0.000386145113333459,0.000181447040145122,0.00057454754380934,0.000648718780408679,0.00062073246430776,0.000717102904266722,0.000585651537335169,0.000142571998859294,0.000494600610007438,0.0056657223796034,0.000735332738064052,9.96959274214158e-05
0.00913242009132421,0.000844713501337495,0.00134498991257575,0.00100100100100098,0.00150715900527502,0.00405679513184594,0,0.000618301731244725,0.000315606753984398,0.00017499343774605,0.000313504193118632,9.09876711704736e-05,0.000561324726354284,0.00129954515919425,0.000621504039776135,0.000286615075953142,0,0.000215478541928541,0.00049945891950389,0.00574712643678161,0.000740466493891079,0.000100578325370934
0.0262008733624454,-0.000141833912488549,0.00137741046831953,0.00276104417670699,0,0,0,0.00233894340773889,0.000158877267311008,0.000176538088092471,0.000630865073732342,0.000368408933916574,0.000578536303152908,0.000331180659049446,0.000314811899889753,0.000292013432617842,0.000592592592592475,7.28199526671715e-05,0.000335289186923655,0.0058139534883721,0.000647109577221767,0.000202901491325921
0.0350877192982454,0.00328923846978912,0.00211939244083358,0.00190343252331694,0,0.00415800415800425,0,0.00228548715655591,0.000107140943911771,0.000177635669242349,0.000800320128051175,0.000374865282788923,0.000591191250369587,0,0.000636334712058529,0.000149465660264418,0.000594353640415929,7.34403113868535e-05,0.000168534591725038,0.00584795321637427,0.000886917960088673,0.0001022860942054
0.0262008733624454,0.00657236748106863,0.00140056022408961,0.00050994390617022,0,0,0.0125786163522013,0.000307203932210344,0.00015997013890741,0.000177383592017829,0.000724025582237152,0.00018759086432487,0.000594353640415929,0.000343229792346029,0.00095253214796003,0.000148643626904573,0.000559127760693406,0.000146972369194667,0.000325732899022736,0.00583090379008747,0.000669493416648095,0.000102369862312442
0,0.00648892650585425,0.000674081563869214,0.00113500220694878,0,0,0,0.00172580072077561,0.000207867796081651,0.000177069499778628,0.000551246210182251,9.16380297822763e-05,0.000587716720540582,0.000342172797262671,0.000627943485086329,0.000282485875706158,0.000503397936068541,0.000219579139981502,0.000305110602593379,0.00579710144927537,0.000109057200501719,0.000304614915977064
0.00896860986547086,0.00656580074222107,0.00275862068965511,0.000759878419452736,0.00148698884758374,0.00419287211740052,0,0.000615763546798053,5.24948161368587e-05,0,0.000470588235294135,9.18948722661746e-05,0.000566732785491528,0.000687994496044017,0.000318319274232105,0.000136733438162373,0.00105429625724826,7.39398868719058e-05,0.000474270808631747,0.00574712643678161,0.00055276104140177,0.000205465379083584
0.0279069767441861,0.00877458396369135,0.000690846286701194,0.00202198913180837,0.00150715900527502,0,0,0.00174618663653641,0.000319047112623643,0.000184450797749664,8.00736677743934e-05,0.000187485352706782,0.00120481927710841,0.00104547830632518,0.000653594771241816,0.000283848992336021,0,0.000152940276821979,0.00033036009250076,0.00284495021337133,0.000672796591163804,0.000105836905328792
0.0373831775700935,0.00677866195107586,0.000700035001750073,0.000125211294058788,0.00146520146520143,0,0,0.000619195046439652,0.000107480653482428,0.000375304935259824,0.000314465408804969,0.000140980756126794,0.00061443932411684,0.0021306818181819,0.000329978551394094,0.00028731504094254,0.000575539568345209,0.00015366884364203,0.000515065670873056,0.00282087447108598,0.000345562402810587,0.000213469954103917
0.0115606936416185,0.00685135537682466,0.000696621386276544,0.00132810141865378,0,0,0,0.0026614801924454,0.000106315118009684,0.000187458993345168,0.00015815277558118,9.28979516002147e-05,0.000630715862503929,0.00105578039767732,0.000661375661375647,0.000143791789488689,0.0005839416058393,7.61643626948423e-05,0.000178587373872632,0.00280504908835899,0.000567440276910823,0.000106740673533553
0.0246913580246912,0.00675576442943154,0.000688468158347662,0.000717960990786025,0.00145878920495998,0.00422832980972526,0,0.000308087291399241,0.000158784767248001,0.000187318535169018,0.000387341674090803,0.000275355667737505,0.0012476606363069,0.00104950148679381,0.000327922610264029,0.000283647709544689,0.00115207373271887,0.000150943396226278,0.000176226980350657,0.00279720279720286,0.000341199886266717,0.000211886852420916
0.0368098159509201,0.00676271684798579,0.000683760683760791,0.000601069904429851,0.00145032632342287,0,0,0.00217402557068179,0.000270409129012257,0,0.000569731005575285,0.000139889487305034,0.000648718780408679,0.000345363495078624,0.00065746219592372,0.00014481210629216,0.000618238021638208,0.000154990700558046,0.000385208012326717,0,0.00011552012938244,0.00010818412938812
0.0243902439024389,0.00683526999316477,0.000715051841258476,0.000123800680903808,0.00146950771491547,0,0,0.000316505776230428,0.00032341526520053,0.000381170192490871,0.000480038403072264,4.62395671977404e-05,0.000646203554119534,0.00101265822784814,0.000339040515341636,0.000291290416545238,0.000625195373554222,7.75043596201582e-05,0.000191003724572591,0.00281293952180035,0.000798403193612697,0.000106388637693549
0.0263157894736842,0.00778828578240475,0.000751597143930837,0.000633994801242594,0,0,0,0.00084477296726503,0.000217226023677593,0.00019796100168277,0.000404481656756843,0.000185176612193843,0.000683293474547303,0.00135823429541593,0.000694927032661556,0.00029437739181625,0,0.000238161394038035,0.000751314800901562,0.00282885431400289,0.000114031586749588,0.000108043865809574
0.0397350993377484,0.00717404865876472,0.000764818355640519,0.000640245854408238,0,0,0,0.000208224882873462,0.000322910499973103,0,0.000328003280032735,0.000323213667320889,0.000702987697715275,0.000681431005110718,0.000697836706210856,0.000300075018754629,0,0.00023699490460956,0.000757145561234131,0.00285306704707555,0,0.000216520515318783
0.0129032258064516,0.00691105769230781,0.00149925037481256,0.000752823086574683,0,0,0,0.000519399574092467,0.00026785953446019,0.000198945588381679,0.000246396451891102,0.000278603268944901,0.000689893066574666,0.000687521485046515,0.00035155563367896,0.00045637788088539,0,7.85145055549414e-05,0.000568343279340609,0.00287769784172656,0.000231080300404345,0.000323711896412205
0.025974025974026,0.00714174817574901,0.000787091696182728,0.000129743756081805,0.00155400155400166,0,0,0.0027638992239822,5.47750116396402e-05,0.000199900049974973,8.19705725644913e-05,4.74754907778427e-05,0.000662032439589526,0.00141793690180784,0.000720461095100849,0.000609384521633029,0.000641642605068963,0.000161030595813172,0.000555915871398018,0.00579710144927537,0.000341161084892263,0.000109140518417363
0.0372670807453415,0.00705846248273758,0.000772499034376191,0.00332863909870684,0.00158856235107225,0,0,0.00430292598967289,0.000275854459187395,0,0.000329516434632112,9.49081763394402e-05,0.000638773554774819,0.00108675964499189,0.000358873138345651,0.000152823412546663,0.000634316523945435,0.000160901045856766,0.000916674305619161,0.00584795321637427,0.000236462520690592,0.000217604178000174
0.0578034682080925,0.00834248079034018,0.000757862826828328,0.000992432700657642,0,0,0,0.000319403779611404,0.000108636610537807,0.000196328654167037,0.000407116394577186,4.7159800985731e-05,0.000648298217179889,0.0010610079575596,0.000353544281421178,0.000149958761340495,0,0.000158265411094374,0.000712885403671345,0.00588235294117647,0.000580282017060258,0.000107394082586104
0.0106951871657753,0.008358553105635,0.000768344218209742,0.000366501740883283,0,0,0,0.00160436386972556,0.000219876868953342,0,0.000492085622898286,0.000284387145701025,0.000665557404326109,0.00144092219020183,0.000354672814328711,0.000295377344557614,0.000623247117482179,0.000240702852328809,0.00106345267635594,0.00593471810089021,0.00059826503140888,0.00032653061224491
0.0106951871657753,0.00813920853213582,0.000768344218209742,0.00150262960180321,0.00151400454201373,0,0,0.000962309542902852,5.47990245774684e-05,0.000197882655585199,0.000721009413178477,9.52562392837218e-05,0.00126182965299682,0.00107894263621655,0.000349467062729392,0.000288225969159969,0.000613308800981172,7.85083415112142e-05,0.000521693765759519,0.00597014925373135,0.000118238250073959,0.000106672355859034
0.0331491712707183,0.00801437059555062,0.00079904115061924,0.000750750750750779,0.00150262960180312,0,0,0.00180860684078942,0.00044913541432733,0.000592592592592615,0.000245529320293008,0.000385004090668524,0.000659848234905958,0.00108479479298503,0.00034644032565396,0.000294117647058974,0,0.000465441005352589,0.000906371793709728,0.00899550224887564,0.000121425535790239,0.000325044693645389
0.0222222222222222,0.00809377616522465,0.000805477245267804,0.000127820029398491,0.00150715900527502,0.00433839479392635,0,0.00300098308066442,0.000222259265433241,0.000196174595389858,0.000326503958860552,0.000338925605829487,0.000675904021629034,0.000718648939992798,0.00102757321459158,0.000144435617823224,0,0.000155472636816,0.000354609929077944,0.00904977375565618,0.000366815430702465,0.000643915003219447
0.0421052631578947,0.00755016888535674,0.00158604282315619,0.00012357120790862,0,0,0,0.000307298335467361,0.000270146149066706,0.000193404893143758,0.000156408852741034,9.48271774689764e-05,0.000649983750406226,0.000693721817551147,0.000668225860340781,0.00100610851598984,0.000604047115674903,0.000149543891132124,0.000169937972639953,0.00907715582450826,0.00084301800445587,0.000102244261540873
0.0105820105820106,0.00763205462944357,0.00158227848101262,0.000370347509413013,0,0,0,0.000621439668565534,0.000159062591129616,0.000193704600484361,0.000473335437046405,4.76610347210204e-05,0.000648298217179889,0.000713266761768886,0.000333500083374954,0.000289477493124852,0.000600781015319796,0.000149734221756459,0.000676132521974293,0.00910470409711692,0.000367624532810503,0.000102139829426392
0.0110497237569061,0.00776335162628829,0.000815328169588242,0.000756525028369717,0.00152091254752848,0,0,0.000929512006196782,0.000160021336178163,0.000198511166253203,0.000320872773945181,0.00038026428367708,0.000677736360555729,0.0010922992900055,0.000335514175473847,0.000150613751035547,0.000590841949778317,0.000224693854623085,0.000663349917081246,0.00609756097560976,0.000247096614776328,0.000313005373258919
0.0224719101123596,0.00612761422672164,0.000830909846281661,0.00114935189323784,0,0,0,0.00145152928978746,0.000105418511490522,0.000197258112239967,0.00071676024369851,0.000140874832711142,0.000663790242283424,0.000359259924555472,0.00033184005309446,0.000298730395817715,0.000601865783930278,0.000149454491107534,0.000663239927043594,0.00305343511450375,0.000866926744690165,0.000308340613597833
0.0222222222222222,0.00812666386436876,0.00084638171815487,0.00184186291277464,0,0,0,0.0030279300443749,5.36610233158183e-05,0.000192400192400154,0.000317586343787154,0.000237829096011525,0.000633111744222954,0.000710227272727384,0.000340193910528934,0.000295420974889158,0.000596125186289214,0.000147743222279544,0.000488559563553475,0.0030627871362941,0.000215215753793135,0.000204813108038874
0.0338983050847458,0.00996583143507977,0.000899685110211407,0.000410032119182685,0,0,0,0.00245294086279518,0.000214534727809021,0.000193068829037513,0.000239339423191999,0.000235888000377474,0.000643707756678454,0.000363570259952793,0.000699300699300684,0.000455615460551312,0,0.000149042402563394,0.00032268473701199,0.00307219662058365,0.000439126138983492,0.000205718987862685
0.0229885057471265,0.00873094891629001,0.00282352941176481,0.000280426247896747,0,0,0,0.000862812769628972,5.38807618739239e-05,0.000195293428376096,0.000479463001438407,9.31923023158764e-05,0.000650406504065142,0.000359776938298311,0.000359130903214278,0.000460016867285151,0.000611807892321907,0.000151205866787709,0.00015677667163123,0.00308166409861319,0.000320632715224722,0.000103471467742823
0.0578034682080925,0.00723132548657587,0.000973236009732339,0.00197851893725269,0,0,0,0.000321560640977557,0.000426939908207835,0.000388726919339225,0.00031890297377028,9.25925925925084e-05,0.000650829808005193,0.000365965233302763,0.000363174142001017,0.000462499036460358,0.000618620476337864,0.000227023345567378,0.000160064025610212,0.00310077519379838,0.000213151444101143,0.000102233808720451
