"A.ASBX.Spread.","D.RHM.Spread.","I.LDO.Spread.","F.CSF.Spread.","BA..Spread.","RR..Spread.","TK.ASE.Spread.","IS.ESLT.Spread.","U.NOC.Spread.","U.RTX.Spread.","U.HII.Spread.","U.LMT.Spread.","X.AXON.Spread.","X.MANT.Spread.","U.BWXT.Spread.","U.CW.Spread.","X.SWBI.Spread.","U.GD.Spread.","U.RGR.Spread.","X.POWW.Spread.","U.CACI.Spread.","X.HON.Spread."
0.0313479623824452,0.00714840714840705,0.000700525394045519,0.000265146493437572,0,0.00349040139616064,0,0.000331986941846967,0.000157542339503748,0.000170750448219893,0.000443872342314325,4.52498925314641e-05,0.000425985090521898,0.000712504453152817,0.000355935219790054,0.00144571345959223,0,6.63239927043005e-05,0.000682826903379979,0.0179372197309417,0.00168302945301549,0.000101394169835142
0.0125,0.00709001233045613,0.000711490572749896,0.00237122908707689,0,0,0,0.000340657468915019,5.26135795648378e-05,0.000342407122068193,0.000351370344342992,4.58200646062494e-05,0.000854700854700836,0.00034381983840473,0.000356696985910398,0.000580298853909854,0.000715563506261165,0.000266666666666803,0.000863483291598259,0.0133630289532293,0.000312548835755599,0.000102066853789284
0.0120481927710843,0.00697286645444911,0.00072859744990891,0.000131518379693629,0,0.0034188034188035,0,0.00034054146092288,0.000106518960375001,0.000172250452157525,8.33854492391504e-05,0.000227515755465988,0.000427259132664027,0.00103752377658659,0.000706963591375029,0.000719269222470134,0.000729128691213984,6.72970153773068e-05,0.000703358537014228,0.0133037694013303,0.000309198660139151,0
0.0425531914893616,0.00682593856655302,0.00362450163102579,0.00143819049486827,0,0,0,0.00067393013590927,0.000105513057240888,0,0.000578440689170708,0.000136026661225605,0.000837170364169091,0.00101919483607942,0.000706963591375029,0.000429215251448618,0.000727008360596131,0.000201673893314518,0.000538841490794812,0.0132450331125827,0.000404981269616344,0.000100811532839408
0.0352941176470589,0.00689345122133963,0.00146950771491547,0.00197667523225923,0,0,0.0145985401459853,0.00156617071260768,5.35805181235615e-05,0,0.000411201118467136,0.000228378285792639,0.00047835446065542,0.000670465973851813,0.000348735832606731,0.000283567276336456,0.000725426187885367,0.000203880526011765,0.000532434111278749,0.00881057268722468,0.000503600745329074,0.000101342791993971
0.0298507462686567,0.00724135274632153,0.000723327305605771,0.00117485803798712,0,0,0.0145985401459853,0.00312989045383413,0.000214834309039263,0.000168961730168083,0.00107977906059218,9.13909705720244e-05,0.000486026731470134,0.00101402737873926,0.000349467062729392,0.00042792953427004,0.000738279808047365,6.78955766031225e-05,0.00220264317180612,0.00881057268722468,0.000298284862043263,0.000203190084323845
0.0240963855421687,0.00667828106852488,0.00145878920495998,0.00104343289422197,0,0,0,0.000991244011234136,0.000107278871426327,0.000336304018832958,0.000230653903817331,0.000320124391191975,0.00049615480029777,0.000672947510094198,0.000684697021567942,0.000284697508896943,0.000749344323716732,6.79832761140141e-05,0.000610438498321173,0.00881057268722468,0.000797130330809212,0.0002027163997567
0.0543806646525679,0.00637737418549832,0.000706464146944527,0.00116106560020646,0.00171086398631305,0,0,0.00100139082058418,0.000271584150348893,0.000168222726890489,0.000387521798101231,0.000184646632507003,0.000495417389150437,0.000666000666000652,0.000343465567576904,0.000570694820944589,0.000716589036187858,0.000205627334727038,0.000189161070651622,0.00881057268722468,0.000397574793757997,0.00030304560836407
0.0298507462686567,0.00667376641817535,0.000717617509867226,0.00221888664099722,0.00172562553925794,0,0.0145985401459853,0.00481388189196761,0.000220167327168604,0,0.000627254194762414,4.6584212610304e-05,0.000519615484541521,0.00100993098804907,0.000687757909215941,0.000727114084199976,0.000737191301142631,0.000138609744265093,0.000590609311940174,0.00881057268722468,0.000702987697715222,0.000204498977505072
0.0547112462006078,0.0110840168477056,0.00138792505204716,0.00116723947863308,0.00173761946133793,0,0,0.00155124653739597,5.50979365822249e-05,0.000343524562006115,0.000234055002925696,0.000280242877160216,0.000532056397978269,0.0010005002501251,0.000681663258350482,0.000437285912105548,0.000727008360596131,0.000138927479855587,0.000785083415112839,0.00881057268722468,0.000295610188697848,0.000102558843136302
0,0.00667172100075812,0.000689417442261275,0.000257499678125534,0.00173761946133793,0.00352733686067012,0,0.000647039792947291,0.000165075522051345,0.000172607232242997,0.00053621356620339,4.64867628942236e-05,0.000539228902669267,0.00101163378856858,0.000673854447439339,0.000583600817041235,0,0.000139528394028058,0.000402252614641915,0.00881057268722468,0.000199720391452069,0.000101713878858678
0.0239520958083833,0.0073015873015872,0.000710984713828637,0.00117994100294971,0,0,0,0.000630981175728281,0.000166366283099965,0.000170867150790227,0.000156249999999969,4.68110005850949e-05,0.000552028705492772,0.000682128240109126,0.000702987697715275,0.00044434570095536,0,0.000141003948110419,0.000605754669358933,0.00877192982456141,0.000611683148129292,0.000102991915134568
0.0543806646525679,0.00740144810941272,0.00142146410803124,0.00105834105040347,0,0,0,0.000325185626795308,0.000279649878352208,0.00035155563367896,0.000627697136131803,0.00018760846114156,0.000574877838459213,0.00100959111559822,0.000347403161368699,0.000148159122898068,0.000759589821496376,0.000426863972680722,0.000612807680522952,0.00873362445414848,0.000208355036982978,0.000103901501376748
0.0298507462686567,0.00564497673354191,0.00138504155124651,0.00128106584678445,0.00163800163800175,0,0.0132450331125828,0.000955870638840246,5.3583389149315e-05,0.000173295208387454,0.000608365019011286,0.000226608352783806,0.000575539568345209,0.00131708923279549,0.000684697021567942,0.000721656924298148,0.000744324525493099,0.000209358316759141,0.000400320256204884,0.00865800865800867,0.000824232433546242,0.000102025200224363
0.0232558139534884,0.00691729323308283,0.00131406044678052,0.000618467437689546,0.00160642570281135,0,0,0.00031086472203514,0.000322407307898991,0.000173837461973021,0.000303651408183345,8.99401897737186e-05,0.000596480763495259,0.000978633175664692,0.000346200450060639,0.00057736720554261,0,0.00013999720005607,0.000604412209126647,0.00858369098712447,0.000619195046439652,0.000102706311302882
0.0350877192982456,0.000895255147717133,0.000657678395264818,0.0010046464900163,0.00159616919393452,0,0,0.000306388193841609,0.000106281220108461,0.000173475583311614,0.0004566905160603,0.000268853340502766,0.000546000546000631,0.000961692578938969,0.000340657468914938,0.000285143997718994,0.000736105999263878,0.000139149794754124,0.000198117880138643,0.00847457627118645,0.000408788962698071,0.000100933636134293
0.0350877192982456,0.00683405140395198,0.000655522779416571,0.00151821862348166,0,0,0,0.000629458665547504,0.000159383716296991,0.000172517898731959,0.000671616730719028,0.000133949501038114,0.000561324726354284,0.000322216851941292,0.000683060109289603,0.000425019480059519,0.00073664825046039,0.000137712593816775,0.000797925393975646,0.00836820083682009,0.000410130216343608,0.000199940017994704
0.0112994350282486,0.00682087781731922,0.00127795527156547,0.00112535167239749,0.00154679040989943,0,0,0.000621246634914084,0.000105563179563022,0,0.000297397769516881,8.84486113567212e-05,0.000550812448361419,0.000317208564631295,0.000340193910528934,0.000420433046037434,0.00072490032620526,6.87261606129748e-05,0.000583827965359563,0.00412371134020628,0.000708609606721599,0.000198906016906972
0.0498614958448754,0.00511060816237124,0.000645786244752973,0.000995272455834764,0,0,0,0.000308562612496797,0.000106467926537185,0.000172905679951675,0.000224508886809899,0.00022115576000182,0.000548395941869921,0.000630914826498409,0.000335514175473847,0.000422862781027372,0.000713012477718345,6.91491200773841e-05,0.000769082868679084,0.00813008130081302,0.0004044489383216,0.000200843542880199
0.0228571428571429,0.00650791303061674,0.000660720185001638,0.000125242657649081,0.00152091254752848,0,0.0136054421768708,0.000605938194304204,0.000106349037541114,0.000174200853584148,0.000672922352237492,8.82807327301268e-05,0.000517732332384238,0.000618620476337864,0.000659195781147104,0.000420609884332298,0,0.000274781891873271,0.000950841494722776,0.00402414486921538,0.000300887618474511,0.000101807075591806
0.023121387283237,0.00666956647817903,0.00126823081800885,0.000495417389150437,0.00150037509377341,0,0.0130718954248366,0.00119521912350588,5.32467186709135e-05,0,0.000378114720005921,0.000132822703827513,0.0010378827192527,0.000308024025873957,0.000664451827242511,0.00056569084995059,0.000702000702000687,0.000137779002479897,0.000375516334960629,0.00399201596806379,0.000501680630110843,0.000202757502027679
