"X.AMRS.Spread.","X.GRWG.Spread.","U.YOLO.Spread.","U.CNBS.Spread.","U.MJ.Spread.","X.POTX.Spread.","U.STZ.Spread.","U.IIPR.Spread.","X.CARA.Spread.","X.TLRY.Spread.","X.SNDL.Spread.","X.CNTTQ.Spread."
0.00593471810089029,0,0,0,0,0,0.000147525263701484,0,0.000642054574638831,0,0,0
0.0116959064327486,0,0,0,0,0,0.00022209883398113,0,0.000660720185001638,0,0,0
0.00589970501474921,0,0,0,0,0,0.00014840097944654,0,0.000705467372134024,0,0,0
0.00583090379008755,0,0,0,0,0,0.000222131724112407,0,0.00193112327003548,0,0,0
0.00560224089635862,0,0,0,0,0,0.000297530496876082,0,0.00196014374387463,0,0,0
0.00589970501474921,0,0,0,0,0,0.000150093808630257,0,0.0012285012285012,0,0,0
0.00593471810089029,0,0,0,0,0,0.000225149161319383,0,0.00258397932816532,0,0,0
0.00593471810089029,0,0,0,0,0,0.000151457781143584,0,0.00129701686121917,0,0,0
0.0124223602484472,0,0,0,0,0,0.000226868832003638,0,0.00126662444585189,0,0,0
0.00600600600600609,0,0,0,0,0,7.41867279945052e-05,0,0.00057987822557272,0,0,0
0.00626959247648897,0,0,0,0,0,0.000148148148148013,0,0.00251889168765749,0,0,0
0.0131578947368421,0,0,0,0,0,0.000149936277082317,0,0.00199534419687404,0,0,0
0.00664451827242519,0,0,0,0,0,0.000151251607048402,0,0.000620539869686724,0,0,0
0.0129032258064515,0,0,0,0,0,0.000369726771915428,0,0.00195886385896176,0,0,0
0.00638977635782757,0,0,0,0,0,7.23877085672252e-05,0,0.000663349917081246,0,0,0
0.00643086816720251,0,0,0,0,0,7.23196528656005e-05,0,0.00191143676330049,0,0,0
0.0129032258064515,0,0,0,0,0,0.000218300891395315,0,0.00132450331125825,0,0,0
0.00651465798045612,0,0,0,0,0,0.000145317154689979,0,0.00127307447485686,0,0,0
0.0125786163522013,0,0,0,0,0,0.000140745953553907,0,0.000631512472371316,0,0,0
0.00600600600600609,0,0,0,0,0,0.000141482739105901,0,0.00182204676586706,0,0,0
0.0060422960725075,0,0,0,0,0,6.98299640377035e-05,0,0.00119331742243434,0,0,0
0.0162873251200668,0,0,0,0,0,0.000137902502930303,0,0.00176108012914594,0,0,0
0.0189274447949527,0,0,0,0,0,0.000278067431352048,0,0.00234192037470742,0,0,0
0.00600600600600609,0,0,0,0,0,0.00042653017701004,0,0.000604412209126719,0,0,0
0.00593471810089029,0,0,0,0,0,0.000140114894213327,0,0.000633111744222954,0,0,0
0.00619195046439637,0,0,0,0,0,0.000141043723554374,0,0.00193485972267007,0,0,0
0.00623052959501552,0,0,0,0.00195121951219501,0,0.000142338623585583,0,0.000685166152792038,0,0,0
0.0125786163522013,0,0,0,0.0035301039419494,0,0.000138274336283257,0,0.000698567935731735,0,0,0
0.00655737704918027,0,0,0,0.00872669575565247,0,0.000141033777589604,0,0.000725426187885367,0,0,0
0.012987012987013,0,0,0,0.00876144962166463,0,0.000139860139860013,0,0.000658544616397747,0,0,0
0.012987012987013,0,0,0,0.00820793433652534,0,0.000142683883855392,0,0.00187324383390578,0,0,0
0.00655737704918027,0,0,0,0.00916517234508868,0,0.000285836787194658,0,0.000616712920135554,0,0,0
0.00655737704918027,0,0,0,0.00891410048622362,0,0.000216943269335077,0,0.000658978583196032,0,0,0
0.00664451827242519,0,0,0,0.0255941499085923,0,0.000145285485979818,0,0.000681431005110718,0,0,0
0.0131578947368421,0,0,0,0.0084218969320233,0,0.000359053534882133,0,0.000652528548123967,0,0,0
0.00668896321070228,0,0,0,0.0124173843380734,0,6.9961870780361e-05,0,0.000633512828634766,0,0,0
0.00651465798045612,0,0,0,0.00889248181083276,0,7.14668572450908e-05,0,0.00130633572828214,0,0,0
0.00647249190938505,0,0,0,0.00868665977249228,0,0.000144310556317063,0,0.000652103032279086,0,0,0
0.00611620795107042,0,0,0,0.00918196994991648,0,0.000141452719428603,0,0.00127795527156547,0,0,0
0.00579710144927531,0,0,0,0.00912863070539429,0,0.000140232786425339,0,0.000653808434128903,0,0,0
0.00607902735562304,0,0,0,0.00858720098139429,0,0.000208819127832117,0,0.000641231163834549,0,0,0
0.00607902735562304,0,0,0,0.0102522042239081,0,0.000349662575614611,0,0.000648718780408679,0,0,0
0.00596302921884326,0,0,0,0.00981595092024548,0,0.000280347631062462,0,0.000662471016892997,0,0,0
0.00589970501474921,0,0,0,0.00851754208071388,0,6.98104645885783e-05,0,0.000650829808005193,0,0,0
0.00589970501474921,0,0,0,0.00853485064011383,0,0.000138705874193646,0,0.000620539869686724,0,0,0
0.00593471810089029,0,0,0,0.00958932666249741,0,0.000208109326766336,0,0.000633111744222954,0,0,0
0.00619195046439637,0,0,0,0.00917431192660546,0,0.000140429714927751,0,0.0011862396204033,0,0,0
0.0114528101802757,0,0,0,0.00334588038477617,0,0.000142571998859294,0,0.000593295757935213,0,0,0
0.0125786163522013,0,0,0,0.00885515496521193,0,7.10605791436554e-05,0,0.000598981731057084,0,0,0
0.00611620795107042,0,0,0,0.0258310395934788,0,0.000139217597104147,0,0.00114025085518812,0,0,0
0.00630914826498432,0,0,0,0.00893807193019795,0,0.000419257913492934,0,0.000591191250369587,0,0,0
0.00638977635782757,0,0,0,0.0104575163398694,0,0.000267522739432799,0,0.00397877984084872,0,0,0
0.00655737704918027,0,0,0,0.00914435009797522,0,0.000136063677801281,0,0.00267737617135214,0,0,0
0.00660066006600669,0,0,0,0.00912448403215298,0,0.00013599891200858,0,0.000738279808047365,0,0,0
0.00706713780918738,0,0,0,0.00904587551152276,0,0.000204060810121424,0,0.000739918608952999,0,0,0
0.00778210116731529,0,0,0,0.00957771005659551,0,0.000138782874193396,0,0.000883782589482968,0,0,0
0.00778210116731529,0,0,0,0.00956106040851814,0,0.000139518660620929,0,0.000898876404494523,0,0,0
0.00760456273764269,0,0,0,0.00977343402932041,0,0.000140095264780122,0,0.00167504187604687,0,0,0
0.00800213390237389,0,0,0,0.0102427076374972,0,6.94468557935408e-05,0,0.0017452006980804,0,0,0
0.00816326530612237,0,0,0,0.00975609756097556,0,6.86459584693278e-05,0,0.000912825193975496,0,0,0
0.00754716981132068,0,0,0,0.00992779783393497,0,6.88966206208917e-05,0,0.000873743993010029,0,0,0
0.00754716981132068,0,0,0,0.0119595216191353,0,0.000139431121026086,0,0.000907852927825673,0,0,0
0.00738007380073794,0,0,0,0.00985663082437271,0,6.72201122577174e-05,0,0.00343642611683857,0,0,0
0.00809716599190295,0,0,0,0.0108892921960072,0,6.74513507132367e-05,0,0.00181488203266784,0,0,0
0.00655737704918027,0,0,0,0.0103254769921437,0,0.000134689204660315,0,0.000923787528868341,0,0,0
0.0136054421768708,0,0,0,0.0113199003848766,0,6.84392430619095e-05,0,0.000983767830791912,0,0,0
0.00664451827242519,0,0,0,0.0103162143978471,0,0.00019760893192373,0,0.00105876124933825,0,0,0
0.00673400673400683,0,0,0,0.00950323974082084,0,6.56146451887465e-05,0,0.00111172873818786,0,0,0
0.00673400673400683,0,0,0,0.00951145698227405,0,0.000129558852108452,0,0.00116618075801747,0,0,0
0.0140845070422536,0,0,0,0.00970017636684298,0,0.000131113150649077,0,0.00232828870779972,0,0,0
0.0204778156996587,0,0,0,0.00936170212765953,0,0.000199554328665987,0,0.00113314447592066,0,0,0
0.0136986301369863,0,0,0,0.0258858476554212,0,6.81175709273588e-05,0,0.00115008625646921,0,0,0
0.0138888888888889,0,0,0,0.00939769329346428,0,7.24926601180971e-05,0,0.00253485424588092,0,0,0
0.00692041522491343,0,0,0,0.00912052117263832,0,0.000148170099274042,0,0.00287769784172656,0,0,0
0.0212014134275618,0,0,0,0.00967883853937523,0,7.34780851610339e-05,0,0.00139372822299649,0,0,0
0.00692041522491343,0,0,0,0.00912448403215298,0,0.000144071459443958,0,0.00139958012596231,0,0,0
0.00716845878136194,0,0,0,0.00931057415207275,0,0.000221181848342988,0,0.00138792505204716,0,0,0
0.00716845878136194,0,0,0,0.00918836140888212,0,0.000144927536231752,0,0.00133958472873406,0,0,0
0.01170138076293,0,0,0,0.00920447074293232,0,0.000144133756125758,0,0.00136518771331055,0,0,0
0.0136986301369863,0,0,0,0.00961538461538457,0,0.00014353380221029,0,0.00133779264214056,0,0,0
0.00673400673400683,0,0,0,0.00936568752660717,0,7.04250149652516e-05,0,0.00248138957816372,0,0,0
0.00664451827242519,0,0,0,0.00902643455834949,0,0.000142531356898591,0,0.00136892539356602,0,0,0
0.0186915887850467,0,0,0,0.00897244178594321,0,0.000214999820833491,0,0.00131665569453585,0,0,0
0.019543973941368,0,0,0,0.00916666666666662,0,0.000142267747901624,0,0.00134861766689141,0,0,0
0.00660066006600669,0,0,0,0.00926315789473679,0,0.000143389733295169,0,0.0028571428571428,0,0,0
0.0206185567010309,0,0,0,0.00926315789473679,0,0.000143791789488689,0,0.00139567341242146,0,0,0
0.00668896321070228,0,0,0,0.00956937799043049,0,0.000139246675485496,0,0.00289017341040456,0,0,0
0.0131578947368421,0,0,0,0.00879949717159008,0,0.000140815320706765,0,0.00210304942166136,0,0,0
0.0261437908496733,0,0,0,0.00914000830909842,0,0.000141432713386478,0,0.00203458799593078,0,0,0
0.0207612456747405,0,0,0,0.00891771382245652,0,6.92017577245833e-05,0,0.0019627085377821,0,0,0
0.00664451827242519,0,0,0,0.00842865743527999,0,0.000139130434782482,0,0.00171673819742486,0,0,0
0.00760456273764269,0,0,0,0.0090072449579008,0,6.9230502959541e-05,0,0.00177462289263528,0,0,0
0.00809716599190295,0,0,0,0.00875356803044721,0,0.000278028775978258,0,0.00185356811862848,0,0,0
0.00816326530612237,0,0,0,0.00955109837631328,0,0.000144133756125758,0,0.00180995475113134,0,0,0
0.0162601626016261,0,0,0,0.00920951650038367,0,0.000142897970848887,0,0.00194741966893861,0,0,0
0.0149253731343284,0,0,0,0.00941796948577887,0,7.12885403670711e-05,0,0.00188857412653443,0,0,0
0.0173913043478259,0,0,0,0.00892525102268509,0,7.1176910210263e-05,0,0.00191387559808625,0,0,0
0.0175438596491228,0,0,0,0.00806156101135943,0,0.000140795494544247,0,0.00208986415882963,0,0,0
0.0169491525423729,0,0,0,0.00821508588498875,0,0.000281928390188836,0,0.00199004975124392,0,0,0
0.0175438596491228,0,0,0,0.00845503458877782,0,6.9389029594358e-05,0,0.00214362272240081,0,0,0
0.0266666666666668,0,0,0,0.00869072359720374,0,6.91682517725701e-05,0,0.00211193241816257,0,0,0
0.0175438596491228,0,0,0,0.00832880680789428,0,6.80758364819724e-05,0,0.00403225806451604,0,0,0
0.0170940170940171,0,0,0,0.00823045267489713,0,6.80017680459073e-05,0,0.00193610842207159,0,0,0
0.0088105726872248,0,0,0,0.00822162645218947,0,6.79417060161763e-05,0,0.00159362549800808,0,0,0
0.00865800865800858,0,0,0,0.00783475783475792,0,6.69276846366891e-05,0,0.00153491941673059,0,0,0
0.00873362445414839,0,0,0,0.0080733944954128,0,0.000133217877839085,0,0.00174064403829413,0,0,0
0.0161290322580646,0,0,0,0.00810313075506455,0,6.66911200773011e-05,0,0.00171379605826903,0,0,0
0.0140661630632977,0,0,0,0.00766563241467424,0,6.68158888183002e-05,0,0.00173460537727663,0,0,0
0.00803212851405615,0,0,0,0.00757985923118561,0,6.69411252802551e-05,0,0.00174367916303396,0,0,0
0.00836820083682,0,0,0,0.00786275911365257,0,0.000133573766112404,0,0.00328947368421046,0,0,0
0.00843881856540096,0,0,0,0.00785153461812987,0,0.000197869603931017,0,0.00166527893422145,0,0,0
0.0088888888888888,0,0,0,0.0075093867334168,0,6.61703887509737e-05,0,0.00160642570281135,0,0,0
0.018181818181818,0,0,0,0.00778761061946899,0,0.000261951538965239,0,0.001516300227445,0,0,0
0.00995024875621893,0,0,0,0.00864864864864872,0,0.000264113568834546,0,0.00146092037983927,0,0,0
0.0131442407471464,0,0,0,0.00844501560492016,0,0.000594196679100805,0,0.00149365197908884,0,0,0
0.00947867298578201,0,0,0,0.00804681784930501,0,0.000187119912677381,0,0.001448225923244,0,0,0
0.0192307692307693,0,0,0,0.00813308687615523,0,6.35344197720342e-05,0,0.00146950771491547,0,0,0
0.0188679245283019,0,0,0,0.00822750849579683,0,0.000188720787594761,0,0.00299850074962512,0,0,0
0.0152671755725191,0,0,0,0.00772743238496659,0,0.000190542729207032,0,0.00151400454201373,0,0,0
0.00858369098712458,0,0,0,0.00765483646485743,0,0.000127412881442198,0,0.00141542816702062,0,0,0
0.00904977375565602,0,0,0,0.00721277691911377,0,0.000256229581705157,0,0.00134498991257575,0,0,0
0.00921658986175128,0,0,0,0.00756793945648431,0,0.000127534753220318,0,0.0013306719893546,0,0,0
0.00947867298578201,0,0,0,0.00935713047998612,0,6.3814173127975e-05,0,0.00135043889264008,0,0,0
0.00930232558139526,0,0,0,0.00766817706517959,0,6.3289136419676e-05,0,0.00123228589032653,0,0,0
0.00930232558139526,0,0,0,0.00716845878136191,0,6.35707701598227e-05,0,0.00121728545343881,0,0,0
