"U.MGM.Spread.","U.LVS.Spread.","X.WYNN.Spread.","X.BJK.Spread.","X.GDEN.Spread.","U.BYD.Spread.","U.BALY.Spread.","X.RRR.Spread."
0.000459031443653799,0.000412626366824758,0.000297220983801397,0.0113636363636364,0.0107991360691144,0.000500125031257893,0,0
0.000438500328875159,0.000409668168783204,0.000429092469427178,0.0104182169965769,0.00860215053763442,0.000500375281460996,0,0
0.000431127398146066,0.000201999798000162,0.000428785821482186,0.00504077094143815,0.0180947312400213,0.000500375281460996,0,0
0.000420609884332348,0.000197569890348672,0.000138513747489509,0.00147210363609611,0.00427807486631007,0.000490316253983722,0,0
0.000414507772020643,0.000196444357135802,0.000538502961766183,0.00461494087106999,0.00970350404312667,0.000484613520717304,0,0
0.000416233090530762,0.000201267988326417,0.000137240101557745,0.00527086383601756,0.00851063829787235,0.000483909992741426,0,0
0.000418322526668126,0.000201877460381508,0.00041115603371481,0.00381399442570032,0.00611620795107039,0.00047835446065542,0,0
0.000419551080344097,0.000200863713970031,0.000135144266504563,0.00442282176028302,0.00414937759336109,0.000473148805299341,0,0
0.000428908428050678,0.000429184549356138,0.000734160487482522,0.00570313672519879,0.00207468879668045,0.000485790624241028,0,0
0.000426894343649862,0.000213151444101143,0.000446196177586096,0.00944689928386416,0.00310719834282748,0.000479961603071829,0,0
0.000429092469427076,0.000215076889988128,0.000303997568019395,0.0124980948026214,0.0060422960725076,0.000483442107807666,0,0
0.000438692695766684,0.00043431053203047,0.000154547562012069,0.00397614314115294,0.0029955067398901,0.000491521258294498,0,0
0.000444345700955413,0.000218842324105594,0.000160758781448405,0.0130071229482813,0.00805639476334341,0.0010055304172951,0,0
0.000441988950276155,0.000217273221075459,0.000157517523824606,0.0117067159581021,0.00100959111559816,0.000510855683269375,0,0
0.00044913541432733,0.00022053148086885,0.000162429952083132,0.0104873534855029,0.00699650174912529,0.000500876533934285,0,0
0.000439850450846625,0.000217414936406088,0.000326264274062041,0.0138610811643307,0.000980872976949464,0.000486263068320037,0,0
0.000443951165371879,0.000434027777777846,0.000485711972800148,0.0101335789958544,0.00389483933787723,0.000491038546525979,0,0
0.000445136879590386,0.000221901697547942,0.000335739466174182,0.00863131935881631,0.0145560407569142,0.00049615480029777,0,0
0.000441014332965734,0.00022141038414713,0.000166044001660407,0.00311915159076736,0.000981836033382404,0.000501378791677012,0,0
0.000435634937922089,0.000222741953446887,0.000317662007623825,0.00465477114041889,0.00781250000000001,0.000992063492063647,0,0
0.000436014824504101,0.00022313957380337,0.000481811611659859,0.00678384212149241,0.0126030053320408,0.000494437577255949,0,0
0.000437349661054081,0.000223838836038008,0.000490797546012289,0.00931098696461816,0.0116279069767443,0,0,0
0.000439077936333768,0.000451161741484393,0.000327600327600379,0.00718637712857356,0.00869145340415257,0.000491762970248417,0,0
0.000439463854098069,0.000226937478724566,0.000159299084030235,0.000929512006196782,0.00380952380952373,0.000510594842992166,0,0
0.000429645542427564,0.000223189376185808,0.000149666990945011,0.00762311327946333,0.000943841434638961,0.000507743082000407,0,0
0.000426530177009939,0.000221263414094593,0.000437924239106651,0.00982197667280541,0.00283419933868676,0.000498132004981221,0,0
0.000446927374301587,0.000229700241185208,0.000922083909635593,0.00491702519975404,0.000939408172851084,0.00102354145342884,0,0
0.000441988950276155,0.000229016374670906,0.000154810743865483,0.0110361741263029,0.00468384074941442,0.000507743082000407,0,0
0.000447928331466876,0.000231884057971133,0.000309549605324412,0.00278594644791838,0.0150943396226415,0.00104004160166404,0,0
0.000456308464522088,0.000469924812030149,0.000323624595469306,0.00849724626278519,0.00471031559114467,0.000528680941052158,0,0
0.000453206435531455,0.000228806772680426,0.000286041189931496,0.00344341837533259,0.0159849553361542,0.000528960592435946,0,0
0.000453206435531455,0.000233672157962332,0.00045136538027535,0.00943396226415097,0.00569800569800574,0.000536049316537205,0,0
0.000474946568510948,0.000242394861228894,0.000316856780735157,0.00905269964435827,0.0184019370460048,0.000555709919422149,0,0
0.000480653689016968,0.000494437577255949,0.00031862354628012,0.00969305331179324,0.00685938265556103,0.000594353640415929,0,0
0.000472701489009764,0.000240992890709676,0.000454235748353413,0.00642260757867692,0.00796019900497513,0.00116144018583041,0,0
0.000453001132502741,0.000230388204123903,0.000144938038988407,0.00655942526940488,0.0183673469387755,0.000527843758247454,0,0
0.00046630916297496,0.000239148630874041,0.000311235605353191,0.00506970849176173,0.00828157349896481,0.000523149359142117,0,0
0.000472478147885734,0.000481811611659916,0.000157741146778106,0.00568900126422249,0.00307534597642228,0.000534902380315486,0,0
0.000462427745664648,0.000475624256837173,0.000152056565042057,0.0114099429502853,0.0114523685580426,0.000515862780500468,0,0
0.000459664444955255,0.000232855978577369,0.000147808735496133,0.0035685320356853,0.00618556701030933,0.000524521374246083,0,0
0.000444148345547324,0.000449236298292972,0.000290107339715637,0.0101684143628853,0.00305033045246562,0.000518000518000415,0,0
0.000888099467140301,0.000676208723092553,0.000433682688832687,0.0127024452207051,0.00305033045246562,0.000507227998985443,0,0
0.00089166295140435,0.000454235748353305,0.000293255131964751,0.0118418947031525,0.00501756146512802,0.000508776392775455,0,0
0.000441598586884434,0.000226680267482671,0.000292654375182851,0.0112125580650329,0.00690675875678345,0.000511116790186638,0,0
0.000435824798430944,0.000450856627592336,0.000142582162971485,0.00981789390340455,0.00490436488474749,0.000504413619167617,0,0
0.000443754160195164,0.000454752160072831,0.000145719489981653,0.00377833753148618,0.006872852233677,0.000502134069796714,0,0
0.000440044004400509,0.000228180262407256,0.00086680150245597,0.0104347826086956,0.0234833659491194,0.000503397936068541,0,0
0.000445533526397773,0.000230335137625363,0.000726585773450515,0.0121716848174247,0.0138339920948615,0.000514535631592568,0,0
