"A.TWEX.PB.","B.ABI.PB.","H.HB.PB.","F.RCD.PB.","I.CPR.PB.","DGE.PB.","K.BBCA.PB.","K.CHRE.PB.","DK.CAB.PB.","DK.RBR.PB.","CN.KCM.PB.","CN.YWU.PB.","CN.JYB.PB.","CN.TTB.PB.","IN.MLC.PB.","IN.UBB.PB.","MX.BEC.PB.","BR.AVS.PB.","CL.CVZ.PB.","U.STZ.PB.","U.BF.B.PB.","U.TAP.PB.","U.SAM.PB."
10.35,120.39,98.1,139.02,7.17,33.38,0,2.81,108.41,55.59,549.29,60.96,104.11,32.38,6.72,11.96,3.19,5.56,12.4,208.16,43.43,82.25,166.75
10.19,120.62,98.48,140.63,7.18,33.57,0,2.87,109.88,56.18,562.6,61.64,106.84,32.47,6.76,12.12,3.14,5.7,12.55,207.96,43.95,84,167.9
10.27,120.8,98.97,140.4,7.28,33.61,0,2.8,110.66,56.15,568.14,63.71,112.47,32.76,6.86,12.01,3.13,5.71,12.43,207.74,44.22,84.14,171.05
10.4,120.74,98.68,140.34,7.51,33.74,0,2.81,109.49,56.36,567.1,63.33,110.27,32.58,6.96,12.11,3.1,5.79,12.55,207.49,44.14,84.36,172.35
10.43,122.35,98.89,140.34,7.5,33.51,0,2.78,109.96,56.32,579.5,64.17,110.3,34.21,6.92,12.03,3.1,5.84,12.5,208.54,44.2,83.53,173.8
10.57,122.47,99.06,140.06,7.66,33.38,0,2.81,110.66,56.24,583.97,62.13,108.82,33.86,6.9,11.94,3.07,5.79,12.51,210.45,44.35,82.72,176.7
10.53,122.93,98.83,139.88,7.49,33.34,0,2.79,110.81,55.64,579.79,62.58,109.72,33.45,7.12,11.85,3.15,5.74,12.51,213.6,44.85,82.71,178.85
10.43,123.51,99.52,140.92,7.47,33.7,0,2.81,113.29,56.46,584.29,63.9,115.22,33.33,7.15,12.01,3.14,5.75,12.79,211.8,44.61,82.58,178.55
10.53,122.47,99.48,145.65,7.36,33.75,0,2.81,113.36,55.58,606.75,65.6,121.42,33.98,7.02,11.86,3.14,5.76,12.78,211.98,44.62,83.59,178.15
10.96,122.87,99.39,147.32,7.44,33.72,0,2.81,115.07,55.68,598.35,65.1,118.71,33.53,7.05,11.87,3.16,5.69,12.92,211.23,44.87,83.23,172.85
11.08,123.16,98.96,147.73,7.52,33.86,0,2.8,114.52,55.73,597.31,65.19,121.05,33.76,7.13,11.96,3.08,5.62,13.23,211.71,45.1,83.61,175.6
10.89,121.78,97.95,147.67,7.5,33.7,0,2.87,112.44,55.7,591.05,66.22,122.86,33.83,7.15,12.19,3.07,5.63,13.09,212.67,44.73,83.6,178.05
10.84,118.78,94.68,145.3,7.46,33.36,0,2.87,111.35,55.37,589.39,65.63,120.61,33.62,7.23,13.18,3.04,5.6,12.97,212.48,44.52,82.24,180
11.01,118.03,94.9,145.82,7.7,33.69,0,2.91,111.27,55.61,631.21,67.76,120.83,33.78,7.39,13.4,3.02,5.56,12.27,211.75,45.07,80.36,176.1
11.19,119.18,95.93,147.49,7.73,34.26,0,2.83,112.9,56.27,674.95,70.81,121.86,34.16,8.66,14.04,3.2,5.52,12.31,211.87,44.69,78.42,167.2
11.25,119.47,95.91,148.36,7.81,33.99,0,2.85,112.36,56.23,647.83,69.78,117.59,34.89,8.76,14.89,3.19,5.54,13.22,213,44.55,78.95,171.9
11.39,121.14,96.48,148.42,7.92,33.78,0,2.89,112.9,57.01,645.07,69.39,114.81,36,8.7,14.63,3.24,5.52,12.32,219.05,45.61,80.84,178.05
11.34,121.55,96.78,148.65,7.84,33.42,0,2.89,113.05,57.08,649.3,69.79,117.9,35.55,8.71,15,3.3,5.48,12.18,215.99,44.34,81.04,178.3
11.25,119.59,96.64,148.24,7.7,33.78,0,2.83,113.75,56.61,653.01,70.43,118.95,35.32,8.85,15.35,3.38,5.44,12.72,214.33,44.73,79.07,174.7
11.16,121.26,97.71,148.76,7.9,34.07,0,2.85,116.38,56.44,665.53,71.17,117.79,34.81,8.84,16.04,3.43,5.43,12.68,215.93,44.48,79.76,173.5
11.41,121.26,97.39,149.28,7.7,34.12,0,2.9,116.07,56.3,680.13,73.06,121.86,35.35,8.84,16.21,3.4,5.42,12.63,215.75,44.07,78.89,173
11.62,118.72,96.71,147.96,7.73,33.64,0,2.93,114.91,56.32,668.96,73.95,119.95,36.52,8.7,16.42,3.38,5.33,12.18,215.37,44.58,78.89,173.5
11.52,117.51,97.75,148.88,7.77,33.75,0,2.97,115.76,57.28,677.49,73.4,116.94,35.9,8.76,16.31,3.37,5.36,12.38,217.67,45.16,79.63,174.75
11.63,117.05,98.38,147.96,7.53,33.76,0,3.01,115.76,57.03,677.29,74.1,117.66,36.2,8.87,15.66,3.29,5.34,12.47,218.08,45.38,80.52,176.15
11.5,115.78,97.78,147.15,7.46,33.61,0,2.96,116.07,56.72,706.14,77.7,120.7,37.03,8.63,15.86,3.31,5.34,12.67,218.64,45.83,80.33,176.4
11.52,115.9,97.86,145.88,7.43,33.89,0,2.96,116.69,56.5,716.55,77.52,119.76,36.69,8.51,15.83,3.31,5.34,12.56,220.7,46.54,80.82,173.3
11.41,112.61,97.66,145.59,7.6,33.96,0,2.97,116.61,57.18,706.93,75.19,114.56,36.12,8.61,15.92,3.29,5.33,12.34,218.11,47.29,80.51,173
11.38,110.98,96.89,145.71,7.37,33.64,0,2.88,114.99,56.36,716.35,77.9,116.73,35.61,8.48,15.54,3.31,5.36,12.48,217.19,45.99,78.79,170.2
11.46,112.75,96.75,147.21,7.42,33.87,0,2.85,115.45,55.76,748.79,79.36,119.86,36.1,8.91,16.17,3.29,5.4,12.45,217.36,46.66,79.48,171.95
11.52,112.28,96.62,147.73,7.43,33.82,0,2.78,114.22,55.54,718.85,77.96,120.35,34.05,9.08,15.58,3.32,5.43,12.39,216.38,46.84,79.69,174.6
11.43,113.12,96.92,147.55,7.5,33.99,0,2.78,114.14,55.48,707.37,75.96,118.73,34.54,9.28,15.31,3.32,5.46,11.62,217.53,47.08,79.19,176.5
11.49,113.28,97.41,148.36,7.45,34.16,0,2.81,114.29,54.51,705.09,77.02,126.34,34.98,9.11,15.24,3.33,5.49,12.27,219.81,47.09,79.31,178.55
11.61,112.76,97.86,148.59,7.32,33.88,0,2.78,114.29,53.84,677.89,74.88,120.38,34.73,9.4,15.88,3.35,5.5,12.2,220.43,46.95,79.52,177.2
11.54,113.53,98.38,148.82,7.36,34.32,0,2.76,113.75,57.37,659.78,70.37,116.36,33.6,9.31,15.33,3.32,5.46,11.85,221.66,46.89,79.69,177.15
11.55,113.46,98.51,149.4,7.45,34.45,0,2.73,113.75,54.01,655.17,71.29,116.74,33.35,9.27,15.46,3.32,5.45,11.99,221.8,47.1,79.65,177.7
11.62,113.28,97.64,149.11,7.44,34.24,0,2.71,113.29,53.93,647.85,70.4,113.23,32.47,9.43,15.51,3.3,5.47,12.01,220.13,47.54,79.35,178
11.19,114.18,98.73,150.2,7.5,34.8,0,2.74,114.14,55.82,675.1,71.53,112.97,32.5,9.61,16.08,3.25,5.49,11.99,220.01,47.58,78.57,180.7
11.3,112.78,98.58,150.55,7.4,34.06,0,2.78,113.52,55.1,664.46,68.97,109.19,32.16,9.57,15.66,3.25,5.43,11.92,214.4,47.34,76.49,178.55
11.41,111.5,98.61,150.9,7.54,33.76,0,2.75,114.37,54.99,656.97,68.31,108.28,31.91,9.39,15.44,3.27,5.43,11.85,217.45,47.86,78.09,179.85
11.46,111.12,97.86,148.76,7.42,33.69,0,2.73,113.21,55.23,648.35,68.01,109.42,32.07,9.07,14.96,3.31,5.4,11.86,218.51,48.56,79.2,182.25
11.61,112.47,98.75,149.8,7.42,33.97,0,2.89,113.44,55.65,664.43,70.77,112.27,32.54,9.54,14.93,3.29,5.43,11.83,216.33,49.67,80.51,185.65
11.6,111.9,99.31,150.95,7.51,34.22,0,2.85,113.67,56.13,659.28,71.16,113.88,32.19,9.69,15.1,3.31,5.43,11.72,216.78,49.58,80.3,184.35
11.54,110.29,99.5,152.51,7.58,34.7,0,2.82,113.83,56.41,651.31,71.16,113.49,32.48,9.55,14.55,3.27,5.47,11.71,216.91,52.67,81.05,188.3
11.65,109.27,99.3,152.4,7.61,34.6,0,2.92,114.29,56.89,642.29,68.7,110.74,32.5,9.59,14.72,3.27,5.47,11.96,216.87,52.79,79.94,190.1
11.85,108.9,98.66,152.16,7.62,34.6,0,3.06,113.13,57.25,653.21,70.71,112.59,32.91,9.73,15.09,3.25,5.55,12.04,217.93,53.13,80.13,193.7
11.56,108.76,98.11,151.36,7.57,34.67,0,3.17,112.05,55.84,677.9,74.88,115.4,33.48,9.86,15.04,3.24,5.59,12.38,219.35,52.67,80.79,193.1
11.39,109.48,99.58,149.34,7.58,34.79,0,3.2,113.52,55.39,678.2,74.83,117.15,33.33,9.67,14.45,3.23,5.68,12.42,220.01,52.36,80.15,186.75
11.51,108.25,98.98,149.11,7.56,34.7,0,3.23,113.44,55.88,695.94,77.23,119.89,35.8,9.55,14.61,3.25,5.56,12.39,218.58,52.27,79.54,184.85
11.58,108.05,99.15,148.76,7.42,34.57,0,3.35,113.67,56.02,692.27,77.79,119.23,36.68,9.6,14.51,3.31,5.53,12.38,222.74,52.67,79.37,185.05
11.41,108.34,99.48,148.82,7.32,34.85,0,3.3,113.67,54.37,680.73,75.98,116.75,37.18,9.56,14.66,3.32,5.52,12.38,224.41,53.3,80.04,187.5
11.73,109.55,101.15,151.18,7.47,35.11,0,3.25,115.07,55.78,693.19,80.27,117.01,37.08,9.72,14.79,3.35,5.52,12.41,222.49,54.05,80.87,189.65
11.93,109.16,102.14,150.72,7.44,35.02,0,3.39,116.23,56.47,695,81.68,118.73,37.07,9.93,15.39,3.34,5.43,12.49,223.17,54.17,80.67,186.6
11.96,108.63,100.79,149.51,7.4,34.89,0,3.47,115.61,56.83,713.33,84.98,122.85,38.08,10.02,15.32,3.35,5.47,12.63,223.48,54.06,80.58,189.15
11.72,108.64,100.73,150.72,7.36,35.24,0,3.47,116.23,56.66,710.13,85.56,124.04,37.52,10.06,15.17,3.38,5.54,13.01,224.58,53.9,81.16,190.8
11.78,108.39,101.12,150.78,7.39,35.33,0,3.66,115.76,56.91,711.33,83.92,122.08,40.33,10.12,15.16,3.35,5.55,13.24,223.73,54.21,81.11,191.4
11.82,108.52,101.35,151.17,7.43,35.3,0,3.72,115.66,57.21,716.66,83.9,123.85,42.54,10.16,15.11,3.31,5.57,13.25,224.37,54.57,81.45,192.77
11.77,108.75,101.35,151.89,7.46,35.28,0,3.64,116.03,57.34,708.76,82.77,120.62,42.81,10.17,15.13,3.32,5.61,12.85,225.52,54.78,81.79,194.5
11.71,108.44,101.08,152.05,7.48,35.27,0,3.55,116.23,57.26,691.56,81.12,117.87,41.31,10.18,15.27,3.36,5.65,12.75,225.9,54.87,81.68,194.6
11.68,107.46,100.57,151.53,7.47,35.39,0,3.56,115.92,57.12,748.41,84.22,123.12,41.16,10.35,15.23,3.36,5.62,13.37,227.92,55.02,82.02,190.8
11.66,107.19,100.06,151.82,7.43,35.73,0,3.59,115.61,57.45,725.93,83.19,119.76,40.98,10.47,15.36,3.35,5.63,13.37,228.59,54.94,82.07,191.1
11.61,107.17,99.43,150.85,7.38,35.49,0,3.58,115.13,57.42,718.51,84.13,119.63,41.08,10.39,15.1,3.39,5.68,13.34,227.47,54.45,82.38,191.64
11.52,107.48,99.38,150.2,7.33,35.17,0,3.57,115.14,57.2,733.22,83.92,120.78,41.25,10.24,14.71,3.46,5.73,13.26,226.74,54.18,82.26,189.9
11.41,108.19,100.17,151.24,7.27,35.28,0,3.57,115.89,57.23,745.39,84.25,120.03,40.99,10.32,15.53,3.48,5.74,13.25,227.56,54.52,81.45,186.75
11.35,108.78,100.49,151.3,7.22,35.12,0,3.59,116.1,57.63,767.58,86.42,126.01,41.56,10.52,15.34,3.47,5.71,13.14,225.76,54.49,82.04,187.45
11.35,109.82,101.85,151.93,7.32,35.1,0,3.96,117.56,58.04,769.13,86.1,128.07,45.66,11.25,16.36,3.51,5.71,12.97,219.57,54.55,82.92,187.45
11.19,109.39,101.78,152.51,7.28,35.03,0,3.89,118.33,57.82,783.23,85.61,131.56,43.83,11.14,16.43,3.5,5.71,12.92,216.78,54.86,83.86,187.85
11.23,110.35,103.44,153.61,7.26,34.94,0,3.79,119.35,58.28,814.04,89.67,136.57,44.37,10.95,16.26,3.47,5.71,12.89,222.01,53.96,83.64,191.9
11.09,109.87,101.5,151.99,7.31,34.77,0,3.87,117.84,57.23,818.23,92.59,144.66,44.57,10.92,16.08,3.4,5.7,12.62,219.28,54.3,85.19,193.6
10.79,109.66,101.3,151.88,7.29,34.94,0,3.92,117.81,57.11,807.13,91.61,141.43,44.23,10.88,16.68,3.44,5.76,12.53,219.02,53.27,84.48,192.55
10.8,109.27,101.34,151.01,7.29,34.69,0,4.08,116.57,56.67,820.58,95.15,142.66,43.98,10.84,16.52,3.41,5.7,12.5,217.45,52.84,84.88,190.75
10.67,109.95,100.95,150.61,7.35,34.41,0,4.06,115.95,56.64,818.05,95.55,140.61,44.57,10.79,16.3,3.42,5.75,12.68,216.71,52.58,84.88,189.63
10.89,109.33,100.33,150.38,7.35,34.17,0,4.1,114.49,55.16,805.17,94.58,139.35,46.03,10.57,15.46,3.39,5.81,12.72,217.78,53.14,84.71,190.05
10.9,108.99,100.88,151.01,7.39,34.39,0,3.97,115.14,55.9,778.51,89.58,134.31,45.05,10.56,16.13,3.41,5.81,12.75,219.11,54.58,84.66,191.05
11.01,108.49,101.57,150.95,7.19,34.38,0,4.01,117.25,55.41,782.4,89.99,136.68,44.84,10.53,15.38,3.43,5.78,12.7,217.31,54.13,83.24,188.7
11.34,108.8,102.27,149.86,7.27,34.43,0,3.96,117.34,55.87,781.44,88.69,135.32,43.37,10.59,15.6,3.44,5.81,12.46,218.32,54.01,83.77,188.75
11.62,108.56,102.45,150.03,7.31,34.05,0,3.94,117.34,55.87,805.92,94.16,139.44,43.25,10.78,16.48,3.58,5.78,12.49,219.31,54.1,84.03,187.95
12.11,107.48,103.6,151.42,7.39,34.2,0,4.01,118.42,56.64,805.91,93.42,141.93,42.68,10.68,16.51,3.55,5.78,12.95,220.75,54.91,83.26,190.35
12.3,106.13,103,148.07,7.25,33.4,0,4.04,118.36,56.3,796.75,90.97,138.87,42.8,9.93,16.2,3.57,5.77,12.76,222.06,55.08,83.89,188.45
12.36,105.52,102.91,147.78,7.29,33.32,0,3.9,116.66,55.68,799.55,89.57,136.13,42.51,9.65,16.25,3.56,5.77,12.05,221.26,54.91,83.78,186.15
12.53,106.73,104.23,150.03,7.4,33.61,0,3.87,119.17,56.83,809.6,90.44,137.39,42.8,9.47,16.35,3.61,5.78,12.74,223.57,55.66,84.38,189.65
12.58,105.4,103.7,147.73,7.36,33.22,0,3.76,119.14,56.18,766.72,85.49,133.06,40.88,9.34,16.32,3.56,5.77,12.8,220.74,54.83,83.48,191.4
12.41,105.36,103.56,148.76,7.35,33.19,0,3.71,119.01,56.09,772.82,84.77,130.18,40.6,9.35,16.17,3.53,5.78,12.78,220,54.92,83.48,190.3
12.49,105.08,104.3,147.96,7.39,33.26,0,3.79,119.01,56.3,796.44,87.87,135.34,41.55,9.32,16.31,3.57,5.8,12.54,219.49,55.5,84.03,189.65
12.45,105.38,104.94,148.19,7.5,33.1,0,3.69,119.17,57.08,788.8,86.41,135.09,39.9,9.44,17.01,3.59,5.87,12.78,220.68,55.02,83.51,190.85
12.6,103.43,104.13,146.34,7.45,33.01,0,3.8,118.08,55.47,770.72,85.7,134.28,41.85,9.04,16.24,3.59,5.8,12.68,215.79,53.59,81.01,185.35
12.41,101.78,101.8,144.44,7.32,32.51,0,3.76,117.43,53.98,748.03,81.1,126.75,41.26,9.11,16.9,3.56,5.73,12.54,211.37,51.71,77.69,180.55
12.01,99.46,98.74,141.38,7.14,31.62,0,3.64,115.11,53.11,737.45,79.6,126.81,39.59,8.92,16.08,3.56,5.71,12.3,216.3,52.02,77.99,182.45
12.44,101.5,98.94,143.75,7.13,32.4,0,3.69,110.04,53.42,711.35,73.97,123.87,38.95,8.81,15.45,3.57,5.71,12.46,214.1,52.06,76.14,177.8
12.59,98.63,97.19,146.8,6.91,32.12,0,3.71,109.14,52.74,729.52,75.01,130.14,39.01,9.04,15.19,3.44,5.72,12.21,208.74,50.63,74.5,179.65
12.49,96.78,96.68,146.92,6.97,32.02,0,3.64,108.33,52.62,710.53,74.16,128.16,37.29,9.13,15.18,3.51,5.68,12.05,210.26,52.29,74.24,181.3
12.7,97.61,94.7,148.76,6.99,32.32,0,3.65,108.67,52.93,726.97,77.48,130.82,38.29,9.31,15.36,3.52,5.71,12.12,213.08,52.97,75.77,188.5
12.47,96.48,95.42,148.71,6.99,32.34,0,3.74,109.11,53.64,741.49,78.21,128.42,38.86,9.18,15.21,3.5,5.8,12.14,213.47,53.5,75.69,187.7
12.4,96.4,96.96,151.59,7.12,32.49,0,3.76,109.11,53.64,748.83,79.77,129.96,39.4,9.15,14.97,3.45,5.87,11.94,214.02,53.88,80.42,191.65
12.8,95.95,97.54,151.42,7.03,32.51,0,3.8,110.72,54.51,755.08,83.2,132.47,39.82,9.5,14.81,3.48,5.89,12.33,216.81,55.05,81.73,200.05
12.95,98.26,99.06,154.93,7.15,32.9,0,3.8,113.26,55.71,760.81,83.59,134.31,40.03,9.25,14.4,3.45,5.92,12.05,219.49,55.66,81.46,200.45
12.95,98.37,98.39,153.89,7.19,32.74,0,3.79,112.54,55.28,765.73,83.66,135.55,40.09,9.22,15.1,3.44,5.88,12.2,219.6,55.32,80.76,194.49
12.84,98.48,98,153.26,7.18,32.74,0,3.82,113.01,56.24,769.59,83.46,136.31,40.06,9.15,15.04,3.42,5.99,12.22,217.3,54.63,79.75,193
12.95,98.79,98,154.82,7.22,32.79,0,3.9,113.87,57.01,772.11,83.04,136.68,40.02,9.05,14.79,3.39,5.92,12.23,213.87,54.18,78.74,193.25
13.06,98.83,97.49,154.87,7.17,32.4,0,4.03,113.38,56.55,773.03,83.41,136.75,40.01,8.98,14.95,3.5,5.91,12.26,213.15,54.34,78.44,166.85
12.8,99.88,98.14,155.16,7.18,32.54,0,3.97,115.21,57.26,773.2,82.94,136.06,40.24,9.24,15.38,3.52,5.8,12.24,217.46,55.63,78.65,170
12.8,101.35,99.22,156.32,7.27,32.67,0,3.94,116.07,58.31,774.87,81.78,134.13,40.65,9.24,15.39,3.51,5.85,12.18,218.02,55.23,77.94,169.25
12.8,100.4,98.62,155.8,7.03,32.56,0,3.94,115.52,57.85,768.43,79.26,132.49,39.71,9.33,15.18,3.49,5.87,12.3,218.1,55.88,76.58,167.9
12.66,100.88,98.58,155.62,6.8,32.3,0,3.87,116.26,58.07,755.43,77.2,122.87,39.73,9.39,15.11,3.69,5.81,11.66,215.53,55.82,76.24,162.9
12.66,103.13,98.58,153.49,6.73,31.92,0,3.99,114.93,57.63,772.77,77.39,126.29,39.87,9.21,15.01,3.74,5.9,11.87,215.84,55.36,76.82,164.05
12.58,102.36,97.21,150.44,6.63,31.28,0,4.03,114.03,56.52,766.65,76.47,124.67,39.05,9.22,14.96,3.79,5.96,11.93,219.83,56.15,78.33,164.35
12.46,103.88,98.37,151.18,6.71,31.55,0,3.82,112.45,56.36,750.09,75.07,121.75,38.49,9.08,14.77,3.83,5.94,11.95,219.5,56.52,78.02,166.65
12.63,104.46,97.58,150.9,6.84,31.38,0,3.97,112.14,57.45,747.7,76.28,119.77,38.98,8.64,14.42,3.87,6.01,11.98,222.52,56.03,78.75,169.95
12.36,104.36,98.37,152.22,6.86,31.27,0,4.01,111.62,60.2,739.38,76.31,117.99,38.52,8.73,14.55,3.86,6.09,12.36,223.86,52.9,78.25,171
12.46,107.77,100.7,153.89,7.07,32.05,0,3.96,112.57,61.13,752.59,80.09,121.67,38.94,8.56,14.61,3.87,6.15,11.98,227.7,53.45,80.54,177.8
12.89,107.56,100.84,154.18,7.07,32.13,0,4.34,114.03,61.41,758.54,80.3,122.63,40.53,8.49,14.5,3.89,6.19,12.47,230.31,55.04,81.08,181.75
12.58,108.29,101.16,155.57,7.07,32.34,0,4.35,113.5,62.4,754.03,79.3,120.25,42.6,8.95,14.76,3.86,6.33,12.46,230.15,54.4,80.94,180.55
12.44,107.11,99.77,155.16,7.03,31.8,0,4.35,113.53,61.97,739.68,77.71,116.86,42.46,8.78,14.53,3.86,6.3,12.62,227.92,54.52,80.46,179.95
12.51,105.68,100.07,155.05,7,31.89,0,4.3,112.17,60.85,756.6,78.69,117.79,42.51,8.96,14.43,3.88,6.41,12.46,227.41,54.37,81.11,181.9
12.47,105.85,100.61,156.09,7.07,31.99,0,4.34,110.62,61.97,777.44,81.24,119.25,42.94,9.09,14.58,3.87,6.31,12.41,226.85,55.33,81.41,179
12.42,105.84,99.59,153.84,7.05,32,0,4.32,110.59,61.35,770.71,80.06,117.73,41.96,8.9,14.37,3.89,6.24,11.98,228.49,55.06,80.15,180.4
12.58,105.23,98.58,152.05,6.99,31.71,0,4.26,109.94,61.63,784.53,80.94,117.48,42.18,8.66,14.2,3.89,6.27,12.59,226.36,54.53,79.46,178.75
12.69,105.84,99.2,153.84,7.02,31.75,0,4.35,110.97,61.72,778.52,78.79,117.07,41.88,8.7,14.24,3.89,6.26,12.63,227.57,55.34,76.86,183.3
12.91,104.1,98.37,153.61,7.05,31.27,0,4.38,109.45,62.46,772.79,77.61,118.63,41.31,8.75,13.58,3.9,6.31,12.63,226.11,54.76,76.05,185.3
12.96,102.7,98.69,153.95,7.09,31.21,0,4.45,109.17,61.5,756.14,75.12,115.67,41.05,8.73,13.72,3.88,6.32,12.83,224.23,53.94,74.36,182.8
12.63,100.65,97.77,153.72,7.12,30.98,0,4.46,109.23,62.28,739.6,74.32,111.7,39.64,8.8,13.35,3.84,6.32,12.17,220.91,53.09,72.15,186.65
12.51,98.99,98.11,152.16,7.05,30.93,0,4.45,109.08,62.18,743.51,72.9,109.47,41.87,8.87,13.66,3.85,6.33,12.56,220.36,54,73.88,186.55
12.58,100.24,98.18,152.57,7.12,31.02,0,4.44,109.57,62.49,744.21,71.3,111.61,42.34,9.11,13.77,3.88,6.3,12.49,218.49,53.34,74.21,186.95
12.52,102.62,100.12,154.41,7.14,31.58,0,4.33,111.62,61.84,710.32,67.43,104.67,40.78,8.91,13.51,3.89,6.29,12.55,220.37,53.81,75.39,189.15
12.29,102.93,100.67,155.97,7.09,31.68,0,4.36,112.7,61.48,717.6,70.29,112.04,41.65,8.89,13.42,3.88,6.36,12.56,229.08,54.32,75.33,189.05
12.22,102.61,100.24,156.16,7.05,31.47,0,4.38,112.62,61.6,711.92,69.11,112.43,42.08,9.09,13.57,3.86,6.32,12.57,231.47,53.7,74,186.95
12.29,102.16,99.75,155.86,7.03,31.27,0,4.39,111.99,61.84,708.33,69.19,109.36,42.54,9.29,13.82,3.85,6.29,12.49,228.29,53.23,73.08,187.2
12.33,101.49,99.84,156.43,7.03,31.32,0,4.44,111.46,61.84,706.54,69.91,108.48,43.82,9.26,13.94,3.85,6.39,12.56,225.09,53.98,73.64,194.25
12.36,101.54,101.07,158.62,7.08,31.88,0,4.56,110.93,61.75,722.89,72.79,116.02,44.23,8.99,13.71,3.85,6.39,12.7,226.47,54.7,74.09,204.5
12.58,104.02,102.98,160.7,7.24,32.76,0,4.6,109.63,62.59,728.77,72.65,118.11,43.88,9.26,14.17,3.85,6.35,12.62,229.93,55.3,73.88,202.45
12.44,102.87,103.86,161.04,7.3,32.72,0,4.53,111.03,62.46,725.71,73.14,115.52,43.48,9.45,14.29,3.86,6.14,12.34,227.19,54.4,73.16,203
12.84,102.58,103.9,161.28,7.37,32.97,0,4.51,109.26,62.43,727.14,72.65,114.42,43.74,9.5,14.28,3.86,6.15,12.82,226.21,55.08,73.17,203.1
12.8,101.8,103.83,160.93,7.34,33.28,0,4.79,107.37,62.77,737.4,73.29,116.92,44.88,9.56,14.19,3.87,6.29,12.6,226.07,55.52,73.98,211.45
12.73,99.64,103.7,160.64,7.27,32.91,0,4.68,107.07,62.25,734.07,73.23,114.7,45.53,9.86,14.53,3.82,6.3,12.75,225.46,55.53,73.86,216.6
12.72,99.14,102.54,159.66,7.27,32.74,0,4.71,106.45,61.91,723.02,72.07,114.2,45.42,9.85,14.85,3.78,6.15,12.63,224.25,55.36,73.52,215.25
12.75,98.3,102.75,161.16,7.31,32.73,0,4.6,107.72,62.96,715.41,70.79,112.57,44.28,9.93,14.8,3.7,6.15,12.57,223.85,55.41,72.99,212.65
12.85,97.63,102.2,161.68,7.34,32.29,0,4.64,106.07,63.3,709.27,70.79,114.38,45.55,9.96,14.94,3.66,6.07,12.81,226.99,55.88,73.54,219.55
12.8,99.29,103.33,161.45,7.36,32.13,0,4.51,106.94,63.05,693.23,69.77,110.59,44.52,9.95,15.64,3.66,6.11,12.71,231.4,56.04,73.7,222.05
12.82,99.49,101.83,160.76,7.2,32.27,0,4.45,106.48,63.3,682.58,69.08,112.31,43.63,9.76,15.55,3.67,6.17,12.6,232.14,55.26,73.23,225
12.81,98.24,101.87,159.89,7.26,32.36,0,4.5,105.64,62.93,708.22,73.29,114.23,44.73,9.94,15.93,3.66,6.2,12.51,229.62,55.45,73.03,223.95
12.79,98.54,102.08,160.29,7.09,32.37,0,4.44,105.86,62.86,697.6,72.51,116.63,43.59,9.83,16.11,3.67,6.18,12.55,227.58,54.49,70.37,220.5
12.79,97.56,99.91,157.35,7.03,32.2,0,4.24,105.73,62.96,701.86,72.58,115.6,44.56,9.93,15.88,3.64,6.19,12.41,228.24,55.04,71.89,220.65
13.1,97.39,99.18,156.66,7.09,32.38,0,4.32,105.8,64.2,718.43,75.43,119.05,45.15,10.13,15.87,3.58,6.16,12.2,226.18,54.36,71.66,218.05
13.28,97.91,99.11,156.66,7.13,32.4,0,4.28,106.17,63.86,719.48,75.34,117.68,44.95,10.05,15.81,3.62,6.11,12.22,226.84,54.77,71.88,216.4
13.47,98.92,100.28,156.89,7.17,32.86,0,4.24,107.1,65.16,705.99,71.97,115.35,42.59,10.03,16.17,3.62,6.16,12.31,228.73,55.6,72.45,216.4
13.78,97.04,100.79,158.97,7.16,33.6,0,4.25,107.07,64.68,691.35,70.8,116.82,42.36,10.19,17,3.39,6.12,12.25,234.19,56.03,72.28,229.15
13.72,95.38,100.63,158.57,7.17,33.98,0,4.35,106.85,63.36,685.3,73.39,117.19,42.97,10.36,17.09,3.37,6.16,12.27,233.11,56.03,71.27,224.15
13.67,93.57,100.51,158.04,7.18,34.22,0,4.38,107.62,63.14,687.42,76.56,117.47,43.54,10.41,16.9,3.4,6.09,12.28,229.63,55.48,71.62,225
13.59,92.43,100.19,158.45,7.17,34.23,0,4.31,108.58,63.21,695,74.18,120.86,43.83,10.25,16.52,3.39,5.99,12.27,226.77,53.73,60.59,227.85
13.59,93.01,99.61,159.31,7.14,34.24,0,4.22,107.81,62.9,698.51,76.85,127.07,43.72,9.94,16.03,3.35,5.97,12.34,224.07,55.25,59.39,227.15
13.86,94.18,99.84,158.97,7.14,34.97,0,4.24,109.02,62.4,690.42,75.92,129.15,44.7,9.93,16.08,3.29,5.94,12.37,221.29,55.85,60.46,226.9
14.28,94.56,100.01,159.08,7.15,35.13,0,4.45,109.36,62.43,726.84,79.14,136.42,49.21,9.9,16.1,3.26,5.9,12.38,223.76,55.63,59.63,226.15
14.02,95.27,100.79,159.26,7.16,34.93,0,4.54,110.22,63.11,738.12,79.19,136.96,50.75,9.55,16.1,3.31,5.93,12.34,221.38,55.44,60.39,230.95
14.34,95.38,101.23,158.85,7.21,34.93,0,4.51,110.28,64.16,731.04,79.42,136.02,51.09,9.38,15.9,3.22,5.79,12.34,221.94,56.96,61.05,230.45
