"A.ASBX.PB.","D.RHM.PB.","I.LDO.PB.","F.CSF.PB.","BA..PB.","RR..PB.","TK.ASE.PB.","IS.ESLT.PB.","U.NOC.PB.","U.RTX.PB.","U.HII.PB.","U.LMT.PB.","X.AXON.PB.","X.MANT.PB.","U.BWXT.PB.","U.CW.PB.","X.SWBI.PB.","U.GD.PB.","U.RGR.PB.","X.POWW.PB.","U.CACI.PB.","X.HON.PB."
2.08,86.44,6.6,92.33,6.5,1.35,3.29,116.74,312.63,68.87,162.82,375.9,118.98,77.89,56.66,114.75,16.32,151.46,63.48,7.18,239.47,205.34
2.08,85.34,6.68,90.87,6.56,1.35,3.38,112.95,310.49,69.48,163.02,377.62,119.74,76.39,56.96,115.64,15.93,153.44,63.07,7.15,238.26,200.96
2.08,87.39,6.56,90.73,6.67,1.29,3.4,112,309.48,71.11,162.22,376.46,123.1,76.54,57.01,116.36,16.21,149.96,63.39,7.11,238.01,202.68
2.1,87.83,6.6,92.33,6.84,1.31,3.41,111.86,306.42,69.76,158.54,368.02,124.8,76.5,55.89,111.64,16.14,148.35,62.68,7.07,236.99,201.85
2.1,89.23,6.8,91.77,6.89,1.4,3.37,110.34,306.49,72.67,165.14,370.85,126.36,77.9,57.05,116.1,16.07,150.02,62.6,7.03,239.49,204.58
2.14,91.63,7.18,93.25,6.91,1.52,3.4,116.83,309.93,74.33,170.95,378.45,127.32,79.24,58.63,122,15.25,153.67,59.86,6.98,240.97,207.83
2.16,90.3,7.17,93.16,6.78,1.46,3.38,119.76,312.25,73.81,165.54,378.34,127.59,79.42,58.05,120.5,15.26,152,60.09,6.94,241.42,207.68
2.16,88.45,7.02,91.86,6.7,1.42,3.4,121.54,310.4,74.17,164.67,378.14,126.52,79.1,57.72,121.1,15.44,152.12,60.75,6.91,242.85,209.56
2.14,88.7,6.9,92.09,6.62,1.41,3.36,122.43,306.04,73.91,164.35,374.4,125.42,78.22,57.51,120.45,15.59,151.95,61.05,6.89,241.75,209.32
2.13,86.19,6.98,88.87,6.62,1.39,3.22,121.54,302.26,71.75,160.18,365.53,125.48,77.01,56.87,115.33,15.77,149.35,61.24,6.88,237.29,204.48
2.12,89.14,7.02,89.58,6.69,1.47,3.34,116.89,300.96,71.23,164.22,364.97,125.23,77.19,56.9,116.19,15.72,151.68,61.05,2.21,239.24,206.08
2.17,88.27,7.09,89.93,6.79,1.53,3.32,114.19,298.83,71.94,163.17,361.26,123.84,77.5,56.71,117.9,15.46,153.35,60.88,2.26,240.81,208.02
2.14,88.5,7.3,92.14,6.98,1.77,3.31,112.89,303.43,73.29,163.69,362.03,123.79,76.88,56.7,118.52,15.13,153.88,60.7,2.3,242.5,208.23
2.12,90.76,7.54,93.64,6.85,1.71,3.29,113.73,307.08,73.89,167.69,366.44,124.11,78.9,57.6,121.26,15.89,156.04,61.72,2.5,246.83,212.69
2.11,90.85,7.48,92.42,6.79,1.72,3.28,112.03,300.96,73.04,170.03,362.01,122.77,79.81,58.55,118.4,15.49,152.99,60.8,2.62,246.65,211.1
2.09,89.7,7.3,91.2,6.74,1.66,3.27,112.58,301.91,74.49,171.59,359.17,125.35,80.66,60.13,118.95,15.47,153.5,61.34,3.2,247.72,212.06
2.08,90.46,7.29,89.95,6.77,1.7,3.31,112.09,303.72,73.53,173.35,360.99,123.01,81.84,60.56,118.98,15.42,154.14,62.68,3.71,243.6,212.1
2.08,90.46,7.09,88.89,6.71,1.67,3.28,110.28,298.4,72.96,174.37,355.61,125.3,82.09,62.1,117.87,16.02,150.34,64.29,3.42,242.53,211.98
2.08,89.72,6.84,88.98,6.6,1.54,3.26,111.72,300.37,72.89,177.7,361.53,123.09,81.37,62.6,115.84,15.42,151.32,62.96,3.56,242.6,214.63
2.06,91.73,6.75,88.36,6.61,1.56,3.32,112.06,298,70.74,174.93,357.5,127.23,81.8,61.09,113.15,15.49,153.2,63.34,3.46,241.95,211.7
2.01,96.22,6.95,88.66,6.59,1.51,3.31,110.6,298.53,71.04,176.07,357.57,128.63,81.03,62.12,115.88,17.23,154.6,66.5,3.3,244.47,214.24
1.96,97.31,6.8,87.64,6.62,1.51,3.32,112.58,302.13,70.56,174.55,354.57,119.94,81.85,60.96,114.11,16.93,153.39,65.13,3.24,244.73,210.19
2.02,98.39,6.76,87.02,6.49,1.48,3.32,117.17,300.74,70.64,170.47,352.61,120.72,82.02,60.52,113.05,17.07,151.59,63.73,3.17,243.04,211.82
1.99,99.06,6.73,86.07,6.46,1.5,3.32,114.21,303.13,70.2,169.68,355.71,125.26,83.5,60.16,112.75,17.22,152.61,64.27,3.33,247.32,210.06
1.96,97.54,6.52,84.76,6.44,1.45,3.35,111.28,297.52,69.66,165.19,349.35,127.76,81.8,59.48,109.98,17.53,149.67,66.21,3.42,244.6,210.66
1.94,98.51,6.63,85.59,6.49,1.48,3.33,113.47,296.22,69.25,163.63,347.92,128.46,81.78,59,110.39,18.02,146.5,68.09,3.62,245.8,207.9
1.96,99.64,6.78,87.55,6.58,1.52,3.34,116.31,300.47,70.73,166.44,351.61,131.8,82.47,61.19,113.16,18.08,148.14,67.44,3.65,248.17,209.99
1.96,99.18,6.82,86.93,6.61,1.52,3.35,121.14,299.42,70.27,165.4,351.57,130.75,83.25,60.14,113.29,17.97,148.93,67.05,3.59,246.5,209.6
1.96,98.24,6.81,86.61,6.65,1.51,3.35,122.63,301.12,70.37,165.75,352.72,128.06,84.43,59.96,114.41,18.16,149.18,67.17,6.76,247.15,209.73
1.97,98.48,6.83,87.27,6.67,1.5,3.35,121.14,302.85,70.63,166.72,354.17,125.15,85.43,60.24,115.06,17.98,148.68,66.45,3.47,249.08,209.88
1.98,100.31,6.89,87.97,6.61,1.48,3.33,119.9,301,70.31,166.52,353.76,123.01,86.03,59.64,114.11,17.13,147.48,64.67,3.37,249.05,209.13
1.97,100.7,6.82,86.97,6.47,1.47,3.43,120.82,302.68,71.36,168.54,354.17,123.76,87.65,60.16,116.26,17.26,148.22,64.89,3.33,247.81,211.09
1.94,101.14,6.71,86.37,6.42,1.46,3.39,121.34,304.7,71.54,170.48,354.76,122.53,89.01,60.28,116.36,17.75,148.78,65.07,3.28,249.33,212.63
1.93,101.53,6.66,86.08,6.43,1.39,3.39,121.77,299.89,69.8,167.64,348.81,117.8,89.49,59.68,113.22,18.1,147.62,65.93,6.5,246.15,210.64
1.95,100.97,6.72,86.63,6.49,1.36,3.42,120.7,294.77,68.46,164.05,344.66,116.75,88.46,58.93,111.31,18.17,145.94,66.95,3.4,241.16,207.95
1.95,99.66,6.89,87.9,6.58,1.42,3.41,122.05,296.59,69.42,165.5,348.8,122.33,87.55,59.19,114.64,19.02,146.01,69.54,3.55,239,208.46
1.95,100.44,6.99,86.97,6.63,1.46,3.48,119.35,299.14,70.29,171.18,348.03,121.69,92.17,60.98,119.43,22.52,149.73,77.92,3.82,238.41,212.28
1.94,101.2,6.93,86.01,6.56,1.46,3.53,117.17,292.58,69.78,169.74,342.5,124.48,92.78,58.89,117.66,21.02,151.61,76.36,4.07,239.87,212.5
1.92,101.37,6.82,86.81,6.58,1.41,3.52,118.03,288.32,69.85,169.02,336.06,125.23,93.94,59.19,116.99,19.26,150.71,71.05,3.93,238.29,210.02
1.85,100.74,6.78,86.67,6.52,1.39,3.52,119.44,294.75,69.8,169.2,337.42,124.8,93.84,59.79,117.58,19.94,151.77,73.1,4.14,239.85,208.36
1.87,101.46,6.9,86.26,6.49,1.41,3.51,121.59,297.54,71.52,171.98,341.84,135.01,96.24,60.31,118.54,20.68,153.49,74.78,5.4,241.81,208.87
1.87,101.14,6.77,86.24,6.49,1.39,3.48,122.26,299.35,70.5,171.32,345.49,145.27,95.22,60.09,117.66,20.68,152.63,73.09,7.27,238.89,207.02
1.85,102.13,6.82,88.82,6.58,1.4,3.45,125.21,303.02,70.93,172.03,347.44,149.64,97.55,61.21,117.65,21.54,154.09,72.88,6.68,242.87,208.69
1.84,99.94,6.76,88.15,6.51,1.39,3.38,127.14,300.5,69.18,171.46,347.26,150.63,97.28,59.85,116.02,21.17,153.12,72.06,6.78,245.25,205.97
1.78,101.34,6.74,87.02,6.41,1.37,3.43,128.34,298.11,68.86,171.26,344.13,153.55,97.88,59.74,116.5,21.24,152.29,72.28,6.36,246.18,205.09
1.82,102.87,6.75,87.16,6.38,1.37,3.42,127.14,298.02,69.34,170.57,341.49,159.36,99.13,59.98,118.02,20.76,153.06,72.27,7.06,247.83,206.76
1.87,106.26,7.05,90.53,6.45,1.41,3.38,128.29,298.77,68.82,168.27,341.59,164.55,98.95,58.85,117.84,18.79,153.99,70.08,6.45,249.8,208.07
1.82,105.24,6.76,88.29,6.3,1.36,3.35,127.22,296.88,68.11,166.84,339.69,162.53,98.22,58.3,115.35,17.84,151.05,67.13,5.87,248.86,205.2
1.82,104.6,6.51,87.04,6.29,1.35,3.41,123.78,298.09,67.57,167.64,339.71,170.34,101.12,58.18,114.03,17.87,152.66,67.52,5.77,253.59,202.25
1.84,102.61,6.32,84.39,6.19,1.29,3.38,125.44,299.34,66.3,166.48,343.41,174.42,96.44,57.96,112.06,17.71,153.16,67.27,5.81,253.09,201.87
1.86,104.16,6.51,84.58,6.17,1.26,3.41,126.36,292.94,67.2,160.83,330.69,175.98,94.63,57.31,108.57,17.19,150.14,65.77,5.79,252.59,201.07
1.87,101.69,6.55,85.59,6.26,1.25,3.27,130.87,293.47,65.5,163.05,332.51,169.65,95.71,54.89,104.3,16.38,152.53,63.5,5.51,260.57,199.31
1.84,101.8,6.58,85.31,6.2,1.27,3.29,131.24,293.02,68.12,161.87,327.82,163.97,91.69,55.1,107.89,16.7,150.26,63.36,5.35,246.6,202.74
1.87,100.12,6.61,85.5,6.07,1.2,3.22,126.97,286.32,66.69,157.26,321.77,164.16,89.39,53.92,103.66,16.54,146.68,63.35,5.25,241.48,195.13
1.84,101.34,6.59,85.96,6.16,1.24,3.24,128.52,292.31,66.96,157.76,324,165.53,88.85,54.93,107.82,16.8,147.44,65.04,5.4,238.99,195.56
1.84,101.69,6.71,88.61,6.25,1.24,3.25,129.52,299.88,70.13,159.54,332.72,166.23,89.47,55.93,110.21,16.76,149.82,64.92,6.09,239.97,200.08
1.83,102.31,6.81,88.15,6.2,1.21,3.33,132.11,300.52,70.58,161.2,332.14,167.43,88.35,55.43,112,16.93,153.08,65.83,6.67,238.69,199.13
1.8,103.79,6.92,90.09,6.27,1.23,3.3,132.11,301.64,72.68,161.19,336.74,174.85,89.33,56.39,113.59,17.8,157.51,67.85,7.3,239.76,200.59
1.83,102.08,6.95,89.56,6.23,1.23,3.28,133.46,298.79,72.26,163.9,337.01,177.14,88.6,56.11,112.72,17.23,158.82,66.76,7.18,237.54,202.89
1.84,100.33,7.1,89.12,6.21,1.22,3.28,132.39,299.87,72.44,164.76,337.77,181.93,89.58,56.98,113.58,17.89,159.57,68.33,7.39,240.12,203.76
1.81,99.2,7.1,90.04,6.3,1.2,3.36,132.82,303.73,73.04,167.22,342.33,183.23,88.67,56.71,113.07,18.41,162.14,70.28,7.85,242.71,201.92
1.84,98.88,7.07,89.6,6.3,1.22,3.34,134.75,303.49,72.47,167.73,342.18,187.83,85.93,57.09,113.58,18.05,163.15,67.81,7.71,238.68,202.16
1.84,99.73,6.97,90.13,6.29,1.22,3.31,133.03,299.63,72.33,170.51,339.14,203.62,86.41,58.55,115.7,18.05,163.44,68.23,9.53,241,202.18
1.82,99.54,6.98,89.81,6.3,1.22,3.28,133.83,297.43,72.61,175.91,337.7,195.5,85.05,59.14,115.51,18.41,164.76,68.34,9.25,236.72,203.57
1.83,100.63,7.16,89.77,6.38,1.26,3.32,134.15,292.34,72.52,175.75,335.79,181.79,84.31,59.23,115.08,18.82,163.96,68.84,6.13,234.14,204.23
1.87,98.41,7.18,88.7,6.38,1.31,3.25,132.97,290.86,72.6,175.03,334.93,175.92,83.23,59.42,115.23,18.77,163.32,69.1,8.9,237.29,203.27
1.83,97.47,7.09,89.37,6.33,1.34,3.24,132.36,297.18,73.05,178.41,336.88,178.25,81.29,59.68,115.04,18.25,164.49,68.49,7.85,242.44,201.87
1.82,95.58,6.91,87.76,6.2,1.23,3.23,130.3,297.84,72.88,178.3,337.93,173.67,82.81,58.95,113.53,18.55,163.21,69.11,7.61,237.16,203.52
1.83,96.87,7.6,88.4,6.11,1.3,3.3,130.58,297.24,74.27,182.19,335.53,176.99,82.29,58.56,117.19,18.42,164.75,70.64,7.63,235.02,203.56
1.81,96.06,7.59,90.04,6.2,1.38,3.26,129.66,298.01,72.99,190.64,340.47,169.91,80.56,57.59,117.92,18.27,166.34,71.3,8.11,234.28,203.62
1.59,95.6,7.68,91.63,6.37,1.4,3.18,127.63,298.68,74,186.41,346.14,168.76,80.42,57.49,117.37,17.76,167.32,69.35,7.48,232.28,204.97
1.61,97.75,7.99,92.65,6.51,1.47,3.24,126.94,301.65,77.64,188.09,346.53,161.11,80.24,60.3,119.57,17.97,168.01,70.26,7.43,228.5,210.92
1.65,96.52,7.84,91.36,6.59,1.47,3.18,123.69,301.89,73.31,183.23,341.57,159.06,79.62,59.34,112.38,17.31,166.2,68.74,7.3,225.08,204.69
1.73,95.78,7.64,90.43,6.36,1.41,3.16,123.17,291.65,71.99,175.82,330,165.43,78.16,58,110.48,17.2,163.36,68.13,6.96,221.42,202.28
1.87,97.68,7.94,93.5,6.43,1.46,3.2,126.3,293.48,74.36,178.41,333.47,169.36,80.19,59.99,114.63,17.88,166.98,69.8,7.12,226.93,206.3
1.87,97.19,7.85,92.53,6.51,1.45,3.2,125.56,298.78,74.67,179.63,338.44,166.04,76.93,60.47,113.21,17.33,167.68,68.03,7.74,218.72,206.58
1.8,98.88,7.9,94.12,6.55,1.5,3.2,126.39,299.1,75.05,182.1,341.87,154.82,77.27,59.87,114.61,16.3,167.95,65.96,7.09,216.37,207.01
1.79,98.11,7.94,95.67,6.53,1.5,3.19,125.36,297.51,74.41,179.45,338.26,144.72,77.62,58.04,114.04,15.79,165.88,65.15,6.63,216.47,202.95
1.78,96.78,7.78,91.59,6.35,1.43,3.2,126.25,300.91,75.16,185.6,340.32,142.83,79.16,59.74,118.31,16.02,170.52,66.35,6.86,218.27,206.57
1.74,99.68,7.96,93.62,6.52,1.53,3.16,124.78,305.4,75.61,190.85,341.33,138.51,79.7,59.95,119.25,16.67,172.7,67.49,6.03,218.55,207.61
1.75,101.32,8.18,93.73,6.55,1.5,3.19,127.86,298.11,74.81,184.99,337.53,143.8,80.14,59.62,116.84,18.09,168.66,70.14,6.44,223.17,207.6
1.81,101,8.63,95.49,6.57,1.48,3.2,128.37,299.94,76.53,187.86,340.83,141.1,81.11,61.03,120,18.77,172.42,71.18,6.29,224.99,212.78
1.8,99.89,8.58,95.76,6.48,1.49,3.19,130.64,299.16,77.02,189.91,339.73,152.74,81.09,61.89,119.79,18.93,172.67,71.04,6.75,236.98,212.5
1.79,99.98,8.57,96.87,6.59,1.51,3.18,133.97,301.79,78.54,195.09,340.19,152.19,82.02,63.1,123.75,18.65,176.26,69.85,5.85,241.53,214.37
1.79,98.18,8.93,97.28,6.66,1.55,3.21,133.51,305.75,79.57,198.28,346.4,153.55,82.14,64.34,123.48,18.59,176.71,70.45,6.52,248.5,216.2
1.79,98.81,9,98.16,6.61,1.61,3.21,132.74,305.84,78.23,195.12,347.03,146.93,81.82,63.66,121.11,19,175.31,71.89,6.19,246.25,211.69
1.76,98.94,9.01,97.72,6.58,1.67,3.17,130.99,310.57,79.55,197.94,351.03,148.27,84.53,64.75,122.18,18.79,177.47,71.51,6,246.72,213.03
1.71,99.24,8.89,96.71,6.53,1.64,3.14,129.66,314.94,77.94,198.46,358.39,139.67,86.04,64.47,120.07,18.5,179.29,70.52,5.72,248.64,215.01
1.65,98.6,8.73,94.54,6.43,1.54,3.04,128.46,308.65,78.17,197.1,353.81,144.4,84.97,64.8,119.3,18.7,177.47,71.69,6.29,247.44,212.91
1.61,96.29,8.57,94.56,6.41,1.47,2.74,129.41,314.21,76.92,196,357.6,144.56,84.33,64.56,117.07,18.14,176.63,69.8,6.61,250.11,212.01
1.59,95.67,8.44,94.68,6.57,1.38,2.8,131.64,314.14,75.17,191.47,353.61,139.34,84.41,63.3,113.23,17.93,174.81,67.75,6.39,246.05,208.46
1.59,96.48,7.92,95.16,6.57,1.42,2.84,132.11,316.25,75.55,194.03,355.93,133.45,85.13,63.99,114.67,16.7,176.42,64.71,5.79,244.69,212.22
1.57,95.53,7.85,95.23,6.47,1.39,2.8,129.84,321.16,77.52,200.14,361.28,136.63,86.54,64.27,117.27,17.08,180.07,65.48,6,245.35,213.71
1.69,96.68,7.84,95.6,6.49,1.39,2.76,130.78,319.02,78.13,203.07,364.71,137.62,86.65,64.7,118.28,17.53,181.52,67.56,5.85,241.47,218.54
1.61,97.47,7.85,96.32,6.55,1.39,2.81,132.91,323.15,77.68,207.27,372.79,134.32,87.2,65.76,119.67,16.68,183.15,65.37,5.56,247.75,218.77
1.61,98.99,8.09,98.25,6.74,1.43,2.79,133.54,322.68,77.86,205.67,370.57,139.36,86.67,65.97,118.89,16.74,182.1,65.05,5.64,246.21,218.4
1.63,99.52,7.96,97.7,6.63,1.38,2.78,135.7,323.64,77.26,205.75,369.43,142.42,86.95,65.87,118.6,17.45,181.61,66.07,5.92,246.59,217.07
1.7,102.82,8.09,100.63,6.7,1.43,2.87,137.1,322.24,77.28,204.21,370.89,142.92,86.57,66.8,119.89,18.15,180.83,67.64,6.21,248.45,216.79
1.75,103.54,8.18,102.13,6.78,1.47,2.88,137.3,326.02,77.74,205.14,375.03,144.85,87.75,67.43,119.84,18.38,183.06,68.21,6.39,252.65,218
1.75,102.28,8.19,101.61,6.82,1.47,2.96,134.95,330.64,77.89,207.37,378.59,146.3,88.77,67.86,120.36,18.18,185.5,68.36,6.41,256.24,219.24
1.75,102.04,8.23,100.61,6.85,1.47,2.89,135.81,331.16,77.52,207.44,378.79,145.59,87.63,68.1,122.75,17.97,185.11,68.9,6.64,255.56,219.21
1.76,103.63,8.32,100.35,6.91,1.47,2.9,136.16,333.81,77.6,204.87,380.05,147.11,86.37,67.2,122.74,18.38,184.79,68.97,7.18,251.29,218.45
1.78,102.38,8.22,100.33,6.92,1.46,2.87,136.5,336.12,77.48,206.62,386.07,150.24,86.16,67.7,123.57,18.26,184.09,68.38,7.49,248.99,219.79
1.78,101.71,8.15,98.99,6.76,1.47,2.82,136.41,339.8,78.27,206.7,386.23,149.42,86.59,67.3,124.85,18.17,182.97,68.4,7.3,251.5,226.9
1.77,100.33,8.13,98.67,6.63,1.42,2.8,135.21,340.5,78.73,210.17,387.85,149.03,86.12,67.94,126.12,18.91,184.94,70.27,7.66,253.48,228.6
1.73,99.71,8.08,98.92,6.6,1.41,2.79,133.97,338.49,77.69,206.09,386.89,152.49,85.24,67.02,124.19,19.05,182.21,71.27,7.42,250.23,229
1.8,102.04,8.13,100.07,6.76,1.41,2.84,134.22,341.89,77.97,207.78,388.54,152.44,84.85,67.24,124.27,18.6,183.53,70.65,7.21,252.43,229.38
1.87,104.13,8.05,99.48,6.87,1.4,2.82,135.13,344.59,77.97,208.31,390.6,153.25,85.55,67.57,124.73,18.2,183.99,70.26,7.04,257.08,229.84
1.87,105.36,8.12,99.22,6.85,1.37,2.83,135.29,346.42,78.21,207.94,391.81,152.74,87.25,68.01,125.54,18.27,184.47,70.6,6.62,260.45,231.97
1.81,105.93,8.31,99.64,6.87,1.38,2.78,133.97,344.64,78.65,209.84,391.73,150.55,86.45,67.62,125.37,18.43,184.82,71.44,6.68,262.46,231.08
1.82,101.67,7.92,97.4,6.8,1.3,2.77,133,345.16,77.1,207.48,387.03,150.75,85.82,67.35,122.96,17.95,184.07,70.33,6.58,261.77,227.25
1.78,103.79,7.96,97.26,6.91,1.31,2.69,133,345.52,78.87,208.57,387.24,149.67,85.54,67.76,126.04,17.83,185.75,70.65,6.85,255.94,230.51
1.8,98.6,8.01,99.24,6.57,1.35,2.71,131.65,343.25,78.74,204.06,379.88,153.65,84.27,67.14,124.95,17.7,184.5,69.33,6.81,258.08,229.04
1.83,97.91,7.99,99.27,6.52,1.34,2.68,130.44,341.93,80.52,206.13,377.03,153.86,84.68,67.32,125.28,17.78,186.44,69.14,7.09,254.27,224.5
1.8,97.1,7.82,98.9,6.55,1.42,2.73,131.13,337.85,81,206.96,371.76,159.28,83.15,67.19,125.92,17.7,185.2,69,7.28,253.36,221.45
1.79,96.98,7.67,98.46,6.49,1.35,2.88,130.15,339.9,82.78,207.31,373,156.6,83.03,67.57,126.67,18.16,185.69,68.41,7.02,253.67,222.89
1.79,98.74,7.73,97.98,6.53,1.35,2.77,128.66,338.37,83.08,210.13,372.89,155.54,83.37,67.25,127.76,17.61,185.26,66.01,7.27,251.16,222.87
1.8,98.41,7.66,97.45,6.54,1.34,2.79,128.2,352.07,82.87,213.09,380.32,154.12,85.69,67.66,130.03,17.69,190.7,66.38,7.12,253.92,223.84
1.76,99.82,7.83,97.7,6.65,1.37,2.79,127.02,354.1,83.25,212.32,380.37,151.58,85.34,66.89,127.9,17.39,190.19,64.94,7.39,254.83,223.04
1.74,101.55,7.93,97.75,6.64,1.36,2.81,126.99,360.84,84.12,215.09,385.31,148.98,87.01,67.23,128.06,18.66,191.63,66.67,7.13,262.09,223.11
1.73,98.64,7.91,97.86,6.57,1.33,2.77,125.21,368.12,83.97,214.29,387.48,142.46,86.26,67.18,128.21,19.29,191.99,68.01,6.92,263.44,225.46
1.7,99.59,7.96,97.93,6.56,1.34,2.77,125.93,372.99,84.13,213.23,386.11,141.28,82.97,65.63,126.94,19.5,190.62,67.3,6.79,262.66,226.19
1.72,99.84,8.03,99.91,6.63,1.36,2.75,127.45,370.05,84.68,218.07,387.34,130.74,83.63,65.36,129.77,19.52,192.62,69.46,6.73,261.72,228.63
1.75,101.04,7.97,99.2,6.67,1.4,2.79,127.05,370.4,85.7,216.79,390.41,134.67,83.47,65.98,132.38,19.71,194.75,70.31,6.89,264.31,228.73
1.76,101.02,8.04,99.59,6.74,1.44,2.81,125.36,373.62,85.03,219.25,392.99,129,83.41,65.84,129.15,19.51,194.5,71.2,6.85,263.33,230.87
1.73,98.14,7.85,98.39,6.61,1.37,2.77,122.57,368.17,84.35,214.63,387.45,131.95,83.47,65.13,125.4,19.91,191.52,72.52,6.62,259.62,229.05
1.7,96.78,7.91,97.63,6.69,1.38,2.76,124.09,363.4,82.28,212.14,380.62,124.09,83.01,63.31,121.97,19.28,186.88,72.55,6.08,253.76,220.03
1.65,96.48,7.85,97.56,6.66,1.37,2.78,126.19,369.97,83.75,215.22,387.54,126.25,84.94,63.59,126.16,19.77,191.2,74.68,5.99,258.86,223.68
1.64,98.85,8.03,99.54,6.9,1.41,2.8,127.09,371.35,85.86,216.1,390.71,132.63,85.98,65.01,127.85,20.21,191.84,75.31,6.19,259.65,227.3
1.65,99.31,7.95,98.28,6.87,1.35,2.82,127.05,372.87,86.56,216.76,391.05,133.59,85.38,64.4,127.7,20.39,191.65,76.77,6.32,259.78,226.47
1.65,98.37,7.97,96.41,6.84,1.35,2.82,126.51,368.54,85.36,213.23,387.17,123.36,84.95,62.45,125.43,19.61,189.31,74.67,6.28,260.11,222.32
1.63,95.53,7.86,94.7,6.83,1.36,2.81,126.36,370.89,85.23,213.33,385.44,126.8,84.81,62,125.49,19.16,188.53,73.97,6.21,257.78,221.32
1.63,95.67,7.87,95.05,6.78,1.36,2.8,127.83,372,85.2,212.51,388.23,130.23,85.3,62.32,124.76,19.58,189,74.79,6.34,256.41,222.06
1.67,96.36,8,95.62,6.83,1.38,2.82,127.63,370.46,85.81,213.81,387.02,126.93,85.89,62.43,126.34,20.05,189.91,76.19,6.36,256.95,223.2
1.68,96.42,8.1,96.2,6.85,1.39,2.86,125.59,371.9,86.49,215.91,387.61,130,86.23,61.98,125.95,19.81,189.56,75.93,6.28,258.16,224.91
1.7,96.52,7.99,95.85,6.83,1.38,2.74,122.37,370.14,86.25,211.8,385.71,130.73,86.1,62,124.3,19.46,188.91,74.71,6.33,255.31,224.04
1.7,97.21,7.94,95.58,6.88,1.35,2.79,121.97,366.72,86.52,212.64,384.31,136.06,86,62.38,124.99,20.45,189.11,76.77,6.58,254.78,224.27
1.69,98.02,8.16,96.96,6.94,1.41,2.77,123.12,370.42,88.54,215.62,387.18,139.24,86.8,62.53,126.61,21.14,190.61,77.95,6.97,254.65,231.13
1.73,98.74,8.27,97.1,6.92,1.41,2.8,122.97,365.87,88.71,216.15,382.19,140.49,86.9,62.53,125.28,21.25,189.91,78.86,6.87,254.88,230.91
1.65,97.7,8.2,96.71,6.91,1.4,2.77,121.34,363.68,88.83,216.77,379.85,139.05,87.86,62.81,125.97,21.53,188.84,79.44,6,255.08,231.85
1.62,98.64,8.28,97.08,6.94,1.43,2.8,120.65,365.62,88.96,217.83,381.92,138.96,88.54,63.13,126.45,21.79,189.5,79.58,7.08,256.02,232.95
1.62,98.41,8.36,97.31,6.97,1.47,2.8,121.25,367.2,88.62,218.91,385.1,141.42,87.48,63.25,124.31,21.83,191.52,79.54,6.9,257.48,230.74
1.63,99.27,8.3,97.47,6.99,1.44,2.79,121.25,366.5,88.66,220.56,387.22,137.97,86.39,63.6,124.55,21.98,190.77,79.74,6.77,256.86,229.19
1.62,99.61,8.25,97.4,6.99,1.41,2.8,121.51,377.51,89,222.2,394.05,141.11,87.25,63.99,125.55,21.46,193.51,79.3,6.53,258.71,230.05
1.7,100.05,8.38,98.81,7.03,1.45,2.87,120.91,372.05,88.96,221.28,391.51,146.6,86.85,64.14,124.99,22.13,191.72,79.88,6.74,257.8,228.19
1.68,98.3,8.38,99.06,7.03,1.46,2.87,120.82,371.05,89.45,222.66,388.66,150.93,87.37,64.12,128.13,21.72,192.71,79.66,6.74,260.01,229.8
1.7,98.39,8.32,99.38,7.01,1.48,2.84,121.77,372.6,88.86,221.03,386.88,148.04,87.74,64.16,126.46,21.28,191.86,79.1,7.32,260.98,227.74
1.64,97.47,8.31,99.01,7.02,1.46,2.92,121.77,372.52,88.23,220.61,387.59,150.72,88.06,63.89,126.73,20.93,191.4,78.13,7,264.78,226.27
1.7,98.67,8.31,99.22,7.04,1.47,2.9,122.34,375.08,88.81,220.99,387.72,157.36,89.33,64.05,128.38,21.22,191.5,79.22,7.14,266.39,225.17
1.67,98.69,8.31,99.27,7.01,1.41,2.94,121.59,372.06,88.72,219.8,389.15,156.99,89.91,64.28,126.77,20.78,190.73,79.09,7.38,263.85,223.19
1.55,98.39,8.21,99.34,7.06,1.42,2.89,122.97,375,89.39,220,389.73,154.38,90.99,63.64,126.98,20.5,192.45,78.78,7.17,265.63,222.49
1.46,99.2,8.28,99.24,7.12,1.44,2.86,125.27,372.11,88.41,216.71,383.42,151.95,91.21,62.71,125.92,20.55,190.08,79.11,7.42,263.81,218.99
1.52,98.28,8.25,100.24,7.15,1.47,2.81,122.17,368.6,87.12,211.64,382.82,153.6,90.64,60.45,121.98,19.93,187.69,78.33,7.35,263.84,216.2
1.57,97.19,8.05,98.88,7.04,1.41,2.77,122.92,367.19,85.92,207.22,379.1,156.79,87.8,59.27,120.18,23.35,185.15,80.58,7.92,260.92,212.2
1.53,98.48,8.13,98.39,7.08,1.43,2.83,124.35,373.24,87.99,213,382.48,158.51,89.16,60.46,123.37,27.64,190.82,84.23,7.74,263.06,215.99
1.53,97.54,8.06,98.81,7.07,1.42,2.85,122.4,372.42,87.36,211.55,382.48,160.61,88.94,60.01,121.21,28.86,189.58,85.27,8.49,261.99,215.49
1.49,95.78,7.96,97.91,7,1.44,2.82,126.13,370.19,86.6,209.49,377.35,165.98,87.81,58.86,120.71,28.76,186.79,85.3,8.63,258.72,214.65
