"D.2TP.PB.","BATS.PB.","ID.GUD.PB.","U.VGR.PB.","U.STZ.PB.","U.TPB.PB.","U.RLX.PB.","U.PM.PB."
1.16,65.73,5.05,17.17,193.04,14.75,0,114.52
1.18,66.41,5.08,17.91,193.81,15.1,0,114.81
1.13,66.38,4.93,18.17,194.95,15.22,0,115.84
1.18,65.54,4.87,18.57,194.64,15.1,0,114.68
1.13,65.35,4.71,17.98,195.46,15.05,0,115.44
1.12,64.4,4.75,18.25,194.67,15.87,0,114.12
1.13,63.78,4.68,18.24,195.65,16.98,0,114.86
1.13,63.64,4.74,18.43,197.03,15.95,0,114.7
1.13,64.46,4.78,18.56,198.63,15.65,0,116.84
1.14,64.69,5.03,18.56,198.56,16.49,0,117.79
1.14,63.46,5.2,18.43,197.05,16.36,0,115.88
1.16,62.41,5.21,18.25,197.91,16.71,0,115.29
1.11,62.74,5.13,18.47,198.04,16.83,0,116.24
1.12,62.69,5.01,18.35,196.75,16.89,0,116.2
1.18,62.09,5.05,18.25,196.74,16.94,0,115.44
1.15,63.57,5.05,18.27,196.88,17.03,0,114.49
1.21,63.51,5.1,18.34,198.32,17.01,0,114.87
1.13,62.9,5.08,18.34,197.7,16.92,0,115.49
1.11,62.42,5.07,18.37,198.39,16.97,0,116.58
1.13,62.44,4.89,18.41,199.46,17.21,0,116.39
1.15,63.45,4.91,18.65,200.1,17.18,0,116.9
1.2,63.25,4.87,18.81,200,16.92,0,117.81
1.18,63.16,4.76,18.87,200.05,16.54,0,117.73
1.25,62.74,4.69,18.65,200.98,16.31,0,117.64
1.16,63.2,4.74,18.25,202.47,16.37,0,118.6
1.13,64.39,4.77,18.51,202.2,16.38,0,118.9
1.1,64.56,4.7,18.63,202.43,16.72,0,117.12
1.14,64.33,4.69,18.79,203.66,17.05,0,117.91
1.11,63.03,4.66,18.77,204.58,16.9,0,117.04
1.11,63.22,4.65,18.81,204.47,16.83,0,116.73
1.11,61.63,4.92,18.93,204.37,17,0,116.87
1.11,62.25,4.83,18.7,203.43,16.73,0,115.76
1.11,61.78,4.76,19.01,203.94,17.34,0,116.11
1.16,61.05,4.77,18.57,202.26,17.6,0,115.39
1.15,60.49,4.89,18.41,201.75,17.4,0,113.46
1.31,59.92,4.89,18.22,201.02,17.17,0,112.91
1.34,60.56,4.81,18.24,201.68,17.24,0,112.42
1.6,60.22,4.76,18.34,200.54,17.16,0,113.25
1.73,61.08,4.66,18.66,200.41,17.14,0,112.24
1.64,61.75,4.66,18.88,199.83,17.05,0,111.62
1.41,61.08,4.66,18.95,199.28,16.93,0,111.79
1.43,61.37,4.67,18.57,199.44,17,0,111.01
1.31,61.95,4.6,18.71,199.44,17.16,0,110.89
1.32,61.79,4.66,18.72,199.11,17.22,0,110.2
1.42,62.21,4.72,18.68,201.08,17.38,0,111.46
1.46,61.8,4.68,18.68,209.26,17.04,0,111.64
1.38,62.79,4.72,18.54,210.08,17.28,0,111.33
1.41,63.28,4.81,18.58,208.16,17.42,0,113.36
1.33,64.16,4.7,18.79,207.96,17.88,0,115.12
1.34,64.53,4.68,18.83,207.74,18.01,0,114.19
1.27,64.12,4.66,18.9,207.49,18.66,0,114.52
1.25,63.81,4.56,18.93,208.54,18.59,0,114.02
1.27,63.68,4.58,18.78,210.45,18.6,0,113.51
1.22,63.88,4.58,18.74,213.6,18.77,0,112.64
1.22,63.97,4.55,18.78,211.8,18.64,0,112.51
1.21,63.39,4.48,18.8,211.98,18.48,0,108.15
1.11,63.7,4.43,18.78,211.23,18.13,0,109.51
1.14,63.93,4.46,18.66,211.71,17.97,0,109.39
1.15,63.37,4.4,18.59,212.67,18.13,0,108.56
1.15,63.62,4.44,18.74,212.48,17.78,0,107.01
1.15,65.22,4.58,18.82,211.75,17.85,0,106.93
1.11,65.96,4.75,18.92,211.87,17.93,0,105.96
1.04,64.58,4.8,18.71,213,17.53,0,104.71
1,63.97,4.97,18.85,219.05,17.52,0,104.64
0.98,64.23,5.09,18.91,215.99,17.39,0,103.75
0.95,65.24,5.11,18.77,214.33,17.26,0,102.81
0.99,65.58,5.22,18.77,215.93,17.11,0,102.69
1.16,65.12,5.25,18.59,215.75,16.93,0,102.16
1.14,64.75,5.4,19.01,215.37,16.42,0,103
1.18,65.1,5.4,18.95,217.67,16.01,0,103.07
1.18,65.02,5.48,19.31,218.08,15.56,0,102.46
1.03,64.48,5.4,19.76,218.64,15.62,0,103.02
1,64.85,5.6,19.66,220.7,15.88,0,103.49
1,64.36,5.39,19.68,218.11,16.23,0,102.71
0.97,64.24,5.46,19.71,217.19,16.15,0,102.05
0.89,65.08,5.75,19.98,217.36,16.88,0,102.67
0.88,65.46,5.53,19.94,216.38,16.73,0,102.64
0.91,65.7,5.7,19.9,217.53,17.03,0,102.55
0.98,66.84,5.59,20.21,219.81,17.35,0,103.36
0.97,66.05,5.54,20.18,220.43,17.49,0,103.53
0.97,66.26,5.54,20.22,221.66,17.44,0,103.45
0.93,65.73,5.64,20.34,221.8,17.32,0,103.15
0.89,65.25,5.63,20.36,220.13,17.26,0,102.72
0.88,65.24,5.67,20.34,220.01,17.32,0,102.89
0.86,63.07,5.65,20.3,214.4,17.48,0,102.67
0.86,61.59,5.43,20.4,217.45,17.45,0,102.8
0.74,62.8,5.46,20.56,218.51,17.32,0,103.67
0.81,62.99,5.62,20.83,216.33,17.26,0,104.57
0.81,63.7,5.69,20.77,216.78,17.23,0,105.44
0.71,66.03,5.69,20.88,216.91,17.54,0,107.61
0.75,65.11,5.67,20.82,216.87,17.52,0,106.69
0.9,64.87,5.7,20.78,217.93,17.44,0,106.57
0.89,65.7,5.67,20.74,219.35,17.48,0,106.03
0.77,66.24,5.57,20.66,220.01,17.65,0,107.3
0.85,66.04,5.56,20.71,218.58,17.98,0,108.31
1,64.68,5.56,20.57,222.74,17.76,0,107.67
1.01,65.23,5.58,20.26,224.41,18.05,0,109.62
1.04,65.15,5.71,20.45,222.49,18.08,0,107.97
0.99,65.61,5.74,20.15,223.17,17.79,0,108.1
1.08,64.62,5.61,20.35,223.48,17.98,0,104.36
1.03,65.84,5.74,20.24,224.58,17.8,0,104.78
0.95,65.28,5.71,20.25,223.73,18.06,0,104.65
0.92,65.2,5.7,20.41,224.37,18.12,0,104.08
0.93,65.73,5.74,20.46,225.52,18.4,0,104.09
0.96,65.74,5.77,20.34,225.9,19.43,0,104.69
1,65.08,5.8,20.32,227.92,20.59,0,104.8
1.14,65.78,5.95,20.3,228.59,21.11,0,105.65
1.17,65.52,5.92,20.38,227.47,21.03,0,105.23
1.15,64.89,5.79,20.36,226.74,20.8,0,104.43
1.13,64.83,5.77,20.03,227.56,20.66,0,104.24
0.96,64.54,5.94,19.68,225.76,20.45,0,103.48
0.9,65.28,6.01,19.85,219.57,21.19,0,104.32
0.91,64.69,6,19.85,216.78,21.83,0,104.14
0.86,65.14,5.79,19.62,222.01,21.14,0,104.89
0.88,65.2,5.81,19.37,219.28,21.37,0,105.64
0.9,66.33,5.86,19.56,219.02,21.64,0,104.85
0.89,65.25,5.89,19.54,217.45,22.38,0,104.49
0.89,65.82,5.82,19.37,216.71,22.03,0,104.3
0.9,66.11,5.96,19.35,217.78,21.35,0,104.86
0.88,65.7,5.86,19.54,219.11,21.26,0,105.8
0.88,65.02,5.93,19.46,217.31,20.82,0,105.09
0.83,66.46,5.93,19.71,218.32,21.11,0,108.93
0.89,66.16,6.04,19.67,219.31,21.36,0,108.83
0.96,66.99,6.04,19.71,220.75,21.92,0,109.61
1.06,65.36,6,19.72,222.06,21.74,0,110.62
1.13,63.97,6,19.42,221.26,21.56,0,107.49
1.06,64.86,5.98,19.25,223.57,21.41,0,110.14
1.08,64.03,5.84,19.18,220.74,21.96,0,108.56
1.08,63.46,5.68,19.23,220,21.95,0,107.93
1.08,63.3,5.75,19.32,219.49,21.97,0,107.23
1.11,63.36,5.81,19.15,220.68,22.08,0,105.18
1.04,62.52,5.79,19,215.79,21.96,0,103.35
0.97,60.85,5.79,18.4,211.37,21.36,0,98.62
0.81,59.36,5.86,18.58,216.3,21.12,0,100.33
0.92,61.01,5.91,18.58,214.1,21.15,0,98.86
0.95,59.07,5.9,18.06,208.74,20.47,0,100.36
0.89,57.95,5.72,18.05,210.26,20.79,0,99.86
0.89,58.64,5.65,18.55,213.08,20.84,0,102.35
0.88,57.55,5.68,18.41,213.47,21.51,0,103.04
0.88,58.31,5.67,18.4,214.02,21.11,0,102.56
0.93,58.1,5.69,18.4,216.81,21.22,0,103.68
0.88,58.44,5.76,18.39,219.49,21.41,0,104.3
0.88,58.31,5.8,18.32,219.6,21.29,0,103.29
0.85,59.01,5.75,18.24,217.3,21.06,0,102.82
0.86,58.45,5.69,18.24,213.87,20.76,0,103.77
0.97,57.18,5.66,18.28,213.15,20.35,0,102.98
0.9,58.55,5.75,18.51,217.46,21.5,0,106.15
0.88,58.64,5.61,18.66,218.02,21.85,0,106.67
0.88,57.76,5.63,18.44,218.1,21.41,0,104.08
0.83,56.41,5.66,18.17,215.53,20.99,0,103.54
0.78,56.11,5.67,18,215.84,20.4,0,104.59
0.73,55.43,5.67,18,219.83,20.59,0,106.75
0.73,55.43,5.62,18.26,219.5,20.68,0,107.69
0.77,55.09,5.66,18.89,222.52,20.97,0,107.94
0.8,55.17,5.49,18.81,223.86,21.17,0,106.9
0.76,55.97,5.64,19.05,227.7,21.35,0,108.99
0.82,56.13,5.54,19.21,230.31,21.67,0,108.29
0.78,55.88,5.47,18.98,230.15,21.51,0,107.23
0.76,54.72,5.25,18.85,227.92,21.48,0,107.21
0.69,55.61,5.14,18.92,227.41,21.48,0,105.61
0.71,55.43,5.29,18.63,226.85,21.54,0,104.97
0.69,54.95,5.34,18.58,228.49,20.34,0,103.23
0.74,52.93,5.32,18.17,226.36,20.73,0,101.74
0.76,52.38,5.28,18.26,227.57,21.07,0,100.28
0.77,50.89,5.32,18.2,226.11,20.54,0,97.7
0.75,51.03,5.17,18.32,224.23,20.31,0,97.63
0.73,51.51,5.04,18.06,220.91,20.13,0,95.63
0.71,51.23,4.99,18.16,220.36,19.83,0,96.34
0.74,51.8,5,18.3,218.49,19.62,0,96.7
0.73,53.54,5.03,18.52,220.37,19.51,0,99.75
0.71,54.26,5.11,18.49,229.08,19.44,0,99.41
0.7,54.32,5.17,18.3,231.47,19.23,0,97.7
0.68,54.27,5.21,18.2,228.29,19.24,0,97.57
0.69,54.51,5.21,18.36,225.09,19.69,0,99.85
0.71,55.3,5.11,18.64,226.47,19.98,0,100.94
0.7,56.28,5.19,18.58,229.93,20.07,0,101.72
0.73,56.62,5.22,18.51,227.19,20.09,0,100.97
0.67,56.58,5.25,18.42,226.21,20.47,0,100.73
0.7,55.95,5.48,18.43,226.07,21.34,0,101.07
0.7,55.43,5.48,18.53,225.46,21.07,0,100.72
0.74,54.82,5.41,18.39,224.25,20.95,0,100.22
0.67,54.1,5.4,18.53,223.85,21.46,0,101.85
0.69,53.1,5.29,18.76,226.99,21.79,0,102.93
0.76,52.09,5.31,18.8,231.4,21.68,0,103.22
0.71,50.69,5.46,18.2,232.14,21.24,0,101.39
0.76,47.94,5.45,18.01,229.62,21.08,0,85.63
0.71,48.58,5.38,17.63,227.58,20.68,0,84.26
0.74,49.26,5.26,17.32,228.24,20.84,0,83.66
0.74,49.17,5.15,17.67,226.18,20.79,0,82.48
0.76,50.57,5.01,17.85,226.84,20.73,0,81.83
0.76,51.85,4.83,17.81,228.73,21.12,0,81.49
0.81,52.94,4.81,17.77,234.19,21.01,0,82.56
0.78,52.53,4.92,17.69,233.11,21.15,0,82
0.76,51.22,4.97,17.78,229.63,21.53,0,81.2
0.73,51.48,4.97,17.73,226.77,21.72,0,80.09
0.67,51.2,4.9,17.78,224.07,21.95,0,80.44
0.67,51.06,4.77,17.95,221.29,21.87,0,81.88
0.73,50.24,4.97,17.92,223.76,22.02,0,81.49
0.67,50.03,4.81,17.87,221.38,21.6,0,80.81
0.81,51.32,4.95,17.42,221.94,21.45,0,81.99
0.75,51.41,5.01,17.39,220.37,22.78,0,83
0.8,50.7,4.98,17.51,220.22,23.04,0,81.21
0.83,50.06,4.93,17.41,221.8,22.94,0,80.86
0.83,50.26,4.84,17.51,221.75,23.3,0,79.91
0.81,50.42,4.9,17.41,221.47,23.73,0,80.88
0.81,50.11,4.84,17.07,222.05,24.34,0,81.03
0.78,49.91,4.77,17.27,220.15,23.75,0,80.76
0.74,49.44,4.73,17.32,219.32,23.91,0,80.17
0.74,49.41,4.74,17.15,216.18,24.68,0,79.88
0.81,49.44,4.83,17.36,216.57,24.92,0,81.69
0.76,49.9,4.88,17.47,216.9,25.96,0,81.6
0.74,50.81,4.89,17.45,216.75,26.11,0,80.34
0.74,50.48,4.93,17.42,216.83,25.72,0,79.23
0.8,49.77,4.9,17.41,219.75,25.87,0,79.25
0.8,49.98,4.85,17.46,224.94,26.89,0,80.32
0.74,50.75,4.86,17.59,223.01,27.08,0,79.52
0.76,50.25,4.85,17.57,222.76,27.2,0,78.15
0.74,50.05,4.86,17.79,225.78,28.15,0,78.4
0.71,49.12,4.9,17.71,225.19,27.99,0,77.51
0.71,48.62,4.84,17.63,224.33,28.62,0,76.85
0.71,47.87,4.98,17.72,223.51,28.8,0,77.37
0.7,48.02,4.98,17.91,227.3,28.81,0,79.41
0.7,49.2,4.96,17.93,226.13,28.98,0,80.47
0.69,48.34,4.96,18.07,229.72,30.11,0,80.32
0.69,48.78,4.96,18.06,229.23,30.09,0,80.09
0.7,49.05,4.97,18.13,232.18,31.2,0,80.83
0.71,48.52,4.97,18.03,232.92,32.08,0,81.88
0.6,47.74,4.97,17.46,232.22,31.15,0,80.02
0.61,48.47,4.94,17.5,231.85,30.79,0,80.85
0.58,49.64,4.9,17.43,231.65,31.66,0,81.75
0.52,50.37,4.8,17.33,231.33,31.9,0,79.47
0.51,51.34,4.72,17.28,231.39,31.64,0,80.19
0.48,49.94,5.08,17.24,228.12,31.16,0,79.98
0.44,49.33,5,17.22,229.65,31.04,0,79.77
0.47,49.68,4.88,17.04,229.42,31.66,0,79.91
0.51,50.92,4.75,17.19,232.32,31.96,0,81.66
0.42,50.3,4.77,17.31,219.02,31.87,0,80.74
0.55,50.17,4.9,17.19,215.8,32.36,0,80.22
0.44,51.36,4.84,17.28,214.97,32.43,0,81.14
0.51,51.64,4.91,17.34,215.51,32.46,0,81.75
0.57,51.22,4.89,17.39,215.71,32.77,0,82.02
0.69,51.25,4.86,17.46,214.96,33.21,0,82.24
0.62,51.99,4.97,17.39,218.31,32.91,0,82.19
0.71,51.63,5.02,17.47,217.98,32.97,0,82.66
0.65,50.96,4.96,17.29,217.35,33.2,0,82.89
0.62,51.57,4.93,17.28,217.53,32.84,0,83.2
0.6,51.55,4.98,17.27,215.61,32.63,0,82.69
0.55,50.86,4.86,17.02,213.39,31.8,0,81.9
0.58,50.17,4.89,16.52,213.87,31.62,0,82.32
0.51,50.41,4.96,16.4,214.35,32.62,0,82.14
0.52,50.69,4.92,16.71,215.8,32.76,0,80.9
0.46,51.99,5.04,16.84,215.94,33.39,0,84.31
0.43,51.5,5.07,16.71,214.98,33.19,0,83.23
0.39,51.88,5.06,16.79,214.58,33.19,0,83.57
0.42,52.15,5.01,16.55,215.15,33.32,0,83.83
0.44,54.86,5.01,16.55,214.63,32.99,0,84.45
0.42,54.04,5.15,16.44,213.95,32.87,0,85.46
0.39,54.51,5.27,16.47,209.65,32.98,0,86.61
0.44,55.18,5.32,16.73,210.2,33.44,0,86.28
0.44,54.92,5.32,16.58,208.62,33.94,0,85.54
0.43,54.5,5.29,16.78,207.95,34.2,0,86.01
0.43,55.01,5.31,16.8,214.01,34.05,0,86.84
0.43,54.8,5.28,16.75,212.5,34.08,0,86.13
0.39,54.78,5.4,15.64,217.11,34.1,0,85.53
0.36,55.3,5.46,15.13,214.4,28.84,0,83.75
0.36,55.09,5.4,15.42,214.78,33.07,0,84.41
0.35,54.57,5.42,15.07,213.31,33.39,0,82.54
0.38,54.49,5.32,15.03,213.78,33.94,0,81.85
0.45,54.8,5.22,15.05,221.8,33.16,0,82.31
0.38,53.69,5.1,15.03,208.27,31.84,0,83.39
0.38,54.6,5.08,15.24,202.45,31.79,0,84.68
0.39,55.21,5.13,15.15,203.94,32.01,0,85.04
0.37,55.45,5.2,14.98,202.9,32.04,0,84.56
0.35,54.15,5.28,14.97,200.49,31.96,0,83.51
0.38,53.68,5.34,14.69,203.35,32.57,0,82.43
0.35,53.15,5.32,14.57,204.9,33.03,0,82.32
0.36,51.34,5.24,14.34,207.62,33.65,0,79.68
0.35,50.96,5.19,14.23,210.27,33.35,0,80.24
0.32,51.12,5.25,14.15,207.18,33.56,0,79.5
0.27,50.39,5.21,14.1,209.26,33.3,0,79.05
0.32,49.63,5.18,14.22,208.76,33.79,0,78.57
0.31,48.88,5.18,14.1,208.01,33.66,0,77.87
0.31,48.98,5.1,14.2,209.64,33.53,0,77.32
0.32,49.15,5.15,14.35,211.08,33.71,0,77.63
0.28,48.75,5.02,14.29,209.75,34.6,0,78.77
0.28,48.36,5.05,14.38,208.59,37.24,0,78.6
0.3,48.4,5.15,14.23,211.72,39.82,0,78.6
0.22,47.99,5.21,14.21,212.06,42.19,0,78.38
0.21,46.69,5.25,14.2,215.26,43.46,0,77.45
0.21,49.43,5.25,14.52,216.01,40.74,0,80.05
0.21,48.48,5.26,14.45,214.84,38.84,0,79.78
0.2,48.07,5.37,14.37,212.04,39.66,0,79.32
0.18,48.18,5.18,13.91,212.35,40.02,0,80.31
0.2,47.29,5.13,13.55,213.53,41.19,0,80.33
0.2,46.76,5.28,13.38,215.18,42.41,0,80.92
0.17,46.25,5.34,13.67,218.56,42.39,0,82.57
0.17,47.49,5.3,13.6,216.96,42.22,0,83.73
0.17,46.55,5.17,13.45,216.32,41.42,0,81.6
0.17,46.5,5.23,13.54,214.52,40.97,0,79.91
0.17,46.65,5.17,13.37,213.77,40.18,0,80.5
0.17,47.47,5.29,13.09,214.99,41.34,0,81.52
0.16,47.08,5.26,13.12,215.8,41.43,0,81.54
0.15,46.01,5.2,12.95,213.32,40.59,0,81.81
0.18,46.72,5.25,12.88,212.66,40.36,0,83.51
0.18,46.89,5.18,12.76,210.93,40.08,0,82.88
0.16,45.31,5.12,12.5,222.09,39.15,0,83.81
0.16,44.98,5.1,12.58,223.16,39.17,0,84.09
0.16,44.95,5.31,12.61,228.64,43.86,0,84.93
0.15,44.89,5.24,12.62,226.28,43.61,0,84.64
0.16,45.31,5.32,12.42,221.7,42.66,0,84.65
0.21,44.72,5.3,12.38,217.78,40.58,0,82.37
0.2,42.98,5.27,12.15,225.55,40.55,0,82.26
0.18,43.75,5.2,12.35,223.72,41.12,0,83.46
0.18,41.72,5.38,12.35,226.98,42.02,0,83.47
0.2,43.13,5.53,12.5,227.16,41.78,0,84.61
0.2,43.02,5.6,12.58,225.23,40.96,0,87.62
0.21,43.34,5.55,12.61,222.89,41.18,0,88.81
0.2,44.15,5.68,12.53,219.15,42.86,0,87.51
0.23,45.97,5.53,12.66,214.87,41.1,0,88.52
0.23,46.31,5.35,12.61,212.15,39.98,0,89.19
0.23,47.37,5.26,12.81,213.14,41.62,0,90.6
0.24,47.48,5.25,12.61,209.99,39.52,0,88.9
0.21,46.62,5.2,12.92,202.75,39.47,0,90.48
0.24,45.29,5.14,12.54,198.42,40.92,0,90.49
0.16,44.57,5.13,12.87,199.23,41.05,0,88.02
0.18,44.87,5.11,12.67,200.87,41.59,0,88.34
0.29,43.9,5.47,12.54,201.24,41.1,0,88.72
0.29,44.74,5.67,12.59,200.26,41.87,0,89.54
0.3,43.91,5.68,12.82,204.01,41.86,0,88.73
0.38,44.99,5.56,13.02,206.72,37.3,0,89.02
0.25,44.28,5.67,13.41,204.72,38.1,0,89.48
0.24,43.54,5.47,13.65,203.09,37.18,0,89.17
0.24,38.91,5.37,13.37,201.95,35.57,0,87.91
0.24,37.24,5.47,13.55,199.69,34.2,0,86.42
0.24,37.01,5.47,13.48,197.31,33.06,0,85.49
0.21,36.45,5.47,13.58,197.44,34.64,0,85.81
0.2,35.54,5.54,13.56,196.64,34.22,0,86.32
0.2,35.75,5.53,13.2,193.49,32.96,0,87.62
0.17,35.81,5.55,13.14,190.68,32.13,0,86.54
0.21,35.76,5.62,12.93,194.15,31.66,0,83.94
0.21,35.07,5.69,12.86,193.82,31.67,0,83.58
0.21,35.88,5.7,12.9,192.42,31.47,0,84.07
0.21,35.69,5.64,12.84,194.2,30.62,0,83.83
0.21,35.78,5.68,12.31,195.85,30.07,0,85.03
0.15,35.94,5.85,11.92,201.45,29.49,0,86.39
0.15,36.53,5.93,12.22,196.21,29.42,0,86.99
0.14,36.12,5.82,11.99,195.72,29.77,0,86.53
0.12,36.55,5.75,11.72,198.2,30.48,0,87.07
0.12,36.08,5.68,11.5,191.2,29.65,0,85.44
0.12,35.82,5.73,11.32,189.52,29.29,0,85.04
0.03,35.21,5.78,11.18,190.74,29.17,0,85.25
0.08,34.98,5.94,11.03,188.62,28.7,0,84.56
0.08,35.74,5.88,10.82,187.33,28.84,0,84.2
0.05,35.78,5.75,10.5,188.74,28.92,0,84.33
0.05,35.98,5.75,10.41,186.79,29.81,0,83.81
0.05,35.48,5.85,10.39,182.63,29.8,0,84.32
0.02,34.94,5.88,9.88,181.23,28.65,0,82.52
0.03,34.51,5.76,9.48,176.05,27.64,0,81.38
0.03,33.8,5.72,9.21,172.56,27.33,0,75.14
0.03,33.5,5.92,9.01,172.03,27.29,0,72.02
0.02,33.53,5.86,8.91,166.83,28.01,0,69.06
0.01,33.24,5.87,8.83,162.18,28.18,0,66.25
0,33.09,5.91,8.89,157.15,27.25,0,65.98
-0.01,32.42,5.94,9.12,159.29,27.76,0,66.59
0,31.83,5.97,9.2,163.48,28.47,0,66.85
0.02,32.34,5.97,9,163.5,27.99,0,66.66
0.07,33.73,5.94,9.22,162.84,27.93,0,67.26
0.09,32.84,5.94,9.26,160.81,27.2,0,66.76
0.08,32.49,5.96,9.32,162.8,27.31,0,67.31
0.08,32.55,5.95,9.39,164.01,27.46,0,67.29
0.08,32.63,5.9,9.47,161.73,27.33,0,66.45
0.07,33.93,5.93,9.89,166.56,29.06,0,69.52
0.13,32.5,5.88,10.05,170.17,28.39,0,67.43
0.15,32.9,5.85,10.35,172.44,29.76,0,67.82
0.13,32.77,5.74,10.3,150.93,29.51,0,67.91
0.23,32.9,5.8,10.25,159.82,29.34,0,68.13
0.17,33.45,5.89,10.3,159.07,29.26,0,69.5
0.21,32.84,5.93,10.21,160.86,28.95,0,69.6
0.2,32.89,5.94,10.1,160.47,30.96,0,70.5
0.17,32.46,5.94,9.86,159.82,32.12,0,70.74
0.17,32.99,5.92,10.1,160.33,31.63,0,72.51
0.15,33.37,5.93,10.27,164.09,33.02,0,73.79
0.17,33.69,5.88,10.15,165,33.33,0,73.04
0.16,33.21,5.88,10,164.73,33.01,0,72.82
0.15,32.6,5.81,9.88,165.59,33.08,0,74
0.15,31.84,5.86,9.33,164.75,32.24,0,71.54
0.13,31.42,6,9.47,166.8,32.21,0,72.72
0.12,31.2,6.01,9.56,167.88,32.23,0,74.36
0.12,32.97,5.88,9.86,168.16,32.44,0,74.42
0.12,34.56,5.89,10.11,170.56,33.94,0,74.48
0.12,35.27,5.94,10.48,173.62,35.41,0,76.74
0.09,35.6,5.89,10.37,173.68,36.54,0,75.69
0.09,35.21,5.75,10.46,172.76,36.42,0,76.05
0.14,36.51,5.74,10.62,174.68,35.81,0,75.8
0.15,35.9,5.79,10.5,172.23,34.81,0,75.53
0.15,35.95,5.77,10.31,174.01,34.36,0,76.72
0.15,35.32,5.72,10.84,175.18,37.06,0,80
0.12,36.13,5.75,10.77,172.72,37.51,0,79.03
0.12,36.09,5.74,10.78,171.92,38.16,0,80.58
0.12,36.95,5.86,10.93,174.72,38.59,0,81.29
0.12,37.07,5.88,11.09,173.94,38.36,0,81.85
0.09,37.5,5.96,11.32,174.9,38.75,0,83.47
0.1,37.01,6.04,11.3,176.9,38.41,0,83.39
0.12,36.89,6.03,11.34,174.72,38.55,0,83.38
0.09,37.44,5.92,11.68,166.97,40.11,0,85.02
0.06,37.3,5.89,11.72,165.73,40.69,0,85.59
0.09,37.68,5.8,11.86,169.04,40.99,0,87.15
0.09,38,5.85,11.35,167.11,40.15,0,86.6
0.09,37.23,5.99,11.12,169.38,39.58,0,86.5
0.06,36.71,6.15,10.9,169.17,39.91,0,87.27
0.06,36.23,6.06,11.14,169.11,40.87,0,86.95
0.09,37.59,6.5,11.3,171.94,40.81,0,87.5
0.07,37.71,6.7,10.79,170.63,39.66,0,87.27
0.07,38.1,6.39,10.85,167.47,44.68,0,86.95
0.08,40.04,6.44,10.67,166.03,42.1,0,87.02
0.09,40.42,6.45,10.67,167.64,43.58,0,86.96
0.09,40.44,6.39,10.59,166.14,44.03,0,87.43
0.09,40.19,6.43,10.89,168.31,47.08,0,89.24
0.09,40.53,6.51,10.67,168.77,46.89,0,88.85
0.09,39.13,6.5,10.7,170.61,47.68,0,89.49
0.09,39.38,6.45,10.51,170.61,48.56,0,89.79
0.06,40.43,6.54,10.69,170.43,48,0,90.86
0.09,41.51,6.51,10.51,171.06,49.69,0,90.72
0.07,41.99,6.38,10.48,167.33,48.88,0,90.51
0.16,41.83,6.38,10.29,164.6,47.62,0,90.73
0.16,41.77,6.25,10.17,169.33,47.09,0,91.89
0.16,40.54,6.08,10.07,169.49,44.71,0,91.17
0.16,40.36,5.81,10.08,167.98,45.49,0,88.28
0.16,40.49,5.98,10.28,171.78,45.39,0,88.61
0.16,40.59,5.96,10.29,170.07,44.37,0,87.02
0.16,41.4,5.98,10.28,172.5,45.48,0,87.27
0.16,41.95,5.9,10.27,175.34,46.12,0,88.38
0.16,41.16,5.88,10.34,177.53,46.53,0,88.21
0.16,41.75,5.87,10.17,176.73,45.98,0,88
0.16,40.96,5.83,10.08,179.62,44.53,0,85.79
0.12,41.04,5.75,10.26,191.42,43.34,0,86.08
0.12,40.97,5.66,10.32,193.14,43.26,0,85.44
0.12,40.87,5.58,10.11,192.25,43.32,0,85.32
0.13,40.85,5.62,9.91,190.95,42.99,0,85.84
0.1,40.7,5.55,9.96,190.08,43.62,0,85.71
0.1,40.52,5.5,9.97,191.09,43.68,0,85.51
0.1,40.56,5.5,9.9,190.52,44.58,0,85.76
0.08,41.03,5.64,9.97,190.91,45.11,0,86.19
0.08,41.07,5.85,10.26,190.04,45.24,0,86.19
0.08,40.71,5.81,10.27,191.58,44.02,0,85.48
0.1,40.15,5.62,10.07,198.82,42.63,0,84.49
0.13,40.16,5.45,9.99,203.39,43.05,0,84.03
0.15,40.48,5.42,10.1,205.4,43.85,0,84.29
0.17,40.57,5.59,10.18,207.49,43.57,0,84.9
0.18,39.98,5.8,9.63,210.04,42.99,0,84.45
0.19,39.16,5.68,8.86,212.19,41.04,0,83.6
0.19,39.29,5.87,9.16,212.16,41.34,0,84.75
0.19,39.54,5.91,9.1,212.48,41.59,0,84.87
0.19,39.27,5.99,9.08,211.8,42.8,0,86.54
0.18,38.45,5.93,9.12,212.02,50.45,0,85.75
0.17,37.81,5.79,9.1,209.12,51.79,0,84.93
0.15,38.04,5.74,9.19,211.33,52.17,0,85.66
0.13,38.11,5.72,9.32,210.35,53.23,0,85.07
0.11,37.74,5.82,9.1,207.9,52.91,0,84.41
0.09,37.37,5.82,9,207.29,52.33,0,83.85
0.06,37.9,5.95,9.23,201.89,52.76,0,83.9
0.03,37.28,5.92,9.14,203.23,47.68,0,84.59
0.03,37.63,5.83,9.05,201.16,48,0,83.69
0.03,37.75,5.79,9.05,205.45,50.02,0,84.08
0.06,38.16,5.72,9.12,204.96,50.06,0,85.34
0.06,38.45,5.7,9.05,206.8,51.32,0,85.52
