"D.2TP.PB.","BATS.PB.","ID.GUD.PB.","U.VGR.PB.","U.STZ.PB.","U.TPB.PB.","U.RLX.PB.","U.PM.PB."
3.48,32.64,2.59,13.64,214.06,49.2,17.52,84
3.6,33.44,2.6,14.11,217.66,51.53,19.86,84.93
3.46,33.32,2.65,13.77,218.11,49.91,18.95,85.09
3.59,33.55,2.63,13.9,216.03,48.97,17.94,85.15
3.21,34.01,2.62,13.41,211.14,47.51,16.63,84.61
3.11,34.3,2.6,13.91,216.84,48.13,16.09,86.15
3.17,34.24,2.6,14.11,220.5,48.46,13.82,86.36
3.13,34.17,2.57,14.43,227.1,49.76,16.12,87.04
3,34.41,2.57,15,227.04,50.54,15.31,86.76
3.17,34.54,2.58,15.14,228.46,51.47,18.79,86.61
3.34,34.72,2.57,14.95,229.36,52.65,17.34,87.69
3.23,35.12,2.57,14.77,229.71,52.77,19.52,87.65
3.17,35.33,2.6,14.52,230.59,50.99,19.07,88.2
3.07,36.1,2.58,14.85,233.01,52.01,18.05,89.2
3.11,36.27,2.6,14.29,231,51.59,18.56,90.51
3.06,36.67,2.68,14.58,234.58,52.14,19.43,89.25
3.09,37.14,2.68,14.21,230.69,52.96,10.14,89.97
3.16,37.7,2.61,13.85,229,50.74,10.05,88.05
3.07,37.43,2.54,13.66,229.69,51.13,8.93,88.55
2.79,36.17,2.54,13.94,231.16,51.82,9.2,88.73
2.98,36.46,2.56,14.23,235.1,52.3,9.11,90.57
2.83,37.12,2.59,14.06,235.98,50.66,10.66,90.97
2.71,36.38,2.6,14.15,233.95,51.26,10.21,89.36
2.73,36.43,2.57,13.97,227.93,52.17,10.37,88.79
2.79,35.66,2.58,14.11,229.62,52.32,10.95,88.06
2.78,35.5,2.58,14.15,229.34,51.51,10.64,88.11
2.69,35.94,2.57,14.1,230.28,50.84,10.14,88.59
2.56,36.26,2.58,14.11,236.32,50.84,10.05,88.63
2.48,36.45,2.57,14.07,234.92,50.35,9.55,88.27
2.62,37.54,2.63,14.25,224.01,51.93,9.99,89.45
2.63,36.59,2.7,14.46,224.15,51.34,9.31,91.05
2.43,36.63,2.61,14.42,226.31,50.16,8.56,91.41
2.38,36.65,2.58,14.23,226.71,49.91,8.99,90.75
2.35,36.55,2.6,14.37,229.02,49.66,9.19,91.07
2.23,37.07,2.57,14.48,234.73,49.41,9.24,91.83
2.31,38.1,2.58,14.49,238.85,49.81,9.09,92.9
2.49,38.27,2.57,14.17,237.58,46.94,9.27,91.52
2.38,35.36,2.58,13.57,238.36,45.93,9.08,94
2.42,35.94,2.57,13.75,240.93,47.05,9.88,94.19
2.58,36.03,2.56,13.61,238.34,46.71,10.5,94.01
2.71,35.91,2.56,13.74,240.47,47.93,12.12,94.59
3.07,35.54,2.57,13.44,238.51,48.63,12.51,94.44
3.34,35.42,2.56,13.54,238.35,50.99,12.48,94.49
3.33,35.2,2.58,13.43,237.91,49,12.01,94.16
3.57,34.49,2.56,12.97,241.6,48.79,10.98,95.09
3.78,35.22,2.56,13.05,240.32,48.78,10.89,95.01
3.55,35.72,2.55,13.35,243.02,47.76,11.09,95.85
3.17,35.65,2.53,13.53,240,47.81,10.51,94.89
3.23,35.67,2.51,13.18,239.68,48.16,10.83,95.48
3,36.82,2.5,13.88,241.45,46.81,10.75,96.86
2.86,37.27,2.49,13.91,240.84,47,11.04,97.38
2.68,37.11,2.5,14.08,239.19,46.36,9.93,98.06
2.51,36.33,2.49,13.83,233.98,46.22,10.81,97.29
2.56,37,2.46,13.61,229.7,45.06,10.75,96.2
2.49,37.03,2.42,13.79,230.87,44.93,10.37,97.51
2.59,37.13,2.39,13.83,234.39,45.79,10.97,97.72
2.73,36.99,2.39,14.48,235.87,45.11,11.8,97.55
2.66,36.84,2.4,14.54,234.11,44.07,12.09,97.66
2.63,36.49,2.35,14.73,232.37,44.26,12.11,96.36
2.71,36.55,2.34,14.75,236.1,44.09,11.64,97.43
2.71,36.8,2.34,14.69,237.28,43.83,11.6,97.43
2.71,36.74,2.34,14.77,236.48,43.72,11.25,98.16
2.7,36.44,2.35,14.42,237.89,43.66,10.99,97.51
2.63,36.48,2.34,14.62,237.18,43.63,10.88,97.31
2.56,36.25,2.34,14.25,237,43.53,11.72,96.65
2.54,35.63,2.33,13.72,239.69,42.83,11.3,96.44
2.57,35.47,2.34,13.91,238.58,42.74,11.54,96.61
2.68,35.65,2.37,14.29,237.24,43.17,11.82,96.77
2.78,35.86,2.39,14.27,239.24,43.38,11.19,96.85
2.61,36.05,2.37,14.35,238.65,42.81,10.84,97.33
2.64,35.9,2.37,14.49,239.26,43.77,9.9,97.89
2.73,36.44,2.37,14.84,238.99,46.11,8.94,98.55
2.63,36.58,2.34,14.65,238.37,45.72,8.99,96.39
2.55,36.92,2.33,14.65,236.67,44.87,9.26,96.75
2.54,36.99,2.39,14.5,237.17,45.04,9.15,97.53
2.56,36.86,2.39,14.55,237.84,45.06,9.48,98.83
2.59,36.72,2.41,14.43,236.37,45.34,9.43,100.52
2.56,37.37,2.46,14.07,236.12,44.79,9.35,100.46
2.55,37.11,2.53,14.08,233.97,44.41,9.39,99.91
2.55,37.39,2.56,13.68,229.68,42.73,8.81,99.98
2.54,36.67,2.54,13.04,220.96,42.08,8.99,99.5
2.51,36.93,2.57,13.53,225.88,43.04,8.5,100.11
2.48,36.7,2.66,13.55,224.63,43.09,8.42,99.99
2.46,36.41,2.69,13.62,224.25,42.66,8.71,100.03
2.32,36.4,2.71,13.88,226,44.28,9.26,99.04
2.25,36.59,2.75,13.81,228.6,43.02,9.04,99.05
2.31,36.99,2.89,13.84,229.42,43.91,9.03,98.68
2.31,37.15,3.09,14,231.4,44.22,8.7,97.93
2.49,36.78,3.13,14.14,233.82,45.76,8.72,99.09
2.47,37.15,3.12,14.2,232.03,46.95,8.75,99.9
2.54,37.05,3.35,14.16,231.42,46.17,8.42,100.3
2.5,37.15,3.21,14.01,231.03,46.09,8.14,99.46
2.35,36.82,2.94,13.81,229.47,46.29,8.1,98.65
2.36,37.07,2.9,13.63,227.04,46,8.13,98.79
2.31,36.23,2.88,13.56,227.02,46.39,7.78,98.39
2.35,36.41,2.92,13.79,227.71,46.33,7.94,99.41
2.43,36.42,2.97,13.97,226.46,46.94,7.52,98.53
2.35,36.53,2.94,13.58,225.47,46.02,7.57,97.71
2.39,36.77,2.88,13.62,225.78,46.79,7.24,99.58
2.38,36.68,2.89,13.62,224.96,46.23,7.24,99.31
2.4,37.39,2.85,13.41,223.92,45.68,6.55,98.93
2.29,36.07,2.75,13.08,222.02,44.56,6.37,97.94
2.32,35.77,2.62,13.36,225.17,44.17,6.08,94.93
2.39,36.02,2.55,13.57,225.86,44.66,6.15,96.53
2.63,35.92,2.57,13.16,223.81,44.23,5.69,97.23
2.79,36.36,2.56,13.23,224.51,45.55,4.96,98.39
2.86,36.33,2.52,13.35,224.88,46.74,4.44,99.02
2.69,36.39,2.46,13.26,226.35,51.76,4.29,99.85
2.88,35.9,2.43,13.39,226.36,51.38,4.38,98.95
2.78,35.77,2.47,13.43,224.52,51.78,4.47,100.28
2.77,35.21,2.33,13.35,224.34,53.01,4.35,100.11
2.74,35.51,2.32,13.24,222.79,53.59,4.65,100.02
2.77,35.54,2.35,13.43,221.36,52.01,4.84,100.44
2.77,35.19,2.32,13.22,219.35,51.49,4.6,99.49
2.77,34.89,2.34,14.32,219.45,50.72,4.63,99.58
2.8,34.79,2.33,14.25,218.6,49.69,4.46,99.19
2.89,34.91,2.33,14.29,217.22,47.01,4.53,99.19
2.95,34.78,2.31,14.52,218.07,47.24,4.59,99.94
3.01,35.14,2.32,14.71,213.33,48.9,4.7,99.77
3.15,35.08,2.33,14.56,211.93,47.1,4.89,100.01
3.34,35.27,2.31,14.55,213.64,45.69,5.01,101.6
3.13,35.19,2.29,14.43,214.05,49.45,4.54,102.38
3.03,35.5,2.25,14.45,213.31,49,4.48,102.51
3.14,35.4,2.19,14.37,214.42,47.58,4.45,100.95
3.03,35.07,2.14,14.14,213.86,47.55,4.21,101.42
3.14,35.61,2.15,14.27,213.78,48.47,3.91,101.42
3.31,35.54,2.25,14.38,216.01,48.53,3.8,100.88
3.4,35.3,2.26,14.48,216.81,48.16,4.07,100.61
3.48,35.48,2.3,14.49,214.9,49.28,4.35,101.24
3.64,35.38,2.29,14.4,214.31,49.49,5.13,101.22
3.71,35.45,2.27,14.94,212.32,50.08,5.37,102.1
3.63,35.77,2.32,14.89,211.87,50.1,5.12,103.07
3.49,35.84,2.35,15,211.19,49.76,5.13,103.02
3.44,35.53,2.37,15.06,214.91,50.4,5.37,103.55
3.55,35.71,2.31,15.25,212.42,51.9,5.89,105.63
3.49,35.6,2.35,15.23,211.78,51.9,6.04,106.1
3.7,35.96,2.35,15.19,213.52,51.23,6.22,106.51
3.57,35.75,2.33,15.12,215.77,50.44,6.53,106.06
3.53,35.76,2.3,14.91,217.01,49.73,6.89,103.83
3.49,34.98,2.36,14.61,215.99,48.99,6.89,102.58
3.52,34.87,2.35,14.35,213.92,47.69,5.72,103.58
3.53,34.92,2.3,12.98,214.91,47.38,5.09,102.59
3.39,34.93,2.31,12.43,215.5,47.52,5.04,101.97
3.17,35.06,2.27,12.54,218.5,48.36,4.9,104
3,34.98,2.29,12.38,215.43,48.46,4.96,102.84
3.16,34.91,2.26,12.36,214.91,44.1,4.84,101.84
2.94,34.69,2.26,12.17,210.04,44.57,4.49,100.95
2.98,35.01,2.23,12.15,209.05,43.98,4.52,100.44
2.94,35.35,2.23,12.3,211.2,44.67,4.66,100.47
2.98,35.07,2.23,12.52,213.95,44.78,4.66,101.41
3.08,34.91,2.21,12.34,212.54,44.77,4.5,101.82
3.11,35.12,2.2,12.74,211.54,45.94,4.57,102.52
2.95,35.46,2.24,12.75,209.89,47.25,4.48,98.44
3.01,35.94,2.25,12.91,211.71,48.05,4.42,99.47
2.88,34.2,2.3,12.74,210.71,47.75,4.51,94.79
2.89,33.36,2.27,13.37,213.49,48.51,4.59,96.08
2.69,33.72,2.3,13.38,213.03,48.26,4.18,96.2
2.68,33.49,2.32,13.48,212.92,48.11,4.28,96.39
2.69,33.17,2.35,13.6,211.51,48.08,4.24,96.66
2.8,33.28,2.47,13.62,216.51,48.03,4.75,95.64
2.94,33.32,2.46,13.84,219.64,48.03,4.86,95.34
3,33.37,2.4,13.79,219.69,48,4.86,95.12
2.92,33.35,2.36,13.66,218.77,48.01,4.62,95.58
2.95,33.75,2.45,13.76,219.1,48.38,5.33,97.49
2.95,34.05,2.45,13.85,220.38,48.35,5.06,98.82
3,34.13,2.44,13.68,218.95,47.96,5.4,98.37
3.11,33.93,2.5,13.57,215.57,46.55,5.92,97.35
3,33.88,2.49,13.45,216.28,46.77,5.99,95.81
2.92,34.2,2.49,13.56,218.15,46.62,5.97,97.04
2.88,34.12,2.5,13.59,218.44,47.02,5.63,96.51
2.74,34.14,2.47,13.55,219.37,47.51,5.78,96.87
2.65,33.93,2.4,13.96,217.69,48.52,5.76,96.55
2.69,34.06,2.42,13.81,218.23,38.54,5.26,96.2
2.65,34.14,2.4,13.58,214.91,37.78,5.1,94.86
2.59,33.94,2.38,13.5,216.76,37.52,4.94,95.92
