"","X.AMRS.P.","X.GRWG.P.","U.YOLO.P.","U.CNBS.P.","U.MJ.P.","X.POTX.P.","U.STZ.P.","U.IIPR.P.","X.CARA.P.","X.TLRY.P.","X.SNDL.P.","X.CNTTQ.P.","total_market_cap","number_of_stocks","divisor","index"
"456",39235.35,17119.8,0,0,3289.65,0,33254204.94,43545.32,423009.54,0,0,0,33780404.6,6,2223.96426802303,15189.2748843617
"457",40129.32,17119.8,0,0,3289.65,0,33439924.98,44258.76,404441.22,0,0,0,33949163.73,6,2223.96426802303,15265.1570073015
"458",41023.29,17119.8,0,0,3289.65,0,33462280.17,44972.2,407342.52,0,0,0,33976027.63,6,2223.96426802303,15277.2362931004
"459",40228.65,16739.36,0,0,3289.65,0,33249046.05,46501,407342.52,0,0,0,33763147.23,6,2223.96426802303,15181.5151508767
"460",64563.56,17359.71,0,0,3289.65,0,33489794.25,45453.63,379199.91,0,0,0,33999660.71,6,2223.96426802303,15287.8628487245
"461",63752.46,18702.45,0,0,3268.65,0,33276560.13,44268.76,385582.77,0,0,0,33792135.22,6,2223.96426802303,15194.5495284594
"462",62454.7,18222.9,0,0,3272.85,0,33195737.52,43764.56,385872.9,0,0,0,33709325.43,6,2223.96426802303,15157.3143124127
"463",57750.32,18031.08,0,0,3255,0,33329868.66,44672.12,474072.42,0,0,0,33927649.6,6,2223.96426802303,15255.4832322732
"464",49639.32,19182,0,0,3265.5,0,33527626.11,45176.32,433164.09,0,0,0,34078053.34,6,2223.96426802303,15323.1118997669
"465",45097.16,18222.9,0,0,3274.95,0,33477756.84,45378,416626.68,0,0,0,34006356.53,6,2223.96426802303,15290.8736075286
"466",40555,18318.81,0,0,3274.95,0,33599850.57,44596.49,415756.29,0,0,0,34122352.11,6,2223.96426802303,15343.0307314841
"467",43637.18,18031.08,0,0,3247.65,0,33479476.47,44722.54,401830.05,0,0,0,33990944.97,6,2223.96426802303,15283.9438379178
"468",39419.46,18222.9,0,0,3247.65,0,33644560.95,43688.93,405021.48,0,0,0,34154161.37,6,2223.96426802303,15357.3336861032
"469",40392.78,18222.9,0,0,3281.25,0,33909383.97,45100.69,414015.51,0,0,0,34430397.1,6,2223.96426802303,15481.5423948365
"470",38932.8,18126.99,0,0,3239.25,0,34169048.1,43411.62,407922.78,0,0,0,34680681.54,6,2223.96426802303,15594.0821705868
"471",35850.62,18510.63,0,0,3260.25,0,34146692.91,42428.43,404731.35,0,0,0,34651474.19,6,2223.96426802303,15580.9491583257
"472",32768.44,18894.27,0,0,3238.2,0,33890468.04,42932.63,391965.63,0,0,0,34380267.21,6,2223.96426802303,15459.0016145187
"473",39095.02,18702.45,0,0,3266.55,0,34028038.44,42100.7,381230.82,0,0,0,34512433.98,6,2223.96426802303,15518.4300738246
"474",39743.9,18222.9,0,0,3266.55,0,34069309.56,41722.55,372526.92,0,0,0,34544792.38,6,2223.96426802303,15532.9799478785
"475",39743.9,18222.9,0,0,3276,0,33832000.62,42352.8,381520.95,0,0,0,34317117.17,6,2223.96426802303,15430.606356147
"476",39095.02,18126.99,0,0,3271.8,0,33830280.99,43663.72,376588.74,0,0,74702.18,34385729.44,7,2228.41077313219,15430.606356147
"477",38608.36,18318.81,0,0,3271.8,0,33856075.44,43966.24,380940.69,0,0,146798.47,34487979.81,7,2228.41077313219,15476.4912402235
"478",39906.12,18414.72,0,0,3265.5,0,34103702.16,44520.86,369915.75,0,0,146798.47,34726523.58,7,2228.41077313219,15583.5378282566
"479",38770.58,18606.54,0,0,3286.5,0,34028038.44,44016.66,372236.79,0,0,166776.96,34671732.47,7,2228.41077313219,15558.9503012797
"480",39095.02,18990.18,0,0,3286.5,0,34117459.2,42882.21,365563.8,0,0,168514.22,34755791.13,7,2228.41077313219,15596.6716500604
"481",39419.46,18990.18,0,0,3272.85,0,34313497.02,42655.32,373107.18,0,0,165039.7,34955981.71,7,2228.41077313219,15686.5072326261
"482",40068.34,18798.36,0,0,3272.85,0,34409796.3,43058.68,415756.29,0,0,164171.07,35094921.89,7,2228.41077313219,15748.8566798982
"483",46285,18222.9,0,0,4807.26,0,34493822.33,42932.63,402990.57,0,0,166776.96,35175837.65,7,2228.41077313219,15785.1676513652
"484",46285,18222.9,0,0,4807.26,0,34493822.33,42932.63,402990.57,0,0,166776.96,35175837.65,7,2228.41077313219,15785.1676513652
"485",46655.28,17935.17,0,0,4853.16,0,34641975.39,42302.38,405601.74,0,0,163302.44,35322625.56,7,2228.41077313219,15851.0387698187
"486",49802.66,17359.71,0,0,4877.64,0,34888322.92,41848.6,400379.4,0,0,161565.18,35564156.11,7,2228.41077313219,15959.4256762689
"487",50172.94,17455.62,0,0,4905.18,0,34834918.91,41798.18,416626.68,0,0,156353.4,35522230.91,7,2228.41077313219,15940.6117302471
"488",51098.64,18031.08,0,0,4909.77,0,34865927.69,43739.35,407632.65,0,0,160696.55,35552035.73,7,2228.41077313219,15953.9866521239
"489",54060.88,17359.71,0,0,4918.95,0,35091602.7,44167.92,399799.14,0,0,165039.7,35776949,7,2228.41077313219,16054.916549211
"490",59059.66,18031.08,0,0,4931.19,0,35250092.02,44495.65,396317.58,0,0,169382.85,35942310.03,7,2228.41077313219,16129.1223608117
"491",68872.08,17071.98,0,0,4896,0,35220805.95,44621.7,383841.99,0,0,169382.85,35909492.55,7,2228.41077313219,16114.3955068601
"492",69242.36,17263.8,0,0,4911.3,0,35208746.98,44470.44,385002.51,0,0,194573.12,35924210.51,7,2228.41077313219,16121.0001958059
"493",65724.7,17263.8,0,0,4978.62,0,35039921.4,45630.1,398348.49,0,0,216288.87,35788155.98,7,2228.41077313219,16059.9456848332
"494",62021.9,17263.8,0,0,4993.92,0,35126056.9,45075.48,391675.5,0,0,233661.47,35880748.97,7,2228.41077313219,16101.4968167503
"495",63503.02,17551.53,0,0,4932.72,0,34855591.43,44924.22,387903.81,0,0,244085.03,35618491.76,7,2228.41077313219,15983.8088154347
"496",68501.8,16880.16,0,0,4983.21,0,34759119.67,44268.76,383261.73,0,0,243216.4,35520231.73,7,2228.41077313219,15939.714597625
"497",66094.98,16784.25,0,0,4951.08,0,34629916.42,44319.18,382391.34,0,0,222369.28,35366826.53,7,2228.41077313219,15870.8739683077
"498",64799,16880.16,0,0,4960.26,0,34766010.51,45529.26,378909.78,0,0,222369.28,35499458.25,7,2228.41077313219,15930.3924922706
"499",59429.94,16304.7,0,0,4896,0,34559285.31,45630.1,389644.59,0,0,224975.17,35300165.81,7,2228.41077313219,15840.9599502982
"500",59615.08,16208.79,0,0,4896,0,34531721.95,46638.5,381520.95,0,0,224975.17,35265576.44,7,2228.41077313219,15825.4379601799
"501",58504.24,16880.16,0,0,4801.14,0,34419745.8,46260.35,382681.47,0,0,233661.47,35162534.63,7,2228.41077313219,15779.197917167
"502",60170.5,15921.06,0,0,4801.14,0,34333610.3,46361.19,386163.03,0,0,246690.92,35093718.14,7,2228.41077313219,15748.3164967262
"503",59244.8,16208.79,0,0,4848.57,0,34359450.95,47142.7,397187.97,0,0,257114.48,35141198.26,7,2228.41077313219,15769.623214757
"504",54313.52,16592.43,0,0,4848.57,0,34342223.85,47117.49,408883.2,0,0,250165.44,35124144.5,7,2228.41077313219,15761.9703348636
"505",55638.24,16592.43,0,0,4900.59,0,34295710.68,47167.91,404236.8,0,0,254508.59,35078755.24,7,2228.41077313219,15741.6018908822
"506",54975.88,16784.25,0,0,4926.6,0,34657479.78,47571.27,400752,0,0,255377.22,35437867,7,2228.41077313219,15902.7534004377
"507",54147.93,17647.44,0,0,4926.6,0,36047706.75,47848.58,405688.8,0,0,290991.05,36868957.15,7,2228.41077313219,16544.9555326723
"508",55969.42,18126.99,0,0,4926.6,0,36195859.81,47470.43,396396,0,0,305757.76,37024507.01,7,2228.41077313219,16614.7585788052
"509",54975.88,18222.9,0,0,4778.19,0,35865099.49,48151.1,390878.4,0,0,305757.76,36687863.72,7,2228.41077313219,16463.6898018728
"510",55141.47,17743.35,0,0,4746.06,0,35825477.16,48151.1,390007.2,0,0,339634.33,36680900.67,7,2228.41077313219,16460.5651311057
"511",54975.88,18606.54,0,0,4738.41,0,35787577.54,48302.36,390297.6,0,0,328342.14,36632840.47,7,2228.41077313219,16438.9981020016
"512",55141.47,18222.9,0,0,4738.41,0,35729005.4,48125.89,379262.4,0,0,325736.25,36560232.72,7,2228.41077313219,16406.4153525034
"513",54644.7,17935.17,0,0,4761.36,0,35928839.76,48705.72,361838.4,0,0,314444.06,36731169.17,7,2228.41077313219,16483.1231354943
"514",54313.52,18222.9,0,0,4761.36,0,36254431.95,47319.17,373744.8,0,0,337028.44,37089822.14,7,2228.41077313219,16644.0687629003
"515",53485.57,18222.9,0,0,4730.76,0,36803976.44,45806.57,362419.2,0,0,313575.43,37602216.87,7,2228.41077313219,16874.0060510242
"516",49842.59,18126.99,0,0,4782.78,0,36485275.09,47344.38,360096,0,0,334422.55,37299890.38,7,2228.41077313219,16738.3369483412
"517",49677,18126.99,0,0,4746.06,0,36518006.58,46008.25,359224.8,0,0,317918.58,37313708.26,7,2228.41077313219,16744.5377261181
"518",49677,17455.62,0,0,4758.3,0,36392248.75,46285.56,360967.2,0,0,314444.06,37185836.49,7,2228.41077313219,16687.1552311393
"519",47855.51,17071.98,0,0,4643.55,0,36471493.41,47293.96,360967.2,0,0,319655.84,37268981.45,7,2228.41077313219,16724.4665567721
"520",50836.13,16880.16,0,0,4614.48,0,36633428.15,48327.57,366194.4,0,0,317918.58,37438199.47,7,2228.41077313219,16800.4031937873
"521",50504.95,17071.98,0,0,4623.66,0,36604142.08,48907.4,356030.4,0,0,304020.5,37385300.97,7,2228.41077313219,16776.6649761131
"522",50504.95,16976.07,0,0,4658.85,0,36476661.54,48907.4,344414.4,0,0,314444.06,37256567.27,7,2228.41077313219,16718.8956897894
"523",51167.31,16976.07,0,0,4658.85,0,36504224.9,48882.19,369098.4,0,0,317049.95,37312057.67,7,2228.41077313219,16743.7970233626
"524",52492.03,18414.72,0,0,4550.22,0,36693723,49890.59,374906.4,0,0,339634.33,37533611.29,7,2228.41077313219,16843.2192765088
"525",51829.67,18222.9,0,0,4550.22,0,37742853.39,49688.91,364161.6,0,0,357875.56,38589182.25,7,2228.41077313219,17316.907060075
"526",76611.2,22065.56,0,0,4596.12,0,37210536,49260.34,353707.2,0,0,364533.06,38081309.48,7,2228.41077313219,17088.9990028517
"527",79962.94,22065.56,0,0,4623.66,0,36921120.72,49159.5,354868.8,0,0,363624,37795425.18,7,2228.41077313219,16960.708337842
"528",76850.61,21383.12,0,0,4623.66,0,37195031.61,49487.23,358063.2,0,0,374532.72,38079972.15,7,2228.41077313219,17088.3988756148
"529",76371.79,22065.56,0,0,4623.66,0,37176081.8,48957.82,346737.6,0,0,419076.66,38093914.89,7,2228.41077313219,17094.6556843541
"530",79962.94,21838.08,0,0,4605.3,0,37120955.08,49310.76,361548,0,0,435439.74,38073659.9,7,2228.41077313219,17085.566251542
"531",80681.17,21155.64,0,0,4620.6,0,37491337.73,49285.55,365904,0,0,445439.4,38458424.09,7,2228.41077313219,17258.2292967216
"532",78526.48,21610.6,0,0,4593.06,0,37577473.23,49411.6,374325.6,0,0,438166.92,38544107.49,7,2228.41077313219,17296.6797480626
"533",79244.71,21610.6,0,0,4551.75,0,37670499.57,49386.39,385070.4,0,0,449075.64,38659439.06,7,2228.41077313219,17348.434824546
"534",75892.97,21383.12,0,0,4513.5,0,38030545.96,49562.86,375487.2,0,0,472711.2,39030096.81,7,2228.41077313219,17514.7676005625
"535",75892.97,21155.64,0,0,4459.95,0,37570582.39,49638.49,350803.2,0,0,461802.48,38534335.12,7,2228.41077313219,17292.2943941064
"536",72541.23,20928.16,0,0,4433.94,0,37410370.36,48831.77,357192,0,0,511800.78,38426098.24,7,2228.41077313219,17243.7230618794
"537",73977.69,20473.2,0,0,4502.79,0,37441379.14,49588.07,354578.4,0,0,528163.86,38472663.15,7,2228.41077313219,17264.6190791494
"538",84511.73,21496.86,0,0,4553.28,0,37260494.59,49134.29,353707.2,0,0,550890.36,38324788.31,7,2228.41077313219,17198.2602005338
"539",88102.88,21496.86,0,0,4528.8,0,37482724.18,47520.85,351384,0,0,543617.88,38539375.45,7,2228.41077313219,17294.5562436993
"540",87863.47,20928.16,0,0,4519.62,0,37858274.96,47873.79,349932,0,0,533618.22,38903010.22,7,2228.41077313219,17457.7374553432
"541",86905.83,21269.38,0,0,4521.15,0,37977141.95,48277.15,353997.6,0,0,527254.8,39019367.86,7,2228.41077313219,17509.9529810456
"542",86905.83,21269.38,0,0,4521.15,0,37977141.95,48277.15,353997.6,0,0,527254.8,39019367.86,7,2228.41077313219,17509.9529810456
"543",88102.88,21610.6,0,0,4548.69,0,38223489.48,48226.73,359805.6,0,0,546345.06,39292129.04,7,2228.41077313219,17632.3546420358
"544",90018.16,21610.6,0,0,4548.69,0,37920292.52,48025.05,349641.6,0,0,555435.66,38989572.28,7,2228.41077313219,17496.5822056215
"545",88821.11,23885.4,0,0,4580.82,0,37903065.42,47470.43,352255.2,0,0,513618.9,38933697.28,7,2228.41077313219,17471.5082826834
"546",85948.19,26728.9,0,0,4553.28,0,36928011.56,46411.61,352545.6,0,0,476347.44,37920546.58,7,2228.41077313219,17016.8566034618
"547",86905.83,28435,0,0,4490.55,0,37484446.89,45756.15,361548,0,0,477256.5,38488838.92,7,2228.41077313219,17271.8779607681
"548",85708.78,30141.1,0,0,41328,0,37463886.6,57096.9,344651.04,0,0,512709.84,38535522.26,7,2228.41077313219,17292.8271235359
"549",83075.27,33667.04,0,0,41440,0,37076565.54,57882.36,339796.8,0,0,509073.6,38141500.61,7,2228.41077313219,17116.0097904164
"550",81878.22,34804.44,0,0,41370,0,37158828.42,58244.88,336560.64,0,0,540890.7,38252577.3,7,2228.41077313219,17165.8554882291
"551",79005.3,32074.68,0,0,41062,0,37177680.33,58486.56,343302.64,0,0,524527.62,38256139.13,7,2228.41077313219,17167.4538605054
"552",78287.07,33325.82,0,0,40782,0,37163969.85,60208.53,352471.76,0,0,519982.32,38249027.35,7,2228.41077313219,17164.2624471063
"553",78765.89,33553.3,0,0,40726,0,37357630.38,60057.48,365146.72,0,0,541799.76,38477679.53,7,2228.41077313219,17266.8701811726
"554",86187.6,36055.58,0,0,40768,0,37595849.97,62836.8,338178.72,0,0,555435.66,38715312.33,7,2228.41077313219,17373.5079711461
"555",86905.83,35828.1,0,0,40992,0,37705533.81,60057.48,343032.96,0,0,597252.42,38869602.6,7,2228.41077313219,17442.7457758903
"556",84751.14,31051.02,0,0,40796,0,37460458.98,61386.72,354898.88,0,0,603615.84,38636958.58,7,2228.41077313219,17338.3467024318
"557",83554.09,32984.6,0,0,40642,0,38175117.75,68274.6,340336.16,0,0,603615.84,39344525.04,7,2228.41077313219,17655.8673626849
"558",81399.4,35031.92,0,0,40782,0,38464751.64,74920.8,342763.28,0,0,572707.8,39612356.84,7,2228.41077313219,17776.0569629279
"559",84272.32,34690.7,0,0,41636,0,38118562.02,74799.96,340605.84,0,0,586343.7,39280910.54,7,2228.41077313219,17627.3203368102
"560",83793.5,37420.46,0,0,41132,0,38257380.63,70902.87,334403.2,0,0,591798.06,39416830.72,7,2228.41077313219,17688.3145581803
"561",82117.63,39012.82,0,0,40880,0,38305367.31,75222.9,337909.04,0,0,585434.64,39465944.34,7,2228.41077313219,17710.354309824
"562",85469.37,39126.56,0,0,40824,0,38492172.6,72926.94,339257.44,0,0,594525.24,39664302.15,7,2228.41077313219,17799.3674363049
"563",84990.55,40263.96,0,0,40936,0,38356781.61,74528.07,330088.32,0,0,589070.88,39516659.39,7,2228.41077313219,17733.1127036586
"564",84990.55,40263.96,0,0,40936,0,38356781.61,74528.07,330088.32,0,0,589070.88,39516659.39,7,2228.41077313219,17733.1127036586
"565",88581.7,44131.12,0,0,42322,0,38648129.31,78727.26,337639.36,0,0,589070.88,39828601.63,7,2228.41077313219,17873.096877026
"566",88821.11,45609.74,0,0,42154,0,38728678.38,84588,343032.96,0,0,651796.02,39984680.21,7,2228.41077313219,17943.1371864168
"567",88581.7,46860.88,0,0,44800,0,39071440.38,86521.44,344111.68,0,0,680885.94,40363202.02,7,2228.41077313219,18112.998961707
"568",89778.75,45723.48,0,0,45598,0,39172555.17,97608.51,330088.32,0,0,663613.8,40444966.03,7,2228.41077313219,18149.6905856149
"569",89778.75,45723.48,0,0,382697.5,0,39172555.17,219126.42,330088.32,0,0,669519.5,40909489.14,7,2228.41077313219,18358.1454699659
"570",96242.82,47429.58,0,0,417947.5,0,38828079.36,248017.74,346269.12,0,0,723631.35,40707617.47,7,2228.41077313219,18267.5554977607
"571",100073.38,48339.5,0,0,444267.5,0,38989177.5,217566.56,364607.36,0,0,805257.7,40969289.5,7,2228.41077313219,18384.9808993765
"572",99594.56,38102.9,0,0,416772.5,0,38696115.99,176399.82,344381.36,0,0,711708.4,40483075.53,7,2228.41077313219,18166.792235122
"573",102228.07,42652.5,0,0,428287.5,0,37683254.28,199526.44,338178.72,0,0,763068.8,39557196.31,7,2228.41077313219,17751.3036586157
"574",101031.02,49476.9,0,0,451435,0,37162256.04,199729.9,335212.24,0,0,819932.1,39119073.2,7,2228.41077313219,17554.6957821494
"575",113719.75,51183,0,0,445325,0,38060292.48,207732.66,344381.36,0,0,810760.6,40033394.85,7,2228.41077313219,17964.9978956664
"576",121380.87,53344.06,0,0,441682.5,0,37594136.16,215057.22,343302.64,0,0,811677.75,39580581.2,7,2228.41077313219,17761.7976349875
"577",114198.57,81324.1,0,0,419475,0,37541008.05,220415,340875.52,0,0,769488.85,39486785.09,7,2228.41077313219,17719.706602611
"578",111086.24,92129.4,0,0,394565,0,37278795.12,205155.5,342223.92,0,0,719045.6,39143000.78,7,2228.41077313219,17565.4332908209
"579",111086.24,92129.4,0,0,394565,0,37278795.12,205155.5,342223.92,0,0,719045.6,39143000.78,7,2228.41077313219,17565.4332908209
"580",113480.34,101228.6,0,0,413952.5,0,37319926.56,229163.78,332245.76,0,0,797920.5,39307918.04,7,2228.41077313219,17639.4399605015
"581",116832.08,93835.5,0,0,421002.5,0,37570142.82,212276.6,338448.4,0,0,812594.9,39565132.8,7,2228.41077313219,17754.8651608736
"582",117550.31,80072.96,0,0,423822.5,0,37239377.49,192405.34,335481.92,0,0,803423.4,39192133.92,7,2228.41077313219,17587.4818020704
"583",119705,72224.9,0,0,428640,0,37409044.68,191048.94,350584,0,0,805257.7,39376505.22,7,2228.41077313219,17670.2184780114
"584",120183.82,80755.4,0,0,446382.5,0,37587280.92,191455.86,360022.8,0,0,845612.3,39631693.6,7,2228.41077313219,17784.7343397532
"585",120423.23,93266.8,0,0,456370,0,37837497.18,203256.54,370000.96,0,0,882298.3,39963113.01,7,2228.41077313219,17933.4588989754
"586",118507.95,87238.58,0,0,453432.5,0,38051723.43,209767.26,433645.44,0,0,890552.65,40244867.81,7,2228.41077313219,18059.8964496267
"587",124014.38,88717.2,0,0,438627.5,0,37928329.11,204273.84,414228.48,0,0,852032.35,40050222.86,7,2228.41077313219,17972.5494701799
"588",124253.79,80186.7,0,0,442387.5,0,38327646.84,198102.22,407486.48,0,0,857535.25,40437598.78,7,2228.41077313219,18146.384529977
"589",124253.79,74158.48,0,0,430520,0,37830641.94,192880.08,417734.32,0,0,803423.4,39873612.01,7,2228.41077313219,17893.2952984942
"590",119705,65400.5,0,0,408312.5,0,37712389.05,187318.84,406138.08,0,0,752063,39651326.97,7,2228.41077313219,17793.5448204046
"591",117310.9,71314.98,0,0,412425,0,37612988.07,193761.74,395620.56,0,0,753897.3,39557318.55,7,2228.41077313219,17751.3585138522
"592",118029.13,63694.4,0,0,409729.5,0,37822072.89,181350.68,379439.76,0,0,694442.19,39668758.55,7,2228.41077313219,17801.3672471358
"593",116832.08,57324.96,0,0,378729,0,36999444.09,180062.1,361101.52,0,0,619542.3,38713036.05,7,2228.41077313219,17372.4864898163
"594",119944.41,59827.24,0,0,377733,0,36161391,178705.7,330358,0,0,601048.5,37829007.85,7,2228.41077313219,16975.7785710346
"595",118986.77,63694.4,0,0,413838,0,37067996.49,176806.74,346808.48,0,0,647283,38835413.88,7,2228.41077313219,17427.4035775792
"596",118986.77,66537.9,0,0,401014.5,0,36701241.15,181621.96,343032.96,0,0,625090.44,38437525.68,7,2228.41077313219,17248.8511289924
"597",116113.85,64263.1,0,0,393295.5,0,35772356.13,178298.78,329009.6,0,0,601048.5,37454385.46,7,2228.41077313219,16807.666661634
"598",118507.95,64831.8,0,0,398773.5,0,36034569.06,179655.18,331706.4,0,0,592726.29,37720770.18,7,2228.41077313219,16927.2068842949
"599",121380.87,62557,0,0,403380,0,36505866.81,175585.98,369461.6,0,0,650057.07,38288289.33,7,2228.41077313219,17181.8812723577
"600",124493.2,62898.22,0,0,403006.5,0,36584702.07,180333.38,377821.68,0,0,651906.45,38385161.5,7,2228.41077313219,17225.3526875779
"601",125211.43,63353.18,0,0,412966.5,0,36675534,175179.06,390496.64,0,0,657454.59,38500195.4,7,2228.41077313219,17276.9741845599
"602",126169.07,60964.64,0,0,414585,0,37157114.61,176467.64,400205.12,0,0,680571.84,39016077.92,7,2228.41077313219,17508.476619488
"603",124014.38,58121.14,0,0,403255.5,0,37609560.45,175789.44,390496.64,0,0,650981.76,39412219.31,7,2228.41077313219,17686.2451865656
"604",124014.38,58121.14,0,0,403255.5,0,37609560.45,175789.44,390496.64,0,0,650981.76,39412219.31,7,2228.41077313219,17686.2451865656
"605",126408.48,58007.4,0,0,407364,0,37246232.73,174636.5,372428.08,0,0,673174.32,39058251.51,7,2228.41077313219,17527.4020305964
"606",133830.19,58007.4,0,0,404625,0,36639543.99,171991.52,372428.08,0,0,668550.87,38448977.05,7,2228.41077313219,17253.9899347001
"607",140773.08,56642.52,0,0,400143,0,36523004.91,174975.6,374046.16,0,0,675023.7,38344608.97,7,2228.41077313219,17207.1547276286
"608",141251.9,51296.74,0,0,397902,0,37268512.26,175585.98,386451.44,0,0,646358.31,39067358.63,7,2228.41077313219,17531.4888534164
"609",138378.98,46974.62,0,0,397902,0,37367913.24,171788.06,382945.6,0,0,627864.51,39133767.01,7,2228.41077313219,17561.2896337755
"610",125450.84,43221.2,0,0,384082.5,0,37369627.05,165616.44,379709.44,0,0,575157.18,39042864.65,7,2228.41077313219,17520.4971725758
"611",126647.89,47543.32,0,0,395910,0,36929177.88,169278.72,377012.64,0,0,610295.4,38655865.85,7,2228.41077313219,17346.8313454913
"612",101004.82,68126.22,0,0,402752,0,37009726.95,167040.66,370862.1,0,0,620196.2,38739708.95,7,2228.41077313219,17384.4559616576
"613",101963.12,68288.04,0,0,402256,0,37676399.04,169414.36,389554.2,0,0,641297.55,39449172.31,7,2228.41077313219,17702.8278563523
"614",99471.54,69258.96,0,0,413044,0,37621557.12,176874.56,387928.8,0,0,655059.3,39423194.28,7,2228.41077313219,17691.1702076309
"615",105413,70391.7,0,0,418252,0,38142555.36,183385.28,384136.2,0,0,638545.2,39942678.74,7,2228.41077313219,17924.2890142098
"616",103304.74,73304.46,0,0,412796,0,38373919.71,180129.92,389012.4,0,0,624783.45,40157250.68,7,2228.41077313219,18020.5782363707
"617",107137.94,73628.1,0,0,412796,0,39023453.7,182707.08,387928.8,0,0,611939.15,40799590.77,7,2228.41077313219,18308.8285436052
"618",109054.54,75084.48,0,0,410812,0,39475899.54,180062.1,389825.1,0,0,598177.4,41238915.16,7,2228.41077313219,18505.9754948302
"619",111162.8,76217.22,0,0,410316,0,39443337.15,185419.88,391721.4,0,0,600929.75,41219104.2,7,2228.41077313219,18497.0853206133
"620",110971.14,76702.68,0,0,405232,0,39064585.14,184199.12,387116.1,0,0,621113.65,40849919.83,7,2228.41077313219,18331.4137243119
"621",109821.18,75246.3,0,0,400520,0,38970325.59,188878.7,374925.6,0,0,618361.3,40738078.67,7,2228.41077313219,18281.2249703585
"622",106946.28,74760.84,0,0,397296,0,38884635.09,183385.28,360297,0,0,605517,40612837.49,7,2228.41077313219,18225.0229534278
"623",122662.4,72819,0,0,393080,0,39167413.74,190167.28,340250.4,0,0,593590.15,40879982.97,7,2228.41077313219,18344.9045673659
"624",129178.84,72657.18,0,0,398164,0,38792089.35,179790.82,326163.6,0,0,594507.6,40492551.39,7,2228.41077313219,18171.0445301271
"625",129562.16,70391.7,0,0,394444,0,39008029.41,180536.84,318849.3,0,0,589920.35,40691733.76,7,2228.41077313219,18260.4276781542
"626",129178.84,68288.04,0,0,393700,0,38744102.67,176467.64,333748.8,0,0,598177.4,40443663.39,7,2228.41077313219,18149.1060255258
"627",129370.5,67478.94,0,0,378324,0,38428761.63,178773.52,336999.6,0,0,577076.05,40096784.24,7,2228.41077313219,17993.4439033613
"628",130328.8,65860.74,0,0,381300,0,37861490.52,176467.64,327518.1,0,0,582580.75,39525546.55,7,2228.41077313219,17737.1008193629
"629",130520.46,64728,0,0,381424,0,37763803.35,177824.04,348106.5,0,0,582580.75,39448987.1,7,2228.41077313219,17702.7447433094
"630",129370.5,70877.16,0,0,367040,0,37441607.07,176806.74,332123.4,0,0,581663.3,39099488.17,7,2228.41077313219,17545.9069940875
"631",125345.64,69258.96,0,0,355012,0,37787796.69,178502.24,329143.5,0,0,544047.85,39389106.88,7,2228.41077313219,17675.8734767001
"632",128220.54,65860.74,0,0,366048,0,39061157.52,181418.5,335374.2,0,0,563314.3,40701393.8,7,2228.41077313219,18264.7626239893
"633",128220.54,65860.74,0,0,366048,0,39061157.52,181418.5,335374.2,0,0,563314.3,40701393.8,7,2228.41077313219,18264.7626239893
"634",152359.3,60738.75,0,0,363522,0,38344113.28,197763.12,320593,0,0,384776,39823865.45,7,2228.41077313219,17870.9715148364
"635",156502,58309.2,0,0,351783,0,37828175.22,195457.24,318696,0,0,357292,39266214.66,7,2228.41077313219,17620.725556271
"636",160414.55,58147.23,0,0,354750,0,38056734.1,204748.58,332517,0,0,376530.8,39543842.26,7,2228.41077313219,17745.3110246897
"637",162485.9,56689.5,0,0,362490,0,38641575.94,208071.76,326555,0,0,379279.2,40137147.3,7,2228.41077313219,18011.5568385915
"638",156271.85,53450.1,0,0,353847,0,38181097.02,205630.24,322219,0,0,364163,39636678.21,7,2228.41077313219,17786.9711849794
"639",156732.15,55717.68,0,0,343785,0,38016400.18,207936.12,322219,0,0,335991.9,39438782.03,7,2228.41077313219,17698.165215099
"640",158803.5,54421.92,0,0,354621,0,37992872.06,209835.08,331975,0,0,344924.2,39447452.76,7,2228.41077313219,17702.0562077762
"641",159493.95,55879.65,0,0,359394,0,37888676.1,210648.92,335227,0,0,349733.9,39359053.52,7,2228.41077313219,17662.3870224241
"642",156502,62682.39,0,0,364425,0,37681964.76,217159.64,336311,0,0,350421,39169465.79,7,2228.41077313219,17577.3094719626
"643",153970.35,74182.26,0,0,381711,0,37626505.62,237030.9,337124,0,0,377905,39188429.13,7,2228.41077313219,17585.8192764514
"644",148446.75,78231.51,0,0,386742,0,38152527.16,225365.86,332788,0,0,376530.8,39700632.08,7,2228.41077313219,17815.670503243
"645",152359.3,69809.07,0,0,383130,0,38888621.2,226857.9,342815,0,0,346985.5,40410577.97,7,2228.41077313219,18134.2589334192
"646",147756.3,71266.8,0,0,379647,0,39016345.28,223941.64,342273,0,0,347672.6,40528902.62,7,2228.41077313219,18187.3571554466
"647",144994.5,72886.5,0,0,377841,0,38589477.96,220075.9,334414,0,0,371721.1,40111410.96,7,2228.41077313219,18000.0076483298
"648",145915.1,76935.75,0,0,378615,0,38246639.64,213700.82,334414,0,0,377217.9,39773438.21,7,2228.41077313219,17848.3422758254
"649",150287.95,72724.53,0,0,368940,0,38360919.08,221839.22,334956,0,0,377217.9,39886884.68,7,2228.41077313219,17899.2514131208
"650",151899,68027.4,0,0,368037,0,38019761.34,222246.14,330891,0,0,375156.6,39536018.48,7,2228.41077313219,17741.800101078
