"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P.","U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P.","D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.TPB.P.","U.RLX.P.","U.PM.P.","A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P.","total_market_cap","number_of_stocks","divisor","index","X.AMRS.P.","X.GRWG.P.","U.YOLO.P.","U.CNBS.P.","U.MJ.P.","X.POTX.P.","U.STZ.P.","U.IIPR.P.","X.CARA.P.","X.TLRY.P.","X.SNDL.P.","X.CNTTQ.P.","total_market_cap","number_of_stocks","divisor","index"
5799267.15,99770821.92,17231707.52,23001170.85,3045134.4,68586816.04,0,3167000.97,9465053.28,1801480.68,171262254.72,64269111.3,38267612.66,9688822.92,408090.15,1058900.4,0,20084701.22,717650.25,25864300.8,9836722.56,15492521.72,1166890.4,11210860.8,21042884.06,7019057.43,19129,128878.9,1553850.08,0,898697,297200.41,1193628.15,7172013.48,22202847.81,1985461.14,217380.32,0,149134736.18,290306.25,3546573.78,5370172.5,10445806.95,22804139.4,5314178.24,0,2757561.6,39997138.92,52123154.16,7769067.8,66514484.5,987359.48,742196.4,4117177.17,3581053.14,856724.12,42968654.28,707588.5,721.25,2495541.6,86235668.26,1173687924.97,56,100920.090648356,11629.8738678265,81631.44,0,0,0,1113.7,0,25864300.8,44114.07,348805.76,0,0,0,26339965.77,5,2204.03331100056,11950.8020312281
5724306,100292711.14,17404369.92,22831690.46,3067901.76,68121214.92,0,3120198,9480785.76,1838900.16,171262254.72,64269111.3,38267612.66,9688822.92,429776.1,1083050.76,0,20261658.94,719671.8,25879844.25,9670917.62,15514170.84,1185180.7,11690778.96,20669312.25,6895509.18,19217,128878.9,1603805.85,0,900610.75,278026.19,1185466.59,7285370.9,22212257.79,2000404.86,214924.97,0,148855486.7,295268.75,3515646.89,5553734.76,10591945.95,22839503.4,5048488.98,0,2765437.7,39951743.18,51155647.47,7657618.8,66277242.2,994595.14,745054.16,4134178.07,3548916.42,854529.83,42956789.73,656896,721.25,2504686.5,85945919.64,1172048766.44,56,100920.090648356,11613.6317249641,83522.7,0,0,0,1126.6,0,25879844.25,43188.6,375444.32,0,0,0,26383126.47,5,2204.03331100056,11970.3846299959
5601642.3,100805602.27,17548974.68,23012090.82,3107744.64,68310835.56,0,3151399.98,9495534.96,1840682.04,171262254.72,64269111.3,38267612.66,9688822.92,427147.5,1077477.6,0,20040461.79,720345.65,25779675.35,9697773.82,15438546.9,1205229.3,11789020.8,20645347.83,6861686.94,19162,131685.7,1621514.7,0,903672.75,278026.19,1196225.01,7203512.8,22085223.06,2006698.74,212633.31,0,153338992.24,315118.75,3445081.31,5631846.36,10665015.45,22869358.96,5083426.62,0,2731616.8,40131580.15,51235816.17,7735470,66559891.26,1017946.16,745439.4,4129205.52,3518970.84,825713.68,42797804.76,653047,1442.5,2673359.1,85938312.46,1177747832.08,56,100920.090648356,11670.1027963176,70915.5,0,0,0,1141.22,0,25779675.35,42476.7,360645.12,0,0,0,26254853.89,5,2204.03331100056,11912.1856094276
5601642.3,101705411.27,17907249.16,23223785.12,3153279.36,68903400.06,0,3151399.98,9541749.12,1857164.43,172470142.5,63235202.4,38115860.88,9773149.41,424518.9,1089552.78,0,20261658.94,723714.9,25745134.35,9818626.72,15607494,1195205,11813581.26,20693276.67,6829273.96,19244.5,131685.7,1619974.8,0,908265.75,297200.41,1209209.31,7187141.18,22358112.48,2042364.06,212797,0,156860638.46,307675,3433320.38,5612318.46,10636831.5,22869358.96,5065957.8,0,2780263.3,40395224.64,51845098.29,7915401.6,67217644.68,1039714.06,754685.16,4149095.72,3603694.92,809471.85,43452727.92,642141.5,1442.5,2645924.4,86813138.16,1187679237.92,56,100920.090648356,11768.5114062999,77324.16,0,0,0,1160.14,0,25745134.35,43046.22,379087.2,0,0,0,26245752.07,5,2204.03331100056,11908.0559894466
5615271.6,101165525.87,17743219.88,23117017.56,3102052.8,69021912.96,0,3260606.91,9434571.6,1823308.71,172470142.5,63301906.2,38586814.68,9906908.67,422547.45,1111845.42,0,19951982.93,727758,25866027.85,9764914.32,15523824.96,1200602.7,11891356.05,20761175.86,6836320.26,19079.5,131919.6,1603805.85,0,908265.75,297200.41,1214588.52,7187141.18,22207552.8,2036070.18,213615.45,0,155138600,307675,3404571.44,5428756.2,10629524.55,23048492.32,5135833.08,0,2796015.5,40650139.18,52334127.36,7922154,67442178.98,1065439.76,750062.28,4150090.23,3593469.6,804756.48,43433744.64,644707.5,1442.5,2630682.9,86919638.68,1186658957.16,56,100920.090648356,11758.4016179174,79845.6,0,0,0,1156.27,0,25866027.85,42642.81,373395.2,0,0,0,26363067.73,5,2204.03331100056,11961.2837058402
5635715.55,102191308.13,18112285.76,23117017.56,3107744.64,69353749.08,0,3416616.81,9594846.24,1845582.21,170842119.84,63301906.2,38476925.46,9845844.66,426490.35,1080264.18,0,19907743.5,733148.8,26251160,9834740.44,15267990.78,1199831.6,11690778.96,20745199.58,6835615.63,19019,132153.5,1602265.95,0,898314.25,345135.96,1213661.07,7268999.28,22381637.43,2027678.34,213288.07,0,157667359.18,305193.75,3366239.52,5440472.94,10746435.75,23436614.6,5293052.46,0,2830763,40678075.02,52606700.94,7904677.2,67722186.46,1061086.18,749677.04,4141139.64,3591278.46,789038.58,43474084.11,633802,2250.3,2627634.6,87201104.34,1191185644.88,56,100920.090648356,11803.2557960193,80370.9,0,0,0,1153.69,0,26251160,42547.89,371118.4,0,0,0,26746350.88,5,2204.03331100056,12135.1845031135
5751564.6,102758187.8,18330272.04,23021294.92,3130512,70112231.64,0,3416616.81,9350992.8,1874537.76,171157221,64419194.85,38524020.84,10063930.41,425176.05,1061686.98,0,19819264.64,738539.6,26696738.9,9923365.9,15385449.24,1214868.05,11723526.24,20825080.98,6847594.34,18991.5,132153.5,1591486.65,0,889128.25,345135.96,1224234,7268999.28,22762741.62,2026629.36,214106.52,0,159218745.18,310156.25,3405878.21,5370172.5,10739128.8,23496325.72,5432803.02,0,2815474.1,40580299.58,52205857.44,7889980.8,67819924.92,1050400.12,727718.36,4154068.27,3563524.02,816282.94,43457473.74,648556.5,1327.1,2564636.4,87208711.52,1196522920.52,56,100920.090648356,11856.1419518453,81946.8,0,0,0,1155.84,0,26696738.9,42785.19,374988.96,0,0,0,27197615.69,5,2204.03331100056,12339.9295075323
5731120.65,103747977.7,18343221.72,22724922.9,3141895.68,70230744.54,0,3479020.77,9389340.72,1869637.59,172847309.04,64852769.55,39120562.32,10191874.05,422547.45,1066331.28,2055397.5,19730785.78,731801.1,26895349.65,10025419.46,15554396.34,1253037.5,11715339.42,21140612.51,6967381.44,19074,134141.65,1606115.7,0,902524.5,345135.96,1223306.55,7252627.66,22715691.72,2043413.04,213124.38,0,159435939.22,310156.25,3379307.22,5401417.14,10747479.6,23526181.28,5415334.2,0,2861340.8,41002829.16,52053536.91,7899116.4,68205595.6,1064252.42,739468.18,4166996.9,3600043.02,791658.23,43326963.69,632519,1154,2591055,87885750.54,1204722046.58,57,101611.641584006,11856.1419518453,80055.72,0,0,0,1167.45,0,26895349.65,42761.46,371801.44,0,0,0,27391135.72,5,2204.03331100056,12427.7321868449
5799267.15,103711985.34,18336746.88,22905323.26,3130512,70183339.38,0,3432217.8,9328377.36,1867855.71,171586904.4,65703243,40873557.02,10078469.46,440947.65,1048682.94,2066359.62,20040461.79,730453.4,26846992.25,10089874.34,15438546.9,1253037.5,11678498.73,21064725.18,6968790.7,19239,147824.8,1606115.7,0,905586.5,354723.07,1220153.22,7203512.8,22452212.28,2050755.9,212797,0,159218745.18,320081.25,3367110.7,5331116.7,10753742.7,24003870.24,5537615.94,0,2905122.65,41249013.75,52510498.5,7957902,68826366.9,1082062.52,748713.94,4173958.47,3642039.87,807376.13,43756460.4,643424.5,1442.5,2569716.9,88752969.06,1208937440.83,57,101611.641584006,11897.6272992355,83522.7,0,0,0,1177.34,0,26846992.25,42832.65,338104.8,0,0,0,27312629.74,5,2204.03331100056,12392.1129520501
5928745.5,104494819.17,18332430.32,23128062.48,3164663.04,70135934.22,0,3416616.81,9305761.92,1862955.54,173911969.02,67003967.1,43898126.98,9956341.44,439633.35,1039394.34,2066359.62,20173180.08,741235,26853900.45,10071075,15480381.42,1250724.2,11936383.56,21232476.12,6973723.11,19349,149228.2,1609195.5,0,912093.25,546465.27,1216257.93,7203512.8,22494557.19,2046559.98,206904.16,0,159373883.78,320081.25,3384534.3,5374078.08,10821592.95,24153148.04,5590022.4,0,2926434.45,41743128.92,52967460.09,7991266.8,69301851.3,1075730.04,763545.68,4205782.79,3663951.27,773844.61,44278500.6,641500,1442.5,2567684.7,90038582.48,1221161030.1,57,101611.641584006,12017.9244332985,90771.84,0,0,0,1182.5,0,26853900.45,42595.35,307595.68,0,0,0,27296045.82,5,2204.03331100056,12384.5886011625
5649344.85,105115687.38,18157609.64,22778306.68,3164663.04,69756692.94,0,3463419.78,9244798.56,1862955.54,174141133.5,67137374.7,44227794.64,9988327.35,442261.95,1033821.18,2006067.96,20305898.37,735844.2,26922982.45,10124787.4,16009749,1273857.2,11727619.65,21192535.42,6882825.84,19525,141977.3,1590716.7,0,909796.75,575226.6,1201047.75,7154397.94,22226372.76,2037119.16,216070.8,0,159141175.88,320081.25,3566610.92,5377983.66,10695287.1,23735170.2,5362927.74,0,2921106.5,41837412.38,52759021.47,8046874.8,69357324.48,1069001.78,748136.08,4187881.61,3662490.51,773320.68,44427993.93,638292.5,1442.5,2542282.2,90038582.48,1220629010.63,57,101611.641584006,12012.6886211248,88355.46,0,0,0,1183.79,0,26922982.45,42191.94,353587.04,0,0,0,27408300.68,5,2204.03331100056,12435.5201635122
5853784.35,105322643.45,18824518.16,22874029.32,3141895.68,70278149.7,0,3401015.82,9297895.68,1868301.18,173305638,66687124.05,43626020.34,9924355.53,433719,1039394.34,1989624.78,21057968.68,741235,26978248.05,10205356,15934125.06,1284267.05,12116493.6,21168571,7031502.77,19552.5,142679,1642303.35,0,919748.25,556052.38,1209580.29,7154397.94,21751168.77,2038168.14,214106.52,0,159684160.98,315118.75,3566610.92,5292060.9,10667103.15,23854592.44,5327990.1,0,2884042.5,42181372.41,52919358.87,8170404,69595066.68,1050004.34,754107.3,4214733.38,3632179.74,758126.71,44608335.09,630594.5,1442.5,2563620.3,90517834.82,1223222494.11,57,101611.641584006,12038.212108784,82261.98,0,0,0,1193.25,0,26978248.05,42595.35,343569.12,0,0,0,27447867.75,5,2204.03331100056,12453.472283293
5962818.75,105475610.98,18928115.6,22936617.2,3176046.72,70278149.7,0,3463419.78,9320511.12,1871864.94,173086022.04,66803855.7,43688814.18,9915632.1,434376.15,1038465.48,2006067.96,21013729.25,735170.35,27375469.55,10275182.12,16058019.6,1271929.45,10994899.26,20972861.57,6815181.36,19316,136129.8,1559918.7,0,899462.5,527291.05,1212548.13,7088911.46,21920548.41,2043413.04,213451.76,0,159777244.14,317600,3551800.86,5370172.5,10599252.9,23675459.08,5240646,0,2887285.6,42520094.47,52991510.7,8338816.8,70089042.14,1055545.26,778955.28,4219705.93,3505458.81,780655.7,44786303.34,641500,1442.5,2593087.2,90434155.84,1223675556.81,57,101611.641584006,12042.6708764304,86044.14,0,0,0,1185.08,0,27375469.55,41764.8,330819.04,0,0,0,27835282.61,5,2204.03331100056,12629.2476937945
5935560.15,105889523.12,19139627.04,22969751.96,3176046.72,70775903.88,0,3447818.79,9350992.8,1881219.81,174313006.86,67654329.15,43882428.52,9962157.06,442919.1,1045896.36,1995105.84,20925250.39,729779.55,27860770.6,10355750.72,16346034.18,1308942.25,10888470.6,20781146.21,6758106.33,19167.5,134726.4,1566848.25,0,894486.75,699859.03,1219225.77,7072539.84,22503967.17,2047608.96,216561.87,0,160816672.76,320081.25,3654600.1,5327211.12,10725558.75,23794881.32,5031020.16,0,2913230.4,42528824.42,53031595.05,8417065.2,70094325.3,1048817,779340.52,4200810.24,3555124.65,773320.68,44862236.46,637651,1442.5,2574797.4,90723228.68,1230003364.49,57,101611.641584006,12104.9453125222,88145.34,0,0,0,1176.91,0,27860770.6,42120.75,336055.68,0,0,0,28328269.28,5,2204.03331100056,12852.9224756317
6153628.95,106312433.35,19139627.04,22916368.18,3181738.56,70586283.24,0,3572626.71,9328377.36,1888347.33,179650629.54,71906696.4,44923759.7,10127902.23,438319.05,1049611.8,1989624.78,20836771.53,725062.6,27860770.6,10355750.72,16346034.18,1308942.25,10888470.6,20781146.21,6758106.33,19167.5,134726.4,1566848.25,0,894486.75,594400.82,1213846.56,7039796.6,22503967.17,2047608.96,216561.87,0,160816672.76,320081.25,3666361.03,5350644.6,10851864.6,24003870.24,5345458.92,0,2891223.65,42528824.42,53031595.05,8417065.2,70094325.3,1048817,779340.52,4200810.24,3555124.65,773320.68,44862236.46,637651,1442.5,2574797.4,90723228.68,1241733196.27,57,101611.641584006,12220.3831855567,88145.34,0,0,0,1176.91,0,27860770.6,42120.75,336055.68,0,0,0,28328269.28,5,2204.03331100056,12852.9224756317
6085482.45,107500181.23,19407253.76,22990000.98,3204505.92,70894416.78,0,3572626.71,9411956.16,1902602.37,178380676.38,70972843.2,45384247.86,10122086.61,452776.35,1068189,1978662.66,21102208.11,723041.05,27648343.45,10396035.02,16175478.06,1301231.25,11031739.95,20785140.28,6762334.11,19211.5,132153.5,1552219.2,0,894869.5,594400.82,1216443.42,6990681.74,22447507.29,2058098.76,217871.39,0,162212920.16,315118.75,3631949.42,5338927.86,10810110.6,23854592.44,5537615.94,0,2894003.45,42623107.88,53191932.45,8446855.2,70176214.28,1051587.46,787815.8,4222689.46,3590182.89,773844.61,44988000.69,632519,1442.5,2596135.5,90837336.38,1243892419.54,57,101611.641584006,12241.6329482447,87620.04,0,0,0,1206.58,0,27648343.45,42263.13,334689.6,0,0,0,28114122.8,5,2204.03331100056,12755.7612943867
6139999.65,107239236.62,19374879.56,23012090.82,3204505.92,71344765.8,0,3635030.67,9465053.28,1901265.96,179946633.66,71689909.05,46294758.54,10171519.38,449490.6,1047754.08,1978662.66,21367644.69,722367.2,27667341,10479289.24,16125598.44,1286580.35,10831162.86,20757181.79,6676369.25,19162,134375.55,1541439.9,0,879559.5,728620.36,1218112.83,7236256.04,22532197.11,2066490.6,213451.76,0,162166378.58,315118.75,3616703.77,5303777.64,10740172.65,23735170.2,5677366.5,0,2880567.75,42424065.02,53272101.15,8550127.2,70244895.36,1038526.72,788586.28,4225672.99,3587626.56,778036.05,45059187.99,645349,1154,2614425.3,91073158.96,1248116925.14,57,101611.641584006,12283.2079640022,81946.8,0,0,0,1201.42,0,27667341,42714,331274.4,0,0,0,28124477.62,5,2204.03331100056,12760.4594175722
6153628.95,106987290.1,19359771.6,23139107.4,3204505.92,70633688.4,0,3603828.69,9427688.64,1895920.32,179851148.46,70305805.2,45509835.54,10168611.57,437004.75,1041252.06,1945776.3,21190686.97,732474.95,26527488,10511516.68,16098245.1,1217566.9,10716547.38,20677300.39,6612247.92,19404,139521.35,1529890.65,0,868077,661510.59,1232766.54,7334485.76,23073270.96,2066490.6,213288.07,0,165253636.72,322562.5,3609734.33,5315494.38,10711988.7,23914303.56,5764710.6,0,2880567.75,42577712.14,52999527.57,8513982,69962246.3,1008051.66,703063,4217716.91,3565349.97,780655.7,44681895.3,643424.5,675.09,2553459.3,90913408.18,1245981809.87,57,101611.641584006,12262.1954575933,83627.76,0,0,0,1203.57,0,26527488,42832.65,331274.4,0,0,0,26986426.38,5,2204.03331100056,12244.1100346841
6105926.4,106726345.49,19342505.36,22916368.18,3164663.04,70728498.72,0,3572626.71,9373608.24,1899484.08,180309477.42,69972286.2,45242961.72,10017405.45,437004.75,1041252.06,1945776.3,20836771.53,739887.3,27434189.25,10500774.2,16254320.04,1227591.2,10802508.99,20837063.19,6624226.63,19283,142679,1520651.25,0,855063.5,642336.37,1235177.91,7563688.44,22889776.35,2070686.52,215416.04,0,167115299.92,320081.25,3557899.12,5518584.54,10726602.6,24123292.48,5764710.6,0,2907902.45,42785484.95,53175898.71,8618445.6,70266028,1013988.36,711153.04,4216722.4,3572653.77,782751.42,44997492.33,639575.5,1384.8,2590038.9,91065551.78,1249679823.35,57,101611.641584006,12298.5890579953,82261.98,0,0,0,1203.57,0,27434189.25,40578.3,342203.04,0,0,0,27900436.14,5,2204.03331100056,12658.8087397527
6024150.6,106825324.48,19396462.36,23012090.82,3198814.08,70847011.62,0,3572626.71,9397206.96,1872310.41,177616794.78,68421422.85,43887661.34,9967972.68,434376.15,1035678.9,1951257.36,20836771.53,739213.45,27252849,10484660.48,16012967.04,1215639.15,10835256.27,21132624.37,6729921.13,19393,144199.35,1516801.5,0,845877.5,642336.37,1240557.12,7645546.54,22734511.68,2083274.28,216070.8,0,168635658.2,312637.5,3611912.28,5788069.56,10800715.95,24242714.72,5799648.24,0,2873849.9,43405311.4,53344252.98,8664123.6,71153598.88,1032194.24,707493.26,4251530.25,3624145.56,793753.95,45180206.4,644066,1384.8,2602232.1,90966658.44,1248225790.87,57,101611.641584006,12284.2793543301,84363.18,0,0,0,1193.25,0,27252849,40079.97,369069.28,0,0,0,27747554.68,5,2204.03331100056,12589.4443343978
5935560.15,107140257.63,19387829.24,22905323.26,3136203.84,70609985.82,0,3525823.74,9381474.48,1884783.57,176351615.88,68704914,44165000.8,10020313.26,439633.35,1030105.74,1912889.94,20836771.53,752690.45,27427281.05,10476603.62,16152951.78,1223350.15,10761574.89,21148600.65,6775017.45,19492,138585.75,1514491.65,0,840901.75,747794.58,1237589.28,7661918.16,22508672.16,2064392.64,215579.73,0,169644059.1,344893.75,3636740.91,5842747.68,11195291.25,24690548.12,5939398.8,0,2863888.95,43141666.91,53215983.06,8678820,70419239.64,1015967.26,705374.44,4618504.44,3572653.77,782227.49,45040204.71,639575.5,865.5,2548378.8,90677585.6,1248250589.65,57,101611.641584006,12284.5234088461,80265.84,0,0,0,1182.5,0,27427281.05,39178.23,364971.04,0,0,0,27912878.66,5,2204.03331100056,12664.4540809269
5641422.48,107815114.38,19523800.88,23139107.4,3187430.4,70978774.55,0,3541424.73,9465053.28,1923539.46,177320790.66,69438655.8,45143538.14,10078469.46,436347.6,1036607.76,1836155.1,20925250.39,728860.44,27565445.05,10484660.48,15643231.56,1235426.4,11458449.08,21951408.72,7299496.99,18061.05,141751.5,1542353.4,0,846643,882014.12,966346.45,7947529.92,22565132.04,2150528.38,226363,0,171186980.58,337450,3830142.87,6045837.84,11074204.65,25057842.48,6219652.92,0,2881957.65,42991515.16,53722337.4,8696718.22,70757850.24,914453.8,764861.86,4529503.45,3565761.78,776611.08,45781265.76,570828.6,2670.96,2591992.55,92883261.92,1260268885.82,57,101611.641584006,12402.8001730303,73319.61,14639.24,0,0,2791,0,27565445.05,41608.84,467489.61,0,0,0,28165293.35,6,2223.96426802303,12664.4540809269
5750902.14,105115687.38,19513009.48,23096768.54,3187430.4,71097270,0,3588227.7,9411956.16,1899484.08,177425824.38,69405303.9,45645888.86,9965064.87,431747.55,1029176.88,1814230.86,20128940.65,720331.92,27361653.15,10463175.52,15459581.34,1240420.35,11236369.56,21432179.62,7117560.35,17775.48,140931.45,1510892.46,0,845494.75,872427.01,965206.05,8103363.84,22461622.26,2018403.01,226875.52,0,170534662.2,334968.75,3780485.61,6178627.56,11040801.45,25505837.28,6182850.24,0,2887285.6,42491552.84,53257625.16,8651148.32,70391379.52,862982.9,753852.17,4471953,3471539.4,773492.16,45457672.8,574828.4,2670.96,2536500.3,92212404.48,1253056298.57,57,101611.641584006,12331.8182743269,77993.37,14563.78,0,0,2791,0,27361653.15,41914.6,472280.04,0,0,0,27971195.94,6,2223.96426802303,12577.1786634255
5647862.46,106204456.27,19465527.32,23012090.82,3198814.08,70481093.66,0,3494621.76,9373608.24,1884783.57,177287370.84,69455331.75,45185400.7,9976696.11,428461.8,1033821.18,1786825.56,20305898.37,726892.32,27418645.8,10516887.92,15673055.1,1239652.05,11300430.96,21504072.88,7180811.76,17825.58,137651.25,1500917.04,0,855063.5,680684.81,956225.4,7930215.04,22409867.37,1980806.36,226021.32,0,171171449.19,320081.25,3744331.64,6198155.46,11040801.45,25237040.4,6127646.22,0,2915778.55,42467079.16,53089367.28,8670961.32,70594388.48,856971.7,751359.41,4508747.55,3460433.34,751659.72,45124562.4,557115,2670.96,2529437.65,92120923.92,1252719353,57,101611.641584006,12328.5022608785,68937.96,14337.4,0,0,2776,0,27418645.8,41405,508349.16,0,0,0,28054451.32,6,2223.96426802303,12614.6142379071
5667182.4,105268654.91,19437469.68,23021294.92,3187430.4,70267801.85,0,3525823.74,9397206.96,1884783.57,178490484.36,70422536.85,45185400.7,9962157.06,431747.55,1031034.6,1797787.68,20173180.08,726236.28,27252849,10414834.36,15418770.18,1190865,11338867.8,21691794.17,7133195.53,17885.7,138705.6,1530075.96,0,855446.25,651923.48,951521.25,7791696,22245192.72,1971138.65,226363,0,170425942.47,315118.75,3766982.32,6061460.16,11030362.95,25237040.4,6054040.86,0,2873849.9,42465331.04,52768876.08,8639656.78,70583842.56,846452.1,741388.37,4497426.15,3453626.4,759976.84,45431499.84,553115.2,2670.96,2495133.35,92029443.36,1251732575.08,57,101611.641584006,12318.7909925178,67574.78,15092,0,0,2774,0,27252849,41481.44,504967.68,0,0,0,27884738.9,6,2223.96426802303,12538.3034704905
5583462.66,105322643.45,19318764.28,22831690.46,3176046.72,70078209.13,0,3541424.73,9373608.24,1889238.27,182586799.44,72340271.1,46216266.24,9953433.63,425833.2,1032892.32,1808749.8,19642306.92,727548.36,27150953.05,10089874.34,15224132.34,1188944.25,10992936.24,21687800.1,7068522.74,17730.39,137534.1,1517031.18,0,842432.75,795730.13,956367.95,7722436.48,22254602.7,1953951.61,225679.64,0,171699516.45,310156.25,3738233.38,5928670.44,10991740.5,25266906.72,6017238.18,0,2919253.3,42615669.36,53057318.16,8629354.02,70931857.92,844949.3,729340.03,4447423.3,3438937.74,764135.4,45557605.92,555400.8,2670.96,2483025.95,92159040.82,1258764293.84,57,101611.641584006,12387.9928935046,64751.05,14337.4,0,0,2808,0,27150953.05,40513.2,478761.21,0,0,0,27752123.91,6,2223.96426802303,12478.6734701767
5622102.54,104233874.56,19331713.96,22862984.4,3153279.36,70125607.31,0,3525823.74,9350992.8,1879883.4,182629767.78,71423093.85,45917995.5,10005774.21,419918.85,1031034.6,1803268.74,19996222.36,732140.64,27007607.9,9960964.58,15189599.82,1180108.8,10967311.68,21559989.86,7052176.87,17780.49,136479.75,1526239.26,0,814109.25,920362.56,955227.55,7722436.48,22075813.08,1959322.56,228583.92,0,170410411.08,307675,3750865.49,5932576.02,11032450.65,25475970.96,5962034.16,0,2904659.35,42578958.84,52808937.48,8534647.88,70583842.56,840440.9,748035.73,4341756.9,3434996.88,782329.1,45298255.68,577685.4,2670.96,2473945.4,92402988.98,1254505728.41,57,101611.641584006,12346.0826816074,63290.5,14035.56,0,0,2791,0,27007607.9,39748.8,490596.39,0,0,0,27618070.15,6,2223.96426802303,12418.3965305121
5712262.26,104179886.02,19426678.28,22947662.12,3153279.36,70220403.67,0,3510222.75,9267414,1981450.56,183928366.5,70639324.2,45399946.32,9918539.91,415318.8,1019888.28,1803268.74,20217419.51,738045,26905711.95,9928737.14,15192739.14,1166279.4,10860542.68,21468126.25,7035120.31,17730.39,136596.9,1536982.02,0,810281.75,843665.68,954942.45,7826325.76,22169912.88,1973287.03,227388.04,0,171280168.92,312637.5,3691189.66,5932576.02,10800715.95,25237040.4,5943632.82,0,2913925.35,42675105.44,52897072.56,8468076.2,70836944.64,844949.3,733910.09,4371947.3,3411351.72,766734.5,45288738.24,578256.8,2961.75,2469909.6,92105677.16,1255097267.97,57,101611.641584006,12351.9042543207,73903.83,14186.48,0,0,2708,0,26905711.95,39621.4,492850.71,0,0,0,27528982.37,6,2223.96426802303,12378.3384318812
5931221.58,104494819.17,19413728.6,22927413.1,3210197.76,70623288.2,0,3525823.74,9312644.88,2038025.25,183904495.2,70622648.25,46436044.68,10052299.17,414004.5,1018030.56,1825192.98,20217419.51,745917.48,27211399.8,9969021.44,15241398.6,1126327.8,10890438,21651853.47,7074918.95,17870.67,138237,1560769.56,0,831715.75,824491.46,956367.95,7809010.88,22315767.57,1994770.83,226363,0,171683985.06,315118.75,3729085.99,5838842.1,10704681.75,24998109.84,5998836.84,0,2913925.35,42582455.08,52993219.92,8388824.2,70831671.68,850209.1,744088.86,4351191.4,3426756.9,779210.18,45407706.24,595970.2,2961.75,2467891.7,92730794.32,1258889474.55,57,101611.641584006,12389.2248459467,73027.5,14111.02,0,0,2790,0,27211399.8,39494,446355.36,0,0,0,27787177.68,6,2223.96426802303,12494.4353106451
5802421.98,104701775.24,19398620.64,23032339.84,3198814.08,70694385.47,0,3541424.73,9320511.12,2035797.9,184749539.22,72340271.1,47037818.98,10127902.23,414004.5,1018030.56,1825192.98,20305898.37,753133.92,27354744.95,9931422.76,15302615.34,1129016.85,11082622.2,22035284.19,7412496.7,18000.93,153232.2,1557700.2,0,830567.5,853252.79,962212.5,7739751.36,22522787.13,1986177.31,234392.48,0,172429491.78,305193.75,3701208.23,5854464.42,10663971.6,24908510.88,6054040.86,0,2928519.3,42727549.04,53073342.72,8450244.5,70971405.12,856971.7,747412.54,4380438.35,3442878.6,763615.58,45579020.16,599970,2154,2499169.15,92502092.92,1264845825.45,57,101611.641584006,12447.8436302429,73027.5,12601.82,0,0,2783,0,27354744.95,39978.12,431984.07,0,0,0,27915119.46,6,2223.96426802303,12551.9640137091
5750902.14,104800754.23,19495743.24,23096768.54,3198814.08,71571251.8,0,3494621.76,9350992.8,2021988.33,183732621.84,71873344.5,47100612.82,9997050.78,419918.85,1025461.44,1819711.92,19996222.36,751821.84,27480819.6,9955593.34,15242968.26,1120949.7,11253452.6,22191052.92,7440924.3,18066.06,155223.75,1559234.88,0,829419.25,795730.13,968199.6,7930215.04,22560427.05,1932467.81,237125.92,0,172041207.03,305193.75,3726036.86,5811503.04,10694243.25,25027976.16,6109244.88,0,2907902.45,42613921.24,52848998.88,8380502.74,70657664,859977.3,749282.11,4380438.35,3416367.36,766734.5,45148356,603969.8,3231,2496142.3,91755001.68,1262474368.16,57,101611.641584006,12424.5051893613,68159,14261.94,0,0,2776,0,27480819.6,40411.28,414513.09,0,0,0,28020940.91,6,2223.96426802303,12599.5463654229
