"A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
2.08,108.98,11.73,114.65,6.07,3.88,1.69,151.18,306.94,74.82,207.83,344.57,67.46,60.91,46.86,112.75,6.42,163.15,49.91,2.15,201.24,166.47
2.08,113.91,11.94,113.34,6.13,3.94,1.69,155.25,312.27,76.3,211.1,349.35,67.63,62.78,48,117.39,6.47,167.78,50.56,2.4,205.07,168.15
2.12,114.72,11.94,114.49,6.11,3.95,1.69,152.21,316.77,77.48,215.81,352.7,68,62.67,47.98,117.18,6.41,171.94,50.38,2.65,204.41,169.41
2.11,114.35,12,115.38,6.13,4,1.69,150.34,314.82,77.66,214.67,352.52,67.97,62.8,48.33,117.74,6.47,171.98,50.44,2.69,206.73,170.26
2.08,115.9,12.15,118.55,6.25,4.07,1.74,150.34,318.29,77.94,218.2,355.23,69.18,63.51,48.44,118.06,6.41,173.97,50.91,2.63,208.05,172.26
2.08,115.9,12.24,119.13,6.37,4.03,1.77,153.7,311.31,75.5,214.73,351.6,71.91,63.14,48.8,118.36,6.54,173.39,51.77,2.2,206.47,171.28
2.12,119.93,12.39,119.88,6.35,4.04,1.71,154.08,300.73,72.51,209.27,344.04,70.43,63.29,49.09,115.28,6.51,169.73,51.74,2.02,202.78,171.65
2.14,118.9,12.29,121.09,6.32,4,1.73,154.13,304.85,73.18,210.94,345.51,70.35,63.45,49.05,115.56,6.52,170.04,51.82,2,203.77,172.9
2.16,118.78,12.55,122.82,6.34,4.02,1.66,158.3,307.63,73.61,214.92,349.08,71.11,64.15,50.05,117.9,6.86,171.94,52.48,2.13,203.99,173.19
2.23,115.32,12.43,121.61,6.37,3.99,1.64,160.54,309.43,73.9,214.79,350.14,70.67,63.32,49.96,117.55,6.94,171.25,52.63,2.09,202.75,172.81
2.31,117.28,12.45,124.55,6.42,4.06,1.68,159.7,309.47,73.27,216,348.69,68.17,63.77,49.76,116.8,6.93,171.78,51.97,1.9,203,172.36
2.3,119.59,12.56,124.89,6.46,4.14,1.71,160.57,313.19,74.68,219.16,353.52,66.04,64.22,50.76,119.59,6.94,173.59,52.21,2.14,204.03,175.75
2.36,121.43,12.64,123.39,6.46,4.07,1.66,164.01,315.19,74.76,221.78,355.73,69.9,64.35,50.4,119.42,7.02,173.62,52.06,2.06,206.21,175.41
2.34,121.95,12.85,123.39,6.35,4.09,1.67,162.61,323.82,76.69,224.76,362.8,73.21,64.7,51.74,121.09,7.25,177.96,52.47,2.2,209.66,176.29
2.4,121.78,12.67,123.05,6.38,3.95,1.67,162.66,322.16,75.94,222.9,359.36,73.3,64.32,50.93,119.5,6.92,177.43,52.88,2.1,203.44,174.31
2.36,121.78,13.01,123.97,6.38,3.97,1.68,161,321.48,76.78,222.65,359.98,73.21,64.12,51.01,119.7,6.9,177.82,53.93,2.04,202.12,174.61
2.39,123.1,13.04,124.2,6.49,3.92,1.67,155.97,321.15,76.1,223.48,360.56,68.83,64.85,51.25,119.77,6.44,177.64,53.2,2.15,203.32,173.94
2.46,124.55,12.97,123.97,6.46,3.81,1.65,154.31,318.7,75.35,223.3,359.5,66.87,64.25,51.03,121.03,6.31,178.9,53.02,2.1,200.99,173.59
2.48,123.62,12.75,123.1,6.46,3.78,1.67,152.5,318.28,76.07,223.94,359.09,66.89,65.12,51.44,122.63,6.41,177.72,53.47,2.1,205.49,173.84
2.49,123.74,12.85,125.3,6.51,3.76,1.67,154.45,323.11,76.79,224.74,363.54,64.21,65.85,52.1,127.13,6.92,181.82,54.48,2.22,204.59,174.59
2.49,126.04,13.01,124.43,6.49,3.84,1.75,153.33,318.54,77.47,224.44,361.47,64.55,64.98,51.68,127.32,6.91,182.54,54.97,2.2,209.21,176.81
2.5,124.55,12.9,123.68,6.52,3.84,1.75,152.27,323.69,77.83,229.29,367.57,63.8,64.98,51.74,125.53,6.96,183.57,55.12,2.2,209.93,176.62
2.56,124.2,13.31,125.64,6.53,3.91,1.71,151.06,325.25,78.45,232.73,370.38,64.32,65.96,52.1,126.5,7.05,182.65,55.24,2.1,214.29,178.4
2.58,124.55,13.22,125.12,6.54,3.91,1.7,153.24,325.25,78.45,232.73,370.38,64.32,65.96,52.1,126.5,7.05,182.65,55.24,2.1,214.29,178.4
2.59,121.26,13.22,122.41,6.5,3.87,1.68,155.05,325.2,78.17,230.53,369.92,64.06,66.31,52.21,127.32,6.99,182.28,54.98,2.11,214.67,176.59
2.57,120.51,13.12,120.45,6.4,3.82,1.66,153.93,323.99,77.19,228.83,369.18,62.31,65.65,51.99,126.29,6.92,181.47,54.04,2.15,209.67,175.67
2.56,120.62,13.07,118.55,6.41,3.83,1.59,156.52,325.81,76.91,231.24,369.73,62.96,65.98,52.08,126.9,6.94,180.83,54.13,2.14,209.45,175.52
2.58,120.11,13.26,119.53,6.47,3.79,1.59,160.28,324.06,76.94,230.39,368.16,63.3,65.98,52,125.98,7.04,182.54,53.82,2.12,210.36,174.46
2.59,118.78,13.19,119.3,6.48,3.78,1.61,157.95,324.93,77.47,232.71,368.23,62.92,65.37,52.03,125.16,6.96,183.6,53.6,2.14,209.1,174.54
2.58,118.72,13.44,119.53,6.63,3.79,1.55,157.26,329.53,78.87,234.67,369.45,64.5,66.7,52.94,127.12,7,185.84,55.03,2.14,213.43,177.14
2.58,119.93,13.35,120.39,6.67,3.82,1.55,159.47,325.27,78.58,234.85,367.69,63.78,67.25,52.66,126.3,7.16,186.4,55.7,2,213.17,175.01
2.6,119.53,13.45,121.32,6.79,3.88,1.58,161.89,323.83,78.56,236.15,365.35,63.9,67.41,53.01,127.15,7.31,186.89,56.13,2,214,174.78
2.9,118.38,13.33,119.59,6.81,3.9,1.67,159.19,322,76.73,231.35,358.47,64.82,67.2,53.05,126.14,7.3,183.55,55.69,2.1,210.77,168.62
2.9,115.38,13.26,118.78,6.79,3.83,1.7,154.62,321.14,77.44,229.87,356.21,65.76,67.74,52.93,126.47,7.3,183.18,55.53,2.13,212.09,173.88
3.02,116.13,13.04,119.47,6.87,3.87,1.69,152.84,322.16,78.09,230.02,356.96,65.92,67.42,52.99,127.13,7.21,183.85,54.94,2.15,210.64,172.99
2.95,118.43,13.01,118.38,6.88,3.88,1.68,155.71,323.2,78.42,228.84,357.63,65.41,66.95,52.08,127.32,7.2,184.62,54.73,2.08,210.87,173.58
3.01,122.82,13.42,119.59,6.97,3.93,1.7,159.7,323.99,79.59,230.3,357.8,66.18,67.22,53.09,128.24,7.24,185.97,54.96,2.13,212.07,174.86
2.9,123.33,13.49,119.07,7,3.91,1.72,162.55,342.97,79.18,233.67,368.9,68.75,68.3,53.4,129.96,7.27,187.64,55.37,1.98,213.38,173.96
2.93,122.53,13.39,117.97,6.99,3.89,1.69,161.14,354.72,80.43,233.37,370.32,68.3,67.91,53.51,128.8,7.15,187.61,54.84,1.97,213.04,173.77
2.95,124.03,13.48,120.51,7.01,3.89,1.75,161.92,352.52,80,233.97,369.46,69.5,68.29,53.6,128.94,7.19,189.73,55.23,2.02,217.32,173.61
2.99,123.39,13.19,120.22,7.09,3.97,1.84,162.52,355.43,80.05,233.85,369.62,68.48,68.12,53.58,127.71,7.14,189.83,54.81,2.02,216.58,174.53
2.94,119.7,12.77,118.84,7.13,3.99,1.79,162.03,352.91,79.8,233.14,365.99,69.64,68.56,54,127.91,7.25,189.12,55.53,2.05,215.34,173.91
2.96,119.82,12.73,117.68,7.21,3.86,1.76,162.2,345.57,78.8,228.3,362.17,70.22,68.78,53.91,126.91,7.4,185.94,56.5,2,215.15,172.46
2.97,126.62,12.81,117.97,7.33,3.84,1.82,159.22,345.02,77.76,215.01,363.09,68.44,71.74,51.53,124.05,6.77,183.43,45.55,1.9,216.03,169.55
2.96,125.93,12.36,115.25,7.16,3.71,1.76,158.38,341.16,77.15,206.19,361.91,69.08,69.11,50.4,123.43,6.64,181.97,45.86,2,211.37,168.01
2.87,121.78,12.02,114.37,7.08,3.65,1.73,157.87,342.81,74.17,201.76,358.43,65.91,65.55,48.7,118.6,6.78,176.77,45.18,2,205.14,162.01
2.82,123.05,11.82,112.23,7.04,3.4,1.73,160.54,354.25,75.97,206.1,366.78,65.36,67.45,55.85,121.63,6.66,180.67,44.5,1.93,208.64,164.52
2.82,124.26,11.91,113.96,7.27,3.27,1.62,159.42,361.42,76.09,207.37,369.3,65.54,68.29,56.49,120.85,6.41,180.85,43.3,2.01,209.22,163.39
2.79,125.06,12.03,116.65,7.47,3.46,1.6,165.99,368.96,77.55,212.12,377.17,68.41,70.44,57.03,123.37,6.59,184.17,43.81,1.81,215.14,167.01
2.79,122.64,11.51,115.16,7.34,3.49,1.6,165.99,370.54,77.41,209.36,377.01,58.09,70.22,56.82,120.69,6.35,184.1,42.25,2.07,211.23,166.67
2.83,120.68,11.42,116.47,7.27,3.37,1.6,163.47,373.21,75.51,203.91,377,57.5,68.58,55.84,118.9,6.39,181.35,42.76,2.04,209.24,164.69
2.85,120.57,11.74,117.17,7.3,3.37,1.6,161.54,370.66,76.06,203.74,377.22,58.78,68.52,56.31,120.48,6.28,183.11,42.95,2,211.04,167.98
2.9,117.51,11.31,116.13,7.21,3.37,1.6,153.96,361.42,73.31,200.81,368.94,57.86,66.39,55.64,116.81,6.07,180.83,42.43,2,207.23,164.04
2.69,113.06,11.31,114.77,7.2,3.38,1.59,158.96,365.22,72.98,203.95,373.46,57.36,67.15,55.11,117.72,5.95,182.22,41.54,1.95,202.99,162.27
2.76,116.82,11.64,117.28,7.21,3.38,1.57,156.17,367.91,73.76,206.82,377,59.22,67.88,56.07,119.95,5.98,184.35,41.52,1.95,208.36,165.03
2.81,120.57,11.73,118.9,7.26,3.42,1.59,158.33,370.08,74.69,208.24,380.47,60.11,68.88,56.63,121.53,5.99,187.59,41.82,2,209.4,165.86
2.85,119.59,11.51,119.01,7.23,3.44,1.64,160.57,369.01,74.72,207.51,381.75,60.75,68.49,56.67,121.02,5.84,187.17,40.7,1.94,212.6,163.47
2.81,123.28,11.88,122.01,7.42,3.51,1.68,161.11,369.14,75.1,209.43,383,60.34,69.64,57.01,121.82,5.91,188.48,40.65,1.95,217.27,163.79
2.81,123.45,11.68,121.03,7.22,3.41,1.63,163.81,372.02,75.47,208.54,385.88,62.37,69.78,57.57,122.97,5.91,187.55,41.35,1.92,216.16,162.9
2.79,121.03,11.53,121.37,7.11,3.36,1.64,156.75,361.5,72.79,204.27,376.89,59.37,67.99,56.17,120.62,5.72,183.55,39.89,1.96,211.02,156.49
2.67,121.32,11.57,122.01,7.11,3.36,1.66,156.52,366.65,74.02,204.62,380.32,60.96,68.41,56.02,121.31,5.76,184.65,39.88,1.9,213.35,156.91
2.71,121.43,11.9,122.35,7.11,3.35,1.68,153.93,364.18,73.47,202.61,379.99,60.98,68.23,56.12,120.81,5.65,183.36,40.62,1.9,213.05,157.48
2.71,121.09,12.37,118.78,7.05,3.34,1.65,153.99,363.9,74.83,203.81,380.97,59.94,69.39,57,121.7,5.72,185.44,40.82,1.95,215.49,159.55
2.7,122.3,12.9,119.93,7.14,3.38,1.7,156.6,367.93,76.39,207.27,384.43,61.33,70.61,58.65,122.86,5.9,189.47,42.01,1.9,220.95,163.6
3.09,122.47,12.84,121.26,7.17,3.45,1.7,155.94,367.87,76.82,209,384.11,59.97,70.28,59.2,122.64,4.62,191.27,41.01,2.01,222.29,164.62
3.13,125.87,13.01,121.78,7.29,3.47,1.75,160.48,367.87,76.82,209,384.11,59.97,70.28,59.2,122.64,4.62,191.27,41.01,2.01,222.29,164.62
3.17,125.12,12.73,120.34,7.29,3.43,1.74,161.11,366.23,76.07,208.04,384.69,58.99,69.47,59.44,122.34,4.41,189.28,40.77,1.9,220.99,163.53
3.18,128.47,12.97,126.85,7.32,3.44,1.79,164.7,372.06,77.3,208.56,389.08,59.97,69.17,59.13,123.67,4.47,190.71,41.06,1.9,222.32,167.14
3.28,131.46,12.94,126.79,7.4,3.48,1.78,163.41,368.43,78.46,214.24,385.15,61.19,70.26,59.71,127.27,4.53,192.27,41.74,1.85,227.1,170.37
3.31,130.77,13.04,126.51,7.51,3.52,1.79,161.37,367.77,78.85,215,386.56,61.99,69.22,59.9,127.87,4.68,192.67,41.72,1.73,227.04,171.16
3.26,132.27,13.16,126.22,7.37,3.52,1.8,159.39,355.83,79.1,215.45,380.21,59.55,68.72,59.23,128.64,4.78,188.07,42.64,1.93,219.5,169.66
3.2,131.29,13.25,125.24,7.46,3.65,1.85,157.52,355.09,78.98,217.88,381.32,60.57,67.83,59.99,131.33,5.08,187.87,44.07,1.75,209.29,169.61
3.15,134.29,13.47,124.2,7.55,3.73,1.88,159.93,358.85,80.19,220.38,381.55,62.94,68.15,60.03,131.62,5.27,188.6,44.9,1.75,212.43,171.28
3.15,132.73,13.56,124.26,7.51,3.71,1.84,160.65,365.22,81.08,216.79,386.63,64.37,68.06,59.9,131.86,5.3,189.41,44.41,1.75,215.84,168.63
3.12,133.83,13.69,124.03,7.49,3.73,1.86,159.39,363.68,81.43,218.31,384.86,65.11,69.67,59.8,132.48,5.15,189.96,44.09,1.72,216.01,167.71
3.04,134.46,13.46,122.99,7.57,3.61,1.87,161.34,371.43,81.44,222.66,392.66,66.19,69.98,59.86,133.33,5.02,190.97,43.9,1.7,216.14,166.21
3.09,134.92,13.06,122.7,7.7,3.63,1.82,161.34,374.47,80.93,221.08,393.98,66.15,69.89,60.41,133.45,4.9,191.31,43.37,1.68,216.64,166.46
3.07,135.33,12.86,121.61,7.73,3.6,1.8,161.4,377.42,81.19,219.7,397.04,65.44,69.95,60.28,131.71,4.73,190.3,43.08,1.63,226.38,167.97
3.04,135.16,12.92,123.05,7.69,3.63,1.75,163.98,375.58,81.12,218.46,393.43,63.14,69.49,60.05,130.67,4.63,188.13,42.66,1.55,224.21,166.77
3.12,134.98,12.74,121.14,7.51,3.55,1.74,164.39,368.18,79.96,214.82,388.25,63.54,68.7,59.63,128.42,4.67,187.37,42.16,1.6,227.8,168.31
3.07,132.73,12.55,119.76,7.57,3.47,1.72,164.39,369.13,80.02,212.34,387.67,62.5,69.04,59.22,128.93,4.67,186.79,41.5,1.55,227.01,167.14
3.04,132.45,12.41,120.51,7.38,3.47,1.76,167.37,369.51,79.91,212.64,389.17,60.95,69.62,58.17,129.25,4.58,184.7,41.5,1.62,226.38,165.76
2.99,130.89,12.38,120.11,7.42,3.5,1.76,164.39,375.01,80.7,213.75,390.43,60.43,70.48,58.5,130.53,4.51,186,41.56,1.62,231.31,166.93
3.07,129.79,12.48,120.74,7.51,3.52,1.73,165.42,382.15,81.12,214.26,392.92,59.01,70.93,58.46,129.52,4.44,186,41.11,1.74,233.85,167.03
3.12,132.04,12.48,120.62,7.48,3.55,1.82,165.42,371.18,80.44,213.39,387.87,58.31,71.04,57.84,129.6,4.62,183.02,41.95,1.72,227.5,168.04
3.18,134.75,12.44,121.66,7.49,3.55,1.87,165.42,374.79,80.52,211.79,390.06,56.78,71.41,57.21,129.37,4.49,182.73,41.76,1.7,231.26,169.2
3.25,133.66,12.3,121.61,7.41,3.47,1.81,165.42,367.79,78.91,206.47,384.19,54.22,69.05,55.91,126.69,4.42,178.71,41.25,1.5,226.15,164.19
3.15,130.66,11.94,117.45,7.15,3.31,1.79,163.21,362.5,76.95,200.16,378.16,53.26,67.33,55.22,124.01,4.35,174.41,41.33,1.51,224.44,161.08
2.99,130.66,11.88,113.57,7.09,3.23,1.76,161.83,364.33,77.39,202.93,380.06,54.3,67.85,56.38,125.1,4.32,174.88,41.78,1.4,225.15,161.52
3.02,133.43,11.93,113.54,7.15,3.27,1.78,163.7,368.98,78.57,204.98,384.95,54.86,68.25,55.68,125.75,4.42,176.64,42.59,1.45,228.41,163.63
3.06,133.94,11.87,113.64,7.23,3.28,1.77,165.08,367.92,78.26,205.55,383.78,54.62,68.3,55.38,126.72,4.55,176.7,43.53,1.43,229.37,163.18
3.07,133.25,11.62,114.14,7.21,3.25,1.74,165.08,368.44,77.14,203.26,382.12,52.76,67.9,54.62,124.18,4.62,176.5,43.51,1.43,226.59,158.62
3.08,131.52,11.42,112.97,7.29,3.28,1.7,165.08,367.63,77.83,205.63,384.61,52.34,68.56,54.68,125.31,4.95,177.05,44.33,1.45,227.68,159.84
3.04,131.12,11.44,111.88,7.27,3.29,1.67,164.99,368.75,78.99,208.59,386.88,52.54,68.89,55.17,126.18,5.16,176.69,44.97,1.5,229.8,160.97
3.06,127.83,12.05,111.61,7.3,3.33,1.69,164.99,362.22,80.3,211.74,381.47,53.16,70.01,55.82,128.14,5.29,179.63,44.4,1.46,229.79,163.53
3.04,126.85,11.99,111.54,7.34,3.37,1.58,164.99,366.42,80.17,212.47,382.61,52.83,69.58,55.53,126.53,5.17,179.12,44.47,1.57,228,162.98
3.04,124.43,12.11,111.17,7.3,3.34,1.6,168.41,361.94,80.3,213.19,382.75,53.32,70.11,56.48,126.58,5.19,178.45,44.01,1.68,229.13,163.64
3.12,121.89,11.96,111.15,7.3,3.32,1.57,168.41,364.69,80.63,215.01,382.84,51.89,69.49,56.17,126.94,5.16,178.29,44.21,1.63,226.4,163.63
3.12,122.24,12.21,109.74,7.09,3.27,1.57,166.63,356.27,81.49,211.75,377.06,51.75,70.72,56.67,127.97,5.25,176.76,44.67,1.5,226.86,167.52
3.07,122.01,11.81,103.77,7.09,3.19,1.66,166.63,349.62,80.69,210.1,372.48,50.55,69.23,56.33,125.61,5.24,174.43,45.03,1.4,225.43,165.57
3.04,122.64,11.91,104.36,7.03,3.16,1.63,166.63,350.39,81.6,211.01,374.05,52.31,69.07,55.86,125.74,5.36,175.45,45.17,1.35,224.8,168.94
2.98,122.41,11.79,101.6,7.03,3.25,1.64,164.67,352.38,83.41,215.16,373.68,53.2,68.22,56.36,125.58,5.39,179.88,45.58,1.4,216.69,168.94
2.98,124.03,11.75,100.28,7.05,3.25,1.69,163.61,353.2,82.52,217.16,373.09,53.7,68.36,56.4,126.7,5.46,173.56,45.92,1.4,215.42,169.85
2.98,123.57,11.87,99.96,7.28,3.16,1.69,163.01,356.91,84.6,220.72,374.74,54.92,68.99,57.4,128.87,5.47,174.67,45.65,1.42,217.42,171.46
3.02,123.74,12.14,100.37,7.34,3.21,1.74,163.78,345,84.32,221.19,370.73,54.26,69.42,57.43,128.47,5.51,173.54,45.58,1.55,217.7,171.63
2.96,126.85,12.26,101.3,7.43,3.25,1.73,164.01,346.53,84.37,222.69,371.84,54.75,69.48,57.68,129.03,5.44,174.93,45.75,1.55,218.15,172.68
3.01,126.04,12.21,100.26,7.49,3.22,1.73,167.72,347.17,83.75,222.57,371.1,52.98,70.08,57.97,129.99,5.49,176.03,46.08,1.55,223.44,173.16
3,123.62,12.09,101.5,7.56,3.21,1.7,163.7,354.08,84.84,225.09,378.64,52.53,70.56,58.01,131.04,5.42,178.24,46.04,1.56,224.56,174.6
3.06,124.95,12,101.07,7.57,3.2,1.71,165.85,352.48,84.69,225.66,376.68,51.13,79.18,58.1,135.25,5.44,176.8,45.76,1.56,223.75,172.73
3.01,127.54,12.15,100.01,7.64,3.27,1.71,164.1,352.13,86.51,230.23,379.17,52.52,74.87,58.38,140.06,5.59,179.73,46.32,1.68,224.61,176.12
3.18,127.95,12.63,100.7,7.65,3.32,1.75,162.63,340.67,87,228.76,374.48,51.87,75.82,59.01,139.42,5.78,178.07,46.66,1.66,223.62,180
3.22,129.22,12.6,100.33,7.53,3.47,1.76,164.56,337.85,87.2,230.14,373.63,53.08,75.77,60.28,137.91,5.79,179.3,46.52,1.67,222.36,180.68
3.16,132.56,12.81,99.84,7.66,3.5,1.73,166.4,344.02,87.48,233.99,379.79,52.24,74.86,60.7,138.8,5.91,181.57,47.37,1.67,224.7,180.81
3.2,129.45,12.95,100.84,7.67,3.51,1.76,164.27,343.43,87.72,250.45,378.75,52.41,75.31,60.21,139.59,6.13,182.95,47.58,1.67,225.89,179.66
3.26,121.89,12.98,99.98,7.61,3.5,1.76,162.09,350.11,87.81,251.21,381.86,65.28,75.45,61.01,139.48,6.12,185.08,45.03,1.41,225.93,181.21
3.25,119.93,13.09,99.84,7.51,3.33,1.75,161.14,350,87.42,251.9,381.38,64.45,75.98,61.03,139.21,6.26,184.35,45.12,1.05,227.78,180.83
3.31,120.51,13.2,99.27,7.5,3.35,1.77,161.14,351.69,87.52,253.96,386.3,64.01,76.4,60.75,140.32,5.89,185.28,43.75,1.35,229.67,182.01
3.33,119.24,13.11,98.11,7.53,3.32,1.79,163.5,353.72,87.48,254.5,387.69,64.65,76.97,60.87,140.75,6.06,184.72,43.96,1.34,228.94,181.95
3.26,118.66,13.2,101.55,7.51,3.29,1.76,164.24,355.69,87.36,255.4,390.16,66.69,77.5,61.16,140.8,6.42,185.19,45.12,1.1,230.23,179.65
3.23,118.72,13.24,102.59,7.53,3.3,1.78,162.55,356.66,88.09,256.86,393.55,67.37,78.46,61.5,141.12,6.53,187.08,46.26,1.12,232.11,181.75
3.26,118.61,12.96,103.79,7.57,3.28,1.79,159.85,356.7,87.95,258.06,392.76,67.72,79.37,60.73,140.24,6.4,186.58,45.8,1.27,234.19,179.8
3.28,119.47,12.84,104.64,7.6,3.29,1.81,158.81,353.54,87.51,257.31,390.81,68.48,80.82,60.79,139.78,6.44,184.95,45.39,1.25,234.23,180.12
3.07,110.71,12.73,106.19,7.53,3.25,1.8,158.24,353,86.5,254.26,392.7,71.98,80.44,61.65,139.68,6.34,184.33,45.11,1.26,235.01,177.22
3,107.64,12.59,105.17,7.5,3.22,1.79,160.42,348.22,86.88,250.73,390.26,71.9,78.01,60.96,138.21,6.39,182.95,44.48,1.25,235.2,176.53
3.07,109.83,12.56,104.92,7.55,3.3,1.79,158.67,349.16,87.12,249.81,390.74,72.09,77.36,60.5,136.57,6.47,182.88,44.15,1.5,231.3,176.79
3,111.03,12.48,103.79,7.61,3.34,1.74,163.7,349.75,87.01,249.16,389.98,74.33,78.54,60.46,137.85,6.63,182.66,45.23,1.4,239.27,176.51
3.08,113.27,12.57,103.44,7.62,3.34,1.75,164.27,353.85,87.36,249.4,392.5,76.93,78.57,60.85,138.48,6.57,182.02,45.05,1.5,240.18,178.52
3.13,112.37,12.39,103.05,7.57,3.23,1.73,163.7,352.88,87.78,252.55,394.24,75.57,79.17,60.79,138.33,6.73,182.35,45.28,1.4,241.01,179.42
3.11,112.46,12.39,102.63,7.58,3.24,1.75,165.36,352.88,87.78,252.55,394.24,75.57,79.17,60.79,138.33,6.73,182.35,45.28,1.4,241.01,179.42
3.07,111.65,12.24,102.54,7.53,3.21,1.73,162.29,351.77,87.49,251.67,391.03,73.8,77.58,60.13,137.31,6.71,181.74,45.55,1.4,239.32,178.55
3.15,110.57,11.72,99.84,7.37,3.14,1.75,165.71,341.73,85.52,250.04,383.62,73.72,77.35,58.98,135.03,6.61,177.99,44.55,1.4,237.2,174.32
2.99,109.88,11.79,99.24,7.2,3.12,1.75,164.82,343.15,84.77,249.22,381.62,73.83,77.67,58.79,136.05,6.6,177.04,44.14,1.44,235.78,172.55
2.84,111.98,11.95,101.25,7.26,3.16,1.76,164.41,343.21,85.24,254.5,384.58,72.76,77.41,59.6,137.17,6.94,178.08,44.75,1.4,236.16,173.21
2.87,112.58,12.13,101.25,7.24,3.17,1.83,163.7,344.41,85.68,252.03,385.94,72.82,76.96,59.94,138.52,7.25,182.37,45.23,1.34,236.36,174.01
2.82,110.87,12.24,101.44,7.34,3.23,1.8,161.94,344.76,86.7,253.41,386.86,71.87,78.04,60.51,139.59,7.07,183.55,45.65,1.4,237.06,175.46
2.87,111.84,11.97,100.84,7.31,3.27,1.82,164.33,343.05,86.24,253.23,383.34,72.27,77.84,60.53,140.92,6.86,183.17,46.06,1.4,236.6,174.49
2.86,111.86,12.16,101.27,7.24,3.16,1.8,165.71,344.48,85.74,251.78,384.44,72.64,77.58,60.28,141.35,6.97,180.48,46.37,1.3,236.38,174.04
2.84,111.68,12.07,100.19,7.33,3.17,1.78,167.72,348.71,86.86,253.74,386.24,72.49,77.84,61.66,142.19,7.03,179.27,46.16,1.39,238.57,176.01
2.79,112,12.22,99.38,7.49,3.18,1.81,166.57,345.9,88.12,254.55,384.05,71.81,78.17,62.01,143.21,7.12,180.47,46.71,1.39,239.54,177.39
2.82,113.82,12.15,99.48,7.55,3.09,1.82,163.7,344.65,87.92,251.24,386.47,72.47,78.31,62.35,143.4,7.1,179.03,46.55,1.43,240.22,176.98
2.88,115.09,12.19,103.14,7.64,3.18,1.81,162.98,344.69,88.15,252.31,385.95,73.19,77.96,62.74,142.79,7.12,180.59,46.28,1.35,242.36,176.4
2.9,118.38,12.22,103.72,7.46,3.11,1.81,163.27,345.84,87.66,252.4,386.89,71.35,77.82,62.32,141.37,7.07,181.1,46.54,1.43,242.27,176.7
2.92,118.55,12.29,106.35,7.47,3.15,1.79,162.15,338.7,87.12,251.71,380.57,69.83,77.84,62.32,139.59,7.02,178.46,46.64,1.4,243.87,174.64
2.9,118.26,12.26,105.89,7.48,3.14,1.79,159.47,342.21,87.71,254.24,383.15,70.32,79.08,62.63,140.84,7.11,178.65,47.15,1.35,247.48,176.5
2.95,118.95,12.29,107.22,7.5,3.14,1.78,160.37,345.91,88.17,254.11,386.47,71.24,80.75,63.7,142.87,7.07,178.33,47.27,1.34,250.43,176.41
2.88,119.07,12.43,108.01,7.59,3.18,1.79,160.77,348.12,88.37,255.49,391.9,72.24,81.2,63.46,143.35,7.07,179.74,47.06,1.2,250.6,176.43
2.85,119.07,12.43,108.22,7.6,3.15,1.82,160.85,347.08,88.22,253.99,390.17,73.09,80.94,63.26,143.48,7.1,178.82,47,1.24,250.43,176.31
2.85,119.07,12.43,108.22,7.6,3.15,1.83,160.82,347.08,88.22,253.99,390.17,73.09,80.94,63.26,143.48,7.1,178.82,47,1.24,250.43,176.31
2.85,119.07,12.43,108.22,7.6,3.15,1.83,158.67,347.96,88.89,252.6,392.3,72.9,80.6,63.1,142.37,7.08,178.19,46.73,1.16,251.63,176.88
2.85,119.64,12.15,107.25,7.61,3.16,1.83,154.85,346.44,88.64,251.07,393.6,72.9,80.07,62.75,141.72,7.07,177.49,46.59,1.08,250.78,176.48
2.85,117.97,12.05,106.92,7.44,3.1,1.9,154.22,349.07,88.4,251.81,391.9,73.51,79.73,62.66,141.65,7.09,176.01,46.71,1.07,250.97,176.42
2.79,117.97,12.05,106.69,7.42,3.08,1.95,154.39,343.97,88.33,250.88,389.38,73.28,79.88,62.08,140.89,7.13,176.35,47.03,0.99,249.99,177
2.79,117.97,12.05,106.69,7.42,3.08,1.95,155.37,343.97,88.33,250.88,389.38,73.28,79.88,62.08,140.89,7.13,176.35,47.03,0.99,249.99,177
2.75,119.47,12.08,107.18,7.54,3.07,2.01,155.91,355.7,90.32,255.85,399.37,76.56,80.55,63.63,143.11,7.04,178.43,47.17,1.12,252.23,180.79
2.83,118.38,12.2,108.54,7.63,3.06,2.02,159.39,375.01,90.45,263.5,413.74,73.92,81.52,65.43,143.42,7.16,180.18,47.59,1.25,255.91,178.86
2.82,117.51,12.54,109.6,7.73,3.05,2.05,161.26,375.83,90.64,265,413.11,68.75,80.74,65.27,143.54,7.37,182.09,48.55,1.22,258.24,177.51
2.87,119.64,12.71,109.32,7.75,3.01,2.08,158.96,374.97,90.35,267.46,414.5,69.77,79.41,66.31,145.25,7.28,180.02,48.32,1.18,257.12,177.61
2.84,119.82,13.09,110.91,7.78,3,2.07,158.01,370.29,90.49,268.96,411.03,69.61,80.06,65.68,145.01,7.31,180.48,49.2,1.12,259.56,177.76
