"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P."
7.29,63.17,104.64,188.2,11.15,39.44,3.14,9.28,149.32,98.58,2409.01,333.03,219.47,101.8,8.28,18.23,4.63,4.1,9.16,227.93,74.56,48.98,1123.33
7.32,62.35,102.22,186.88,11.13,39.02,3.12,9.17,151.02,98.09,2467.13,333.28,226.94,98.09,8.27,18.1,4.62,3.95,9.5,228.63,75.89,48.72,1151.38
7.35,61.65,102.68,188.84,11.23,39.55,3.27,9.16,150.31,97.93,2558.39,343.18,229.18,101.09,8.1,18.21,4.8,3.95,9.61,233.8,76.59,48.66,1146.98
7.56,61.42,97.45,188.09,11.16,39.15,3.35,9.27,148.29,96.32,2708.96,356.87,238.31,99.76,8.17,17.91,4.95,3.97,9.76,240.34,76.89,48.98,1128.32
7.48,60.66,99.68,183.82,11.21,39.76,3.36,9.14,149.41,97.22,2708.96,356.87,238.31,99.76,8.15,18.04,4.77,3.95,9.37,236.39,76.45,44.5,1124.96
7.43,60.66,99.22,183.7,11.28,39.52,3.36,9.14,148.73,97.38,2708.96,356.87,238.31,99.76,8.09,17.87,4.87,3.91,9.44,241.27,76.85,44.01,1167.13
7.43,62.28,99.82,185.9,11.36,40.23,3.36,9.14,153,98.74,2708.96,356.87,238.31,99.76,8.12,18.19,4.73,3.91,9.19,241.27,76.85,44.01,1167.13
7.24,61.42,99.06,188.26,11.44,39.96,3.42,8.73,153.52,98.43,2708.96,356.87,238.31,99.76,8.1,18.2,4.76,3.91,9.16,232,76.23,44.5,1166.71
7.42,61.48,99.04,188.32,11.26,40.01,3.46,8.72,156.23,97.35,2708.96,356.87,238.31,99.76,8.06,18.1,4.66,4.03,8.97,228.46,75.98,45.38,1213.62
8.71,60.69,99.89,189.99,11.27,39.82,3.41,8.8,155.77,97.47,2573.57,347.34,227.09,95.75,7.99,17.86,4.55,3.91,8.86,226.18,76.66,44.54,1116.87
8.18,61.53,99.59,188.38,11.17,39.36,3.49,8.95,155.61,96.76,2562.11,358.7,225.38,94.78,7.93,17.36,4.47,3.93,8.85,223.21,75.43,44.4,1113.13
8.18,61.33,98.78,185.61,10.99,38.69,3.49,8.4,152.5,95.95,2382.99,326.05,206.09,92.9,7.8,17.17,4.33,3.85,8.64,222.49,74.71,45.12,1029.9
8.1,61.28,98.6,185.09,11.09,38.64,3.47,8.33,153.4,97.93,2402.76,328.08,208.31,90.82,7.85,16.84,4.29,3.88,8.42,222.38,75.03,46.98,1042.82
8.16,61.34,98.97,185.09,11.12,38.68,3.49,7.98,152.81,100.75,2279.86,305.25,206.74,87.78,7.79,16.77,4.41,3.88,8.74,223.93,75.04,47.01,1081.36
8.19,57.54,97.12,185.26,11.15,38.09,3.23,7.93,153.99,99.23,2239.24,300.89,206.79,85.28,7.76,17.09,4.33,3.74,8.81,217.93,73.73,45.83,1035.19
7.97,54.73,94.22,181.46,10.81,36.94,3.04,7.5,150.12,98.21,2210.89,291.62,196.85,82.94,7.63,16.56,4.57,3.7,9.07,214.14,71.58,44.45,1028.71
8.05,57.15,95.62,183.07,10.98,37.75,3.06,7.9,153.12,99.76,2247.58,301.02,194.96,82.48,7.79,16.95,4.57,3.64,9.15,217.75,72.86,44.85,1094.48
7.84,56.35,94.29,181.69,10.94,37.64,3,7.63,150.89,99.85,2143.43,292.35,189.01,81.31,7.87,17.23,4.74,3.7,9.4,218.15,72.08,44.97,1066.98
7.7,57.01,94.1,181.05,10.81,37.79,3.02,7.58,150.06,98.24,2228.83,297.14,194.24,81.97,8.09,17.44,4.69,3.74,9.66,216.06,69.71,44.95,1022.67
7.6,58.62,99.08,183.24,11.07,38.53,2.91,7.35,152.19,97.28,2117.39,277.36,187.11,79.12,8.02,17.6,4.77,3.9,9.36,211.15,68.41,45.39,1030.81
7.54,58.2,100.56,182.67,10.95,38.64,2.96,7.53,153.43,102.39,2145.62,277.56,187.38,80.09,7.87,17.17,4.79,3.98,9.33,217.01,71.13,46.16,1088.32
8.03,59.82,102.52,181.17,11.19,38.6,2.87,7.26,153.4,100.75,2041.36,254.65,173.62,79.3,7.94,17.29,4.82,3.88,9.41,220.63,69.85,47.67,1074.97
8.12,60.34,103.74,180.94,11.37,38.88,2.97,7.18,155.77,102.61,2017.39,252.57,167.51,78.13,7.92,17.51,4.85,4.01,9.73,227.1,70.68,46.38,1106.83
8.35,61.28,105.13,185.38,11.66,39.5,3.02,7.4,156.62,104.68,2051.78,263.09,171.02,77.85,7.89,17.55,4.86,4.03,9.63,227.06,72.03,46.85,1100.95
8.41,60.2,103.9,185.15,11.33,39.21,3.02,7.57,156.16,103.41,2133.01,276.04,173.82,81.72,7.89,17.55,4.9,3.99,9.47,228.61,71.65,45.98,1117.76
8.18,60.46,104.57,185.43,11.31,39.37,2.97,7.38,155.69,103.07,2110.1,275.43,172.45,80.2,7.75,17.31,4.94,3.97,9.58,229.39,71.91,46.63,1086.01
8.09,60.3,105.4,185.2,11.21,39.53,2.93,7.25,155.77,103.17,2057.45,261.43,164.42,77.2,7.6,17.2,4.94,4.04,9.78,229.86,72.39,47.64,1108.89
8.11,60.16,104.85,186.7,11.28,40.09,2.94,7.49,152.13,102.73,2093.95,273.3,169.66,78.28,7.67,17.37,4.98,3.98,9.57,230.63,72.64,48.41,1103.35
8.03,61.52,104.85,187.4,11.26,40,3.08,8.08,151.98,102.02,2114.64,275.28,168.37,81.45,7.67,16.93,4.93,4.07,9.6,233.01,71.75,48.66,1101.34
8.12,61.44,103.95,186.24,11.18,39.84,3.14,8.02,153,101.83,2155.61,281.61,174.09,84.1,7.48,16.95,4.87,4.04,9.63,231.07,70.7,49.15,1060
7.97,61.81,103.81,184.74,11.08,39.35,3.15,7.91,153.74,101.46,2093.43,271.62,166.34,83.03,7.65,17.36,4.84,4.09,9.68,234.7,68.73,49.2,1105.74
8.11,61.1,102.7,183.36,11.06,39.42,3.03,7.62,152.81,101.03,2072.59,270.27,167.27,82.08,7.74,17.85,4.79,4.11,9.73,230.72,69.18,49.85,1070.67
7.99,61.35,102.5,183.42,11.04,39.5,3.09,7.74,153.06,100.53,2078.85,273.14,167.33,83.11,7.9,18.16,4.81,3.98,9.76,229.08,69.86,48.79,1063.27
7.97,61.03,101.39,182.55,10.94,39.52,2.98,7.52,151.98,102.27,2071.56,271.63,164.3,82.23,7.86,17.74,4.89,3.91,9.69,229.68,69.07,48.36,1050.97
7.97,60.21,100.17,183.3,11.06,39.13,3,7.57,149.47,101.9,2052.81,266.61,166.64,83.27,7.79,17.35,4.76,3.96,9.51,231.16,68.95,50.1,1077.36
7.89,61.18,100.88,181.92,11.09,39.18,3.02,7.8,150.83,103.17,2096.56,276.99,169.96,84.88,7.91,17.63,4.85,4,9.58,235.31,69.38,51.37,1159.99
7.78,62.73,102.04,184.22,11.16,39.76,3,7.81,151.88,103.66,2118.53,283.38,171.73,87.28,7.91,17.63,4.96,4.04,9.61,235.98,70.41,52.91,1166.02
7.57,63.25,102.17,185.95,11.17,39.8,3.01,7.87,152.69,104,2141.39,284.81,172.89,87.28,7.88,17.5,4.95,4.12,9.37,233.95,70,52.34,1195.67
7.57,61.98,101.04,184.57,11.02,39.27,2.98,7.82,150.83,102.67,2092.39,279.1,171.54,88.15,7.93,17.7,4.95,4.04,9.17,228,68.97,51.15,1206.28
7.58,62.01,101.9,186.13,11.02,39.5,3.01,7.93,150.83,102.67,2129.37,284.42,178.75,87.93,7.96,17.71,4.95,3.96,9.21,229.62,69.65,51.9,1184.68
7.58,62.01,101.9,186.13,11.02,39.5,3.01,7.93,150.83,102.67,2251.74,296.37,181.33,87.93,7.96,17.71,4.95,3.96,9.21,229.62,69.65,51.9,1184.68
7.58,62.01,101.9,186.13,11.02,39.5,3.01,7.93,150.83,102.67,2251.74,296.37,181.33,87.93,7.7,16.4,4.98,4.03,9.32,230.28,70.56,52.75,1211.08
7.58,62.3,104.34,192.12,11.22,40.45,3.01,7.93,155.23,104.77,2214.28,296.58,173.32,87.43,7.71,15.83,5.02,4.07,9.44,236.3,70.95,52.41,1225.3
7.7,61.77,104.25,191.78,11.14,40.59,3.08,7.75,154.84,105.89,2146.55,282.09,165.77,86.07,7.75,16.14,5.06,4.02,9.37,234.94,70.38,51.72,1235.34
7.7,62.92,104.94,194.43,11.3,41.86,3.19,8.04,158.09,108.24,2155.92,284.42,166.64,89.23,7.79,16.11,5,4.08,9.46,224.21,71.05,51.58,1270.11
7.51,63.23,105.82,194.37,11.24,41.81,3.15,7.84,162.58,108.18,2103.85,276.31,162.39,89.57,7.66,15.79,5,4.06,9.58,224.15,70.98,50,1253.1
7.52,63.07,105.06,194.03,11.17,41.53,3.08,7.71,161.8,107.41,2092.28,271.82,159.93,89.06,7.35,15.46,4.99,4.1,9.58,226.31,72.41,50.62,1259.88
7.54,62.25,104.55,194.89,11.51,41.45,3.06,8.02,161.96,108.33,2104.89,273.81,157.27,90.62,7.47,15.7,5.07,4.13,9.59,226.57,72.24,51.74,1267.02
7.56,62.8,104.53,195.53,11.31,41.46,3.1,8.14,161.8,108.33,2131.97,274.73,159.36,92.03,7.47,15.7,5.12,4.18,9.8,228.82,72.5,51.15,1252.55
7.57,65.16,106.53,196.62,11.42,42.35,3.06,8.06,164.28,110.69,2099.27,266.42,156.71,90.56,7.45,15.71,5.11,4.19,9.87,234.6,73.49,52.94,1290.89
7.54,65.47,106.49,197.02,11.52,42.43,3.12,8.22,163.58,111.43,2140.28,272.67,166.33,91.55,7.4,15.68,5.15,4.17,9.95,238.86,74.26,53.47,1294.93
7.5,65.8,107.18,198.12,11.6,42.31,3.14,8.27,163.82,112.27,2174.67,276.7,167.88,91.75,7.38,15.87,4.94,4.16,9.53,237.6,74.84,54.01,1287.69
7.53,64.27,106.19,198.06,11.35,42.01,3.15,8.41,161.96,111.62,2181.75,278.86,169.77,93.74,7.46,16.12,4.96,4.13,9.51,238.31,75.95,52.43,1306.45
7.43,66.63,111.33,199.62,11.56,42.4,3.14,8.28,166.91,113.5,2166.34,282.09,172.45,97.15,7.46,16.12,5.07,4.13,9.58,241.13,77.14,53.17,1255.22
7.45,67.66,113.01,202.16,11.68,43.56,3.22,8.56,168,115.82,2140.82,282.45,175.9,98.21,7.4,16,5.12,4.2,9.58,238.33,77.19,52.28,1246
7.5,67.43,111.63,200.02,11.6,43.29,3.3,8.5,167.84,114.68,2196.48,291.62,178.67,96.44,7.44,16.27,5.09,4.19,9.63,240.58,77.1,52.27,1283.9
7.41,67.3,110.43,197.14,11.52,42.23,3.21,8.25,165.91,114.56,2164.07,286.41,176.55,95.82,7.39,16.3,4.97,4.12,9.69,238.51,75.96,52.94,1233.99
7.39,66.95,110.43,196.97,11.44,42.42,3.15,8.23,164.13,114.4,2181.38,293.52,178.33,96.67,7.43,16.6,5.23,4.04,9.63,238.35,75.82,52.06,1215.42
7.46,68.04,111.01,197.83,11.41,42.67,3.12,8.24,166.68,119.51,2126.76,297.45,181.22,96.77,7.64,17.2,5.22,4.02,9.53,237.9,76.21,51.87,1210.23
7.44,68.33,112.3,200.48,11.41,42.96,3.26,8.32,168,116.85,2110.47,301.52,199.34,96.35,7.49,17.06,5.22,4.03,9.51,241.6,78.09,55.5,1210.19
7.34,67.84,111.21,196.85,11.32,42.7,3.15,8.05,168,116.85,2090.08,296.83,200.49,94.79,7.41,17.28,5.12,3.95,9.5,240.32,76.28,54.95,1216.49
7.28,68.22,112.62,198.93,11.44,42.7,3.13,7.98,170.16,119.04,2090.08,296.83,200.49,94.79,7.48,17.25,5.2,3.91,9.47,243.02,77.62,57.14,1191.08
7.51,67.69,111.88,198.98,11.73,42.67,3.12,8.14,169.78,118.92,2090.08,296.83,200.49,94.79,7.5,17.13,5.22,3.87,9.47,240,76.81,56.42,1131.14
7.51,67.68,112.53,200.14,11.88,42.56,3.12,7.99,168.92,119.29,2090.08,296.83,200.49,94.79,7.73,17.19,5.15,3.93,9.55,239.7,75.95,56.95,1099.2
7.45,71.2,114.9,201.06,11.99,42.84,3.27,8.18,171.4,120.1,2040.32,287.91,190.91,94.2,7.75,17.18,5.09,4.27,9.66,241.62,76.82,59.45,1109.74
7.43,70.67,114.67,200.83,11.85,43.13,3.35,8.33,173.64,120.44,1981.99,283.39,193.82,94.99,7.81,17.33,5.09,4.28,9.58,240.92,76.68,59.51,1115.15
7.38,71.59,114.74,200.77,11.81,42.88,3.37,8.32,173.49,122.6,1957.03,274.96,193.3,96.85,7.86,17.22,5.08,4.36,9.55,239.19,77.81,59.56,1136.88
7.42,70.2,112.64,197.08,11.61,41.9,3.36,8.27,169.78,119.51,2040.32,286.88,194.76,98.32,7.91,17.2,5.05,4.46,9.5,234.04,77.72,57.8,1083.9
7.28,71.13,113.66,199.39,11.72,43.32,3.4,8.43,173.49,120.81,2066.35,289.03,191.1,98.53,7.98,17.21,5.09,4.46,9.38,229.75,76.17,57.38,1054.22
7.48,71.41,113.59,200.25,11.66,43.39,3.42,8.29,173.49,120.81,2053.33,287.46,193.5,103.48,7.98,17.21,5.08,4.46,9.2,231,77.48,58.24,1067.16
7.93,71.87,114.07,202.21,11.65,44.05,3.52,8.44,173.49,120.81,2093.28,298.91,193.43,106.12,8.06,17.25,5.03,4.54,9.53,234.44,78.24,58.18,1108.42
8.11,71.44,113.84,203.83,11.67,44.15,3.42,8.76,173.26,119.6,2143.38,309.53,196.26,106.13,8.08,17.54,5.02,4.6,9.1,235.87,77.96,57.93,1121.03
8.01,70.83,114.01,203.37,11.64,43.99,3.46,8.76,172.87,120,2144.79,311.93,193.72,107.28,8.18,17.82,5.03,4.6,9.4,234.11,78.17,55.48,1061.71
8,70.11,113.96,201.81,11.63,43.96,3.46,8.76,171.63,121.8,2134.05,315.36,188.51,104.24,8.16,18.3,4.99,4.64,9.26,232.38,78.06,55.57,1049
8.16,71.11,114.54,204.58,11.95,44.69,3.35,8.75,173.1,123.04,2144.34,316.11,194.25,105.62,8.16,18.33,5.09,4.63,9.7,236.1,79.54,56.49,1047.85
8.19,71.82,114.35,206.19,12.07,44.36,3.32,8.76,173.49,123.75,2126.87,308.91,205.29,106.04,8.16,18.24,5.07,4.65,9.7,237.28,79.78,57.15,1045.39
8.08,71.8,113.94,207.86,12.15,44.53,3.39,8.57,173.49,123.75,2157.27,317.67,214.97,108.87,8.17,18.11,5.1,4.66,9.32,236.48,79.58,57.75,1052.36
8.34,71.39,112.94,207.69,12.18,44.63,3.49,8.78,172.64,122.67,2285.59,336.44,220.8,109.36,8.39,18.5,5.05,4.65,9.29,237.94,79.79,58.06,1096.7
8.38,71.64,113.71,207.58,12.1,44.78,3.48,8.82,172.33,122.97,2312.15,332.24,220.42,108.59,8.42,18.52,5.09,4.62,9.3,237.19,80.37,57.37,1105.94
8.44,71.65,112.64,207.11,12.05,44.47,3.46,8.96,173.18,122.32,2338.19,331.39,227.65,108,8.59,18.52,5.17,4.67,9.38,236.99,79.87,57.38,1030.45
8.59,71.89,113.18,208.96,12.15,44.71,3.42,8.82,173.64,122.05,2322.57,330.05,227.17,109.22,8.72,18.19,5.31,4.72,9.44,239.72,80.36,58.32,1058.16
8.52,70.99,112.58,207.75,12.21,44.71,3.38,8.93,172.72,121.89,2310.07,328.2,226.84,109.3,8.73,17.87,5.32,4.74,9.44,239.72,80.36,58.32,1058.16
8.52,71.94,112.88,208.79,12.2,44.75,3.37,8.92,172.72,121.95,2333.97,328.8,243.24,105.98,8.73,17.83,5.38,4.96,9.45,237.35,80.17,58.2,1063.01
8.6,73.08,113.31,208.33,12.25,44.91,3.36,8.79,172.41,122.14,2314.23,324.78,232.12,106.28,8.78,17.73,5.48,5.12,9.45,239.31,80.9,60.1,1066.9
8.6,72.44,112.02,206.25,12.25,44.66,3.34,8.74,170.94,120.96,2314.46,326.63,234.67,104.57,8.76,18.07,5.44,5.12,9.45,238.65,81.1,59.8,1099
8.73,72.48,112.51,207.17,12.34,44.61,3.3,9.11,171.25,121.55,2344.96,328.39,239.49,107.12,8.97,19.06,5.48,5.12,9.47,239.25,80.7,60.11,1106.29
8.74,73.86,113.36,208.38,12.56,44.86,3.37,9.46,171.4,121.4,2365.27,325.9,241.69,115.71,9.03,19.19,5.64,5.18,9.47,239.08,79.96,60.66,1089.89
8.71,74.61,113.89,207.69,12.63,44.86,3.29,9.14,172.17,123.53,2281.95,310.32,227.88,114.76,9.12,19.67,5.64,5.18,9.47,238.37,79.69,60.73,1092.02
8.71,74.66,113.82,208.5,12.84,45.45,3.33,9.21,174.26,123.97,2290.8,308.81,237.57,115.45,9.02,19.62,5.63,5.1,9.49,236.67,75.19,60.74,1038.51
8.73,74.42,113.04,207.29,12.85,45.41,3.3,9.11,175.35,124,2331.4,315.63,244.49,114.12,9.19,19.83,5.64,5.1,9.56,237.17,75.54,60.72,1028.49
8.72,74.45,112.94,205.85,12.86,45.1,3.37,9.14,175.73,123.07,2269.25,314.09,220.05,112.05,9.21,19.58,5.64,5,9.58,237.89,75.56,59.96,1028.96
8.72,74.51,113.27,204.52,12.85,45.11,3.37,9.14,176.12,123.5,2269.25,314.09,220.05,112.05,9.24,19.52,5.62,5.15,9.71,236.37,75.71,59.76,1021.88
8.76,75.2,113.22,206.37,12.85,45.69,3.35,9.07,178.13,124.12,2284.03,311.68,212.47,112.66,9.31,19.56,5.62,5.05,9.83,236.08,75.84,58.14,1007.78
8.8,75.35,114.79,208.79,12.89,45.79,3.19,8.93,182.39,125.08,2247.58,304.45,212.47,109.36,9.3,19.54,5.6,5.04,9.9,233.97,75.2,57.79,995
8.81,74.96,115.14,208.27,12.89,45.82,3.23,9.16,180.22,122.14,2246.44,306.43,213.26,112.36,9.45,19.99,5.6,5.02,9.77,229.74,74.78,56.14,970.14
8.98,73.11,113.89,206.54,12.77,45.44,3.16,9.23,179.29,122.51,2177.73,303.08,208.14,113.56,9.59,19.49,5.64,4.96,9.93,221.25,73.02,54.23,970.08
8.77,73.54,115.07,207.11,12.76,45.8,3.12,9.02,178.83,121.95,2168.05,309.19,203.72,110.71,9.57,20.24,5.48,4.95,9.93,225.94,74.03,55.71,986.08
8.68,73.68,116.93,207.52,12.81,46.01,3.08,8.93,179.68,123.22,2161.1,312.34,207.57,112.8,9.61,20.77,5.57,4.83,10.02,224.7,73.69,54.92,1004.24
8.7,72.63,116.99,211.61,12.86,45.82,3.11,9.12,179.53,123.04,2122.6,303.02,202.91,112.16,9.46,20.02,5.46,4.75,10.01,224.25,72.92,54.72,1010.02
8.61,73.01,119.3,216.11,13.16,45.82,3.14,9.07,180.92,123.81,2153.89,304.85,211.5,109.67,9.63,19.68,5.41,4.74,10.48,226,74.07,54.96,1019.62
8.52,72.74,118.9,215.65,13.15,45.76,3.28,9.37,180.61,124.62,2178.84,312.37,221.97,115.27,9.47,19.7,5.41,4.48,10.51,228.6,75.11,55.08,1035.22
8.51,71.57,118.95,217.55,13.13,45.78,3.22,9.34,182.7,124.4,2190.3,319.02,224.97,116.91,9.56,20.39,5.54,4.62,10.51,229.39,75.3,54.83,1037.77
8.46,70.92,118.49,216.28,13.12,45.75,3.18,9.05,182.31,124.12,2147.59,310.94,215.07,120.62,9.52,20.66,5.48,4.57,10.6,230.98,75.31,54.43,1034.57
8.54,70.13,117.86,215.88,13.03,45.46,3.14,8.94,180.92,123.62,2142.07,310.26,215.8,120.45,9.43,20.62,5.56,4.51,10.74,233.89,74.94,53.69,1020.8
8.49,70.32,118.43,215.65,13.13,45.91,3.14,8.94,182.31,126.78,2192.38,310.58,214.79,119.77,9.47,20.5,5.57,4.54,10.9,232.03,74.54,53.98,966.48
8.45,69.55,117.74,213.75,13.07,45.71,3.08,8.61,182,126.6,2096.56,297.9,209.83,113.21,9.45,20.63,5.55,4.61,11.29,231.42,74.44,53.81,953.85
8.41,69.7,117.28,212.59,12.96,45.7,3.1,8.65,182,127.43,2076.77,292.77,208.66,113.62,9.42,20.65,5.51,4.74,11.85,231.42,74.44,53.81,953.85
8.38,68.55,116.47,212.3,12.93,45.64,3.1,8.5,182.23,128.76,2096.45,288.76,215.63,110.51,9.37,20.39,5.56,4.64,11.38,229.46,74.21,52.02,927.92
8.63,68.94,117.17,213.11,13.06,45.81,3.11,8.41,183.16,130.12,2087.18,296.4,210.79,110.9,9.47,20.42,5.59,4.69,11.47,227.08,74.43,52.89,959
8.73,67.66,115.72,207.81,12.86,45.1,3.05,8.07,180.14,129.41,2067.4,281.04,206.41,103.61,9.37,20.25,5.58,4.59,11.16,227.01,73.89,52.73,964.73
8.71,67.9,114.33,208.56,12.89,45.1,3.03,8.1,179.29,128.45,2053.97,278.37,192.78,100.66,9.34,20.41,5.52,4.59,11.4,227.69,74.12,53.18,973.58
8.71,67.54,117.28,210.34,13.01,45.32,3.08,8.29,181.69,129.69,2042.4,282.2,199.97,101.38,9.41,20.49,5.63,4.67,11.15,226.46,73.28,52.85,979.41
8.67,67.84,118.26,211.73,13.04,46,3.1,8.5,183.01,129.82,2065.21,287.46,201.84,104.14,9.29,20.37,5.56,4.7,11.16,225.45,72.08,51.69,940.7
8.79,67.77,116.65,211.9,13.06,45.8,3.15,8.75,181.3,129.23,2043.44,286.73,202.05,102.21,9.23,20.26,5.54,4.73,11.21,225.78,72.78,51.54,919.55
8.8,67.12,117.17,211.21,12.9,45.68,3.12,8.7,180.14,129.66,2080.92,292.49,203.98,105.83,9.28,19.91,5.59,4.66,11.04,224.96,72.67,51.04,930.86
8.74,67.25,117.57,212.42,12.89,45.98,3.14,8.68,180.3,129.94,2037.09,289.04,214.98,102.49,9.52,20.64,5.58,4.61,11.04,224.01,71.96,50.49,925.09
8.74,64.58,112.39,207.86,12.65,45.1,3.1,8.66,175.73,127.68,2056.98,292.55,215.11,103.89,9.41,20.24,5.4,4.49,11.29,222.02,71.52,50.36,951.5
8.64,65.27,112.88,208.9,12.73,45.23,3.1,8.83,177.05,127.8,2062.19,294.02,214.66,106.03,9.32,20.13,5.39,4.5,11.41,225.17,72.19,50.93,936.43
8.68,66.93,113.36,210.98,12.86,45.53,3.12,8.68,178.75,127.99,2050.73,292.89,214.45,106,9.32,20.13,5.43,4.54,11.15,225.85,72.5,50.59,930
8.73,66.75,114.56,211.84,13.05,45.61,3.12,8.44,179.06,129.54,2020.54,291.73,209.01,103.46,9.62,20.39,5.47,4.5,11.32,223.84,71.24,50.45,947.54
8.74,66.99,115.32,214.9,13.26,46.04,3.1,8.34,180.92,130.43,1978.87,282.47,204.84,101.11,9.74,20.59,5.43,4.43,11.4,224.58,72.02,49.7,701
8.66,67.07,114.97,213.05,13.12,45.47,3.05,7.98,180.3,129.23,1879,259.9,190.06,96.57,9.38,20.48,5.45,4.52,11.36,224.82,72.25,50.49,726.62
8.71,67.13,114.61,213.28,13.54,45.71,2.91,7.84,181,130.06,1783.99,240.74,184.31,93.81,9.19,20.27,5.43,4.47,11.57,226.36,72.47,50.01,716.4
8.63,67.02,115.78,214.03,13.62,46.14,2.95,7.94,182.16,130.9,1842.33,246.5,180.57,94.19,9.07,20.58,5.4,4.58,11.57,226.42,72.16,49.53,717.17
8.68,63.25,115.61,216.23,13.65,46.5,2.86,7.91,182.31,131.24,1822.42,244.81,178.1,91.65,9.1,20.22,5.26,4.53,11.72,224.57,71.46,49.41,705.56
8.71,61.58,113.24,214.61,13.68,46.9,2.78,7.46,179.45,131.55,1748.68,229.91,169.76,83.61,9.14,20.37,5.28,4.4,11.9,224.34,70.92,48.89,710
8.93,61.49,113.94,214.67,13.77,47.29,2.78,7.49,177.59,131.89,1827.85,244.18,179.45,87.15,9.29,20.54,5.26,4.45,11.66,222.79,70.79,49.25,715.87
8.82,60.44,113.01,213.86,13.73,47.14,2.79,7.73,174.19,130.12,1821.91,250.01,181.12,90.51,9.3,20.76,5.15,4.51,12.63,221.34,70.78,49.13,678.09
8.84,60.25,111.05,215.13,13.66,47.46,2.74,7.59,174.73,129.35,1795.56,244.23,180.46,88.04,9.17,20.61,5.25,4.39,11.97,219.39,69.96,48.02,660.21
8.84,60.45,109.69,215.76,13.78,47.34,2.69,7.62,174.26,128.73,1769.52,236.6,179.14,87.45,9.22,20.45,5.06,4.39,11.83,219.51,70.47,48.3,656.03
8.82,60.53,108.4,215.82,13.75,47.13,2.71,7.57,172.56,124.86,1740.36,235.38,177.14,85.49,9.24,20.39,5.05,4.52,11.76,218.8,70.34,49.1,656.72
8.77,59.75,108.89,215.53,13.73,47.17,2.74,7.96,171.71,124.24,1764.11,239.56,178.4,90.82,9.17,20.17,5.01,4.53,11.91,217.19,70.04,49.34,684.52
8.83,60.07,108.84,215.48,13.79,47.19,2.78,8.32,171.01,123.81,1873.67,259.23,185.66,93.41,9.09,19.87,4.95,4.41,11.91,218.06,69.67,51.2,663.27
8.73,60.21,107.89,213.05,13.77,47.2,2.75,8.19,169.31,123.38,1823.16,256.42,181.78,90.81,9.21,19.81,4.92,4.38,11.8,213.4,69.36,52.05,649.59
8.67,60.5,107.25,213.17,13.92,47.44,2.73,7.88,168.15,122.7,1760.15,247.8,179.25,90.14,9.35,19.81,4.89,4.38,11.48,211.94,68.37,50.37,640
8.96,60.74,108.54,214.15,14.09,47.75,2.69,7.78,169.78,122.23,1770.61,250.8,179.81,90.59,9.42,19.91,4.86,4.4,11.22,213.64,69.23,50.54,633.86
8.98,60.72,109,214.03,13.95,47.55,2.74,7.97,171.4,124.06,1769.73,250.69,179.66,92.35,9.36,19.77,4.78,4.33,11.41,214.05,69.89,50.38,626.64
9.2,60.6,109.02,212.59,13.88,47.63,2.67,7.83,171.32,124.24,1702.87,239.49,172.45,90.49,9.41,20.06,4.85,4.31,11.65,213.31,69.98,49.66,627.99
9.28,60.4,109.62,213,13.87,47.61,2.69,8.21,175.19,128.55,1687.24,238.51,177.65,99.54,10.33,21.32,4.84,4.35,11.69,214.43,68.51,48.88,604.83
9.14,58.64,107.22,204.92,13.49,46.85,2.58,8.03,169.31,124.15,1687.21,231.89,177.03,94.05,10.33,21.32,4.83,4.54,11.67,213.88,68.83,48.05,597.86
9.66,59.17,105.52,202.68,13.37,46.27,2.51,7.92,167.61,124.31,1612.26,214.95,165.52,89.03,10.04,20.71,4.85,4.63,11.62,213.83,69.54,47.79,588.12
9.33,59.56,107.92,205.56,13.64,46.39,2.51,8.01,169.85,125.61,1635.37,214.59,174.14,90.3,10.01,20.81,5.03,4.59,11.47,216.01,69.5,48.03,605.06
9.36,59.59,107.57,204.46,13.57,46.33,2.51,8.21,170.32,126.91,1692.64,218.72,176.69,93.42,9.88,20.73,4.94,4.65,11.18,216.83,69.8,48.45,608.11
9.18,59.47,106.74,204.52,13.52,46.23,2.53,8.15,168.38,124.12,1734.13,226.53,180.66,92.82,9.75,20.42,5.03,4.64,11.39,214.98,69.39,47.91,586.62
9.16,59.59,106.39,204,13.5,45.73,2.48,8.17,168.15,123.84,1661.21,215.77,177.06,93.41,9.76,20.47,5.11,4.52,11.4,214.35,69.68,47.17,586.19
9.11,59.64,106.81,204.92,13.46,45.81,2.49,8.2,169.85,125.17,1662.28,214.22,176.12,91.6,9.99,20.65,5.12,4.5,11.4,212.42,70.17,47.51,585.11
9.29,59.81,106.88,204.87,13.5,45.81,2.48,8.03,170.7,125.64,1651.83,215.59,176.43,88.06,10.1,20.95,5.11,4.54,11.4,211.79,70.4,46.74,576.72
9.24,59.95,106.9,205.21,13.5,45.89,2.5,8.21,170.16,125.88,1622.67,210.06,174.49,89.9,10.2,21.03,5.42,4.52,11.34,211.14,70.22,47.53,570.21
