"","A:ASBX(FFNOSH)","D:RHM(FFNOSH)","I:LDO(FFNOSH)","F:CSF(FFNOSH)","BA.(FFNOSH)","RR.(FFNOSH)","TK:AES(FFNOSH)","IS:ESLT(FFNOSH)","U:NOC(FFNOSH)","U:RTX(FFNOSH)","U:HII(FFNOSH)","U:LMT(FFNOSH)","@AXON(FFNOSH)","@MANT(FFNOSH)","U:BWXT(FFNOSH)","U:CW(FFNOSH)","@SWBI(FFNOSH)","U:GD(FFNOSH)","U:RGR(FFNOSH)","@POWW(FFNOSH)","U:CACI(FFNOSH)","@HON(FFNOSH)"
"10/27/20","318661","39287","403549","105784","2728369","1930995","32210","24618","153285","1518716","37733","263005","49950","23164","77555","37885","51868","239217","14902","35928","23051","707287"
"10/28/20","318661","39287","403549","105784","2728369","1930995","32210","24618","153285","1518716","37733","263005","49950","23164","77555","37885","51868","239217","14902","35928","23051","707287"
"10/29/20","318661","39287","403549","105784","2728369","1930995","32210","24618","153285","1518716","37733","263005","49950","23164","77555","37885","51868","239217","14902","35928","23051","707287"
"10/30/20","318661","39287","403549","105784","2728369","1930995","32210","24618","153285","1518716","37733","263005","49950","23164","77555","37885","51868","239217","14902","35928","23051","707287"
"11/02/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/03/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/04/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/05/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/06/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/09/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/10/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/11/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/12/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/13/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/16/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/17/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/18/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/19/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/20/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/23/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/24/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/25/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/26/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/27/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"11/30/20","318661","40111","403549","105784","2728430","1820793","32210","24618","153285","1518716","37733","263005","49950","23165","77555","37885","51868","239213","14902","38361","23051","707287"
"12/01/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/02/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/03/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/04/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/07/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/08/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/09/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/10/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/11/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/14/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/15/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/16/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/17/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/18/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/21/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
"12/22/20","318661","40111","403549","105784","2735296","1647525","32210","24618","154113","1518716","37971","263596","53566","22997","75683","37993","51640","241383","14875","48187","21829","707287"
