"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P.","U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P.","D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.TPB.P.","U.RLX.P.","U.PM.P.","A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
8.12,61.44,103.95,186.24,11.18,39.84,3.14,8.02,153,101.83,2155.61,281.61,174.09,84.1,7.48,16.95,4.87,4.04,9.63,231.07,70.7,49.15,1060,39.51,64.77,135.65,55.9,28.45,60.93,67.34,34.21,3.19,36.27,2.6,20.07,14.3,51.59,18.56,90.56,1.71,99.54,8.89,96.71,6.53,1.64,3.14,129.69,314.94,77.94,198.47,358.45,139.96,86.37,64.47,120.18,18.51,179.24,70.55,5.74,248.63,215.02
7.97,61.81,103.81,184.74,11.08,39.35,3.15,7.91,153.74,101.46,2093.43,271.62,166.34,83.03,7.65,17.36,4.84,4.09,9.68,234.7,68.73,49.2,1105.74,40.03,63.74,135.48,56.1,27.92,62.59,68.7,34.5,3.17,36.68,2.68,20.35,14.61,52.15,19.46,89.25,1.65,99.75,8.73,94.54,6.43,1.54,3.04,128.54,308.65,78.36,197.26,355.07,144.75,85.02,64.87,119.3,18.7,177.62,71.68,6.31,247.45,212.91
8.11,61.1,102.7,183.36,11.06,39.42,3.03,7.62,152.81,101.03,2072.59,270.27,167.27,82.08,7.74,17.85,4.79,4.11,9.73,230.72,69.18,49.85,1070.67,39.03,62.87,132.87,55.83,27.2,60.55,68.97,33.94,3.09,37.16,2.68,20.66,14.22,53.06,10.15,89.98,1.62,96.36,8.57,94.56,6.41,1.47,2.74,129.69,314.21,76.92,196.07,357.66,144.77,84.32,64.56,117.19,18.14,176.56,69.81,6.66,250.11,212.13
7.99,61.35,102.5,183.42,11.04,39.5,3.09,7.74,153.06,100.53,2078.85,273.14,167.33,83.11,7.9,18.16,4.81,3.98,9.76,229.08,69.86,48.79,1063.27,37.34,59.35,125.15,54.31,26.27,58.78,66.34,33,3.17,37.71,2.61,20.61,13.88,50.74,10.1,88.05,1.61,95.3,8.44,94.7,6.57,1.38,2.8,129.69,314.14,75.18,191.48,353.61,139.62,84.41,63.34,113.31,17.94,174.87,67.75,6.44,246.05,208.59
7.97,61.03,101.39,182.55,10.94,39.52,2.98,7.52,151.98,102.27,2071.56,271.63,164.3,82.23,7.86,17.74,4.89,3.91,9.69,229.68,69.07,48.36,1050.97,36.9,59.16,125.18,53.2,25.24,57.02,68.06,33,3.14,37.43,2.54,20.48,13.67,51.13,8.94,88.55,1.59,96.87,7.93,95.16,6.57,1.42,2.84,132.42,316.03,75.55,194.12,356.12,133.45,85.14,63.99,114.91,16.7,176.42,64.71,5.8,244.81,212.22
7.97,60.21,100.17,183.3,11.06,39.13,3,7.57,149.47,101.9,2052.81,266.61,166.64,83.27,7.79,17.35,4.76,3.96,9.51,231.16,68.95,50.1,1077.36,37.96,60.72,128.1,54.01,26.36,60.24,73.63,34.03,2.87,36.17,2.54,20.68,13.95,51.96,9.18,88.69,1.58,96.06,7.85,95.32,6.47,1.39,2.8,129.81,321.19,77.53,200.14,361.22,136.77,86.7,64.28,117.33,17.08,180.06,65.49,6,245.53,213.88
7.89,61.18,100.88,181.92,11.09,39.18,3.02,7.8,150.83,103.17,2096.56,276.99,169.96,84.88,7.91,17.63,4.85,4,9.58,235.31,69.38,51.37,1159.99,37.68,61,127.43,54.13,27.61,59.97,69.85,34.77,2.95,36.46,2.56,20.83,14.24,52.27,9.12,90.58,1.7,96.73,7.84,95.62,6.49,1.39,2.76,129.81,319.02,78.17,203.16,364.71,137.82,86.92,64.79,118.41,17.53,181.54,67.46,5.91,241.6,218.53
7.78,62.73,102.04,184.22,11.16,39.76,3,7.81,151.88,103.66,2118.53,283.38,171.73,87.28,7.91,17.63,4.96,4.04,9.61,235.98,70.41,52.91,1166.02,37.16,59.72,123.5,52.8,25.08,56.87,63.74,31.95,2.85,37.13,2.59,20.86,14.08,50.75,10.67,90.99,1.62,97.38,7.85,96.32,6.55,1.39,2.81,132.91,323.15,77.68,207.36,372.79,134.32,87.2,65.82,119.57,16.69,183.3,65.37,5.6,247.95,218.88
7.57,63.25,102.17,185.95,11.17,39.8,3.01,7.87,152.69,104,2141.39,284.81,172.89,87.28,7.88,17.5,4.95,4.12,9.37,233.95,70,52.34,1195.67,38.21,61.22,125.45,53.43,25.63,59.04,66.07,32.68,2.71,36.38,2.6,20.59,14.15,51.26,10.21,89.35,1.61,98.99,8.1,98.25,6.74,1.43,2.79,133.74,322.68,77.82,205.67,370.54,139.28,86.67,66,118.99,16.75,182.1,65.23,5.64,246.25,218.09
7.57,61.98,101.04,184.57,11.02,39.27,2.98,7.82,150.83,102.67,2092.39,279.1,171.54,88.15,7.93,17.7,4.95,4.04,9.17,228,68.97,51.15,1206.28,37.99,60.76,125.37,53.4,25.26,58.96,64.98,32.59,2.79,36.44,2.57,20.72,13.95,52.17,10.36,88.74,1.64,99.75,7.96,97.7,6.63,1.38,2.78,135.75,323.64,77.27,205.85,369.5,142.42,86.95,65.94,118.6,17.45,181.56,66.07,5.92,246.66,217.07
7.58,62.01,101.9,186.13,11.02,39.5,3.01,7.93,150.83,102.67,2129.37,284.42,178.75,87.93,7.96,17.71,4.95,3.96,9.21,229.62,69.65,51.9,1184.68,39.7,61.85,128.1,54.32,26.44,61.53,65.29,33.34,2.91,35.67,2.58,20.79,14.12,52.38,10.95,88.06,1.72,102.84,8.09,100.65,6.7,1.43,2.87,137.45,322.24,77.28,204.23,371.02,143.06,86.71,66.87,119.93,18.16,180.83,67.72,6.22,248.6,216.8
7.58,62.01,101.9,186.13,11.02,39.5,3.01,7.93,150.83,102.67,2251.74,296.37,181.33,87.93,7.96,17.71,4.95,3.96,9.21,229.62,69.65,51.9,1184.68,39.7,61.85,128.1,54.32,26.44,61.53,65.29,33.34,2.91,35.67,2.58,20.79,14.12,52.38,10.95,88.06,1.72,102.84,8.09,100.65,6.7,1.43,2.88,137.3,322.24,77.28,204.23,371.02,143.06,86.71,66.87,119.93,18.16,180.83,67.72,6.22,248.6,216.8
7.58,62.01,101.9,186.13,11.02,39.5,3.01,7.93,150.83,102.67,2251.74,296.37,181.33,87.93,7.7,16.4,4.98,4.03,9.32,230.28,70.56,52.75,1211.08,41.7,62.6,131.07,55.17,27.64,61.91,66.95,33.82,2.91,35.67,2.57,20.98,14.1,50.98,10.13,88.6,1.72,102.84,8.09,100.65,6.7,1.43,2.96,134.98,330.65,77.91,207.6,378.75,146.33,88.89,67.88,120.58,18.19,185.59,68.47,6.44,256.24,219.27
7.58,62.3,104.34,192.12,11.22,40.45,3.01,7.93,155.23,104.77,2214.28,296.58,173.32,87.43,7.71,15.83,5.02,4.07,9.44,236.3,70.95,52.41,1225.3,41.52,63.61,136.37,55.42,28.26,62.93,64.38,34.15,2.61,36.26,2.58,20.93,14.12,50.84,10.07,88.63,1.76,102.91,8.23,100.61,6.85,1.47,2.89,135.84,331.16,77.51,207.37,378.97,145.6,87.8,68.1,122.75,17.97,185.11,68.91,6.65,255.59,219.19
7.7,61.77,104.25,191.78,11.14,40.59,3.08,7.75,154.84,105.89,2146.55,282.09,165.77,86.07,7.75,16.14,5.06,4.02,9.37,234.94,70.38,51.72,1235.34,41.09,62.13,132.68,54.65,27.95,62.55,62.01,34.52,2.48,36.45,2.57,20.91,14.08,50.43,9.56,88.28,1.76,103.93,8.32,100.37,6.91,1.47,2.9,136.16,333.97,77.6,205.03,380.19,147.27,86.37,67.21,122.84,18.39,184.79,68.97,7.19,251.29,218.5
7.7,62.92,104.94,194.43,11.3,41.86,3.19,8.04,158.09,108.24,2155.92,284.42,166.64,89.23,7.79,16.11,5,4.08,9.46,224.21,71.05,51.58,1270.11,42.14,62.6,133.49,55.23,28.54,63.72,62,34.76,2.65,37.55,2.63,21.5,14.26,52,10,89.44,1.78,102.87,8.22,100.35,6.92,1.46,2.87,136.56,336.12,77.48,206.64,386.02,150.57,86.25,67.71,123.61,18.28,184.11,68.39,7.5,249.2,219.86
7.51,63.23,105.82,194.37,11.24,41.81,3.15,7.84,162.58,108.18,2103.85,276.31,162.39,89.57,7.66,15.79,5,4.06,9.58,224.15,70.98,50,1253.1,41.77,61.94,131.39,54.97,28.82,64.06,61.7,35.27,2.65,36.59,2.7,21.41,14.47,51.34,9.32,91.07,1.79,102.63,8.15,99.13,6.76,1.47,2.82,136.67,339.95,78.29,206.87,386.23,149.42,86.72,67.32,124.85,18.18,183,68.51,7.31,251.35,226.98
7.52,63.07,105.06,194.03,11.17,41.53,3.08,7.71,161.8,107.41,2092.28,271.82,159.93,89.06,7.35,15.46,4.99,4.1,9.58,226.31,72.41,50.62,1259.88,41.16,61.61,129.94,54.01,28.23,63.39,60.8,34.58,2.47,36.63,2.61,21.5,14.43,50.34,8.56,91.39,1.78,100.67,8.13,98.67,6.63,1.42,2.8,135.27,340.69,78.72,210.27,387.85,149.17,86.22,67.95,126.28,18.91,184.94,70.36,7.68,253.52,228.6
7.54,62.25,104.55,194.89,11.51,41.45,3.06,8.02,161.96,108.33,2104.89,273.81,157.27,90.62,7.47,15.7,5.07,4.13,9.59,226.57,72.24,51.74,1267.02,40.99,61,129.82,54.33,28.47,63.57,54.3,34.36,2.47,36.66,2.58,21.57,14.24,49.99,9,90.78,1.74,100.05,8.08,98.92,6.6,1.41,2.79,133.97,338.61,77.7,206.15,387.11,152.55,85.39,67.03,124.31,19.05,182.28,71.28,7.44,250,229
7.56,62.8,104.53,195.53,11.31,41.46,3.1,8.14,161.8,108.33,2131.97,274.73,159.36,92.03,7.47,15.7,5.12,4.18,9.8,228.82,72.5,51.15,1252.55,41.26,61.31,129.05,54.48,28.91,64.12,53.26,34.09,2.36,36.57,2.6,21.51,14.38,49.66,9.2,91.07,1.81,102.54,8.13,100.07,6.76,1.42,2.84,133.97,341.82,77.96,207.86,388.67,152.44,84.85,67.25,124.31,18.62,183.48,70.71,7.24,252.43,229.38
7.57,65.16,106.53,196.62,11.42,42.35,3.06,8.06,164.28,110.69,2099.27,266.42,156.71,90.56,7.45,15.71,5.11,4.19,9.87,234.6,73.49,52.94,1290.89,39.69,61.29,127.92,54.5,29.35,65.14,57.82,34.22,2.27,37.07,2.58,21.61,14.49,49.56,9.25,91.83,1.87,104.83,8.05,99.52,6.87,1.41,2.82,133.97,344.59,77.97,208.35,390.63,153.25,85.56,67.56,124.73,18.21,183.93,70.3,7.05,257.25,229.84
7.54,65.47,106.49,197.02,11.52,42.43,3.12,8.22,163.58,111.43,2140.28,272.67,166.33,91.55,7.4,15.68,5.15,4.17,9.95,238.86,74.26,53.47,1294.93,40.26,61,127.28,54.6,29.26,65.62,58.78,34.49,2.31,38.1,2.58,21.91,14.49,49.81,9.1,92.91,1.87,105.4,8.12,99.24,6.86,1.37,2.83,135.29,346.43,78.22,208.06,391.81,152.74,87.3,68.02,125.54,18.27,184.47,70.63,6.65,260.45,232.11
7.5,65.8,107.18,198.12,11.6,42.31,3.14,8.27,163.82,112.27,2174.67,276.7,167.88,91.75,7.38,15.87,4.94,4.16,9.53,237.6,74.84,54.01,1287.69,39.75,60.62,126.28,53.84,29.59,63.76,56.84,33.59,2.58,38.27,2.57,21.65,14.17,47.01,9.28,91.67,1.82,106.33,8.31,99.64,6.87,1.38,2.78,134.06,344.64,78.59,210,391.73,150.55,86.6,67.67,125.37,18.44,184.79,71.54,6.68,262.46,230.97
7.53,64.27,106.19,198.06,11.35,42.01,3.15,8.41,161.96,111.62,2181.75,278.86,169.77,93.74,7.46,16.12,4.96,4.13,9.51,238.31,75.95,52.43,1306.45,39.55,59.04,121.64,53.23,28.07,63.06,54.98,32.67,2.38,35.37,2.58,20.54,13.58,46,9.08,94,1.83,101,7.92,97.4,6.8,1.3,2.77,133.2,345.14,77.09,207.57,387.33,150.79,85.95,67.35,122.95,17.94,184.07,70.37,6.59,261.86,227.33
7.43,66.63,111.33,199.62,11.56,42.4,3.14,8.28,166.91,113.5,2166.34,282.09,172.45,97.15,7.46,16.12,5.07,4.13,9.58,241.13,77.14,53.17,1255.22,41.2,60.76,125.99,54.5,29.64,65.32,57.29,34.19,2.48,35.94,2.57,20.99,13.75,47.09,9.88,94.19,1.8,103.79,7.96,97.31,6.91,1.31,2.7,133.05,345.52,78.87,208.57,387.24,149.89,85.59,67.77,126.04,17.84,185.85,70.66,6.85,255.49,230.5
7.45,67.66,113.01,202.16,11.68,43.56,3.22,8.56,168,115.82,2140.82,282.45,175.9,98.21,7.4,16,5.12,4.2,9.58,238.33,77.19,52.28,1246,40.75,58.33,124.38,53.93,29.7,65.23,57.72,33.99,2.61,36.03,2.56,20.55,13.61,46.75,10.5,94.01,1.81,99.27,8.01,99.24,6.57,1.35,2.71,131.68,343.43,78.74,203.89,380.09,153.65,84.27,67.18,125.1,17.71,184.5,69.37,6.83,258.4,229.26
7.5,67.43,111.63,200.02,11.6,43.29,3.3,8.5,167.84,114.68,2196.48,291.62,178.67,96.44,7.44,16.27,5.09,4.19,9.63,240.58,77.1,52.27,1283.9,41.51,59.76,124.15,54.82,29.66,66.85,59.08,34.07,2.7,35.91,2.56,20.7,13.74,48.05,12.12,94.61,1.84,98.14,8,99.34,6.52,1.34,2.71,130.44,342.04,80.54,206.13,377.29,153.94,84.7,67.37,125.42,17.78,186.48,69.14,7.11,254.47,224.5
7.41,67.3,110.43,197.14,11.52,42.23,3.21,8.25,165.91,114.56,2164.07,286.41,176.55,95.82,7.39,16.3,4.97,4.12,9.69,238.51,75.96,52.94,1233.99,41.47,59.3,125,55.1,29.89,67.26,59.91,35.02,3.16,35.55,2.57,20.67,13.44,48.58,12.53,94.39,1.81,97.84,7.83,98.9,6.55,1.42,2.73,131.3,337.8,81,206.97,371.98,159.28,83.31,67.19,125.92,17.71,185.19,69,7.29,253.56,221.52
7.39,66.95,110.43,196.97,11.44,42.42,3.15,8.23,164.13,114.4,2181.38,293.52,178.33,96.67,7.43,16.6,5.23,4.04,9.63,238.35,75.82,52.06,1215.42,42.2,60.73,127.75,56.46,31.44,68.98,59.6,37.15,3.34,35.43,2.56,20.65,13.55,50.99,12.5,94.51,1.82,96.89,7.67,98.46,6.5,1.35,2.88,130.15,339.87,82.81,207.45,373.22,156.61,83.06,67.58,126.83,18.17,185.89,68.47,7.03,253.78,222.93
7.46,68.04,111.01,197.83,11.41,42.67,3.12,8.24,166.68,119.51,2126.76,297.45,181.22,96.77,7.64,17.2,5.22,4.02,9.53,237.9,76.21,51.87,1210.23,42.02,61.74,130.27,56.69,33.84,68.39,59.75,38.81,3.33,35.21,2.59,20.59,13.43,49.09,12.01,94.15,1.79,99.34,7.73,98,6.53,1.35,2.77,128.66,338.37,83.08,210.24,372.94,155.55,83.48,67.25,127.86,17.62,185.26,65.96,7.29,251.16,222.87
7.44,68.33,112.3,200.48,11.41,42.96,3.26,8.32,168,116.85,2110.47,301.52,199.34,96.35,7.49,17.06,5.22,4.03,9.51,241.6,78.09,55.5,1210.19,40.42,61.19,129.03,56.33,33.68,66.47,59.04,37.33,3.33,34.49,2.56,20.59,12.98,48.79,10.99,95.09,1.81,99.52,7.66,97.47,6.54,1.34,2.79,128.34,352.22,82.87,212.97,380.35,154.05,85.7,67.67,130.08,17.7,190.71,66.38,7.14,254.05,223.9
7.34,67.84,111.21,196.85,11.32,42.7,3.15,8.05,168,116.85,2090.08,296.83,200.49,94.79,7.41,17.28,5.12,3.95,9.5,240.32,76.28,54.95,1216.49,40.72,61.26,128.4,55.39,34.47,66.15,57.96,36.63,3.89,35.23,2.56,20.92,13.05,48.82,10.89,95,1.76,100.58,7.83,97.77,6.65,1.37,2.79,127.05,354.44,83.24,212.32,380.56,151.61,85.35,66.92,127.9,17.4,190.23,64.94,7.39,254.86,223.04
7.28,68.22,112.62,198.93,11.44,42.7,3.13,7.98,170.16,119.04,2090.08,296.83,200.49,94.79,7.48,17.25,5.2,3.91,9.47,243.02,77.62,57.14,1191.08,41.26,61.06,128.86,55.56,34.18,67.45,59.04,36.78,3.74,35.23,2.55,21.24,13.34,47.76,11.1,95.85,1.75,101.97,7.93,97.75,6.65,1.37,2.81,127.05,361,84.14,215.14,385.31,148.98,87,67.27,128.04,18.67,191.69,66.67,7.16,262.09,223.2
7.51,67.69,111.88,198.98,11.73,42.67,3.12,8.14,169.78,118.92,2090.08,296.83,200.49,94.79,7.5,17.13,5.22,3.87,9.47,240,76.81,56.42,1131.14,40.51,59.34,124.35,54.41,34.16,65.83,57.99,37.25,3.23,35.66,2.53,21.39,13.53,47.86,10.51,94.91,1.73,99.84,7.91,97.86,6.57,1.33,2.77,125.21,368.12,83.94,214.39,387.48,142.46,86.1,67.18,128.2,19.26,191.99,68.03,6.92,263.44,225.43
7.51,67.68,112.53,200.14,11.88,42.56,3.12,7.99,168.92,119.29,2090.08,296.83,200.49,94.79,7.73,17.19,5.15,3.93,9.55,239.7,75.95,56.95,1099.2,41.75,59.46,127.81,55.28,36.25,66.75,58.62,37.93,3.3,35.67,2.51,21.49,13.18,48.17,10.83,95.44,1.7,99.64,7.96,97.93,6.57,1.34,2.77,126.02,372.99,84.13,212.87,386.37,141.24,82.97,65.62,126.92,19.49,190.68,67.22,6.8,262.65,226.19
7.45,71.2,114.9,201.06,11.99,42.84,3.27,8.18,171.4,120.1,2040.32,287.91,190.91,94.2,7.75,17.18,5.09,4.27,9.66,241.62,76.82,59.45,1109.74,38.91,57.27,122.78,53.78,35.75,65.94,56.6,37.61,3,36.82,2.5,22.16,13.89,46.9,10.76,96.82,1.73,100.63,8.05,99.94,6.63,1.36,2.75,127.51,370.05,84.68,218.31,387.34,130.86,83.86,65.38,129.77,19.52,192.68,69.47,6.74,261.71,228.66
7.43,70.67,114.67,200.83,11.85,43.13,3.35,8.33,173.64,120.44,1981.99,283.39,193.82,94.99,7.81,17.33,5.09,4.28,9.58,240.92,76.68,59.51,1115.15,39.92,57.7,126.29,54.51,41.91,67.69,58.27,38.62,2.88,37.28,2.49,22.56,13.92,47.1,11.04,97.41,1.75,101.71,7.97,99.22,6.67,1.4,2.8,126.99,370.63,85.71,216.99,390.34,134.74,83.61,66,132.49,19.71,194.82,70.37,6.91,264.31,228.79
7.38,71.59,114.74,200.77,11.81,42.88,3.37,8.32,173.49,122.6,1957.03,274.96,193.3,96.85,7.86,17.22,5.08,4.36,9.55,239.19,77.81,59.56,1136.88,39.46,57.14,125.73,53.45,43.28,64.2,55.17,39.39,2.64,37.11,2.5,22.71,14.08,46.45,9.94,98.06,1.79,101.37,8.04,99.64,6.74,1.44,2.81,125.36,373.8,85.04,219.37,393.14,129,83.41,65.85,129.15,19.51,194.6,71.16,6.86,263.8,230.94
7.42,70.2,112.64,197.08,11.61,41.9,3.36,8.27,169.78,119.51,2040.32,286.88,194.76,98.32,7.91,17.2,5.05,4.46,9.5,234.04,77.72,57.8,1083.9,38.76,56.24,125,52.05,42.99,63.25,56.19,39.75,2.54,36.34,2.49,22.31,13.83,46.22,10.83,97.29,1.73,99.06,7.85,98.48,6.61,1.37,2.77,122.57,368.3,84.33,214.7,387.82,131.96,83.64,65.13,125.4,19.91,191.54,72.53,6.63,259.62,229.16
7.28,71.13,113.66,199.39,11.72,43.32,3.4,8.43,173.49,120.81,2066.35,289.03,191.1,98.53,7.98,17.21,5.09,4.46,9.38,229.75,76.17,57.38,1054.22,37.14,54.94,120.91,50.44,37.96,58.39,51.91,36.75,2.49,37.01,2.49,22.46,13.61,45.17,10.76,96.2,1.7,97.49,7.91,97.63,6.7,1.38,2.76,124.18,363.15,82.28,212.14,380.62,124.09,83.02,63.31,121.97,19.28,186.88,72.56,6.08,253.99,220.04
7.48,71.41,113.59,200.25,11.66,43.39,3.42,8.29,173.49,120.81,2053.33,287.46,193.5,103.48,7.98,17.21,5.08,4.46,9.2,231,77.48,58.24,1067.16,37.47,55.76,122.42,50.8,39.26,60.42,53.16,38.13,2.49,37.03,2.49,22.42,13.79,44.93,10.38,97.55,1.65,95.51,7.85,97.56,6.67,1.37,2.76,126.68,370.06,83.78,215.29,387.77,126.25,85.01,63.59,126.24,19.76,191.29,74.77,5.99,258.86,223.68
7.93,71.87,114.07,202.21,11.65,44.05,3.52,8.44,173.49,120.81,2093.28,298.91,193.43,106.12,8.06,17.25,5.03,4.54,9.53,234.44,78.24,58.18,1108.42,39.11,57.9,126.67,52.21,41.21,61.8,53.57,41.26,2.71,37.13,2.49,22.6,13.84,45.79,10.97,97.7,1.65,99.18,8.03,99.54,6.9,1.41,2.76,126.68,371.61,85.88,216.21,390.78,132.76,86.02,65.01,127.87,20.22,191.94,75.31,6.2,259.97,227.36
8.11,71.44,113.84,203.83,11.67,44.15,3.42,8.76,173.26,119.6,2143.38,309.53,196.26,106.13,8.08,17.54,5.02,4.6,9.1,235.87,77.96,57.93,1121.03,38.75,56.76,124.73,51.76,40.92,60.49,53.39,41.52,2.72,36.99,2.39,22.85,14.49,45.05,11.76,97.55,1.66,99.04,7.95,98.28,6.87,1.35,2.82,126.68,372.87,86.57,216.84,391.12,133.59,85.52,64.44,127.7,20.39,191.65,76.76,6.34,259.66,226.47
8.01,70.83,114.01,203.37,11.64,43.99,3.46,8.76,172.87,120,2144.79,311.93,193.72,107.28,8.18,17.82,5.03,4.6,9.4,234.11,78.17,55.48,1061.71,39.48,56.71,126.14,51.98,41.31,60.95,53.01,40.56,2.65,36.84,2.4,23.26,14.55,44.13,12.1,97.69,1.65,98.69,7.97,96.41,6.84,1.35,2.82,126.51,368.62,85.38,213.37,387.22,123.43,84.96,62.47,125.43,19.63,189.35,74.76,6.28,260.25,222.32
8,70.11,113.96,201.81,11.63,43.96,3.46,8.76,171.63,121.8,2134.05,315.36,188.51,104.24,8.16,18.3,4.99,4.64,9.26,232.38,78.06,55.57,1049,39.28,56.13,126.3,51.16,39.54,59.56,53.13,40.13,2.59,36.51,2.35,23.51,14.73,44.34,12.14,96.31,1.65,95.67,7.87,94.72,6.83,1.36,2.82,126.36,370.9,85.21,213.18,385.54,126.8,84.81,62.04,125.5,19.17,188.52,74.06,6.22,257.72,221.32
8.16,71.11,114.54,204.58,11.95,44.69,3.35,8.75,173.1,123.04,2144.34,316.11,194.25,105.62,8.16,18.33,5.09,4.63,9.7,236.1,79.54,56.49,1047.85,39.91,57.76,126.63,52.32,40.23,59.66,53.56,40.37,2.68,36.57,2.34,23.59,14.75,44.13,11.63,97.42,1.64,95.78,7.87,95.05,6.78,1.36,2.8,128.09,371.96,85.23,212.56,388.32,130.31,85.42,62.35,124.83,19.59,189.06,74.82,6.36,256.47,222.13
8.19,71.82,114.35,206.19,12.07,44.36,3.32,8.76,173.49,123.75,2126.87,308.91,205.29,106.04,8.16,18.24,5.07,4.65,9.7,237.28,79.78,57.15,1045.39,39.7,57.72,127.36,52.24,40.7,59.44,53.21,40.39,2.77,36.8,2.34,23.9,14.7,43.87,11.6,97.42,1.67,97.08,8,95.65,6.83,1.38,2.82,127.88,370.46,85.81,213.67,387.22,127.07,86.01,62.43,126.49,20.06,189.88,76.26,6.38,257.04,223.2
8.08,71.8,113.94,207.86,12.15,44.53,3.39,8.57,173.49,123.75,2157.27,317.67,214.97,108.87,8.17,18.11,5.1,4.66,9.32,236.48,79.58,57.75,1052.36,41.74,57.74,129.46,53.62,40.91,60.91,55.22,42.55,2.77,36.75,2.34,23.87,14.78,43.79,11.26,98.16,1.68,97.08,8.1,96.2,6.85,1.39,2.86,125.59,372.18,86.48,215.95,387.71,129.99,86.23,61.98,125.98,19.83,189.6,75.94,6.29,258.16,225
8.34,71.39,112.94,207.69,12.18,44.63,3.49,8.78,172.64,122.67,2285.59,336.44,220.8,109.36,8.39,18.5,5.05,4.65,9.29,237.94,79.79,58.06,1096.7,42.21,57.67,129.03,54,39.45,61.49,55.15,42.49,2.78,36.46,2.35,23.87,14.43,43.66,11.02,97.52,1.71,97.17,7.99,95.85,6.83,1.38,2.74,122.37,369.99,86.26,211.88,385.85,130.73,86.28,62,124.33,19.48,188.91,74.72,6.33,255.35,224.04
8.38,71.64,113.71,207.58,12.1,44.78,3.48,8.82,172.33,122.97,2312.15,332.24,220.42,108.59,8.42,18.52,5.09,4.62,9.3,237.19,80.37,57.37,1105.94,42.86,59.01,132.45,54.85,40.6,63.65,56.98,43.56,2.71,36.48,2.35,24.07,14.62,43.63,10.88,97.31,1.71,97.12,7.95,95.58,6.88,1.35,2.8,121.97,366.72,86.5,212.78,384.13,136.06,86.12,62.38,125,20.44,189.02,76.89,6.58,254.36,224.27
8.44,71.65,112.64,207.11,12.05,44.47,3.46,8.96,173.18,122.32,2338.19,331.39,227.65,108,8.59,18.52,5.17,4.67,9.38,236.99,79.87,57.38,1030.45,43.79,58.56,132.67,55.29,42.55,65.37,58.28,45.19,2.65,36.25,2.34,23.36,14.25,43.56,11.73,96.68,1.72,98.44,8.16,96.96,6.94,1.41,2.77,123.4,370.46,88.61,215.62,387.39,139.48,87.05,62.55,126.7,21.15,190.67,77.99,6.99,254.65,231.27
8.59,71.89,113.18,208.96,12.15,44.71,3.42,8.82,173.64,122.05,2322.57,330.05,227.17,109.22,8.72,18.19,5.31,4.72,9.44,239.72,80.36,58.32,1058.16,42.87,57.75,131.87,54.96,42.64,64.39,58.03,44.75,2.57,35.63,2.34,23.12,13.75,42.77,11.31,96.43,1.74,99.18,8.27,97.12,6.92,1.41,2.8,123,365.87,88.71,216.21,382.2,140.59,87.01,62.54,125.32,21.26,189.91,78.94,6.86,254.96,230.91
8.52,70.99,112.58,207.75,12.21,44.71,3.38,8.93,172.72,121.89,2310.07,328.2,226.84,109.3,8.73,17.87,5.32,4.74,9.44,239.72,80.36,58.32,1058.16,42.87,57.75,131.87,54.96,42.64,64.39,58.03,44.75,2.66,35.63,2.35,23.12,13.75,42.77,11.31,96.43,1.65,97.72,8.2,96.71,6.92,1.41,2.77,121.34,365.87,88.71,216.21,382.2,140.59,87.01,62.54,125.32,21.26,189.91,78.94,6.86,254.96,230.91
8.52,71.94,112.88,208.79,12.2,44.75,3.37,8.92,172.72,121.95,2333.97,328.8,243.24,105.98,8.73,17.83,5.38,4.96,9.45,237.35,80.17,58.2,1063.01,43.39,59.2,135.61,55.43,45.39,64.11,58.55,46.24,2.65,35.66,2.35,22.89,14.29,43.16,11.85,96.78,1.62,98.41,8.28,97.08,6.94,1.43,2.8,120.65,365.62,88.99,218.09,381.92,139.15,88.54,63.1,126.57,21.79,189.54,79.64,7.07,256.13,232.95
8.6,73.08,113.31,208.33,12.25,44.91,3.36,8.79,172.41,122.14,2314.23,324.78,232.12,106.28,8.78,17.73,5.48,5.12,9.45,239.31,80.9,60.1,1066.9,43.23,58.92,134.65,55.59,45.14,62.72,59.63,44.71,2.83,35.86,2.4,23.25,14.28,43.36,11.22,96.81,1.62,99.22,8.36,97.33,6.97,1.48,2.8,121.25,367.21,88.63,218.92,385.09,141.59,87.49,63.25,124.42,21.83,191.54,79.6,6.9,257.57,230.74
