"","@IMBBY(FFNOSH)","D:2TP(FFNOSH)","BATS(FFNOSH)","ID:GUD(FFNOSH)","U:VGR(FFNOSH)","U:STZ(FFNOSH)","U:TPB(FFNOSH)","U:RLX(FFNOSH)","U:PM(FFNOSH)"
"10/28/15","958711","10549","1731325","470499","103761","163706","0","0","1463623"
"10/29/15","958711","10549","1731325","470499","103761","163706","0","0","1463623"
"10/30/15","958711","10549","1731325","470499","103761","163706","0","0","1463623"
"11/02/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/03/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/04/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/05/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/06/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/09/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/10/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/11/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/12/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/13/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/16/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/17/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/18/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/19/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/20/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/23/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/24/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/25/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/26/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/27/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"11/30/15","958711","10549","1731325","470499","103673","163706","0","0","1463623"
"12/01/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/02/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/03/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/04/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/07/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/08/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/09/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/10/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/11/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/14/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/15/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/16/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/17/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/18/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/21/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/22/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/23/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/24/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/25/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/28/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/29/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/30/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"12/31/15","958711","10549","1731330","470499","103673","165948","0","0","1381028"
"01/01/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/04/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/05/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/06/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/07/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/08/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/11/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/12/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/13/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/14/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/15/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/18/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/19/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/20/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/21/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/22/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/25/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/26/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/27/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/28/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"01/29/16","958711","10549","1731333","470499","103673","165948","0","0","1381033"
"02/01/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/02/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/03/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/04/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/05/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/08/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/09/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/10/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/11/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/12/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/15/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/16/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/17/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/18/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/19/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/22/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/23/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/24/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/25/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/26/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"02/29/16","958711","10549","1731338","470499","103673","165948","0","0","1381033"
"03/01/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/02/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/03/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/04/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/07/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/08/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/09/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/10/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/11/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/14/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/15/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/16/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/17/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/18/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/21/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/22/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/23/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/24/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/25/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/28/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/29/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/30/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"03/31/16","957091","10549","1731341","470499","106319","165750","15600","0","1381077"
"04/01/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/04/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/05/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/06/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/07/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/08/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/11/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/12/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/13/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/14/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/15/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/18/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/19/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/20/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/21/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/22/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/25/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/26/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/27/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/28/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"04/29/16","957091","10549","1731342","470499","106308","166276","15600","0","1381095"
"05/02/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/03/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/04/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/05/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/06/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/09/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/10/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/11/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/12/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/13/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/16/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/17/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/18/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/19/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/20/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/23/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/24/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/25/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/26/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/27/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/30/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"05/31/16","958711","10549","1731422","470499","106308","166999","15367","0","1381095"
"06/01/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/02/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/03/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/06/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/07/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/08/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/09/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/10/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/13/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/14/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/15/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/16/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/17/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/20/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/21/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/22/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/23/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/24/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/27/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/28/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/29/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"06/30/16","958711","10549","1637400","470499","106308","166975","14955","0","1387603"
"07/01/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/04/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/05/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/06/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/07/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/08/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/11/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/12/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/13/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/14/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/15/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/18/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/19/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/20/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/21/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/22/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/25/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/26/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/27/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/28/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"07/29/16","958711","10549","1731447","470499","106308","166975","14955","0","1387665"
"08/01/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/02/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/03/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/04/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/05/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/08/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/09/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/10/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/11/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/12/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/15/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/16/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/17/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/18/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/19/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/22/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/23/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/24/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/25/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/26/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/29/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/30/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"08/31/16","958711","10549","1731447","470499","106267","166975","15928","0","1387665"
"09/01/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/02/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/05/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/06/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/07/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/08/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/09/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/12/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/13/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/14/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/15/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/16/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/19/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/20/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/21/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/22/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/23/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/26/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/27/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/28/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/29/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"09/30/16","958711","10549","1637423","470499","106267","168363","15928","0","1469494"
"10/03/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/04/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/05/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/06/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/07/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/10/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/11/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/12/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/13/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/14/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/17/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/18/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/19/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/20/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/21/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/24/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/25/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/26/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/27/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/28/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"10/31/16","958711","10549","1731477","470499","106267","168363","15928","0","1469518"
"11/01/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/02/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/03/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/04/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/07/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/08/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/09/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/10/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/11/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/14/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/15/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/16/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/17/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/18/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/21/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/22/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/23/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/24/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/25/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/28/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/29/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"11/30/16","958711","18549","1731478","470499","104059","168363","16369","0","1469518"
"12/01/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/02/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/05/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/06/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/07/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/08/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/09/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/12/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/13/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/14/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/15/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/16/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/19/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/20/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/21/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/22/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/23/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/26/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/27/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/28/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/29/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"12/30/16","958711","18549","1731483","470499","104169","172705","16369","0","1551386"
"01/02/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/03/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/04/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/05/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/06/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/09/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/10/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/11/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/12/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/13/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/16/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/17/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/18/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/19/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/20/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/23/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/24/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/25/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/26/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/27/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/30/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"01/31/17","958711","18549","1637446","470499","104169","172705","16369","0","1551386"
"02/01/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/02/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/03/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/06/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/07/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/08/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/09/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/10/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/13/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/14/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/15/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/16/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/17/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/20/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/21/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/22/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/23/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/24/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/27/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"02/28/17","958711","18549","1637162","470499","104898","172705","16369","0","1551386"
"03/01/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/02/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/03/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/06/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/07/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/08/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/09/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/10/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/13/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/14/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/15/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/16/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/17/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/20/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/21/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/22/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/23/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/24/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/27/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/28/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/29/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/30/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"03/31/17","958711","14255","1731488","470499","107419","172705","17084","0","1553139"
"04/03/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/04/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/05/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/06/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/07/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/10/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/11/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/12/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/13/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/14/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/17/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/18/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/19/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
"04/20/17","958711","10905","1731491","470499","107419","171447","17084","0","1553143"
