"","@IMBBY(FFNOSH)","D:2TP(FFNOSH)","BATS(FFNOSH)","ID:GUD(FFNOSH)","U:VGR(FFNOSH)","U:STZ(FFNOSH)","U:TPB(FFNOSH)","U:RLX(FFNOSH)","U:PM(FFNOSH)"
"08/21/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"08/24/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"08/25/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"08/26/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"08/27/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"08/28/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"08/31/20","950987","49346","2132368","470499","108602","154740","17713","116500","1473787"
"09/01/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/02/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/03/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/04/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/07/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/08/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/09/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/10/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/11/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/14/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/15/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/16/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/17/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/18/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/21/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/22/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/23/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/24/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/25/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/28/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/29/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"09/30/20","950987","49751","2145207","470499","108113","155400","17579","116500","1473985"
"10/01/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/02/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/05/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/06/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/07/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/08/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/09/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/12/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/13/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/14/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/15/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/16/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/19/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/20/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/21/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/22/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/23/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/26/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/27/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/28/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/29/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"10/30/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/02/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/03/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/04/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/05/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/06/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/09/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/10/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/11/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/12/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/13/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/16/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/17/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/18/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/19/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/20/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/23/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/24/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/25/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/26/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/27/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"11/30/20","950987","66212","2148854","470499","108113","155400","17598","116500","1474014"
"12/01/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/02/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/03/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/04/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/07/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/08/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/09/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/10/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/11/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/14/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/15/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/16/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/17/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/18/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/21/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/22/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/23/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/24/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/25/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/28/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/29/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/30/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"12/31/20","950987","66451","2024795","470499","107137","167498","17550","116500","1474995"
"01/01/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/04/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/05/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/06/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/07/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/08/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/11/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/12/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/13/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/14/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/15/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/18/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/19/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/20/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/21/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/22/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/25/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/26/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/27/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/28/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"01/29/21","950987","66451","1909996","470499","107137","167498","17550","133975","1475131"
"02/01/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/02/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/03/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/04/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/05/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/08/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/09/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/10/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/11/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/12/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/15/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/16/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/17/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/18/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/19/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/22/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/23/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/24/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/25/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"02/26/21","950987","72917","1775023","470499","108038","167498","16354","133975","1475131"
"03/01/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/02/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/03/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/04/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/05/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/08/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/09/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/10/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/11/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/12/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/15/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/16/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/17/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/18/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/19/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/22/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/23/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/24/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/25/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/26/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/29/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/30/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"03/31/21","950987","72917","1897408","470499","108696","167498","15296","133975","1478815"
"04/01/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/02/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/05/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/06/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/07/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/08/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/09/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/12/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/13/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/14/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/15/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/16/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/19/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/20/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/21/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/22/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/23/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/26/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/27/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/28/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/29/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"04/30/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/03/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/04/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/05/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/06/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/07/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/10/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/11/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/12/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/13/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/14/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/17/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/18/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/19/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/20/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/21/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/24/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/25/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/26/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/27/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/28/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"05/31/21","950987","75447","2009956","470499","108696","167498","15276","952619","1478840"
"06/01/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/02/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/03/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/04/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/07/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/08/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/09/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/10/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/11/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/14/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/15/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/16/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/17/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/18/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/21/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/22/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/23/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/24/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/25/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/28/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/29/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"06/30/21","950987","77176","1871281","470499","108867","167498","15249","727683","1477929"
"07/01/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/02/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/05/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/06/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/07/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/08/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/09/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/12/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/13/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/14/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/15/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/16/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/19/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/20/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/21/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/22/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/23/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/26/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/27/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/28/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/29/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"07/30/21","950987","77760","1871281","470499","108867","167498","15113","727683","1477933"
"08/02/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/03/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/04/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/05/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/06/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/09/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/10/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/11/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/12/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/13/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/16/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/17/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/18/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/19/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/20/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/23/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/24/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/25/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/26/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/27/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/30/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"08/31/21","950987","77773","1848908","470499","108632","167498","16147","727683","1477933"
"09/01/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/02/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/03/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/06/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/07/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/08/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/09/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/10/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/13/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/14/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/15/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/16/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/17/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/20/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/21/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/22/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/23/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/24/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/27/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/28/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/29/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"09/30/21","950987","77773","1726609","470499","108632","167498","16096","727683","1477933"
"10/01/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/04/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/05/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/06/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/07/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/08/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/11/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/12/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/13/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/14/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/15/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/18/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/19/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/20/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/21/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/22/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/25/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/26/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/27/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
"10/28/21","950987","77937","1848911","470499","108632","167498","16096","727683","1476220"
