"","A:TWEX(P)","A:TWEX(EPS)","A:TWEX(PA)","A:TWEX(PB)","B:ABI(P)","B:ABI(EPS)","B:ABI(PA)","B:ABI(PB)","H:HB(P)","H:HB(EPS)","H:HB(PA)","H:HB(PB)","F:RCD(P)","F:RCD(EPS)","F:RCD(PA)","F:RCD(PB)","I:CPR(P)","I:CPR(EPS)","I:CPR(PA)","I:CPR(PB)","DGE(P)","DGE(EPS)","DGE(PA)","DGE(PB)","K:BBCA(P)","K:BBCA(EPS)","K:BBCA(PA)","K:BBCA(PB)","K:CHRE(P)","K:CHRE(EPS)","K:CHRE(PA)","K:CHRE(PB)","DK:CAB(P)","DK:CAB(EPS)","DK:CAB(PA)","DK:CAB(PB)","DK:RBR(P)","DK:RBR(EPS)","DK:RBR(PA)","DK:RBR(PB)","CN:KCM(P)","CN:KCM(EPS)","CN:KCM(PA)","CN:KCM(PB)","CN:YWU(P)","CN:YWU(EPS)","CN:YWU(PA)","CN:YWU(PB)","CN:JYB(P)","CN:JYB(EPS)","CN:JYB(PA)","CN:JYB(PB)","CN:TTB(P)","CN:TTB(EPS)","CN:TTB(PA)","CN:TTB(PB)","IN:MLC(P)","IN:MLC(EPS)","IN:MLC(PA)","IN:MLC(PB)","IN:UBB(P)","IN:UBB(EPS)","IN:UBB(PA)","IN:UBB(PB)","MX:BEC(P)","MX:BEC(EPS)","MX:BEC(PA)","MX:BEC(PB)","BR:AVS(P)","BR:AVS(EPS)","BR:AVS(PA)","BR:AVS(PB)","CL:CVZ(P)","CL:CVZ(EPS)","CL:CVZ(PA)","CL:CVZ(PB)","U:STZ(P)","U:STZ(EPS)","U:STZ(PA)","U:STZ(PB)","U:BF.B(P)","U:BF.B(EPS)","U:BF.B(PA)","U:BF.B(PB)","U:TAP(P)","U:TAP(EPS)","U:TAP(PA)","U:TAP(PB)","U:SAM(P)","U:SAM(EPS)","U:SAM(PA)","U:SAM(PB)"
"06/07/18",12.32,0.3,12.4,12.25,92.08,3.87,92.08,92.04,97.98,3.82,98.05,97.93,162.02,7.1,162.08,161.97,7.43,0.28,7.44,7.43,35.42,1.68,35.42,35.42,0,0,0,0,4.78,0.05,4.78,4.77,110.35,1.28,110.35,110.32,69.33,2.58,69.43,69.33,813.39,24.42,813.45,813.42,84.21,2.66,84.22,84.21,151.94,4.58,151.94,151.83,51.99,1.04,51.99,51.98,9.54,0.13,9.57,9.57,17.49,0.21,17.57,17.55,3.34,0.15,3.35,3.35,5.04,0.13,5.04,5.04,11.53,0.55,11.54,11.43,223.53,8.73,223.53,223.51,51.24,1.48,51.24,51.22,62.62,4.13,62.63,62.62,251.75,6.54,251.75,251.65
"06/08/18",12.43,0.3,12.46,12.4,92.37,3.87,92.39,92.36,98.51,3.82,98.51,98.41,162.72,7.1,162.72,162.66,7.43,0.28,7.43,7.43,35.78,1.68,35.78,35.75,0,0,0,0,4.64,0.05,4.65,4.64,111.46,1.28,111.74,111.71,70.08,2.58,70.29,70.11,810.24,24.42,810.29,809.77,83.73,2.66,83.74,83.73,147.69,4.58,147.7,147.69,51.23,1.04,51.24,51.23,9.57,0.13,9.57,9.56,17.5,0.21,17.55,17.55,3.32,0.15,3.33,3.32,5.01,0.13,5.01,5.01,11.65,0.55,11.83,11.62,227.28,8.73,227.33,227.3,52.97,1.48,52.98,52.97,63.56,4.13,63.56,63.55,259.15,6.54,259.15,259
"06/11/18",12.43,0.3,12.61,12.62,94.61,3.87,94.61,94.55,99.89,3.82,99.94,99.82,163.64,7.1,163.7,163.64,7.62,0.28,7.62,7.59,36.21,1.68,36.23,36.21,0,0,0,0,4.62,0.05,4.62,4.62,113.07,1.28,113.32,113.26,71.56,2.58,71.69,71.5,807.93,24.42,807.98,807.69,85.9,2.66,85.91,85.9,146.33,4.58,146.64,146.33,49.88,1.04,49.9,49.89,9.63,0.13,9.64,9.64,18.12,0.21,18.19,18.18,3.35,0.15,3.35,3.34,5.02,0.13,5.02,5.01,11.67,0.55,11.67,11.47,226.09,8.73,226.18,226.13,52.14,1.48,52.14,52.13,64.67,4.13,64.63,64.62,263.95,6.54,264,263.95
"06/12/18",12.69,0.3,12.73,12.66,95.83,3.87,95.83,95.82,100.79,3.82,100.84,100.74,166.64,7.1,166.64,166.46,7.73,0.28,7.74,7.73,36.05,1.68,36.05,36.04,0,0,0,0,4.94,0.05,4.94,4.94,113.57,1.28,113.44,113.38,71.41,2.58,71.28,71.19,832.36,24.42,832.69,832.59,89.57,2.66,89.57,89.56,155.71,4.58,155.73,155.71,50.75,1.04,50.76,50.74,9.78,0.13,9.8,9.8,18.39,0.21,18.39,18.37,3.35,0.15,3.35,3.34,4.99,0.13,4.99,4.98,12.05,0.55,12.2,12.04,229.71,8.73,229.73,229.72,52.77,1.48,52.78,52.77,66.09,4.13,66.08,66.07,273.8,6.54,273.85,273.8
"06/13/18",12.6,0.3,12.77,12.47,96.25,3.87,96.25,96.23,101.46,3.82,101.48,101.44,167.04,7.1,167.1,167.04,7.9,0.28,7.91,7.9,36.46,1.68,36.46,36.45,0,0,0,0,4.94,0.05,4.94,4.94,113.81,1.28,114,113.94,72.8,2.58,72.71,72.61,823.14,24.42,823.24,822.82,89.02,2.66,89.03,89.02,153.22,4.58,153.24,153.22,49.58,1.04,49.6,49.59,9.79,0.13,9.79,9.78,18.24,0.21,18.22,18.21,3.34,0.15,3.35,3.34,4.94,0.13,4.94,4.94,12.01,0.55,12.07,11.92,229.23,8.73,229.26,229.23,52.21,1.48,52.21,52.2,66.1,4.13,66.1,66.09,279.5,6.54,279.25,279.2
"06/14/18",12.84,0.3,12.85,12.77,96.9,3.87,96.95,96.9,101.5,3.82,101.6,101.48,167.1,7.1,167.16,167.1,7.99,0.28,7.99,7.96,36.43,1.68,36.44,36.43,0,0,0,0,4.94,0.05,4.94,4.94,114.46,1.28,114.49,114.43,72.15,2.58,72.18,72.12,818.76,24.42,818.73,818.63,87.91,2.66,87.91,87.9,149.14,4.58,149.18,149.14,50.58,1.04,50.58,50.57,9.85,0.13,9.84,9.84,18.4,0.21,18.44,18.41,3.33,0.15,3.33,3.32,5,0.13,5,5,11.82,0.55,11.98,11.76,232.18,8.73,232.19,232.18,52.94,1.48,52.94,52.92,66.72,4.13,66.71,66.7,285.75,6.54,285.95,285.8
"06/15/18",12.93,0.3,12.96,12.91,97.55,3.87,97.55,97.51,102.17,3.82,102.31,102.17,169.81,7.1,169.81,169.69,8.1,0.28,8.11,8.1,36.59,1.68,36.59,36.58,0,0,0,0,5,0.05,5,4.99,115.33,1.28,115.48,115.42,72.77,2.58,73.14,72.89,805.43,24.42,805.5,805.39,86.71,2.66,86.72,86.71,148.94,4.58,148.94,148.93,48.41,1.04,48.43,48.42,9.66,0.13,9.67,9.66,18.12,0.21,18.11,18.11,3.27,0.15,3.29,3.26,4.95,0.13,4.95,4.92,11.68,0.55,11.73,11.66,233.02,8.73,232.97,232.92,53.39,1.48,53.39,53.38,67.89,4.13,67.91,67.9,291.05,6.54,291.1,291.05
"06/18/18",12.85,0.3,12.88,12.76,95.69,3.87,95.69,95.67,99.98,3.82,99.98,99.96,166.52,7.1,166.52,166.46,8.11,0.28,8.12,8.11,36.04,1.68,36.04,36.04,0,0,0,0,5,0.05,4.91,4.9,112.98,1.28,113.1,113.04,73.23,2.58,73.42,73.3,805.43,24.42,776.84,776.48,86.71,2.66,84.89,84.88,148.94,4.58,144.42,144.35,48.41,1.04,46.33,46.32,9.49,0.13,9.48,9.47,18.31,0.21,18.35,18.34,3.15,0.15,3.15,3.14,4.9,0.13,4.9,4.9,11.46,0.55,11.62,11.37,232.26,8.73,232.24,232.22,53.14,1.48,53.14,53.13,67.01,4.13,67.02,67.01,287.4,6.54,287.5,287.4
"06/19/18",13.18,0.3,13.23,13.17,95.74,3.87,95.75,95.74,98.81,3.82,98.88,98.81,164.45,7.1,164.5,164.39,8.01,0.28,8.01,8.01,35.96,1.68,35.96,35.96,0,0,0,0,4.84,0.05,4.85,4.84,112.82,1.28,112.76,112.7,72.34,2.58,72.52,72.34,768.63,24.42,768.57,768.16,83.2,2.66,83.2,83.19,143.94,4.58,143.94,143.83,46.14,1.04,46.16,46.14,9.6,0.13,9.63,9.63,18.23,0.21,18.25,18.25,3.16,0.15,3.16,3.15,4.97,0.13,4.97,4.97,11.57,0.55,11.57,11.53,231.85,8.73,231.89,231.85,52.51,1.48,52.51,52.5,67.62,4.13,67.61,67.6,282.85,6.54,282.85,282.7
"06/20/18",13.45,0.3,13.53,13.42,96.03,3.87,96.05,96.03,99.22,3.82,99.27,99.18,163.24,7.1,163.47,163.24,7.96,0.28,7.96,7.95,35.98,1.68,35.98,35.98,0,0,0,0,4.92,0.05,4.92,4.92,113.19,1.28,113.29,113.19,72.43,2.58,72.34,72.24,795.29,24.42,795.29,795.22,85.47,2.66,85.47,85.46,152.08,4.58,152.08,152.07,47.36,1.04,47.39,47.34,9.51,0.13,9.49,9.49,18,0.21,18.04,18.02,3.07,0.15,3.07,3.07,4.9,0.13,4.9,4.9,11.56,0.55,11.61,11.54,231.5,8.73,231.66,231.65,50.61,1.48,50.64,50.62,68.11,4.13,68.1,68.09,287.8,6.54,287.6,287.55
"06/21/18",13.77,0.3,13.86,13.75,96.74,3.87,96.75,96.74,98.53,3.82,98.55,98.53,161.28,7.1,161.39,161.22,7.88,0.28,7.89,7.88,35.86,1.68,35.86,35.85,0,0,0,0,4.86,0.05,4.86,4.85,114.87,1.28,115.08,114.99,72.43,2.58,72.52,72.46,790.84,24.42,791.42,791.32,84.24,2.66,84.24,84.23,148.93,4.58,148.94,148.93,46.84,1.04,46.87,46.86,9.32,0.13,9.32,9.3,18.19,0.21,18.25,18.24,3.08,0.15,3.08,3.07,4.79,0.13,4.8,4.79,11.74,0.55,11.75,11.68,231.36,8.73,231.35,231.33,49.98,1.48,49.98,49.97,67.47,4.13,67.47,67.46,293.75,6.54,293.7,293.55
"06/22/18",13.48,0.3,13.53,13.42,98.26,3.87,96.91,96.96,99.84,3.82,99.08,98.29,162.83,7.1,160.8,160.49,7.99,0.28,7.99,7.98,36.08,1.68,36.08,36.07,0,0,0,0,4.86,0.05,4.87,4.86,116.17,1.28,116.29,116.23,75.37,2.58,75.34,75.25,798.35,24.42,798.63,797.93,83.51,2.66,83.52,83.51,145.29,4.58,145.38,145.29,47.89,1.04,47.89,47.87,9.71,0.13,9.74,9.73,18.07,0.21,18.06,18.04,3.08,0.15,3.09,3.08,4.8,0.13,4.8,4.8,11.69,0.55,11.71,11.62,231.52,8.73,231.47,231.39,49.81,1.48,49.83,49.82,69.02,4.13,68.98,68.97,300.9,6.54,300.85,300.8
"06/25/18",13.02,0.3,13.17,12.96,96.4,3.87,96.75,96.35,98.9,3.82,99.87,98.6,160.87,7.1,161.62,160.53,7.97,0.28,7.97,7.97,35.22,1.68,35.23,35.22,0,0,0,0,4.87,0.05,4.88,4.87,116.51,1.28,116.75,116.69,76.05,2.58,76.14,76.02,797.34,24.42,797.34,797.32,85.52,2.66,85.53,85.52,147.37,4.58,147.37,147.36,48.68,1.04,48.71,48.7,9.61,0.13,9.64,9.63,17.37,0.21,17.32,17.28,3.04,0.15,3.04,3.04,4.81,0.13,4.82,4.81,11.62,0.55,11.69,11.54,228.04,8.73,228.14,228.12,48.3,1.48,48.31,48.3,69.79,4.13,69.8,69.79,302.1,6.54,302.15,302.05
"06/26/18",13.16,0.3,13.2,12.95,96.58,3.87,97.16,95.95,98.71,3.82,99.45,98.6,160.47,7.1,162.6,160.29,7.9,0.28,7.9,7.89,35.33,1.68,35.34,35.33,0,0,0,0,4.82,0.05,4.82,4.82,115.42,1.28,115.61,115.58,76.64,2.58,76.76,76.64,786.13,24.42,786.35,786.34,84.86,2.66,84.87,84.86,144.07,4.58,144.08,144.07,47.28,1.04,47.29,47.28,10,0.13,9.96,9.95,17.36,0.21,17.32,17.32,3.05,0.15,3.05,3.05,4.78,0.13,4.78,4.76,11.62,0.55,11.83,11.47,229.65,8.73,229.67,229.65,48.8,1.48,48.8,48.79,68.61,4.13,68.61,68.6,302.55,6.54,302.6,302.55
"06/27/18",13.1,0.3,13.15,12.95,98.09,3.87,98.48,98.02,98.6,3.82,99.2,97.61,160.99,7.1,162.6,160.18,8.06,0.28,8.06,8.05,35.61,1.68,35.61,35.61,0,0,0,0,4.61,0.05,4.61,4.6,115.76,1.28,115.73,115.7,77.46,2.58,77.38,77.29,752.43,24.42,752.68,752.5,79.73,2.66,79.73,79.71,135.47,4.58,135.47,135.45,46.02,1.04,46.03,46.02,9.67,0.13,9.64,9.61,16.49,0.21,16.45,16.44,3.01,0.15,3.02,3,4.74,0.13,4.74,4.74,11.66,0.55,11.7,11.47,229.41,8.73,229.44,229.42,48.67,1.48,48.67,48.66,67.79,4.13,67.79,67.78,291.45,6.54,291.4,291.35
"06/28/18",12.8,0.3,13.02,12.74,98.55,3.87,98.59,97.79,98.58,3.82,99.52,98.48,160.7,7.1,162.6,160.06,7.96,0.28,7.96,7.95,35.94,1.68,35.94,35.94,0,0,0,0,4.65,0.05,4.67,4.65,115.79,1.28,115.7,115.67,77.26,2.58,77.07,77.01,740.44,24.42,740.48,740.47,76.71,2.66,76.71,76.7,133.52,4.58,133.52,133.5,43.76,1.04,43.74,43.67,9.38,0.13,9.38,9.38,16.01,0.21,16.1,16.09,3.05,0.15,3.05,3.05,4.76,0.13,4.76,4.76,11.64,0.55,11.76,11.62,232.33,8.73,232.33,232.32,49.27,1.48,49.29,49.28,67.84,4.13,67.84,67.83,299.3,6.54,299.3,299.05
"06/29/18",12.72,0.3,13.02,12.66,99.75,3.87,100.31,99.18,99.2,3.82,100.21,98.25,161.33,7.1,161.79,161.04,8.12,0.28,8.14,8.12,35.75,1.68,35.76,35.75,0,0,0,0,4.89,0.05,4.89,4.87,116.32,1.28,116.38,116.35,78.7,2.58,78.77,78.54,761.82,24.42,762.23,762.16,79.15,2.66,79.17,79.15,137.06,4.58,137.11,137.06,45.65,1.04,45.67,45.66,9.48,0.13,9.48,9.48,16.42,0.21,16.47,16.44,3.04,0.15,3.05,3.03,4.75,0.13,4.75,4.75,11.87,0.55,11.88,11.77,218.87,8.73,219.74,219.02,49.01,1.48,49.03,49.02,68.04,4.13,68.05,68.04,299.7,6.54,299.8,299.75
"07/02/18",12.52,0.3,12.66,12.47,99.74,3.87,100.33,99.29,98.71,3.82,99.75,98.48,160.47,7.1,161.45,159.37,8.12,0.28,8.13,8.12,35.53,1.68,35.54,35.53,0,0,0,0,4.89,0.05,4.83,4.81,116.32,1.28,116.29,116.2,78,2.58,78,77.77,741.09,24.42,740.6,740.32,77.36,2.66,77.36,77.35,138.49,4.58,138.49,138.48,46.25,1.04,46.27,46.25,9.27,0.13,9.34,9.32,15.91,0.21,15.92,15.92,3.05,0.15,3.05,3.04,4.79,0.13,4.79,4.79,11.87,0.55,11.9,11.77,215.91,8.73,215.81,215.8,49.25,1.48,49.26,49.25,67.62,4.13,67.61,67.6,302.35,6.54,302.35,302.25
"07/03/18",12.72,0.3,12.77,12.63,100.66,3.87,101.02,100.33,100.49,3.82,100.51,98.62,159.72,7.1,160.29,159.26,8.26,0.28,8.27,8.26,35.83,1.68,35.83,35.81,0,0,0,0,4.63,0.05,4.64,4.63,116.26,1.28,116.51,116.44,77.92,2.58,77.92,77.85,723.77,24.42,723.78,723.67,75.38,2.66,75.38,75.37,130.29,4.58,130.29,130.28,46.22,1.04,46.23,46.2,9.34,0.13,9.33,9.32,16.66,0.21,16.71,16.65,3.07,0.15,3.07,3.06,4.78,0.13,4.78,4.78,11.49,0.55,11.88,11.52,214.99,10.31,215.01,214.97,49.02,1.48,49.06,49.05,67.69,4.13,67.73,67.7,301.3,6.54,301.25,300.95
"07/04/18",12.6,0.3,12.77,12.51,100.56,3.87,101.37,100.46,100.84,3.82,101.14,100.44,158.68,7.1,160.29,158.1,8.2,0.28,8.21,8.2,35.76,1.68,35.77,35.76,0,0,0,0,4.55,0.05,4.56,4.55,118.92,1.28,118.73,118.64,78.93,2.58,78.85,78.77,719.59,24.42,719.47,719.45,73.63,2.66,73.65,73.63,131.04,4.58,131.08,131.03,45.36,1.04,45.31,45.27,9.51,0.13,9.5,9.48,16.8,0.21,16.81,16.79,3.11,0.15,3.11,3.1,4.78,0.13,4.78,4.78,11.81,0.55,11.99,11.75,214.99,10.31,215.6,215.51,49.02,1.48,49.81,49.8,67.69,4.13,68.53,68.51,301.3,6.54,303.6,303.38
"07/05/18",12.82,0.3,12.91,12.8,100.54,3.87,100.57,100.54,100.54,3.82,100.58,100.54,158.22,7.1,158.33,158.22,8.27,0.28,8.27,8.26,35.98,1.68,36,35.98,0,0,0,0,4.53,0.05,4.53,4.49,119.14,1.28,119.35,119.32,77.69,2.58,77.77,77.61,731.55,24.42,731.4,731.37,73.76,2.66,73.76,73.75,131.54,4.58,131.54,131.53,45.47,1.04,45.36,45.32,8.97,0.13,8.99,8.98,16.31,0.21,16.3,16.29,3.2,0.15,3.2,3.2,4.86,0.13,4.86,4.86,12.01,0.55,12.32,11.91,215.74,10.31,215.72,215.71,50.55,1.48,50.58,50.57,69.7,4.13,69.71,69.7,304.95,6.54,305.05,304.95
"07/06/18",12.9,0.3,12.98,12.77,102.4,3.87,102.42,102.4,101.04,3.82,101.09,101.04,159.08,7.1,159.08,158.91,8.5,0.28,8.51,8.5,36.08,1.68,36.08,36.06,0,0,0,0,4.46,0.05,4.47,4.46,120.65,1.28,120.65,120.62,78.7,2.58,78.77,78.7,743.76,24.42,743.64,743.35,73.55,2.66,73.57,73.55,133.69,4.58,133.7,133.69,43.94,1.04,43.95,43.91,9.08,0.13,9.08,9.08,16.69,0.21,16.68,16.61,3.14,0.15,3.15,3.14,4.78,0.13,4.78,4.78,12.08,0.55,12.11,11.81,214.98,10.31,214.97,214.96,50.44,1.48,50.44,50.43,70.62,4.13,70.62,70.61,302.65,6.54,302.65,302.45
"07/09/18",13.17,0.3,13.23,13.1,102.3,3.87,102.3,102.29,101.34,3.82,101.37,101.3,158.97,7.1,159.08,158.91,8.38,0.28,8.4,8.38,36.04,1.68,36.05,36.04,0,0,0,0,4.58,0.05,4.59,4.58,120.37,1.28,120.22,120.19,78.16,2.58,78.39,78.23,757.43,24.42,757.59,757.53,76.59,2.66,76.59,76.58,137.51,4.58,137.51,137.48,46.19,1.04,46.21,46.19,9.14,0.13,9.12,9.12,16.76,0.21,16.77,16.76,3.12,0.15,3.13,3.12,4.78,0.13,4.79,4.78,12.05,0.55,12.05,11.99,218.3,10.31,218.32,218.31,50.9,1.48,50.9,50.88,69.82,4.13,69.83,69.82,307.4,6.54,307.35,307.2
"07/10/18",12.85,0.3,12.94,12.67,102.06,3.87,102.06,102.05,101.18,3.82,101.23,101.18,159.26,7.1,159.26,159.2,8.38,0.28,8.38,8.38,36.35,1.68,36.35,36.33,0,0,0,0,4.56,0.05,4.56,4.55,120.9,1.28,120.9,120.84,79.39,2.58,79.55,79.39,755.89,24.42,755.82,755.79,76.42,2.66,76.43,76.42,137,4.58,137.01,137,46.51,1.04,46.48,46.46,9.1,0.13,9.1,9.1,17.16,0.21,17.15,17.14,3.1,0.15,3.1,3.1,4.81,0.13,4.81,4.8,11.98,0.55,12,11.91,217.98,10.31,218,217.98,50.75,1.48,50.75,50.73,68.39,4.13,68.39,68.38,305.65,6.54,305.65,305.6
"07/11/18",12.84,0.3,12.86,12.71,101.83,3.87,101.84,101.83,101.87,3.82,101.9,101.85,157.87,7.1,157.99,157.82,8.49,0.28,8.49,8.48,36.25,1.68,36.28,36.25,0,0,0,0,4.56,0.05,4.57,4.56,120.65,1.28,120.37,120.31,80.24,2.58,80.48,80.32,749.45,24.42,749.28,749.26,75.07,2.66,75.08,75.07,134.16,4.58,134.17,134.16,46.36,1.04,46.34,46.33,8.84,0.13,8.85,8.85,16.93,0.21,17.05,16.97,3.08,0.15,3.09,3.07,4.73,0.13,4.73,4.73,11.98,0.55,12.01,11.97,217.35,10.31,217.37,217.35,50.63,1.48,50.64,50.63,68.61,4.13,68.62,68.61,306,6.54,305.85,305.8
"07/12/18",12.84,0.3,13.01,12.8,102.35,3.87,102.35,102.32,103.28,3.82,103.28,103.14,159.55,7.1,159.6,159.49,8.44,0.28,8.45,8.44,36.57,1.68,36.57,36.57,0,0,0,0,4.69,0.05,4.7,4.69,119.26,1.28,119.17,119.11,83.57,2.58,83.57,83.49,768.15,24.42,768.11,768.09,76.97,2.66,76.97,76.96,138,4.58,138,137.99,48.11,1.04,48.11,48.1,8.6,0.13,8.6,8.58,16.88,0.21,16.8,16.76,3.08,0.15,3.08,3.07,4.82,0.13,4.82,4.82,11.8,0.55,11.85,11.79,217.52,10.31,217.58,217.53,50.79,1.48,50.77,50.76,67.71,4.13,67.74,67.72,313.2,6.54,313.1,313.05
"07/13/18",12.91,0.3,13.06,12.77,102.53,3.87,102.53,102.52,104.16,3.82,104.16,104.13,159.2,7.1,159.2,159.14,8.37,0.28,8.37,8.37,36.83,1.68,36.83,36.82,0,0,0,0,4.74,0.05,4.74,4.73,120.03,1.28,120,119.97,82.26,2.58,82.41,82.26,778,24.42,778.08,778.01,78.89,2.66,78.9,78.89,141.65,4.58,141.65,141.63,48.45,1.04,48.43,48.42,8.67,0.13,8.67,8.66,17.02,0.21,17.1,17.08,3.06,0.15,3.06,3.05,4.87,0.13,4.87,4.87,12.02,0.55,12.05,11.83,215.5,10.31,215.62,215.61,51.02,1.48,51.04,51.03,68.1,4.13,68.1,68.09,326.2,6.54,326.3,326.2
"07/16/18",12.89,0.3,12.92,12.66,102.08,3.87,102.14,102.08,104.94,3.82,104.99,104.94,158.68,7.1,158.8,158.68,8.49,0.28,8.49,8.49,36.37,1.68,36.37,36.36,0,0,0,0,4.73,0.05,4.73,4.73,120.34,1.28,120.25,120.19,82.33,2.58,82.33,82.26,786.01,24.42,786.33,785.42,78.55,2.66,78.56,78.55,142.46,4.58,142.46,142.45,47.72,1.04,47.72,47.71,8.19,0.13,8.18,8.18,16.35,0.21,16.35,16.27,3.04,0.15,3.04,3.04,5.01,0.13,5.01,5.01,12.02,0.55,12.25,11.86,213.45,10.31,213.41,213.39,51.17,1.48,51.17,51.16,66.9,4.13,66.92,66.91,320.1,6.54,320.1,319.95
"07/17/18",12.99,0.3,13.1,12.88,101.63,3.87,101.67,101.6,104.43,3.82,104.48,104.41,158.8,7.1,158.8,158.74,8.53,0.28,8.53,8.53,36.93,1.68,36.93,36.93,0,0,0,0,4.67,0.05,4.67,4.65,121.12,1.28,120.93,120.87,82.41,2.58,82.33,82.18,773.25,24.42,773.75,773.32,77.11,2.66,77.12,77.11,141.65,4.58,141.65,141.62,47.49,1.04,47.45,47.43,8.27,0.13,8.25,8.24,16.65,0.21,16.62,16.6,3.02,0.15,3.02,3.01,5.06,0.13,5.07,5.06,12.24,0.55,12.27,12.22,213.85,10.31,213.88,213.87,52.64,1.48,52.65,52.64,67,4.13,67.02,67.01,320.5,6.54,320.45,320.25
"07/18/18",12.83,0.3,13.01,12.66,101.83,3.87,101.83,101.8,105.89,3.82,105.91,105.89,158.8,7.1,158.8,158.74,8.59,0.28,8.59,8.57,37.28,1.68,37.29,37.28,0,0,0,0,4.83,0.05,4.83,4.81,121.09,1.28,121.18,121.12,82.33,2.58,82.26,82.18,768.05,24.42,768.61,768.6,76.35,2.66,76.35,76.34,137.9,4.58,137.93,137.9,49.63,1.04,49.64,49.62,7.95,0.13,7.98,7.98,15.82,0.21,15.78,15.77,2.95,0.15,2.96,2.95,4.96,0.13,4.96,4.95,12.18,0.55,12.2,12.05,214.36,10.31,214.36,214.35,51.93,1.48,51.95,51.94,64.35,4.13,64.36,64.35,314.5,6.54,314.25,314.2
"07/19/18",13.15,0.3,13.2,13.06,102.32,3.87,102.34,102.32,105.96,3.82,105.98,105.93,158.57,7.1,158.57,158.51,8.69,0.28,8.69,8.68,37.51,1.68,37.53,37.51,0,0,0,0,4.73,0.05,4.73,4.73,121.89,1.28,121.86,121.83,82.49,2.58,82.88,82.72,771.71,24.42,772.23,772.17,76.43,2.66,76.43,76.42,136.99,4.58,137,136.99,48.71,1.04,48.74,48.72,8.01,0.13,8.01,8,15.98,0.21,15.95,15.94,2.91,0.15,2.92,2.91,4.99,0.13,4.99,4.97,12.36,0.55,12.38,12.34,215.82,10.31,215.82,215.8,52.34,1.48,52.36,52.35,63.87,4.13,63.86,63.85,318.2,6.54,318.35,318.2
"07/20/18",13.62,0.3,13.64,13.56,103.26,3.87,103.29,103.26,107.87,3.82,107.92,107.87,159.95,7.1,159.95,159.72,8.82,0.28,8.82,8.82,37.87,1.68,37.87,37.87,0,0,0,0,4.8,0.05,4.8,4.76,121.64,1.28,121.58,121.52,84.96,2.58,84.73,84.58,771.89,24.42,772.1,771.83,76.48,2.66,76.48,76.47,137.75,4.58,137.77,137.75,49.51,1.04,49.57,49.52,8.08,0.13,8.09,8.08,15.27,0.21,15.28,15.27,2.89,0.15,2.89,2.88,4.96,0.13,4.97,4.96,12.33,0.55,12.33,12.25,215.96,10.31,215.95,215.94,52.59,1.48,52.6,52.59,62.85,4.13,62.86,62.85,323.9,6.54,323.65,323.55
"07/23/18",13.41,0.3,13.53,13.35,103.41,3.87,103.41,103.4,106.12,3.82,106.19,106.12,158.28,7.1,158.28,158.22,8.74,0.28,8.76,8.74,37.47,1.68,37.47,37.47,0,0,0,0,4.66,0.05,4.66,4.64,121.24,1.28,121.33,121.27,83.34,2.58,83.19,83.03,762.46,24.42,762.38,762.26,75.11,2.66,75.11,75.1,135.29,4.58,135.29,135.28,48.35,1.04,48.39,48.38,8.26,0.13,8.18,8.17,15.28,0.21,15.15,15.14,2.86,0.15,2.85,2.85,4.93,0.13,4.93,4.93,12.3,0.55,12.32,12.28,215,10.31,214.99,214.98,52.7,1.48,52.7,52.69,63.24,4.13,63.23,63.22,327.15,6.54,327.45,327.2
"07/24/18",14.15,0.3,14.19,13.99,103.65,3.87,103.65,103.59,105.43,3.82,105.45,105.38,158.16,7.1,158.28,158.16,8.76,0.28,8.77,8.75,37.26,1.68,37.27,37.26,0,0,0,0,4.65,0.05,4.66,4.65,121.49,1.28,121.55,121.46,82.64,2.58,82.57,82.49,776.34,24.42,776.44,776.43,78.14,2.66,78.14,78.13,139.36,4.58,139.36,139.35,48.43,1.04,48.43,48.42,8.3,0.13,8.28,8.26,15.79,0.21,15.77,15.76,2.86,0.15,2.86,2.86,5.01,0.13,5.01,5,12.51,0.55,12.57,12.42,214.6,10.31,214.59,214.58,52.98,1.48,52.98,52.97,64.41,4.13,64.42,64.41,322.9,6.54,323,322.9
"07/25/18",13.75,0.3,13.86,13.74,104.98,3.87,105.02,104.98,106.46,3.82,106.49,106.46,159.03,7.1,159.08,158.97,8.81,0.28,8.82,8.8,37.4,1.68,37.41,37.4,0,0,0,0,4.6,0.05,4.6,4.59,121.46,1.28,121.37,121.3,83.96,2.58,83.96,83.8,774.68,24.42,774.78,774.68,78.11,2.66,78.12,78.11,139.79,4.58,139.81,139.79,47.93,1.04,47.94,47.91,8.25,0.13,8.24,8.23,15.83,0.21,15.66,15.59,2.84,0.16,2.81,2.8,4.99,0.13,4.99,4.99,12.44,0.55,12.44,12.36,215.15,10.31,215.16,215.15,54.86,1.48,54.96,54.95,65.41,4.13,65.41,65.4,327.1,6.54,327.1,326.95
