"","A:TWEX(FFNOSH)","B:ABI(FFNOSH)","H:HB(FFNOSH)","F:RCD(FFNOSH)","I:CPR(FFNOSH)","DGE(FFNOSH)","K:BBCA(FFNOSH)","K:CHRE(FFNOSH)","DK:CAB(FFNOSH)","DK:RBR(FFNOSH)","CN:KCM(FFNOSH)","CN:YWU(FFNOSH)","CN:JYB(FFNOSH)","CN:TTB(FFNOSH)","IN:MLC(FFNOSH)","IN:UBB(FFNOSH)","MX:BEC(FFNOSH)","BR:AVS(FFNOSH)","CL:CVZ(FFNOSH)","U:STZ(FFNOSH)","U:BF.B(FFNOSH)","U:TAP(FFNOSH)","U:SAM(FFNOSH)"
"05/19/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/22/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/23/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/24/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/25/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/26/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/29/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/30/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"05/31/17","638866","899809","215828","184082","569184","2370150","0","1560099","98328","43147","477426","1667595","523282","290781","65715","92886","548106","4423943","65604","171904","268973","156985","7577"
"06/01/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/02/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/05/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/06/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/07/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/08/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/09/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/12/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/13/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/14/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/15/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/16/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/19/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/20/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/21/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/22/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/23/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/26/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/27/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/28/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/29/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"06/30/17","638866","899809","215828","180904","569184","2370415","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4423943","29883","171963","268987","144710","7476"
"07/03/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/04/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/05/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/06/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/07/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/10/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/11/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/12/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/13/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/14/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/17/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/18/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/19/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/20/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
"07/21/17","638866","899809","215828","180904","569184","2370729","0","1560099","98328","43293","477426","1667595","523282","290781","65715","92886","548106","4385765","29883","171963","269012","145117","7151"
