"X.AMRS.PB.","X.GRWG.PB.","U.YOLO.PB.","U.CNBS.PB.","U.MJ.PB.","X.POTX.PB.","U.STZ.PB.","U.IIPR.PB.","X.CARA.PB.","X.TLRY.PB.","X.SNDL.PB.","X.CNTTQ.PB."
4.83,7.52,0,0,30.26,0,178.52,17.85,17.18,0,0,0
4.75,7.62,0,0,30.65,0,180.23,17.5,16.61,0,0,0
4.35,7.73,0,0,30.72,0,182.18,17.8,16.8,0,0,0
3.9,7.83,0,0,30.24,0,180.7,17.56,15.58,0,0,0
4.43,7.94,0,0,27.99,0,180.82,17.25,16.84,0,0,0
4.3,8.04,0,0,29.04,0,182.89,17.39,16.82,0,0,0
4.34,8.15,0,0,28.75,0,184.06,17.35,17.59,0,0,0
4.16,8.26,0,0,28.99,0,180.87,17.35,17.14,0,0,0
4.09,8.36,0,0,29.33,0,178.81,17.68,17.04,0,0,0
4.07,8.47,0,0,29.12,0,180.02,17.02,16.7,0,0,0
4.05,8.58,0,0,29.33,0,180.9,17.1,16.7,0,0,0
3.97,8.69,0,0,29.29,0,180.39,17.53,16.69,0,0,0
3.9,8.8,0,0,29.02,0,180.51,17.7,16.54,0,0,0
3.88,8.91,0,0,28.9,0,182.75,17.48,16.55,0,0,0
3.8,9.02,0,0,29.05,0,184.59,17.6,17.35,0,0,0
3.8,9.13,0,0,28.95,0,184.54,17.35,17.55,0,0,0
3.3,9.24,0,0,29.09,0,184.45,17.18,18.21,0,0,0
3.59,9.35,0,0,29.27,0,185.76,17.3,17.28,0,0,0
3.34,9.46,0,0,29.38,0,184.49,17.18,17.44,0,0,0
3.23,9.58,0,0,29.28,0,183.44,17.46,17.98,0,0,0
3.24,9.69,0,0,29.28,0,181.01,17.5,17.17,0,0,0
3.16,9.8,0,0,29.16,0,179.13,17.2,17.55,0,0,0
3.11,9.92,0,0,29.29,0,179.55,17.14,17.43,0,0,0
3.1,10.03,0,0,29.53,0,179.92,17.07,17.43,0,0,0
3.26,10.15,0,0,29.18,0,180.3,17.08,17.12,0,0,0
3.05,10.26,0,0,29.53,0,180.82,17.25,17.12,0,0,0
2.98,10.38,0,0,29.56,0,183.33,17.21,17.45,0,0,0
2.91,10.49,0,0,28.95,0,184.59,17.09,17.68,0,0,0
2.71,10.61,0,0,28.85,0,184.56,17.23,19.48,0,0,0
3.28,10.73,0,0,29.12,0,184.11,17.29,19.87,0,0,0
3.41,10.85,0,0,28.76,0,184.57,17.48,22.58,0,0,0
3.27,10.96,0,0,29.32,0,182.47,17.11,25.41,0,0,0
3.18,11.08,0,0,29.05,0,182.33,17.05,26.42,0,0,0
3.26,11.2,0,0,29.33,0,183.92,16.88,26.93,0,0,0
3.16,11.32,0,0,29.06,0,193.96,16.61,25.51,0,0,0
3.15,11.44,0,0,29.12,0,193.73,16.63,15.38,0,0,0
3.25,11.56,0,0,29.05,0,191.79,16.62,16.42,0,0,0
3.28,11.68,0,0,29.08,0,192.56,16.79,16.73,0,0,0
3.23,11.8,0,0,29.13,0,193.89,16.83,15.28,0,0,0
3.18,11.92,0,0,29.05,0,193.76,16.52,15.05,0,0,0
3.3,12.04,0,0,29.14,0,193.53,16.46,13.59,0,0,0
3.36,12.16,0,0,29.47,0,193.84,16.44,12.2,0,0,0
3.41,12.29,0,0,29.54,0,193.95,16.34,12.55,0,0,0
3.37,12.41,0,0,30.23,0,197.1,15.99,13.44,0,0,0
3.34,12.53,0,0,30.3,0,196.31,16.3,13.94,0,0,0
3.37,12.66,0,0,30.66,0,198.31,16.26,15.36,0,0,0
3.63,12.78,0,0,30.77,0,196.59,16.27,15.41,0,0,0
3.75,12.9,0,0,31.05,0,197.17,16.4,15.14,0,0,0
3.9,13.03,0,0,31.05,0,198.28,16.3,15.63,0,0,0
4.12,13.15,0,0,31.03,0,198.16,16.41,15.45,0,0,0
4.07,13.28,0,0,30.86,0,198.46,16.55,15.34,0,0,0
3.93,13.4,0,0,31.1,0,196.02,16.08,15.13,0,0,0
3.96,13.53,0,0,30.65,0,193.65,16.42,14.96,0,0,0
3.95,13.66,0,0,31,0,193.44,17.05,14.57,0,0,0
4.03,13.78,0,0,31,0,194.38,17.35,13.97,0,0,0
4.13,13.91,0,0,31,0,194.56,17.5,14.03,0,0,0
4.03,14.04,0,0,31,0,193.56,18.1,14.07,0,0,0
3.96,14.16,0,0,31,0,194.83,18.01,13.09,0,0,0
3.91,14.29,0,0,31.05,0,193.55,17.56,13.31,0,0,0
3.84,14.42,0,0,31.12,0,193.04,17.27,13.36,0,0,0
3.55,14.55,0,0,31.03,0,193.81,17.63,16.32,0,0,0
3.05,14.68,0,0,31.18,0,194.95,17.83,14.92,0,0,0
2.77,14.81,0,0,31.07,0,194.64,17.92,14.35,0,0,0
2.5,14.93,0,0,31,0,195.46,17.6,14.35,0,0,0
2.68,15.06,0,0,30.44,0,194.67,17.45,13.85,0,0,0
2.42,15.19,0,0,30.68,0,195.65,17.32,13.96,0,0,0
2.48,15.32,0,0,30.78,0,197.03,17.68,14.25,0,0,0
2.39,15.45,0,0,30.82,0,198.63,17.22,14.05,0,0,0
2.2,15.58,0,0,30.86,0,198.56,16.83,13.94,0,0,0
2.01,15.72,0,0,30.54,0,197.05,16.75,13.51,0,0,0
2.4,15.85,0,0,30.79,0,197.91,16.5,13.14,0,0,0
2.44,15.98,0,0,30.87,0,198.04,16.47,12.83,0,0,0
2.44,16.11,0,0,30.92,0,196.75,16.62,13.13,0,0,0
2.41,16.24,0,0,31.15,0,196.74,17.26,12.98,0,0,0
2.37,16.37,0,0,30.98,0,196.88,17.31,13.1,0,0,0
2.45,16.51,0,0,31.1,0,198.32,17.5,12.76,0,0,0
2.39,16.64,0,0,30.94,0,197.7,17.46,12.82,0,0,0
2.39,16.77,0,0,30.93,0,198.39,16.97,12.6,0,0,0
2.41,16.91,0,0,31.06,0,199.46,16.92,12.85,0,0,0
2.47,17.04,0,0,31.07,0,200.1,17,14.32,0,0,0
2.49,17.17,0,0,31.2,0,200,16.98,13.87,0,0,0
2.46,17.31,0,0,31.21,0,200.05,16.92,13.82,0,0,0
2.51,17.44,0,0,31.37,0,200.98,16.81,13.99,0,0,0
2.67,17.57,0,0,31.85,0,202.47,16.6,13.79,0,0,0
2.7,17.71,0,0,32.03,0,202.2,16.55,14.36,0,0,0
2.76,17.84,0,0,31.93,0,202.43,17.24,14.05,0,0,0
2.9,17.98,0,0,32.08,0,203.66,17.52,13.76,0,0,0
3.18,18.11,0,0,32.1,0,204.58,17.68,13.63,0,0,0
3.72,18.25,0,0,31.87,0,204.47,17.69,13.23,0,0,0
3.72,18.39,0,0,32.02,0,204.37,17.69,13.29,0,0,0
3.63,18.52,0,0,32.28,0,203.43,17.66,13.67,0,0,0
3.35,18.66,0,0,32.24,0,203.94,17.82,13.49,0,0,0
3.39,18.79,0,0,32.2,0,202.26,17.76,13.39,0,0,0
3.69,18.93,0,0,32.16,0,201.75,17.44,13.2,0,0,0
3.55,19.07,0,0,32.02,0,201.02,17.58,13.18,0,0,0
3.49,19.2,0,0,32.3,0,201.68,18.02,13.06,0,0,0
3.21,19.34,0,0,31.77,0,200.54,18.1,13.42,0,0,0
3.23,19.48,0,0,31.46,0,200.41,18.25,13.15,0,0,0
3.16,19.61,0,0,31.08,0,199.83,18.25,13.18,0,0,0
3.23,19.75,0,0,31.12,0,199.28,18.23,13.3,0,0,0
3.18,19.89,0,0,31.34,0,199.44,18.64,13.71,0,0,0
3.26,20.03,0,0,31.45,0,199.44,18.64,14.07,0,0,0
3.36,20.16,0,0,31.7,0,199.11,18.71,13.91,0,0,0
3.31,20.3,0,0,31.85,0,201.08,18.86,13.8,0,0,0
3.27,20.44,0,0,31.65,0,209.26,18.95,13.97,0,0,0
3.37,20.58,0,0,31.65,0,210.08,18.81,13.65,0,0,0
3.33,20.71,0,0,31.01,0,208.16,19.01,13.46,0,0,0
3.32,20.85,0,0,31.03,0,207.96,19.05,13.42,0,0,0
3.3,20.99,0,0,31.24,0,207.74,19.16,13.47,0,0,0
3.33,21.13,0,0,31.07,0,207.49,19.09,13.05,0,0,0
3.27,21.27,0,0,31.24,0,208.54,19.21,12.46,0,0,0
3.26,21.41,0,0,31.25,0,210.45,18.79,12.87,0,0,0
3.21,21.55,0,0,31.17,0,213.6,18.08,12.48,0,0,0
2.99,21.69,0,0,31.2,0,211.8,18.62,12.42,0,0,0
2.99,21.82,0,0,30.99,0,211.98,18.19,12.37,0,0,0
2.98,21.96,0,0,31.02,0,211.23,18.3,12.43,0,0,0
2.88,22.1,0,0,30.34,0,211.71,18.81,12.45,0,0,0
3.04,22.24,0,0,30.32,0,212.67,19.1,12.68,0,0,0
3.03,22.38,0,0,30.32,0,212.48,19.31,12.26,0,0,0
3.05,22.52,0,0,29.77,0,211.75,19.27,11.88,0,0,0
3.08,22.66,0,0,30.21,0,211.87,19.38,12.7,0,0,0
3.15,22.8,0,0,29.85,0,213,19.73,12.94,0,0,0
3.13,22.94,0,0,29.95,0,219.05,19.66,12.54,0,0,0
3.18,23.08,0,0,29.94,0,215.99,19.5,12.2,0,0,0
3.33,23.22,0,0,30.01,0,214.33,19.52,12.21,0,0,0
3.21,23.36,0,0,29.77,0,215.93,19.54,12.32,0,0,0
3.15,23.5,0,0,30.14,0,215.75,19.45,11.94,0,0,0
3.33,23.64,0,0,29.83,0,215.37,19.53,12.45,0,0,0
3.37,23.78,0,0,30,0,217.67,19.51,12.59,0,0,0
3.26,23.92,0,0,29.91,0,218.08,19.57,12.89,0,0,0
3.29,24.06,0,0,29.41,0,218.64,19.58,13.24,0,0,0
3.15,24.2,0,0,29.25,0,220.7,19.66,12.93,0,0,0
3.16,24.34,0,0,29.06,0,218.11,19.52,12.11,0,0,0
3.02,24.48,0,0,29,0,217.19,19.36,12.29,0,0,0
3.07,24.62,0,0,29.4,0,217.36,19.57,12.2,0,0,0
3.53,24.76,0,0,29.56,0,216.38,19.43,12.18,0,0,0
3.66,24.9,0,0,29.6,0,217.53,18.77,12.11,0,0,0
3.67,25.04,0,0,29.46,0,219.81,18.99,12.04,0,0,0
3.62,25.18,0,0,29.3,0,220.43,19.14,12.18,0,0,0
3.61,25.32,0,0,29.02,0,221.66,19.15,12.38,0,0,0
3.67,25.46,0,0,29,0,221.8,19.1,12.34,0,0,0
3.74,25.6,0,0,29.5,0,220.13,18.99,12.04,0,0,0
3.69,25.74,0,0,29.8,0,220.01,18.8,12.13,0,0,0
3.57,25.88,0,0,29.6,0,214.4,18.39,12.15,0,0,0
3.62,26.02,0,0,29.25,0,217.45,18.09,12.43,0,0,0
3.57,26.16,0,0,29.4,0,218.51,18.73,12.77,0,0,0
3.47,26.3,0,0,29.46,0,216.33,19.14,12.6,0,0,0
3.41,26.44,0,0,29.5,0,216.78,19.28,12.48,0,0,0
3.3,26.58,0,0,29.25,0,216.91,19.36,12.73,0,0,0
3.25,26.72,0,0,29.05,0,216.87,19.93,13.06,0,0,0
3.28,26.86,0,0,29.07,0,217.93,19.87,13.53,0,0,0
3.6,27,0,0,29.11,0,219.35,20.86,12.54,0,0,0
3.61,27.14,0,0,28.97,0,220.01,19.81,12.72,0,0,0
3.54,27.28,0,0,29,0,218.58,20.32,13.13,0,0,0
3.5,27.42,0,0,28.95,0,222.74,22.75,12.62,0,0,0
3.4,27.56,0,0,29.04,0,224.41,24.87,12.39,0,0,0
3.53,27.7,0,0,29.5,0,222.49,24.86,12.63,0,0,0
3.51,27.84,0,0,29.35,0,223.17,23.49,12.4,0,0,0
3.43,27.98,0,0,29.19,0,223.48,24.89,12.52,0,0,0
3.57,28.12,0,0,29.06,0,224.58,24.26,12.57,0,0,0
3.54,28.26,0,0,29.22,0,223.73,24.61,12.23,0,0,0
3.58,28.4,0,0,29.84,0,224.37,24.86,12.25,0,0,0
3.68,28.54,0,0,30.21,0,225.52,25.87,12.51,0,0,0
3.71,28.68,0,0,30.31,0,225.9,28,12.71,0,0,0
3.7,28.82,0,0,32,0,227.92,28.53,12.75,0,0,0
3.73,28.96,0,0,32.57,0,228.59,32.22,12.24,0,0,0
3.84,29.1,0,0,33.38,0,227.47,35.87,12.2,0,0,0
4.02,29.23,0,0,35.56,0,226.74,36.36,12.83,0,0,0
4.18,29.37,0,0,37.8,0,227.56,31.8,13.5,0,0,0
4.14,29.51,0,0,35.41,0,225.76,26,12.77,0,0,0
4.25,29.65,0,0,36.45,0,219.57,29.42,12.55,0,0,0
4.2,29.79,0,0,38.38,0,216.78,29.3,12.43,0,0,0
4.76,29.93,0,0,37.89,0,222.01,30.53,12.76,0,0,0
5.05,30.06,0,0,37.57,0,219.28,31.63,12.72,0,0,0
4.75,30.2,0,0,35.7,0,219.02,32.48,12.63,0,0,0
4.62,30.34,0,0,33.61,0,217.45,30.2,12.67,0,0,0
4.61,30.48,0,0,33.89,0,216.71,31.84,12.44,0,0,0
4.71,30.61,0,0,35.23,0,217.78,33.77,12.32,0,0,0
4.88,30.75,0,0,35.83,0,219.11,31.16,12.55,0,0,0
4.9,30.89,0,0,36.03,0,217.31,28.33,12.43,0,0,0
4.98,31.03,0,0,36.46,0,218.32,28.17,12.99,0,0,0
5,31.16,0,0,37.97,0,219.31,28.18,13.34,0,0,0
5.02,31.3,0,0,38.77,0,220.75,29.97,13.71,0,0,0
4.94,31.44,0,0,38.51,0,222.06,30.85,16.08,0,0,0
5.18,31.57,0,0,37.21,0,221.26,30.04,15.35,0,0,0
5.18,31.71,0,0,37.63,0,223.57,29.21,15.11,0,0,0
5.18,31.84,0,0,36.64,0,220.74,28.37,15.49,0,0,0
4.98,31.98,0,0,34.79,0,220,27.62,15.05,0,0,0
4.88,32.11,0,0,35.07,0,219.49,28.37,14.66,0,0,0
4.92,32.25,0,0,32.9,0,220.68,26.74,14.07,0,0,0
4.88,32.39,0,0,30.55,0,215.79,26.54,13.39,0,0,0
4.98,32.52,0,0,30.39,0,211.37,26.27,12.25,0,0,0
4.96,32.65,0,0,33.26,0,216.3,25.89,12.85,0,0,0
4.95,32.79,0,0,32.21,0,214.1,26.67,12.71,0,0,0
4.81,32.92,0,0,31.6,0,208.74,26.06,12.2,0,0,0
4.93,33.06,0,0,32.01,0,210.26,26.42,12.3,0,0,0
5.07,33.19,0,0,32.41,0,213.08,25.79,13.69,0,0,0
5.2,33.33,0,0,32.3,0,213.47,26.5,13.99,0,0,0
5.22,33.46,0,0,33.19,0,214.02,25.88,14.47,0,0,0
5.27,33.59,0,0,33.26,0,216.81,25.99,14.83,0,0,0
5.18,33.72,0,0,32.32,0,219.49,25.83,14.47,0,0,0
5.15,33.86,0,0,32.26,0,219.6,25.85,14.05,0,0,0
5.28,33.99,0,0,32.63,0,217.3,25.73,13.82,0,0,0
5.57,34.12,0,0,32.5,0,213.87,25.31,13.79,0,0,0
5.88,34.25,0,0,32.06,0,213.15,25.76,13.86,0,0,0
5.89,34.39,0,0,31.9,0,217.46,25.86,14.31,0,0,0
5.76,34.52,0,0,31.93,0,218.02,25.3,14.19,0,0,0
5.23,34.65,0,0,30.86,0,218.1,24.32,14.08,0,0,0
5.28,34.78,0,0,31.78,0,215.53,24.95,13.98,0,0,0
5.26,34.91,0,0,32.42,0,215.84,24.61,13.69,0,0,0
5.31,35.04,0,0,32.38,0,219.83,24.92,14.36,0,0,0
5.19,35.17,0,0,33.24,0,219.5,26.03,14.3,0,0,0
5.5,35.3,0,0,33.73,0,222.52,27.03,14.16,0,0,0
5.39,35.43,0,0,33.26,0,223.86,26.43,14.35,0,0,0
5.59,35.56,0,0,33.22,0,227.7,26.85,14.31,0,0,0
5.69,35.69,0,0,33.13,0,230.31,26.56,14.38,0,0,0
5.8,35.82,0,0,33.05,0,230.15,27.24,14.45,0,0,0
5.78,35.94,0,0,32.68,0,227.92,27.1,14.27,0,0,0
5.72,36.07,0,0,32.29,0,227.41,27.82,13.84,0,0,0
5.57,36.2,0,0,31.99,0,226.85,26.99,13.3,0,0,0
6.4,36.33,0,0,31.63,0,228.49,27.94,12.55,0,0,0
6.75,36.46,0,0,32.07,0,226.36,26.58,12.04,0,0,0
6.76,36.58,0,0,31.75,0,227.57,26.52,11.77,0,0,0
6.73,36.71,0,0,31.7,0,226.11,25.9,12.32,0,0,0
6.74,36.83,0,0,30.51,0,224.23,26.29,12.44,0,0,0
6.8,36.96,0,0,30.65,0,220.91,25.92,12.1,0,0,0
6.8,37.09,0,0,30.74,0,220.36,26.17,12.84,0,0,0
6.75,37.21,0,0,29.43,0,218.49,25.97,12.27,0,0,0
6.53,37.34,0,0,28.63,0,220.37,26.32,12.14,0,0,0
6.69,37.46,0,0,29.53,0,229.08,27.41,12.36,0,0,0
6.67,37.58,0,0,29.35,0,231.47,28.72,12.2,0,0,0
6.62,37.71,0,0,28.18,0,228.29,29.25,11.83,0,0,0
6.79,37.83,0,0,27.2,0,225.09,28.94,11.75,0,0,0
6.96,37.95,0,0,27.4,0,226.47,30.16,12.26,0,0,0
7.05,38.08,0,0,28.1,0,229.93,30.58,12.06,0,0,0
6.79,38.2,0,0,27.35,0,227.19,30.22,11.89,0,0,0
6.8,38.32,0,0,26.6,0,226.21,30.6,11.88,0,0,0
6.9,38.44,0,0,27.4,0,226.07,30.94,12.23,0,0,0
6.93,38.56,0,0,27.69,0,225.46,31.07,12.35,0,0,0
6.8,38.68,0,0,28.12,0,224.25,32.05,12.39,0,0,0
6.69,38.8,0,0,29.52,0,223.85,34.92,12.44,0,0,0
6.45,38.92,0,0,29.92,0,226.99,33.22,12.28,0,0,0
6.62,39.04,0,0,29.7,0,231.4,33.37,12.64,0,0,0
6.41,39.16,0,0,29.36,0,232.14,33.03,12.62,0,0,0
6.29,39.28,0,0,29.26,0,229.62,32.33,12.34,0,0,0
6.33,39.4,0,0,29.29,0,227.58,31.47,12.34,0,0,0
6.53,39.52,0,0,28.63,0,228.24,32.64,12.36,0,0,-0.01
6.59,39.64,0,0,28.42,0,226.18,32.7,12.21,0,0,-0.01
6.68,39.75,0,0,28.25,0,226.84,32.85,12.49,0,0,-0.01
6.64,39.87,0,0,28.14,0,228.73,33.75,12.5,0,0,-0.01
6.6,39.99,0,0,28.04,0,234.19,33.5,12.75,0,0,-0.02
6.6,40.1,0,0,28.69,0,233.11,34.08,12.38,0,0,-0.02
6.74,40.22,0,0,28.43,0,229.63,34.15,12.94,0,0,-0.02
6.74,40.33,0,0,28.5,0,226.77,34.32,12.56,0,0,-0.03
6.79,40.45,0,0,28.41,0,224.07,33.65,12.42,0,0,-0.03
6.73,40.56,0,0,28.88,0,221.29,34.13,12.48,0,0,-0.04
6.42,40.67,0,0,29.3,0,223.76,34.83,12.84,0,0,-0.05
5.97,40.79,0,0,28.71,0,221.38,34.23,12.46,0,0,-0.05
5.7,40.9,0,0,29.25,0,221.94,33.82,12.92,0,0,-0.06
5.83,41.01,0,0,29.5,0,220.37,32.38,12.04,0,0,-0.06
5.84,41.12,0,0,30.05,0,220.22,33.13,12.13,0,0,-0.07
6.19,41.23,0,0,30.57,0,221.8,32.69,12.65,0,0,-0.08
6.03,41.34,0,0,30.3,0,221.75,32.67,12.38,0,0,-0.09
5.5,41.46,0,0,30.07,0,221.47,32.52,12.39,0,0,-0.1
5.1,41.56,0,0,29.62,0,222.05,33.34,12.38,0,0,-0.1
5.35,41.67,0,0,30.37,0,220.15,33.67,12.26,0,0,-0.11
5.44,41.78,0,0,31.06,0,219.32,34.13,11.7,0,0,-0.12
5.31,41.89,0,0,30.74,0,216.18,34.17,11.59,0,0,-0.13
5.19,42,0,0,30.74,0,216.57,34.94,16.56,0,0,-0.14
5.17,42.11,0,0,30.32,0,216.9,35.77,15.55,0,0,-0.15
5.02,42.21,0,0,29.88,0,216.75,36.64,17.01,0,0,-0.16
5,42.32,0,0,29.56,0,216.83,36.71,16.96,0,0,-0.17
5.07,42.43,0,0,29.55,0,219.75,36.49,15.84,0,0,-0.19
5.11,42.53,0,0,29.85,0,224.94,36.77,15.75,0,0,-0.2
5.16,42.64,0,0,29.76,0,223.01,37.51,15.62,0,0,-0.21
5.1,42.74,0,0,29.54,0,222.76,37.85,15.3,0,0,-0.22
5.22,42.84,0,0,30.13,0,225.78,37.41,15.54,0,0,-0.23
5.26,42.95,0,0,31.11,0,225.19,37.14,15.91,0,0,-0.25
5.45,43.05,0,0,32.15,0,224.33,36.66,16.06,0,0,-0.26
5.53,43.15,0,0,31.7,0,223.51,37.88,15.91,0,0,-0.27
5.41,43.25,0,0,31.36,0,227.3,37.93,16.25,0,0,-0.29
5.3,43.35,0,0,30.93,0,226.13,38.8,16.35,0,0,-0.3
5.38,43.45,0,0,30.38,0,229.72,38.11,16.78,0,0,-0.32
5.33,43.55,0,0,30.22,0,229.23,36.94,16.85,0,0,-0.33
5.42,43.65,0,0,30.12,0,232.18,36.63,16.75,0,0,-0.35
5.42,43.75,0,0,29.99,0,232.92,35.72,16.77,0,0,-0.36
5.37,43.85,0,0,30.01,0,232.22,34.95,16.92,0,0,-0.38
5.5,43.95,0,0,30.14,0,231.85,35.07,16.62,0,0,-0.39
5.59,44.04,0,0,30.76,0,231.65,34.54,16.64,0,0,-0.41
5.49,44.14,0,0,31.61,0,231.33,34.66,16.86,0,0,-0.43
5.59,44.24,0,0,31.16,0,231.39,34.99,16.58,0,0,-0.44
5.68,44.33,0,0,30.33,0,228.12,36.46,15.84,0,0,-0.46
6.19,44.43,0,0,29.82,0,229.65,36.73,16.44,0,0,-0.48
6.38,44.52,0,0,28.12,0,229.42,37.01,18.06,0,0,-0.49
6.45,44.61,0,0,29.34,0,232.32,35.3,19.26,0,0,-0.51
6.38,44.71,0,0,29.34,0,219.02,36.59,19.13,0,0,-0.53
6.47,44.8,0,0,29.35,0,215.8,36.18,19.8,0,0,-0.55
6.22,44.89,0,0,29,0,214.97,35.83,20.07,0,0,-0.57
6.08,44.98,0,0,29.13,0,215.51,35.57,19.75,0,0,-0.59
6.11,45.07,0,0,29.56,0,215.71,35.4,19.5,0,0,-0.61
6.28,45.16,0,0,29.75,0,214.96,35.43,19.99,0,0,-0.63
6.62,45.25,0,0,29.6,0,218.31,35.31,20.88,0,0,-0.64
6.62,45.34,0,0,29.39,0,217.98,35.61,20.71,0,0,-0.66
6.66,45.43,0,0,29.28,0,217.35,35.32,21.51,0,0,-0.69
6.79,45.51,0,0,29.21,0,217.53,34.92,21.82,0,0,-0.71
6.7,45.6,0,0,28.83,0,215.61,34.5,21.71,0,0,-0.73
6.7,45.69,0,0,27.77,0,213.39,32.66,21.15,0,0,-0.75
6.76,45.77,0,0,27.36,0,213.87,33.39,21.59,0,0,-0.77
6.67,45.86,0,0,27.77,0,214.35,33.31,19.81,0,0,-0.79
6.62,45.94,0,0,27.42,0,215.8,33.23,19.25,22.15,0,-0.81
6.59,46.02,0,0,27.26,0,215.94,32.95,19.05,29.6,0,-0.83
6.71,46.11,0,0,27.63,0,214.98,33.8,19.3,29.46,0,-0.86
6.69,46.19,0,0,27.06,0,214.58,33.36,18.66,25.35,0,-0.88
6.86,46.27,0,0,26.93,0,215.15,33.1,18.8,26.4,0,-0.9
6.9,46.35,0,0,26.42,0,214.63,33.61,17.95,26.31,0,-0.92
6.78,46.43,0,0,26.5,0,213.95,32.23,17.57,24.18,0,-0.95
6.63,46.51,0,0,26.6,0,209.65,32.05,17.88,22.63,0,-0.97
6.87,46.59,0,0,26.91,0,210.2,32.32,17.92,22.1,0,-0.99
6.95,46.67,0,0,26.9,0,208.62,32.81,17.86,22.93,0,-1.02
6.93,46.74,0,0,26.83,0,207.95,33.46,17.92,23.86,0,-1.04
6.87,46.82,0,0,26.77,0,214.01,33.14,17.86,24.13,0,-1.06
6.78,46.9,0,0,26.75,0,212.5,33.15,17.83,24.83,0,-1.09
7.24,46.97,0,0,26.52,0,217.11,33.05,17.93,24.67,0,-1.11
7.62,47.05,0,0,26.57,0,214.4,33.02,18.91,24.72,0,-1.14
7.83,47.12,0,0,26.9,0,214.78,33.55,19.28,25.59,0,-1.16
7.72,47.19,0,0,26.5,0,213.31,35.18,19.55,25.68,0,-1.19
7.66,47.27,0,0,25.76,0,213.78,37.25,18.66,26.65,0,-1.21
7.82,47.34,0,0,25.17,0,221.8,36.06,18.41,24.25,0,-1.24
7.42,47.41,0,0,27.02,0,208.27,35.06,18.49,29.08,0,-1.26
7.49,47.48,0,0,26.74,0,202.45,34.42,18.84,29.17,0,-1.29
6.55,47.55,0,0,27.23,0,203.94,34.72,18.92,30.62,0,-1.31
6.78,47.62,0,0,28.83,0,202.9,36.23,18.91,35.89,0,-1.34
7.1,47.68,0,0,29.7,0,200.49,37.37,18.71,39.8,0,-1.37
7.47,47.75,0,0,30.15,0,203.35,38.08,18.69,38.9,0,-1.39
7.59,47.82,0,0,30.45,0,204.9,38.35,18.51,38.21,0,-1.42
7.59,47.88,0,0,32.28,0,207.62,40.73,18.4,43.81,0,-1.45
7.59,47.95,0,0,33.78,0,210.27,41.22,18.64,53.4,0,-1.47
7.59,48.01,0,0,32.44,0,207.18,42.65,19.62,51.25,0,-1.5
7.56,48.07,0,0,34.37,0,209.26,43.11,19.92,62.12,0,-1.53
8.39,48.14,0,0,32.96,0,208.76,43.29,20,59,0,-1.55
8.97,48.2,0,0,33.46,0,208.01,45.34,20.16,65.17,0,-1.58
9.03,48.26,0,0,34.39,0,209.64,45.14,20.05,69.27,0,-1.61
8.77,48.32,0,0,34.94,0,211.08,43.07,20.01,77,0,-1.64
8.44,48.38,0,0,35.03,0,209.75,41.57,20.21,89.85,0,-1.67
8.28,48.44,0,0,34.32,0,208.59,42.68,19.85,80.03,0,-1.69
8.22,48.49,0,0,34.7,0,211.72,42.88,19.91,77.75,0,-1.72
8.39,48.55,0,0,35.88,0,212.06,43.78,20.18,84.49,0,-1.75
8.3,48.61,0,0,37.21,0,215.26,44.06,20.73,95.6,0,-1.78
7.94,48.66,0,0,37.65,0,216.01,41.78,20.84,104.94,0,-1.81
8.05,48.72,0,0,35.41,0,214.84,42.45,21.44,119.31,0,-1.84
7.55,48.77,0,0,35.71,0,212.04,41.69,21.79,108.99,0,-1.87
7.43,48.82,0,0,37.1,0,212.35,42.96,21.2,119.82,0,-1.89
7.36,48.88,0,0,39.65,0,213.53,43.3,22.37,154.96,0,-1.92
7.38,48.93,0,0,41.13,0,215.18,44.02,22.18,184.74,0,-1.95
7.97,48.98,0,0,42.89,0,218.56,44.49,23.91,176.34,0,-1.98
7.95,49.03,0,0,39.45,0,216.96,47.38,23.18,123.1,0,-2.01
8,49.08,0,0,39.4,0,216.32,46.28,23.7,99.5,0,-2.04
8.31,49.12,0,0,39.32,0,214.52,46.93,23.45,107.81,0,-2.07
7.82,49.17,0,0,38.94,0,213.77,46.68,23.14,114.25,0,-2.1
8.02,49.22,0,0,38.52,0,214.99,46.43,23.92,131.15,0,-2.13
7.93,49.26,0,0,40.02,0,215.8,48.26,23.93,143.57,0,-2.16
7.48,49.31,0,0,40.69,0,213.32,46.88,23.47,164.78,0,-2.19
7.36,49.35,0,0,38.58,0,212.66,46.51,22.7,138.16,0,-2.22
7.84,49.39,0,0,40.04,0,210.93,43.42,22.6,156.55,0,-2.25
7.73,49.44,0,0,39.11,0,222.09,42.03,20.52,145.56,0,-2.28
8.41,49.48,0,0,38.73,0,223.16,42.6,20.71,146.32,0,-2.31
8.63,49.52,0,0,39.34,0,228.64,42.53,20.2,139.43,0,-2.34
9.19,49.56,0,0,39.18,0,226.28,44.82,19.82,128.83,0,-2.37
8.86,49.59,0,0,38.35,0,221.7,44.33,18.77,136.07,0,-2.4
8.04,49.63,0,0,37.5,0,217.78,44.14,18.98,131.59,0,-2.43
7.7,49.67,0,0,39.19,0,225.55,42.62,19.33,148.06,0,-2.46
7.46,49.7,0,0,42.48,0,223.72,42.92,19.39,165.31,0,-2.49
