"A.ASBX.PA.","D.RHM.PA.","I.LDO.PA.","F.CSF.PA.","BA..PA.","RR..PA.","TK.ASE.PA.","IS.ESLT.PA.","U.NOC.PA.","U.RTX.PA.","U.HII.PA.","U.LMT.PA.","X.AXON.PA.","X.MANT.PA.","U.BWXT.PA.","U.CW.PA.","X.SWBI.PA.","U.GD.PA.","U.RGR.PA.","X.POWW.PA.","U.CACI.PA.","X.HON.PA."
1.03,69.58,12.51,89.74,6.35,2.74,0.93,105.94,214.7,58.95,151.55,240.95,21.86,34.94,34.93,82.61,18.29,142.95,66.95,3.3,96.66,108.89
1,70.49,12.66,89.3,6.32,2.68,0.93,106.06,214.33,59.16,151.81,240.83,21.95,35.26,34.84,82.89,18.24,142.95,67.34,3.31,97.4,109.21
0.97,70.47,12.67,89.81,6.34,2.69,0.91,106.03,213.95,59.22,154.2,241.52,22.02,35.43,35.09,82.99,18.63,142.83,67.75,3.31,96.84,108.74
0.98,70.64,12.6,89.65,6.35,2.65,0.93,105.77,214.37,59.41,154.74,240.09,21.96,35.81,35.12,83.78,18.43,143.16,66.23,3.32,98.86,108.82
0.99,70.78,12.41,89.44,6.34,2.66,0.94,106.03,213.16,59.48,153.32,237.31,22.19,35.98,35.02,83.49,18.46,142.6,65.57,3.33,100.53,108.65
0.99,71.48,12.28,89.79,6.35,2.66,0.93,104.79,212.66,59.34,153.47,236.3,22.37,35.93,35.18,83.22,18.73,141.86,66.23,3.34,100.76,108.37
0.98,70.82,12.06,89.34,6.41,2.6,0.91,103.9,214.18,59.19,156.62,238.08,22.32,35.81,35.65,84.21,18.89,141.45,67.46,3.35,100.21,108.45
0.95,71.27,12.1,89.37,6.48,2.61,0.91,102.67,213.33,59.43,156.79,237.79,22.85,35.77,35.72,84.67,18.76,140.12,67.53,3.37,100.63,109.02
0.98,69.73,11.72,88.19,6.45,2.6,0.91,103.59,215.18,59.24,157.66,239.07,22.78,35.79,35.83,83.95,17.43,140.27,64.27,3.38,99.38,109.28
0.97,69.91,11.46,88.38,6.46,2.63,0.9,102.96,215.51,59.78,158.39,239.48,22.97,35.86,35.93,85.35,16.55,140.36,60,3.4,100.88,110.04
0.95,70.94,11.66,87.74,6.49,2.61,0.89,104.68,215.74,59.88,158.12,239.58,23.08,35.91,36.05,86.35,16.53,141.06,59.13,3.42,101.38,109.84
0.97,69.65,11.6,87.82,6.47,2.63,0.9,104.22,217.69,60.2,162.79,240.47,23.52,35.64,35.76,87.76,16.7,141.46,59.68,3.44,101.63,110.52
0.94,67.87,11.23,86.62,6.38,2.58,0.9,102.53,218.63,60.34,163.81,240.77,23.31,35.61,35.93,87.45,16.9,141.99,59.51,3.46,100.64,111.6
0.93,65.63,10.68,85.23,6.3,2.6,0.89,101.87,217.44,60.16,163.23,240.59,22.77,36.19,35.46,86.34,16.45,141.54,57.41,3.48,99.95,111.08
0.9,64.52,10.68,83.43,6.26,2.58,0.87,101.38,214.97,59.72,159.54,237.98,22.76,35.97,35.08,84.71,17.57,139.1,62.32,3.51,98.82,109.62
0.88,63.51,10.43,82.53,6.24,2.58,0.86,100.57,216.88,59.68,159.36,239.63,22.67,35.72,34.95,84.49,16.8,139.43,59.69,3.54,99.61,109.96
0.9,64.72,10.82,83.24,6.28,2.63,0.86,101.38,217.28,59.37,159.84,239.64,22.77,35.85,35.14,84.31,16.51,140.17,58.74,3.56,97.71,110
0.9,63.41,10.72,83.31,6.25,2.59,0.84,100.14,216.8,59.7,159.31,239.99,22.62,35.83,35.14,84.82,16.71,139.79,59.47,3.6,98.06,110.26
0.88,63.4,11,83.36,6.29,2.65,0.85,100.43,214.38,59.69,159.75,237.74,22.94,35.3,35.34,84.17,18.16,139.03,60.65,3.63,97.64,110.37
0.9,67.06,11.52,85.84,6.5,2.72,0.89,102.93,215.21,60,160.63,238.73,23.35,36.34,35.51,85.12,18.59,140.96,60.17,3.66,100.61,111.45
0.93,67.52,11.48,86.33,6.52,2.71,0.88,101.09,214.88,59.88,161.31,238.62,23.12,36.51,35.92,84.29,19.02,139.43,61.46,3.7,99.92,111.67
0.94,67.39,11.36,86.48,6.6,2.73,0.87,101.69,214.91,59.75,161.98,238.22,23.68,36.64,36.14,83.44,19.58,138.78,61.89,3.74,99.34,110.99
0.91,69.01,11.74,87.64,6.63,2.77,0.88,100.92,214.76,60.33,162.98,239.97,23.95,37.09,36.16,84.88,19.45,139.76,62.86,3.79,90.92,111.67
0.89,64.84,10.35,83.4,6.32,2.79,0.89,98.22,212.71,58.33,160.64,239.89,23,35.88,35.1,80.36,19.86,136.09,61.72,3.84,90.23,107.6
0.89,61.31,9.68,81.16,6.16,2.8,0.87,99.37,214.35,57.35,159.08,239.37,22.78,35.34,34.16,78.99,19.68,133.11,59.81,3.89,87.65,106.13
0.87,61.67,10.34,84.84,6.35,2.88,0.89,100.23,216.13,58.43,160.84,240.9,23.56,35.54,34.8,79.36,20.02,133.93,60.82,3.95,89.05,108.58
0.89,61.78,10.35,86.55,6.64,3.03,0.88,99.51,217.2,59.25,164.49,244.11,24.22,36.33,35.33,81.74,20.48,135.61,62.76,4,88.98,108.97
0.87,62.07,10.45,86.52,6.89,3.06,0.88,100.11,222.33,60.5,168.02,248.31,24.89,37.82,35.79,84.29,20.88,139.27,64.01,4.04,90.35,110.76
0.86,63.29,10.44,87.67,6.97,3.06,0.9,100.77,221.86,60.58,168.32,249.32,24.89,38.06,35.36,84.05,21.34,141.37,65.01,4.08,90.77,110.89
0.82,63.44,10.49,86.62,6.94,3.04,0.91,100.49,221.13,59.78,168.63,249.17,24.99,37.85,34.85,82.84,21.33,139.69,64.18,4.1,89.51,109.71
0.81,61.47,10.14,85.5,7.01,3.06,0.9,100.8,221.54,59.32,170.33,249.42,25.1,37.79,34.82,82.3,21.36,138.39,63.49,4.1,88.63,109.65
0.81,60.4,9.93,84.58,6.92,3,0.9,100.77,221.68,59.8,172.41,250.08,25.05,37.93,35.3,82.77,21.76,139.92,64.4,4.09,89.4,111.21
0.78,59.48,10.13,86.59,6.96,3.13,0.91,103.93,220.56,60.13,171.43,249.63,25.78,37.94,35.45,82.79,21.73,138.68,64.52,4.06,89.94,110.54
0.79,61.59,10.69,87.18,7.06,3.16,0.91,105.37,222.05,61.13,172.53,251.8,27.3,38.73,35.7,84.79,22.33,140.5,67.63,4.03,91.81,113.11
0.81,62.96,11.01,88.52,7.17,3.11,0.91,106.26,221.88,61.33,173.95,254.35,27.67,38.45,35.77,85.41,22.54,141.17,69.7,4,90.71,112.87
0.81,63.9,11.24,89.56,7.11,3.11,0.91,106.86,220.4,61.63,173.19,254.79,27,39.31,35.77,85.82,21.97,141.55,67.48,3.97,92.05,113.33
0.81,62.58,11.05,89.62,7.12,3.21,0.93,105.97,221.71,61.97,173.11,255.82,27.01,39.34,36.13,85.55,21.83,141.72,67.33,3.95,93.32,113.35
0.81,66.05,11.28,89.65,7.09,3.21,0.93,107.44,221.13,62,171.96,255.91,27.65,39.29,36.35,85.64,21.84,142.57,67.52,3.94,93.64,113.35
0.81,65.51,11.17,89.03,7.06,3.2,0.92,107.32,221.37,62.2,171.66,256.79,27.22,39.24,36.05,85.77,21.77,142.12,68.01,3.94,93.12,113.49
0.82,66.16,11.24,89.2,7.02,3.17,0.85,105.46,220.75,62.2,170.38,255.57,28,39.26,35.93,85.47,22.1,141,68.13,3.96,92.31,113.17
0.79,66.12,11.17,89.25,7.1,3.18,0.85,105.34,221.65,62.31,169.49,258.88,28.13,39.28,36,85.9,22.1,143.31,67.8,3.99,92.17,113.64
0.8,67.81,11.12,89.6,7.13,3.19,0.87,105.54,222.62,62.56,169.73,256.8,28.26,39.55,36.13,86.29,22.07,144.54,67.55,4.04,93.62,114.14
0.81,67.3,11.13,87.99,7.05,3.2,0.84,105.91,218.17,62.43,168.88,254.05,28.2,39.73,35.75,85.75,21.87,142.86,66.83,4.12,93.01,112.94
0.79,67.68,11.17,91.08,6.99,3.1,0.83,107.12,219.6,62.01,169.12,257.19,28.49,39.65,35.6,86.85,22,143.8,67.03,4.21,94.84,110.03
0.81,68.27,11.14,92.26,7,3.09,0.85,107.03,219.17,61.73,168.53,255.62,28.51,39.5,36.02,86.12,22.57,143.73,68.67,4.32,95.74,109.96
0.8,71.5,11.13,93.87,7.02,3.13,0.84,108.87,218.27,63.64,170.85,254.56,28.66,39.76,36.47,86.85,22.88,144.51,68.89,4.46,96.85,110.37
0.8,71.67,11.19,94.38,7.09,3.15,0.87,109.25,217.92,63.53,171.53,254.34,28.78,39.63,36.57,86.71,22.92,146.67,69.72,4.63,97.37,109.43
0.81,72.13,11.51,94.55,7.07,3.57,0.88,110.28,217.25,63.47,172.56,254.44,28.49,39.73,36.6,88.43,22.65,147.14,68.72,4.84,96.95,110.25
0.86,72.74,11.79,93.99,7.01,3.4,0.88,110.22,216.68,63.48,172.61,252.84,28.97,39.51,36.84,88.94,22.61,146.95,68,5.07,95.32,110.75
0.87,72.64,11.35,93.99,6.98,3.4,0.89,109.04,216.74,63.07,172.75,254.64,29.16,39.75,36.9,89.08,23.32,149.12,69.4,5.35,96.42,110.31
0.85,72.64,11.25,93.99,6.92,3.27,0.89,107.64,218.76,62.69,172.68,257.09,28.85,39.46,36.85,87.99,22.89,148.26,69.33,5.67,94.08,109.93
0.82,71.79,10.9,93.05,6.87,3.23,0.87,108.87,218.61,62.68,174.09,256.68,28.72,39.58,37.19,87.9,22.83,147.79,66.14,6.01,94.16,110.42
0.83,74.81,10.86,93.44,6.94,3.26,0.88,109.25,218.41,62.73,172.81,257.64,28.96,39.47,37.36,89.08,22.73,147.37,66.44,6.35,93.44,110.42
0.85,73.37,11.15,93.73,6.98,3.26,0.87,110.25,218.88,63.54,169.98,260.18,29.26,39.94,38.01,89.9,22.83,148.85,67.21,6.68,95.97,110.77
0.87,73.38,11.14,93.73,6.91,3.25,0.89,110.02,216.01,63.55,167.8,260.09,28.74,39.7,37.96,89.44,22.69,148.16,66.1,6.95,95.38,110.46
0.87,74.95,11.2,94.49,6.9,3.28,0.88,109.99,216.72,63.91,169.28,260.61,28.7,39.86,37.94,89.74,22.83,148.55,66.58,7.17,95.73,110.66
0.86,75.19,11.34,95.19,6.85,3.43,0.88,110.83,217.21,63.79,166.94,261.48,28.68,40.03,37.9,89.16,22.96,151.47,66.72,7.29,96.35,110.45
0.87,75.43,11.62,95.99,6.93,3.43,0.88,110.57,217.96,64.38,167.87,262.75,29.13,40.15,38.28,89.59,22.96,151.33,65.9,7.32,94.56,110.81
0.88,75.01,11.66,95.25,6.99,3.44,0.88,110.79,218.21,64.22,166.8,264.27,29.13,40.09,38.37,89.34,22.8,151.48,66.4,7.27,93.9,110.53
0.88,75.45,11.61,94.99,7.01,3.43,0.88,111.14,219.77,64.69,169.33,266.4,29.43,40.25,38.55,89.95,22.6,153.43,66.13,7.16,94.55,111.22
0.86,74.15,11.45,93.97,6.85,3.39,0.88,111.14,217.2,64.37,165.27,255.62,29.46,39.47,38.25,88.75,22.14,152.43,64.77,7.02,94.34,110.65
0.86,73.77,11.25,93.4,6.86,3.37,0.88,111.69,218.53,64.26,165.89,255.05,29.35,39.05,38.99,89.33,21.92,153,64.42,6.87,92.87,110.21
0.86,74.72,11.46,94.42,6.93,3.39,0.87,110.85,218.07,64.47,167.5,255.37,29.43,40.26,39.32,89.93,22.13,152.43,64.81,6.74,96.7,110.29
0.89,74.28,11.3,93.86,6.95,3.41,0.87,110.57,217.33,64.38,167.75,253.93,29.11,40.3,39.39,89.64,21.91,152.4,64.2,6.65,97.67,110.55
0.87,74.76,11.46,93.73,6.94,3.37,0.88,111.26,218.19,64.01,168.46,254.36,29.04,40.6,39.18,89.82,21.97,152.23,64.49,6.6,98.54,111
0.87,75.56,11.83,93.92,6.99,3.41,0.87,111.43,214.45,63.72,167.38,249.54,28.93,40.97,39.33,89.84,22.14,152.17,64.56,6.6,98.52,111.42
0.87,75.18,11.99,92.63,6.97,3.39,0.88,110.54,214.08,63.7,166.65,248.39,28.5,40.95,39.13,89.86,22.47,152.34,63.81,6.62,97.57,111.17
0.86,74.39,11.81,91.94,6.94,3.33,0.87,109.36,213.48,63.56,166.74,248.66,28.7,41.29,38.9,90.14,22.91,152.7,64.01,6.67,98.56,111.2
0.86,74.77,11.92,91.83,7.11,3.37,0.87,108.41,212,63.3,165.95,244.52,28.52,41.51,39.02,90.11,22.15,151.6,62.72,6.73,98.72,111.18
0.97,74.97,11.85,91.56,7.13,3.34,0.88,107.06,213.15,63.68,166.99,244.31,28.76,40.97,39.25,90.91,22.6,152.87,62.7,6.8,99.11,111.58
1.11,75.32,11.91,91.33,7.07,3.3,0.88,106.29,212.59,63.32,165.41,239.5,29.42,40.31,39.08,91.16,22.72,152.62,62.39,6.86,99.17,111.41
1.09,74.86,11.81,89.56,7.07,3.31,0.88,105.54,212.12,62.77,165.17,243.02,27.08,40.07,38.81,89.92,21.63,152.26,61.3,6.93,99.36,111.12
1.06,75.62,11.81,89.86,7.09,3.27,0.89,104.88,211.82,62.93,166.01,243.63,26.85,40.2,39.14,90.16,22.72,152.84,62.18,6.98,98.66,110.55
1.08,76.74,11.9,91.74,7.2,3.37,0.89,105.25,213.27,63.07,166.8,243.24,26.57,40.8,39.3,91.12,21.28,153.81,60.68,7.04,100.07,110.81
1.09,76.53,11.92,92.75,7.3,3.37,0.9,107.98,214.97,62.88,167.23,243.62,26.46,41.04,39.36,90.96,20.91,154.82,59.84,7.08,100.86,110.93
1.09,76.66,12,92.66,7.22,3.33,0.91,107.78,214.84,62.54,166.99,243.11,26.41,41,39.22,90.46,21.47,154.66,60.16,7.12,100.83,110.15
1.1,76.88,12.4,92.63,7.26,3.3,0.9,106.69,212.86,62.43,166.53,241.43,26.13,41.03,39.07,90.7,21.53,153.12,60.62,7.15,101.15,108.76
1.1,75.57,12.5,91.81,7.24,3.23,0.9,105.71,212.69,62.35,166.62,241.62,25.86,40.9,39.67,90.15,21.42,152.4,59.83,7.17,101.7,108.36
1.2,73.72,12.42,90.71,7.2,3.12,0.89,103.99,209.25,60.58,162.94,238.02,25.19,39.85,39.17,86.8,21.16,149.92,57.88,7.18,98.89,106.68
1.12,74.13,12.35,91.83,7.16,3.09,0.88,102.73,210.29,61.36,164.12,238.79,25.39,40.26,39.19,87.87,20.68,151.85,56.43,7.17,99.91,108.04
1.17,72.67,12.32,92.83,7.16,3.09,0.88,100.97,208.37,60.36,160.95,237.45,25.02,39.34,38.13,86.07,20.51,150.64,56.18,7.16,98.36,106.26
1.16,72.89,12.22,92.37,7.18,3.12,0.87,99.54,208.74,59.95,159.52,237.4,25.18,38.73,37.92,85.25,20.44,149.89,55.17,7.13,96.5,108.57
1.15,74.17,12.3,92.6,7.2,3.14,0.87,99.65,211.47,60.57,159.92,239.08,25.55,39.16,38.68,86.69,20.98,152.16,55.82,7.08,97.66,109.76
1.12,72.54,11.92,93.21,7.02,3.13,0.88,102.12,210.95,59.02,156.37,237.44,25.46,39.36,38.42,85.51,20.99,150.76,55.11,7.02,97.07,108.78
1.1,73.03,12.03,93.46,7.12,3.18,0.9,102.81,211.21,59.25,154.67,241.03,26.03,39.45,38.47,86.48,21.49,152.18,55.59,6.95,98.57,109.05
1.12,73.65,11.67,93.48,7.15,3.15,0.89,102.24,212.12,59.13,149.14,240.53,26.43,39.32,38.38,86.26,20.98,151.86,54.44,6.86,97.86,109.35
1.11,73.58,11.83,93.21,7.01,3.12,0.89,101.09,215.87,60.14,150.09,243.75,27.57,40,38.93,87.89,21.35,153.11,55.96,6.77,99.61,110.35
1.14,75.16,11.91,93.99,7.06,3.15,0.9,101.69,216.41,60.74,154.04,246.58,28.25,41.04,39.45,89.38,21.21,154.79,56.22,6.67,103.17,111.2
1.17,73.99,11.81,93.73,6.89,3.11,0.9,102.21,217.06,60.5,153.48,245.85,28.1,40.3,38.92,88.39,21.18,153.84,56.61,6.56,101.73,110.44
1.14,72.91,11.65,92.52,6.83,3.06,0.87,102.67,216.92,60.31,154.53,245.57,28.31,39.83,38.73,88.53,19.62,153.9,56.58,6.46,101.07,110.39
1.13,72.86,11.5,92.03,6.84,3.06,0.88,102.67,218.05,60.36,153.85,245.83,28.42,40.02,39,90.05,19.86,155.28,56.68,6.35,101.21,110.62
1.1,73.72,11.66,92.86,6.92,3.08,0.88,102.47,217.86,60.36,154.81,245.67,28.86,40.23,39.03,91.32,19.97,156,57.26,6.25,102.42,111.54
1.11,71.7,11.61,94.6,6.89,3.06,0.88,102.81,213.64,59.6,152.63,242.35,28.93,37.38,38.39,89.91,19.84,155.62,57.13,6.16,100.46,110.61
1.09,72.03,11.64,94.55,6.89,3.1,0.87,103.48,214.01,59.93,153.45,239.76,28.61,37.69,38.38,91.1,20.42,155.16,57.76,6.07,100.9,110.99
1.06,71.54,11.51,95.02,6.99,3.17,0.88,104.15,215.07,60.39,153.52,240.57,24.29,38.01,38.26,90.8,20.42,154.72,57.47,5.99,100.79,111.08
1.05,71.4,11.41,94.56,7.17,3.27,0.88,104.56,212.88,59.85,153.85,237.09,23.71,37.85,38.12,90.56,20.15,153.57,57.02,5.93,100.3,109.99
1.08,73.44,11.54,94.17,7.07,3.24,0.88,104.42,212.4,60.29,154.66,236.56,23.2,37.91,38.21,91.88,20.09,153.74,56.73,5.87,101.46,110.32
1.07,74.28,11.47,94.75,7.05,3.27,0.88,103.96,214.23,60.21,156.07,234.72,23.3,38.23,38.4,91.44,19.37,154.17,56.13,5.84,103.81,110.7
1.07,72.16,11.43,94.27,7.11,3.34,0.88,104.62,215.52,59.32,155.28,233.51,22.43,38.67,38.36,87.87,19.46,152.94,55.91,5.81,101.37,102.39
1.08,72.05,11.56,96.18,7.19,3.38,0.88,105.4,216.62,58.98,156.32,233.34,22.71,39.56,38.6,88.32,19.65,152.91,56.85,5.79,102.6,102.26
1.14,71.58,11.64,94.83,7.15,3.33,0.88,105.16,215.34,58.27,154.22,232,22.4,39.16,37.8,86.52,19.23,149.63,55.95,5.78,100.85,101.25
1.17,71.82,11.65,94.48,7.11,3.24,0.88,104.4,216.96,58.35,155.98,232.22,22.5,39.53,38.01,87.26,19.42,150.01,56.75,5.78,100.7,102.88
1.17,70.88,11.49,93.57,7.04,3.23,0.88,103.96,218.49,58.89,155.69,232.9,22.1,39.29,37.88,86.4,19.49,151.03,56.8,5.78,100.83,103.66
1.11,71.17,11.87,95.61,7.13,3.29,0.88,104.49,219.01,59.09,156.6,232.54,22.77,39.24,37.82,86.13,19.44,151.36,56.95,5.78,100.1,104.38
1.16,71.45,12.15,95.34,7.11,3.32,0.88,105.73,219.2,58.83,159.27,232.79,22.93,39.16,38.38,85.74,19.96,150.5,58.3,5.79,99.7,103.44
1.16,72.06,12.55,96.47,7.18,3.27,0.88,107.18,219.4,58.98,160.61,232.77,22.63,39.18,38.52,85.65,20.16,151.88,58.45,5.8,100.3,103.27
1.13,72.77,12.58,98.59,7.28,3.29,0.89,107.98,218.17,58.86,159.05,232.25,23.23,39.16,38.9,85.93,20.36,151.44,59.55,5.81,100.45,103.67
1.13,72.4,13.03,98.13,7.11,3.31,0.89,106.98,217.29,58.57,157.18,231.88,23.11,39.07,38.7,84.52,20.47,150.72,59.7,5.81,101.5,103.56
1.13,72.62,13.1,98.13,7.09,3.27,0.89,106.48,215.78,58.2,155.68,230.53,23.2,39.19,38.76,83.65,20.42,150.18,59.85,5.82,100.15,104.34
1.13,72.81,13.01,98.29,7.1,3.23,0.89,106.72,216.39,58.7,155.97,232.25,23.55,39.75,39.06,84.71,20.59,151.46,60.65,5.83,101.35,104.61
1.11,72.97,12.67,97.94,7.1,3.2,0.89,107.12,219.64,59.8,156.6,249.52,23.19,39.75,38.75,84.78,20.51,152.62,60.2,5.84,100.9,104.44
1.11,72.76,12.7,97.99,7.11,3.18,0.89,107.55,227.89,59.59,159.3,250.28,23,39.61,38.68,84.47,20.18,151.15,59.25,5.85,101.05,104.79
1.12,72.18,12.79,97.78,7.15,3.2,0.88,108.76,225.34,59.05,159.13,248.73,22.52,38.73,38.63,88.58,19.76,150.13,58.9,5.85,99.35,104.21
1.13,72.55,12.8,98.52,7.13,3.18,0.88,109.13,228.44,60.07,160.12,248,22.47,38.45,38.87,89.48,19.75,151.53,59.4,5.84,98.35,105.18
1.16,73.07,12.81,98.92,7.13,3.14,0.88,109.3,229.08,60.28,161.42,246.66,22.38,38.84,39.21,89.63,20.3,150.75,61.5,5.83,97.9,105.03
1.12,71.76,12.82,98.32,7.07,3.14,0.87,107.41,228.47,60.17,161.63,244.98,22.62,38.2,37.75,88.33,20.02,149.99,60.8,5.82,99.55,104.51
1.07,70.72,12.63,97.69,7.03,3.12,0.88,105.43,228.69,59.93,160.07,245.21,22.33,37.62,37.35,85.61,20.22,149.7,61.85,5.79,99.55,103.88
1.08,73.12,12.49,97.43,7.03,3.06,0.88,104.19,225.63,59.61,148.63,238.7,21.98,37.31,36.67,85.2,20.5,150.04,62.4,5.76,101.1,103.74
1.11,72.21,12.06,97.12,7.08,3.08,0.87,104.82,225.24,59.77,146.81,236.31,21.98,37.16,36.39,85.61,20.92,149.86,63.9,5.72,102.7,103.67
1.12,73.98,12.27,98.44,7.22,3.13,0.88,105.71,230,60.82,148.94,239.13,22.28,37.32,36.91,87.97,21.39,152.38,63.9,5.67,105.1,106.54
1.13,74.61,12.43,98.43,7.2,3.11,0.89,105.97,229.87,60.98,150.39,239.11,22.49,37.43,36.63,87.84,21.86,153.83,64.35,5.63,106.75,105.94
1.13,78.22,13.37,103.33,7.7,3.28,0.92,108.96,242.26,61.82,167.64,253.5,23.69,39.37,39.54,93.11,18.53,162.09,55.1,5.59,114.5,107.57
1.24,78.42,13.95,105.67,8.05,3.33,0.96,109.25,245.26,63.92,172.9,257.17,26.81,39.82,39.38,95.38,16.88,166.61,48.45,5.55,118.1,108.35
1.32,78.3,13.98,105.1,7.76,3.2,0.96,110.83,247.54,64.21,174.61,259.17,27.18,42.23,39.77,95.3,16.31,168.55,47.5,5.51,121.75,108.43
1.34,77.64,14.25,104.49,7.8,3.23,0.98,110.8,251.19,63.65,177.01,267.44,27.51,43.36,40.25,97.4,18.11,170.21,50.75,5.49,123.45,108.24
1.36,78.13,14.15,104.15,7.89,3.26,0.97,113.21,247.44,63.51,171.27,265.87,27.78,43.56,40.38,98.02,18.18,168.01,52.65,5.46,119.85,108.31
1.38,78.16,14.32,104,7.87,3.2,0.98,115.77,245.31,63.1,174.49,263.42,27.76,43.58,40.11,98.44,18.44,165.84,52.35,5.44,122.5,107.51
1.33,78.63,14.02,103.57,7.84,3.02,1,113.53,244.7,62.93,177,263.37,27.96,43.41,40.01,98.98,18.74,165.65,53.05,5.42,124.2,108.3
1.34,78.71,13.63,102.99,7.8,2.84,1.01,115.16,245.5,62.82,176.19,263.25,27.79,43.5,39.29,99.36,18.54,166.64,53.2,5.41,124.7,107.31
1.33,79.55,13.78,105.51,7.85,2.84,0.99,115.08,246.32,63.02,176.2,263.45,27.32,43.34,39.7,100.32,18.55,168.44,53.05,5.39,126.05,107.42
1.34,79.94,13.84,104.77,7.83,2.85,1,116.08,248.18,63.09,178.98,264.73,28,44.13,40.07,101.01,18.46,170.18,53.3,5.38,129.2,107.74
1.37,79.07,14.08,104.23,7.93,2.9,1.02,115.71,247.5,63.75,177.72,264.34,28.11,44.49,40.17,102.22,18.06,170.58,52.55,5.36,128.65,108.95
1.38,79.19,13.98,105.29,8,2.91,1.05,116.22,247.77,64.17,179.01,264.88,28.12,44.95,40.51,102.9,18.09,171.25,52.33,5.34,128.56,109.42
1.37,78.77,13.98,106.08,7.93,2.88,1.03,115.19,248.46,64.13,180.73,265.77,28.07,45,40.51,102.43,18.29,171.98,52.6,5.33,128.55,109.28
1.38,78.02,13.84,106.09,7.92,2.91,1.01,114.19,249.07,63.97,179.96,266.05,27.82,44.51,39.83,101.45,18.35,172.75,53.05,5.32,128.15,109.01
1.39,78.19,14.06,106.52,7.91,2.91,1.02,113.44,251.9,64.22,180.64,266.75,27.56,44.83,39.55,102,18.43,175.13,53.4,5.3,130.7,108.55
1.39,77.91,14.13,106.24,7.89,2.93,1.03,111.37,249.85,63.55,178.65,265.46,27.23,43.02,39.16,100.53,17.93,175.45,51.4,5.29,129.45,109.21
1.39,76.58,14.07,106.09,7.86,2.95,1.01,109.13,249.04,63.41,179.24,266.38,27.73,41.92,38.96,101.4,18.42,176.41,53.35,5.28,128.3,108.82
1.28,76.31,14.27,105.78,7.82,2.86,1.03,111.08,250.87,63.83,180.88,267.59,27.94,42.64,39.2,102.24,16.21,178.65,50.25,5.28,129.95,107.67
1.33,77.48,14.8,106.62,7.89,2.88,1.03,111.95,247.5,63.36,183.34,266.86,28.07,43.4,39.13,102.81,16.08,178.55,50.8,5.29,131.9,108.12
1.33,77.47,15.12,106.23,7.87,2.86,1.03,112.69,247.8,63.34,183.91,265.89,28.2,43.93,39.29,103.97,16.04,178.13,50.65,5.32,133.2,108.29
1.28,78.03,15.58,105.08,7.94,2.91,1.04,111.57,247.03,64.66,184.01,266.17,27.52,43.4,39.22,107.06,15.8,178.41,50.55,5.36,131.45,111.68
1.29,78.41,15.79,105.08,7.94,2.85,1.03,113.58,237.61,63.94,181.24,259.16,25.27,44.96,38.96,106.88,16.31,173.66,51.65,5.42,132,110.75
1.28,77.42,15.35,104.41,7.89,2.89,1.03,113.9,238.33,64.77,181.5,259.53,23.85,45.49,39.02,105.98,16.19,175.39,51.95,5.5,131.85,111.3
1.28,74.13,15.29,104.31,7.7,2.81,1.04,112.86,232.02,65.12,178.23,253.19,23.52,43.81,38.9,104.9,16.2,173.75,51.8,5.6,128.3,112.41
1.21,73.04,15.29,104.58,7.85,2.93,1.04,113.44,231.56,65.05,176.59,251.67,23.58,43.4,38.8,104,16.34,174.33,51.8,5.71,127.05,113.01
1.2,72.98,15.25,103.52,7.74,2.9,1.04,113.44,232.15,64.46,176.23,252.3,24.2,42.42,38.36,102.03,16.29,173.75,51.55,5.83,126.45,111.55
1.18,73.13,15.53,106.07,7.76,2.91,1.06,113.55,232.02,63.79,179.74,250.63,24.16,42.24,37.9,102.4,16.26,174.17,51.9,5.95,126.45,111.4
1.24,72.47,15.46,106,7.78,2.92,1.1,112.66,231.7,63.97,182.4,250.23,23.99,42.14,38.19,100.8,16.58,174.43,53.45,6.06,125.35,111.4
1.26,73.33,15.46,105.19,7.83,2.91,1.11,112.46,233.55,65.39,184.2,252.17,24,42.66,38.77,101.67,16.75,174.63,52.9,6.17,126.3,112.31
1.27,73.19,15.56,105.31,7.86,2.92,1.14,110.62,235.21,65.25,188.04,253.73,24.37,42.8,39.1,101.25,16.88,175.27,53.5,6.26,126.4,112.71
1.28,73.77,15.51,105.55,7.83,2.96,1.13,110.42,233.23,65.18,184.89,252.59,25.02,41.91,39.16,101.03,16.91,174.1,53.55,6.35,124.7,112.21
1.29,73.34,15.42,105.88,7.79,2.95,1.12,111.72,233.72,65.15,188.02,252.81,24.3,41.9,39.92,100.97,16.59,174.54,53.3,6.44,124.65,112.06
1.26,74,15.55,106.13,7.82,2.95,1.11,110.51,232.89,65.23,187.01,249.57,24.53,42.02,39.8,101.11,16.98,175.21,54.05,6.53,125.15,112.01
1.23,74.39,15.65,106.22,7.86,2.97,1.13,110.45,233.18,65.49,186.04,249.78,24.88,42.36,40.09,101.99,16.99,175.4,54.37,6.62,125.86,112.35
1.24,74.26,15.64,106.45,7.88,2.98,1.13,111.26,233.3,65.44,185.42,250.86,24.83,42.48,40.2,101.79,16.56,174.58,53.85,6.73,125.45,112.07
1.25,73.96,15.5,106.75,7.87,2.97,1.12,112.09,232.02,64.99,184.19,249.56,24.57,42.11,39.56,99.6,16.22,173.06,52.9,6.84,124,110.86
