"A.TWEX.PA.","B.ABI.PA.","H.HB.PA.","F.RCD.PA.","I.CPR.PA.","DGE.PA.","K.BBCA.PA.","K.CHRE.PA.","DK.CAB.PA.","DK.RBR.PA.","CN.KCM.PA.","CN.YWU.PA.","CN.JYB.PA.","CN.TTB.PA.","IN.MLC.PA.","IN.UBB.PA.","MX.BEC.PA.","BR.AVS.PA.","CL.CVZ.PA.","U.STZ.PA.","U.BF.B.PA.","U.TAP.PA.","U.SAM.PA."
13.02,104.81,111.93,181.8,9.81,45.31,0,4.87,140.77,77.66,1019.56,128,124.66,48.03,8.15,19.97,2.96,5.38,14.16,201,55.1,56.92,386.89
13.09,105.03,112,183.42,9.71,45.24,0,4.74,142.17,78.03,1012.97,125.73,121.35,47.2,8.45,20.17,3.02,5.32,14.33,196.88,54.78,53.97,392.35
13.06,106.91,113.2,187.11,9.69,46.31,0,4.69,142.75,78.5,999.12,123.97,118.37,46.36,8.24,20.03,3.08,5.4,14.22,193.66,55.03,52.54,383.14
12.75,103.65,111.28,180.07,9.6,45.23,0,4.69,141.58,77.97,994.08,123.03,114.18,45.34,8.34,20.27,3.04,5.42,14.17,192.75,54.9,52.24,384.09
12.55,101.11,107.73,177.07,9.39,44.43,0,4.72,135.29,76.87,981.55,121.8,109.37,44.16,8.34,20.1,3.05,5.33,13.91,186.75,53.26,50.58,373.28
12.07,100.32,107.69,175.92,9.2,44.08,0,4.67,135.17,76.44,985.58,126.31,111.8,43.84,8.45,19.97,3.03,5.41,13.94,187.25,54.21,51.22,389.04
12.25,100.14,108.79,178.05,9.17,44.39,0,4.69,135.6,76.76,984.41,123.81,109.98,43.99,8.54,19.8,3.1,5.46,13.95,188.18,54.41,52.13,394.44
12.29,100.99,110.34,180.65,9.23,44.16,0,4.78,150.77,78.22,1012.01,125.53,110.19,46.12,8.52,19.6,3.09,5.33,14.02,193.35,55.8,52.72,406.89
12.25,100.61,109.37,179.96,9.03,44.46,0,4.74,151.2,77.69,1002.14,122.92,108.66,46.46,8.68,19.66,3.13,5.31,13.94,194.07,55.39,52.66,402.83
12.13,99.43,109.21,180.71,9.29,44.98,0,4.67,150.74,77.41,1060.92,127.94,110.66,47.6,8.52,19.55,3.14,5.15,12.83,192.64,54.95,52.03,402.54
12.28,98.9,108.45,179.73,9.14,44.68,0,4.55,150.27,78.59,1060.21,127.39,108.86,48.01,8.3,19.46,3.11,5.12,12.67,196.53,55.89,51.7,409.61
12.55,97.1,106.97,178.34,8.98,44.76,0,4.62,147.64,77.94,1086.65,131.08,110.39,48.18,8.37,19.6,3.06,5.02,12.37,193.32,54.9,50.34,397.47
12.79,97.47,106.58,180.88,8.94,44.86,0,4.66,153.22,77.57,1088.28,131.22,108.87,47.96,8.41,19.44,3.05,4.96,12.28,194.42,57.02,50.86,408.1
12.77,98.77,108.63,183.53,9.05,45.34,0,5.03,155.3,81.93,1098.38,131.61,109.79,50.77,8.39,19.11,3.24,5,12.27,198.95,57.54,51.9,421.9
12.88,99.88,109.16,182.44,9.21,45.27,0,5.26,151.85,81.75,1099.78,133.22,112.24,53.79,8.34,18.92,3.25,5.05,12.05,201.93,58.49,52.52,422.7
13.39,98.78,109.14,182.55,9.15,45.23,0,5.39,154.84,83.01,1114.45,134.98,111.87,53.86,8.24,18.86,3.13,5,11.91,202.52,58.14,52.19,431.98
13.31,99.92,111.08,191.37,9.52,45.78,0,5.54,156.54,84.13,1110.26,133.17,110.39,53.72,8.25,18.34,3.07,4.98,12.12,202.86,58.24,51.81,439.77
13.34,99.37,109.81,188.32,9.57,44.93,0,5.56,155.46,83.45,1149.85,135.93,112.43,54.76,8.06,18.34,3.02,4.88,12.27,201.72,58.35,51.68,437.43
13.43,98.67,109,187.4,9.42,44.92,0,5.59,155.54,83.29,1177.02,135.5,111.9,54.89,8.26,18.63,3.05,4.85,11.96,198.48,57.46,50.1,428.92
13.22,98.21,108.65,189.47,9.49,45.14,0,5.6,154.02,82.8,1148.76,132.72,109.28,54.27,8.43,19.24,2.99,4.78,11.76,202.53,58.67,50.59,435.01
13.17,98.23,109.46,191.43,9.76,45.24,0,5.61,153.12,82.8,1155.8,137.89,111.32,54.24,8.6,19.18,3,4.8,11.65,198.15,58.98,50.16,441.66
13.43,97.23,109.99,192.3,9.76,45.37,0,5.67,153.43,91.9,1145.82,139.49,115.16,54.37,8.56,18.98,2.98,4.8,11.65,201.95,58.85,51.15,437.94
13.5,99.34,110.91,198.18,9.88,45.84,0,5.75,153.87,91.71,1160.03,142.7,114.92,56.55,8.8,19.52,2.97,4.9,11.67,204.63,58.85,51.05,436.28
13.72,99.42,111.61,200.31,9.84,46.04,0,5.71,154.55,91.06,1189.93,147.38,116.63,55.01,9.02,19.6,2.98,4.95,11.89,204.17,58.98,51.34,437.92
13.74,99.44,112.58,204.52,9.95,47.17,0,5.71,157.01,90.07,1186.03,147.79,113.94,55.07,8.99,19.14,3.03,4.86,11.84,205.31,58.99,51.79,426.35
13.84,99.11,113.43,204.58,9.98,47.62,0,5.62,157.63,90.75,1187.32,147.37,112.93,54.38,8.84,18.8,3.02,4.89,11.83,208.4,59.44,52.4,410.75
13.72,98.84,113.82,204.12,10.05,47.42,0,5.67,158.55,90.41,1171.72,144.06,111.82,54.16,8.74,18.96,3.01,4.97,12.05,210.23,60.48,53.15,405.85
13.83,97.96,113.18,201.46,9.99,45.83,0,5.61,158.09,90.6,1191.49,144.67,112.48,53.24,8.64,18.86,2.97,4.94,12.2,204.99,60.91,53.2,409.76
13.9,97.45,113.06,201.64,9.98,45.44,0,5.54,158.48,89.39,1189.91,145.83,113.23,52.83,8.67,18.54,3.02,4.95,12.15,204.7,62.31,53.42,403.65
13.84,99.26,110.48,194.55,9.77,44.37,0,5.45,156.31,86.85,1183.75,144.99,113.5,52.1,8.8,18.36,3.04,4.99,11.96,206.86,63.55,55.87,400.51
13.6,98.2,110.96,193.97,9.68,43.75,0,5.4,153.71,84.31,1170.5,142.95,113.14,52.04,8.81,18.66,3.06,4.98,11.98,208.18,64.06,56.61,379.85
13.29,98.55,112.16,195.24,9.69,44.17,0,5.44,154.33,85.74,1113.95,134.63,108.88,51.52,8.76,18.69,3.06,5,11.94,206.65,65.18,56.37,390.74
13.31,101.41,113.04,194.66,9.84,44.42,0,5.41,153.22,85.15,1144.62,137.02,109.67,51.77,8.75,18.11,3.08,5.12,11.9,203.97,65.21,56.27,393.11
13.46,100.56,111.88,189.64,9.62,43.1,0,5.39,153,84.44,1160.83,136.29,109.75,52.71,8.77,18.23,3.07,5.05,11.86,204.02,64.21,57.16,388.49
13.47,100.32,110.82,187.22,9.4,42.52,0,5.49,151.64,83.17,1144.62,136.36,108.68,52.49,8.69,18.16,3.06,5.06,12.02,203.81,64.21,57.53,388.55
13.53,100.81,112.55,191.95,9.53,43.06,0,5.42,153.15,84.16,1139.59,137.01,108.64,51,8.56,17.9,3.08,5.13,11.91,205.75,64.21,55.69,352.37
13.81,101.07,112.32,191.14,9.53,42.94,0,5.49,153.03,83.94,1196.59,141.19,110.03,52.47,8.6,17.92,3.11,5.09,11.78,207.43,64.57,55.06,358.13
13.94,99.67,111.65,190.11,9.43,42.91,0,5.33,153.31,83.29,1192.53,140.52,110.57,51.86,8.54,17.56,3.16,5.11,11.73,207.32,64.31,55.06,351.47
14.03,101.56,111.91,189.59,9.45,42.35,0,5.33,153.59,83.39,1205.46,142.53,112.94,52.12,8.91,18.25,3.23,5.12,11.73,205.23,63.61,56.26,345.13
14.05,100.88,112.05,189.41,9.5,42.66,0,5.28,154.11,83.54,1196.69,140.46,110.69,51.64,9.41,19.68,3.2,5.13,11.76,205.74,63.04,56.21,355.27
13.46,98.41,113.18,190.97,9.64,42.82,0,5.31,154.24,84.84,1233.17,142.19,111.45,51.15,9.24,19.61,3.18,5.12,11.75,205.12,63.21,55.87,340.34
13.45,99.46,113.22,186.82,9.51,42.46,0,5.26,154.24,84.5,1222.73,142.21,112.29,51.17,9.28,19.35,3.07,5.18,11.63,204,62.83,56.13,349.16
13.53,100.13,114.54,187.91,9.68,43.11,0,5.28,157.08,85.83,1215.44,139.67,109.79,50.89,9.56,19.34,3.09,5.16,11.76,206.21,62.71,57.1,363.93
13.53,100.37,114.4,187.34,9.51,43.34,0,5.27,157.47,86.02,1223.55,139.36,108.83,50.77,9.46,19.32,3.08,5.14,11.9,206.06,62.65,57.47,352.36
13.68,100.84,114.35,188.49,9.57,43.79,3.6,5.33,156.62,87.22,1197.74,135.19,108.32,50.51,9.5,19.25,3.09,5.09,11.91,207.41,62.81,57.52,364.08
13.75,98.53,112.23,188.2,9.58,43.6,4.61,5.3,155.46,86.76,1182.73,132.24,108.29,50.45,9.22,18.91,3.15,5.11,11.8,209.4,63.05,58.09,370.43
13.53,95.84,109.28,187.57,9.3,42.28,3.81,5.24,152.41,85.77,1186.84,133.71,108.68,50.63,8.97,19.04,3.2,4.98,11.63,206.92,61.91,56.75,368.36
13.31,95.65,109.65,195.35,9.47,43.07,3.78,5.24,153.06,86.51,1201.12,135.84,109.18,50.93,8.84,18.93,3.2,4.91,11.58,194.26,62.05,56.64,370.8
13.42,97.18,110.96,198.41,9.63,43.19,3.92,5.3,155.46,87.41,1216.63,137.67,109.47,51.24,8.77,18.05,3.29,5.08,11.59,193.83,62.81,56.63,385.85
13.32,98.47,112.37,200.66,9.68,43.71,3.97,5.42,156.54,88,1224.42,138.26,109.24,51.44,8.79,17.79,3.27,4.99,11.54,188.74,62.47,56.19,374.89
13.31,96.75,111.21,198.24,9.67,43.61,4.05,5.46,156.39,87.56,1215.55,138.27,108.18,51.43,8.89,18.05,3.23,4.91,11.57,189.52,61.58,55.35,371.94
13.27,97.23,111.86,198.75,9.75,44.07,4.17,5.38,156.47,87.97,1194.49,137.29,106.56,51.49,8.9,18.32,3.19,4.94,11.57,191.47,62.43,55.51,382.86
13.17,96.4,111.21,196.51,9.77,43.63,4.05,5.42,154.84,86.11,1202.98,136.43,106.19,52.35,8.76,18.24,3.12,4.87,11.69,192.74,62.61,55.73,382.22
13.17,96.81,111.65,196.39,9.78,42.16,4.01,5.45,154.45,86.51,1223.42,136.71,106.77,51.57,8.72,18.06,3.18,4.92,11.6,192.97,62.98,56.05,397.32
13.39,95.87,112.53,194.49,9.8,42.43,4.12,5.33,154.92,86.45,1228.98,136.3,108.09,50.34,8.78,18.22,3.18,4.95,11.52,193.03,63.26,56.24,390.21
13.42,96.77,112.16,193.39,9.79,41.56,4.1,5.27,154.45,86.48,1261.27,138.21,107.65,49.71,8.83,18.34,3.18,5,11.61,196.83,62.89,56.67,388.16
13.9,96.48,112.76,192.24,9.66,41.55,3.96,5.3,153.52,85.21,1218.57,135.53,107.31,49.8,8.93,18.56,3.16,4.99,11.47,198.51,63.51,56.32,383.9
13.98,96.41,113.47,184.22,9.6,41.32,4.03,5.42,154.21,85.09,1232.45,135.72,108.06,49.48,9.07,18.92,3.23,4.96,11.35,197.34,63.68,57,402.71
13.63,96.36,112.62,185.67,9.38,40.94,3.87,5.39,152.75,84.47,1224.61,132.59,106.24,49.36,9.05,18.93,3.21,4.93,11.47,197.03,63.7,56.99,394.05
12.04,96.52,111.58,183.53,9.29,40.67,4.03,5.49,151.95,83.7,1217.01,133.45,106.72,49.1,8.83,18.83,3.24,5.02,11.32,194.63,64.04,57.18,395.74
12.44,95.58,111.54,181.28,9.13,40.91,4.03,5.33,152.53,83.57,1219.4,134.35,107.25,48.86,8.72,18.82,3.25,4.96,11.22,196.85,64.55,59.31,400.91
12.52,94.86,108.42,181.63,9.2,41.03,3.99,5.12,150.18,83.14,1207.02,132.62,105.72,48.45,8.85,19.05,3.28,4.94,11.12,197.69,64.7,59.47,373.46
12.73,95.55,108.89,184.22,9.28,41.28,3.91,5.08,150.8,83.39,1198.25,129.7,104.78,47.98,8.68,19.29,3.41,5.07,11.38,196.6,65.38,58.9,381.25
13.2,85.23,106.19,183.7,9.43,41.01,3.81,5.25,148.17,83.08,1219.97,133.52,105.99,48.79,8.96,19.03,3.5,4.66,10.99,195.83,64.28,56.85,375.56
13.1,84.37,104.73,183.53,9.44,40.7,3.65,5.38,149.84,85.31,1227.73,135.45,107.07,49.89,8.97,18.92,3.57,4.63,10.76,192.87,63.41,54.57,375.05
12.99,83.26,104.85,184.8,9.55,40.79,3.57,5.28,147.3,84.22,1242.52,136.97,109.98,50.83,8.77,18.44,3.6,4.64,10.67,192.98,64.48,54.69,373.5
12.73,83.65,105.61,188.78,9.43,41.74,3.67,5.26,149.1,85.15,1232.94,136.4,106.56,49.69,8.73,18.06,3.55,4.64,10.74,191.58,64.89,53.04,371.47
12.88,83.16,105.52,190.85,9.47,41.57,3.67,5.18,146.03,85,1228.99,137.56,104.97,48.95,8.96,18.21,3.51,4.59,10.78,190.39,65.52,52.75,374.46
13.01,82.26,105.66,189.41,9.49,41.43,3.71,5.28,147.21,85.61,1234.2,139.26,104.19,49.83,9.07,17.78,3.51,4.58,10.75,191,65.9,52.71,384.38
13.12,81.91,104.36,188.49,9.55,41.12,3.76,5.5,145.29,84.75,1249.42,139.55,106.73,50.33,9.06,17.59,3.55,4.64,10.7,193.94,65.44,53.62,352.93
13.06,82.5,103.65,188.03,9.63,40.74,3.76,5.42,146.68,84.13,1248.77,139.85,106.37,50.48,8.95,17.32,3.55,4.68,10.64,191.76,65.15,54.39,348.49
13.08,82.79,104.66,190.8,9.57,41.05,3.75,5.39,146.93,86.3,1242.52,138.15,104.34,49.75,9.12,17.96,3.55,4.63,10.5,193.21,65.27,54.49,357.3
13.13,81.79,104.83,190.05,9.49,40.94,3.76,5.44,146.65,87.29,1251.24,138.7,103.65,49.45,9.25,17.64,3.55,4.64,10.5,190.31,64.67,53.55,356.02
13.05,82,104.99,193.05,9.54,40.59,3.67,5.38,148.08,87.38,1255.02,140.19,103.71,50.95,9.02,17.82,3.53,4.57,10.41,187.65,64.49,53.79,362.38
13.3,82.11,105.49,195.18,9.53,40.84,3.62,5.33,147.86,87.63,1248.86,138.23,101.16,51.24,8.96,17.85,3.55,4.64,10.41,184.49,64.16,53.32,358.05
13.63,82.9,105.68,193.85,9.46,40.19,3.69,5.62,147.83,88.4,1251.49,138.92,101.58,53.41,8.91,17.74,3.53,4.59,10.38,183.83,64.31,52.71,370.1
13.64,83.35,106.58,195.7,9.49,40.93,3.67,5.69,148.85,88.31,1274.82,140.22,100.93,57.35,8.83,17.69,3.54,4.59,10.38,184.11,64.67,51.97,366.74
13.68,83.01,106.79,195.64,9.48,41.03,3.65,5.55,146.93,89.98,1281.23,140.14,101.89,57.48,8.8,17.76,3.51,4.62,10.56,182.85,64.66,51.31,363.14
13.75,83.2,107.13,196.1,9.61,40.69,3.8,5.79,149.47,90.32,1275.74,138.89,100.93,57.31,8.9,17.83,3.53,4.63,10.76,179.69,64.72,52.53,366.46
13.75,83.62,107.96,197.31,9.62,40.81,3.76,5.73,149.78,90.47,1278.32,138.53,101.43,56.77,8.72,17.77,3.54,4.64,10.37,174.88,64.61,51.96,367.34
13.72,82.72,108.15,196.74,9.55,40.96,3.8,5.8,149.53,91.46,1283.47,139.04,102.08,56.09,8.69,17.55,3.55,4.67,10.55,180.95,66.15,52.4,377.54
13.53,82.06,107.5,194.6,9.58,40.9,3.76,5.76,150.03,90.81,1284.96,139.56,103.35,55.27,8.73,17.54,3.55,4.72,10.82,185.85,67.02,52.41,381.51
13.61,81.77,106.83,193.39,9.59,40.71,3.74,5.69,148.79,90.35,1282.41,139.21,103.7,55.06,8.7,17.5,3.53,4.77,10.58,186.57,67.29,52.56,385.32
13.69,82.38,106.97,192.58,9.56,40.97,3.76,5.74,149.38,90.47,1243.56,134.33,101.98,54.11,8.72,17.42,3.53,4.81,10.56,181.22,67.05,52.29,378.28
13.86,83,108.19,190.62,14.21,41.4,3.72,5.68,151.3,92.49,1231.58,134.05,103.32,54.11,8.84,17.42,3.56,4.81,10.69,183.57,67.77,52.42,381.76
13.92,82.47,108.93,191.43,9.76,41.93,3.73,5.55,152.41,92.46,1238.51,136.15,104.55,54.58,8.68,17.52,3.54,4.76,10.61,184.06,68.82,51.08,389.15
13.99,82.51,108.93,192.58,9.76,41.89,3.67,5.57,152.84,92.8,1239.39,136.96,104.05,53.24,8.66,17.86,3.55,4.76,10.88,185.75,68.69,50.74,390.46
13.94,82.68,108.75,191.66,9.69,41.89,3.62,5.44,151.92,94.37,1224.61,136.25,103.52,53.49,8.63,18.19,3.58,4.76,10.76,186.19,68.2,50.51,390.3
13.7,82.88,108.7,192.3,9.57,41.6,3.58,5.26,151.7,94.65,1175.86,132.84,102.27,52.79,8.65,17.91,3.52,4.77,10.86,186.01,67.86,50.48,383.77
13.64,82.26,107.87,187.05,9.38,41.04,3.62,5.41,151.36,93.32,1180.03,132.27,103.04,52.74,8.61,17.82,3.55,4.75,10.8,186.12,67.43,50.69,372.99
13.31,81.93,108.24,187.57,9.41,40.98,3.69,5.39,153.52,94.06,1164.42,131.28,103.87,53.1,8.46,17.75,3.52,4.72,10.45,184.48,66.67,50.1,383.9
12.8,82.41,108.65,186.41,9.42,40.51,3.62,5.36,151.73,93.88,1169.07,133.79,104.13,53.04,8.46,17.65,3.55,4.84,10.5,184.29,67.83,51.12,389.13
12.71,81.43,108.35,186.07,9.43,40.19,3.64,5.45,153.09,94.22,1176.7,133.49,103.28,54.03,8.56,17.54,3.55,4.8,10.54,182.46,63.58,50.33,382.81
12.62,82.81,110.36,188.38,9.45,40.72,3.71,5.42,154.27,95.18,1218.58,136.43,104.15,54.26,8.43,17.31,3.55,4.87,10.74,183.67,63.35,51.07,381.06
12.58,82.32,110.13,187.68,9.42,40.43,3.69,5.34,152.78,94.93,1206.8,135.92,104.1,53.5,8.38,17.54,3.53,4.87,10.87,181.28,63.79,51.53,377.53
12.47,81.51,109.6,187.4,9.44,40.36,3.65,5.24,152.53,95.06,1212.82,136.29,103.98,52.91,8.31,17.12,3.57,4.86,10.58,180.93,63.5,51.21,371.97
12.54,81.89,109.81,187.51,9.49,40.45,3.64,5.27,151.64,94.87,1207.09,134.18,103.63,52.65,8.37,17.18,3.69,4.87,10.66,181.58,63.78,51.18,376.91
12.59,80.84,107.82,186.36,9.43,40.2,3.59,5.46,150,93.66,1184.2,133.09,102.54,53.89,8.44,17.28,3.7,4.95,10.6,179.85,63.27,51.36,367.79
12.51,80.97,107.55,185.67,9.3,40.07,3.59,5.37,148.57,93.04,1211.27,134.9,103.32,55.32,8.4,17.36,3.65,5.02,10.82,182.06,63.85,50.82,370.63
12.22,82.78,109.23,185.9,9.38,40.91,3.55,5.4,152.69,94.59,1195.59,134.18,104.43,54.18,8.43,17.3,3.65,5.06,10.99,182.92,64.26,51.96,375.84
12.21,82.19,109.09,184.92,9.38,41.44,3.59,5.58,151.11,92.98,1218.54,135.67,107.59,53.83,8.34,17.25,3.68,5.01,10.87,183.12,64.38,52.45,371.08
12.43,83.15,109.55,184.69,9.46,41.39,3.54,5.6,151.73,93.14,1216.48,136.39,112.12,53.35,8.47,17.38,3.7,5.05,10.89,183.75,64.94,52.96,365.98
12.37,83.23,109,183.47,9.39,41.46,3.59,5.53,151.85,92.24,1205.44,135.26,112.21,53.01,8.53,17.43,3.76,5.06,11.01,185.88,65.34,53.26,367.42
12.36,85.41,110.71,184.92,9.52,41.9,3.55,5.48,153.87,92.98,1193.88,134.47,112.48,53.05,8.5,17.48,3.73,5,10.77,188.9,66.71,53.87,377.6
12.25,85.64,111.24,186.01,9.58,42.4,3.55,5.56,155.77,94.93,1197.01,133.46,113.55,52.26,8.46,17.69,3.7,5.01,10.73,188.05,66.61,53.06,372.89
12.22,85.5,110.73,187.57,9.62,42.3,3.53,5.58,156.74,96.08,1195.96,134.05,113.26,52.39,8.42,18.48,3.74,5.04,10.7,186.87,66.72,53.31,378.6
12.2,85.75,110.88,188.15,9.65,42.33,3.52,5.58,156.9,96.26,1180.76,133.42,111.89,51.91,8.38,18.46,3.75,5.07,10.65,188.1,67.1,53.51,384.32
12.18,86.02,111.4,187.73,9.64,42.47,3.52,5.58,156.39,95.83,1182.22,133.47,111.86,52.47,8.38,18.11,3.7,5.08,10.6,189.66,67.58,53.6,383.83
12.22,85.89,111.42,186.93,9.55,42.43,3.53,5.56,155.38,95.12,1211.27,134.38,112.8,52.54,8.41,18.19,3.69,5.06,10.59,189.23,67.93,53.84,379.09
12.22,85.03,110.45,186.01,9.39,42.1,3.51,5.53,154.11,94.44,1235.13,138.34,115.42,53.22,8.44,18.25,3.75,4.96,10.7,188.38,67.59,53.78,379.73
11.92,84.06,109.48,184.51,9.31,42.04,3.38,5.53,153.11,93.91,1232.14,138.54,115.09,53.15,8.55,18.11,3.72,4.97,10.69,189.74,67.58,53.91,378.37
11.87,84.81,109.9,184.23,9.31,41.92,3.34,5.51,152.57,93.62,1215.51,137.65,114.36,53.01,8.51,18.14,3.71,5.04,10.61,189.36,67.31,53.9,375.67
11.92,85.9,110.52,185.03,9.37,41.83,3.4,5.45,152.6,93.66,1176.94,137.56,115.15,53.24,8.46,18.29,3.72,5.07,10.65,188.37,67.08,53.56,371.56
11.85,85.8,110.71,185.9,9.43,41.9,3.44,5.37,153.4,93.69,1123.34,135.98,116.35,53.38,8.33,18.25,3.73,5.02,10.86,189.51,67.34,53.39,367.71
11.89,85.65,112.48,185.9,9.4,41.81,3.37,5.33,155,93.29,1122.75,134.57,113.15,52.1,8.11,18.17,3.73,5.03,10.86,190.43,67.48,54.64,371.5
12.16,85.42,112.48,185.72,9.28,41.83,3.42,5.36,155.15,94.81,1139.96,134.75,115.09,52.4,8.02,18.13,3.71,5.04,10.67,183.79,66.99,54.51,373.88
12.07,84.73,113.06,183.88,9.36,42.15,3.38,5.33,153.65,93.14,1133.31,134.24,119.65,52.11,8.2,17.86,3.69,5.02,10.7,190.41,67.13,55.02,373.38
12.24,84.51,113.59,184.17,9.49,42.63,3.37,5.5,154.84,92.92,1148.47,136.21,121.44,52.97,8.44,18.08,3.67,4.98,10.89,193.63,67.4,54.99,369.61
12.43,84.91,113.08,183.24,9.36,42.64,3.28,5.45,154.52,92.73,1158.68,139.17,123.63,53.45,8.35,18.05,3.61,4.99,11.33,188.28,67.34,55.09,368.29
12.51,83.8,113.2,187.8,9.36,42.49,3.15,5.37,155.46,94.41,1170.94,145.47,124.3,53.08,8.33,18.44,3.55,5.08,11.18,188.44,68.07,55.39,364.19
12.64,83.08,114.24,191.09,9.46,42.44,3.36,5.3,156.47,94.84,1153.38,144.31,122.11,52.45,8.3,18.59,3.55,5.05,10.9,190.9,68.88,55.95,361.71
12.69,82.92,115.95,192.93,9.54,43.03,3.35,5.31,158.17,97.31,1158.29,146.64,120.75,52.6,8.24,18.66,3.57,4.96,10.82,190.85,69.73,55.89,376.77
12.8,82.8,116.99,193.28,9.72,42.7,3.29,5.33,158.55,97.72,1152.95,146.52,120.82,52.83,8.34,18.51,3.58,4.94,10.96,190.76,70.8,56.57,386.25
12.99,83.09,119.59,196.74,9.98,43.1,3.32,5.29,162.27,99.05,1153.47,144.33,120.29,53.38,8.28,18.58,3.62,4.94,10.9,189.95,70.72,56.55,386.68
12.94,82.37,118.9,195.12,9.93,42.99,3.34,5.26,162.97,99.05,1136.29,143.27,118.34,54.09,8.23,18.54,3.62,4.97,10.8,189.66,70.62,56.51,386.8
12.77,82.15,115.44,194.49,9.89,42.71,3.19,5.06,163.27,99.26,1119.98,138.14,114.08,51.87,8.27,18.13,3.75,4.96,10.64,190.27,71.05,56.5,391.16
13.02,81.59,115.95,193.28,9.99,42.33,3.25,5.14,162.04,99.82,1120.15,137.18,116.32,51.8,8.38,18.1,3.75,5.04,10.25,191.95,71.8,56.47,398.24
12.95,80.74,115.27,191.49,9.96,42.28,3.19,4.98,162.11,99.3,1096.5,131.41,111.61,50.35,8.29,18.01,3.7,4.93,10.38,193.99,71.9,56.76,393.46
13.01,81.55,115.9,189.53,10.06,42.56,3.17,4.92,160.8,100.19,1066.44,122.08,105.83,48.34,8.22,18.22,3.69,5.02,10.23,191.56,71.81,56.12,381.57
13.55,78.97,113.52,182.96,10.04,41.94,3.18,4.92,153.8,97.53,1039.71,119.51,101.62,46.5,8.19,17.98,3.62,4.9,10.19,190.89,70.48,55.96,377.05
12.36,79.91,113.38,182.26,10.1,41.35,3.17,4.91,153.59,97.69,1018.87,118.16,98.87,44.98,9.32,18.16,3.6,4.97,10.25,192.77,70.49,56.1,382
9.06,79.88,114.21,182.72,10.25,40.86,3.11,4.81,155.23,98.27,1006.48,117.71,97.49,43.95,9.04,18.14,3.66,4.84,10.48,192.58,69.41,56.3,373.25
9.53,79.01,113.73,180.53,10.18,39.79,3.03,4.66,152.75,98.24,1005.1,117.84,97.37,43.55,9.04,17.95,3.68,4.85,10.52,190.86,68.83,56.28,362.45
9.53,78.9,113.38,180.48,10.08,39.54,3.03,4.65,153.03,99.14,1017.28,118.2,98.41,43.95,8.85,18.02,3.72,4.72,10.44,188.29,67.62,55.61,356.01
9.13,78.74,113.38,181.23,10.21,40.69,3.04,4.74,150.96,101.06,1045.6,118.25,100.51,45.31,8.88,18.11,3.77,4.66,10.42,189.19,68.77,56.32,349.49
9.06,79.87,113.96,183.82,10.3,41.25,3.13,5.01,155.3,101.22,1081.17,119.26,103.69,46.96,9.2,18.35,3.81,4.67,10.44,192.93,69.86,56.93,376.17
8.92,80.44,113.94,183.24,10.35,41.37,3.02,4.96,155.85,101.43,1093.57,122.4,107.12,46.68,9.29,18.76,3.8,4.56,10.53,197.14,69.08,58.03,371.25
8.84,80.6,114.26,186.18,10.43,42.06,3.08,4.94,155.61,102.36,1115.49,124.11,107.1,46.95,9.35,19.32,3.69,4.46,10.67,199.81,69.29,57.52,366.89
8.78,78.99,112.53,186.13,10.4,41.6,3.01,4.85,155.15,103.07,1120.66,125.6,106.69,47.5,9.62,18.77,3.59,4.49,10.73,200.19,68.83,57.78,363.58
8.67,78.68,112.41,185.43,10.46,41.19,3,4.81,154.92,102.36,1110.77,126.16,104.97,46.98,9.8,18.45,3.65,4.42,10.7,200.07,69.35,57.84,374.37
8.56,78.24,112.74,184.57,10.42,40.91,2.99,4.87,155.77,102.52,1143.59,129.97,106.7,47.45,9.57,18.38,3.63,4.44,10.89,199.95,70.35,58.04,399.77
8.71,78.49,118.61,185.26,10.47,40.7,3.05,4.95,156,103.13,1142.82,129.66,108.83,47.63,9.85,18.24,3.64,4.4,10.77,198.75,70.69,55.51,409.56
8.19,78.45,118.61,192.35,10.36,40.34,3.02,4.94,156.93,102.45,1136.29,129.29,106.99,46.86,10.1,18.42,3.59,4.31,10.74,201.19,71.2,55.38,410.3
8.27,78.23,119.76,191.49,10.35,40.45,2.99,5.02,158.71,103.41,1133.18,128.56,107.02,46.87,10.03,18.31,3.54,4.34,10.38,203.83,71.43,55.27,408.91
8.33,77.78,119.3,191.89,10.28,40.59,3.07,4.94,157.47,104.56,1139.22,129.46,107.61,47.4,10.03,18.19,3.63,4.39,10.41,203.71,71.07,54.73,414.56
8.34,78.26,119.7,192.12,10.37,40.82,3.09,4.9,157.32,104.99,1129.01,128.52,106.22,47.39,10.37,18.1,3.55,4.28,10.4,203.82,70.87,54.46,426.36
8.82,78.65,121.03,195.01,10.01,41.26,3.19,5.1,158.55,107,1142.01,131.23,106.19,47.44,10.37,18.36,3.6,4.26,10.2,206.64,71.4,54.87,429
8.93,77.84,120.05,190.74,9.83,41.02,3.19,5.07,158.71,105.83,1164.41,135.55,109.14,48.48,10.31,18.08,3.61,4.28,10.34,208.34,71.58,55.4,396.36
8.78,76.3,119.76,190.85,9.86,40.72,3.15,4.87,156.08,104.84,1159.07,135.41,108.55,48.15,10.15,17.79,3.6,4.29,10.16,207.41,70.16,55.33,396.64
