"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)","U:NOC(P)","U:NOC(EPS)","U:NOC(PA)","U:NOC(PB)","U:RTX(P)","U:RTX(EPS)","U:RTX(PA)","U:RTX(PB)","U:HII(P)","U:HII(EPS)","U:HII(PA)","U:HII(PB)","U:LMT(P)","U:LMT(EPS)","U:LMT(PA)","U:LMT(PB)","@AXON(P)","@AXON(EPS)","@AXON(PA)","@AXON(PB)","@MANT(P)","@MANT(EPS)","@MANT(PA)","@MANT(PB)","U:BWXT(P)","U:BWXT(EPS)","U:BWXT(PA)","U:BWXT(PB)","U:CW(P)","U:CW(EPS)","U:CW(PA)","U:CW(PB)","@SWBI(P)","@SWBI(EPS)","@SWBI(PA)","@SWBI(PB)","U:GD(P)","U:GD(EPS)","U:GD(PA)","U:GD(PB)","U:RGR(P)","U:RGR(EPS)","U:RGR(PA)","U:RGR(PB)","@POWW(P)","@POWW(EPS)","@POWW(PA)","@POWW(PB)","U:CACI(P)","U:CACI(EPS)","U:CACI(PA)","U:CACI(PB)","@HON(P)","@HON(EPS)","@HON(PA)","@HON(PB)"
"10/21/20",2.36,0.18,2.37,2.35,84.18,0,84.94,84.14,5.41,1.06,5.41,5.4,73.55,3.41,73.6,73.55,610.63,55.95,610.77,610.63,541.81,8.3,541.94,541.81,101.24,0,101.28,101.24,3.36,0.31,3.36,3.36,308.37,14.27,308.35,308.11,60.35,0,60.37,60.36,149.52,12.89,149.45,149.44,367.14,23.21,367.14,366.9,103.26,0,103.33,103.26,68.79,3.14,68.79,68.72,55.78,2.88,55.84,55.78,92.77,5.95,92.8,92.77,16.47,0,16.48,16.47,136.61,11.26,136.62,136.61,62.87,2.64,62.93,62.87,2.29,0,7.18,7.17,211,12.61,211.31,211,172.87,7.74,172.87,172.86
"10/22/20",2.33,0.18,2.35,2.33,83.84,0,83.86,83.05,5.37,1.06,5.37,5.37,72.24,3.41,72.24,72.21,580.95,55.95,581.21,580.95,535.11,8.3,536.42,535.11,102.27,0,102.27,101.41,3.41,0.31,3.41,3.41,302.99,14.27,303.02,302.99,62.8,0,62.82,62.8,152.23,12.89,152.36,152.23,368.96,23.21,368.99,368.96,103.64,0,103.69,103.64,68.7,3.14,68.73,68.52,57.27,2.88,57.34,57.27,93.86,5.95,93.96,93.86,16.19,0,16.2,16.19,139.42,11.26,139.42,139.41,61.82,2.64,61.87,61.79,2.48,0,7.14,7.13,212.2,12.61,212.38,212.2,176.85,7.74,176.91,176.88
"10/23/20",2.32,0.18,2.33,2.32,83.61,0,83.84,83.03,5.5,1.06,5.5,5.5,74.15,3.41,74.15,73.74,601.57,55.95,601.7,601.57,525.39,8.3,526.05,525.39,109.85,0,109.85,108.94,3.36,0.31,3.36,3.36,308.43,14.64,308.43,308.17,62.57,0,62.58,62.57,152.82,12.89,152.83,152.82,374.33,23.21,374.43,374.34,102.91,0,102.91,102.83,69.6,3.14,69.6,69.53,57.64,2.88,57.69,57.64,94.29,5.95,94.3,94.29,16.25,0,16.25,16.24,140.7,11.26,140.72,140.71,61.58,2.64,61.61,61.58,2.51,0,7.11,7.1,212.71,12.61,212.72,212.71,175.54,7.74,175.62,175.58
"10/26/20",2.16,0.18,2.16,2.15,79.89,0,81.09,80.31,5.33,1.06,5.33,5.33,70.69,3.41,70.76,70.69,588.17,55.95,588.17,588.04,510.15,6.69,510.28,510.15,101.91,0,102.1,101.91,3.17,0.31,3.17,3.17,309.84,14.64,309.99,309.84,60.81,0,60.93,60.83,149.71,12.89,149.91,149.9,368.55,23.21,368.55,368.33,101.93,0,101.96,101.86,68.03,3.14,68.05,68,56.63,2.88,56.67,56.63,91.07,5.95,91.13,91.07,16.08,0,16.08,16.06,138.51,11.26,138.63,138.51,61.8,2.64,61.87,61.83,2.41,0,7.1,7.09,205.81,12.61,205.95,205.81,170.17,7.74,170.25,170.14
"10/27/20",2.06,0.18,2.07,2.05,75.97,0,75.86,75.14,5.11,1.06,5.11,5.1,67.62,3.41,67.76,67.62,567.29,55.95,567.42,567.29,502.4,6.69,502.54,502.4,98.71,0,98.71,98.67,3.23,0.36,3.23,3.23,302.12,14.64,302.12,302.11,56.53,0,56.48,56.47,146.51,12.89,146.52,146.51,362.43,23.21,362.43,362.31,101.05,0,101.08,101.05,66.37,3.14,66.41,66.37,56,2.88,56.01,56,87.61,5.95,87.72,87.61,16.96,0,16.97,16.96,134.87,11.26,134.95,134.87,65.2,2.64,65.21,65.2,2.24,0,7.11,7.1,202.33,12.61,202.44,202.33,166.75,7.74,166.79,166.75
"10/28/20",2.05,0.18,2.06,2.05,72.14,0,72.97,72.28,4.9,1.06,4.9,4.9,66.31,3.41,66.33,66.31,543.25,55.95,543.78,543.25,512.25,6.69,512.25,512.12,111.04,0,111.12,111.04,3.24,0.36,3.24,3.24,293.66,14.64,293.96,293.74,52.34,0,52.4,52.34,141.46,12.89,141.34,141.28,350.86,23.21,350.9,350.89,102,0,102.06,102,62.32,3.14,62.36,62.31,53.72,2.88,53.73,53.72,83.76,5.95,83.89,83.84,17.47,0,17.47,17.46,132.43,11.26,132.44,132.43,65.48,2.64,65.53,65.52,2.17,0,7.13,7.12,198.97,12.61,199.36,198.98,161.16,7.74,161.29,161.16
"10/29/20",1.98,0.18,1.99,1.97,71.98,0,72.47,71.78,4.74,1.06,4.74,4.74,64.88,3.41,64.88,64.81,532.48,55.95,532.48,532.35,507.13,6.69,507.13,503.72,95.1,0,95.25,95.1,3.24,0.36,3.13,3.13,292.39,14.64,292.52,292.39,53.14,0,53.17,53.14,142.97,12.89,142.96,142.95,352.44,23.21,352.44,352.43,103.4,0,103.41,103.32,63.99,3.14,63.99,63.9,54.18,2.88,54.19,54.18,84.17,5.95,84.17,84.16,17.83,0,17.83,17.82,131.32,11.26,131.33,131.32,68.56,2.64,68.44,68.43,2.27,0,7.15,7.14,203.55,12.61,203.55,203.54,164.6,7.74,164.6,164.5
"10/30/20",1.98,0.18,2.03,1.98,72.65,0,72.72,72.03,4.71,1.06,4.71,4.71,64.44,3.41,64.49,64.44,521.45,55.95,521.45,521.32,504.77,6.69,506.08,504.77,93.68,0,93.81,93.68,3.11,0.36,3.12,3.11,289.82,14.64,289.82,289.81,54.32,0,54.33,54.32,147.48,12.89,147.66,147.62,350.13,23.21,350.22,350.13,98.9,0,98.91,98.9,64.88,3.14,65.02,64.88,55.01,2.88,55.06,55.01,84.36,5.57,84.48,84.36,16.59,0,16.6,16.59,131.33,11.02,131.56,131.53,66.86,3.76,66.86,66.85,2.2,0,7.18,7.17,208.53,13.63,208.8,208.79,164.95,7.74,165.28,165.03
"11/02/20",1.95,0.18,1.98,1.94,73.71,0,73.39,72.88,4.89,1.06,4.89,4.89,66.63,3.41,66.66,66.63,542.33,55.95,542.33,540.89,512.25,6.69,513.17,512.65,100.56,0,100.56,100.48,3.28,0.36,3.28,3.28,296.63,14.64,296.63,296.34,55.75,0,55.77,55.76,149.5,12.89,149.51,149.5,352.42,23.21,352.38,352.06,97.95,0,97.96,97.95,66.25,3.14,66.38,66.23,54.93,2.88,54.93,54.92,89.83,5.57,89.87,89.85,17.31,0,17.31,17.3,136.09,11.02,136.09,136.06,67.61,3.76,67.63,67.61,2.29,0,7.2,7.19,216.25,13.63,216.25,215.94,173.61,7.74,173.61,173.48
"11/03/20",2.03,0.18,2.05,2.03,78.09,0,78.12,77.38,5.16,1.06,5.16,5.16,68.59,3.41,68.62,68.59,564.79,55.95,564.93,564.79,512.25,6.69,512.25,512.12,110.33,0,110.33,109.46,3.22,0.36,3.22,3.22,304.82,14.64,304.82,304.81,57.04,0,57.04,57,156.9,12.89,156.98,156.9,363.44,23.21,363.62,363.44,101.68,0,101.73,101.67,69.05,3.14,69.05,68.99,55.43,2.86,55.4,55.38,92.3,5.57,92.3,92.22,17.58,0,17.58,17.56,138.2,11.02,138.29,138.2,70.45,3.76,70.48,70.47,2.26,0,7.23,7.22,219.79,13.63,220.2,219.68,179.21,6.74,179.16,179.06
"11/04/20",2,0.18,2.02,2,79.39,0,79.87,79.11,5.3,1.06,5.31,5.3,72.08,3.41,72.1,72.08,580.82,55.95,580.82,580.69,511.6,6.69,512.12,511.6,110.2,0,110.2,110.15,3.23,0.36,3.23,3.23,315.64,14.64,315.64,315.33,56.82,0,56.7,56.65,150.72,12.89,151.02,150.72,372.16,23.21,372.35,372.34,105.05,0,105.2,105.03,70.9,3.14,70.9,70.87,54.29,2.86,54.34,54.29,93.04,5.57,93.17,93.04,15.49,0,15.5,15.49,139.09,11.02,139.2,139.19,62.9,3.76,62.91,62.9,2.02,0,7.24,7.23,232,13.63,232.04,232,178.91,6.74,179.08,178.91
"11/05/20",2,0.18,2.01,1.98,80.4,0,80.29,79.52,5.39,0.99,5.39,5.39,72.08,3.41,72.08,72.05,567.03,55.95,567.42,567.03,512.25,6.69,513.83,512.25,97.88,0,98.2,97.88,3.24,0.36,3.24,3.24,307.4,14.64,307.37,307.21,58.28,0,58.28,58.25,151.81,12.89,151.78,151.77,364.7,23.21,364.7,364.59,108.5,0,108.5,108.48,71.25,3.14,71.32,71.25,54.78,2.86,54.78,54.76,96.14,5.57,96.22,96.19,16.51,0,16.51,16.5,139.15,11.02,139.15,139.09,66.18,3.76,66.18,66.17,2.15,0,7.26,7.25,229.96,13.63,229.64,229.6,183.28,6.74,183.39,183.28
"11/06/20",2.03,0.18,2.03,2,77.93,0,78.09,77.59,5,0.99,5,5,72.97,3.41,73,72.97,565.45,55.95,565.45,565.32,505.03,6.69,505.03,504.51,91.37,0,91.37,91.34,3.25,0.36,3.25,3.25,301.36,14.64,301.53,301.36,58.56,0,58.56,58.54,152.72,12.89,152.97,152.73,361.27,23.21,361.27,361.25,122.59,0,122.61,122.51,72.3,3.14,72.4,72.3,55.06,2.86,55.06,55.05,95.84,5.57,95.95,95.84,17.52,0,17.53,17.52,139.32,11.02,139.32,139.24,68.72,3.76,68.73,68.72,2.15,0,7.26,7.26,226.45,13.63,226.72,226.45,184.27,6.74,184.36,184.29
"11/09/20",2.02,0.18,2.03,2.01,82.5,0,83.26,82.92,5.82,0.99,5.82,5.82,82.98,3.41,82.98,82.02,580.42,55.95,580.69,580.42,525.52,6.69,525.52,525.39,131.35,0,131.35,131.32,3.33,0.36,3.33,3.33,301.28,14.64,301.43,301.28,64.99,0,65,64.99,155.97,14.58,155.89,155.88,363.95,23.21,364.3,363.95,124.26,0,124.36,124.26,74.51,3.14,74.63,74.48,54.37,2.86,54.37,54.35,104.83,5.57,104.83,104.67,15.81,0,15.81,15.8,147.13,11.02,147.12,147.04,63.67,3.76,63.67,63.65,2.35,0,7.27,7.26,234.24,13.63,234.53,234.24,196.99,6.74,197.08,196.99
"11/10/20",1.99,0.18,2.03,1.98,90.09,0,90.99,90.09,6.25,0.99,6.25,6.25,84.71,3.41,84.74,84.71,608.93,55.95,609.06,608.93,510.94,6.69,510.94,510.55,140.54,0,140.54,140.48,3.35,0.36,3.35,3.35,314.51,14.64,314.72,314.71,67.89,0,67.91,67.9,161.54,14.58,161.66,161.44,371.28,23.21,371.43,371.17,119,0,119.04,119,75.73,3.14,75.73,75.72,55.13,2.86,55.14,55.13,108.17,5.57,108.27,108.17,16.06,0,16.06,16.05,151.31,11.02,151.31,151.18,64.92,3.76,64.96,64.92,2.39,0,7.27,7.26,235.12,13.63,235.3,234.99,201.98,6.74,202.16,201.98
"11/11/20",2.03,0.18,2.06,2.02,88.29,0,88.2,87.34,6.18,0.99,6.18,6.17,85.8,3.41,85.87,85.8,624.43,55.95,624.43,624.03,511.47,6.69,511.34,511.2,129.27,0,129.38,129.27,3.45,0.36,3.46,3.45,309.96,14.64,310.17,309.96,65.85,0,65.85,65.84,158.04,14.58,158.05,158.04,369.28,23.21,369.28,369.1,118.3,0,118.3,118.29,75.39,3.14,75.39,75.28,55.55,2.86,55.55,55.54,104.5,5.57,104.61,104.51,16.58,0,16.58,16.57,150.29,11.02,150.3,150.29,67.29,3.76,67.29,67.18,2.48,0,7.26,7.25,232.96,13.63,232.96,232.77,199.29,6.74,199.41,199.29
"11/12/20",2,0.18,2.04,2,86.1,0,86.31,85.8,6.01,0.99,6.01,6.01,85.38,3.41,85.38,85.36,618.65,55.95,618.65,618.12,513.04,6.69,515.54,513.04,118.21,0,118.34,118.21,3.39,0.36,3.4,3.39,306.23,14.64,306.23,305.96,63.99,0,64.01,64,158.53,14.58,158.65,158.56,367.89,23.21,367.92,367.61,118.15,0,118.15,118.09,75.56,3.14,75.58,75.56,55.28,2.86,55.3,55.28,103.07,5.57,103.15,103.14,16.34,0,16.35,16.34,147.5,11.02,147.55,147.54,65.51,3.76,65.52,65.51,2.35,0,7.25,7.24,232.13,13.63,232.13,231.93,197.24,6.74,197.3,197.15
"11/13/20",2.02,0.18,2.04,2,85.18,0,85.52,84.69,6.07,0.99,6.07,6.07,86.65,3.41,86.67,86.65,618.91,55.95,618.91,618.78,517.64,6.69,517.64,517.51,123.07,0,123.07,123.05,3.41,0.36,3.41,3.41,311.71,14.64,311.93,311.71,66.15,0,66.18,66.15,164.01,14.58,164.11,164.01,375.14,23.21,375.14,375.1,120.98,0,120.97,120.81,77.8,3.14,77.89,77.8,56.37,2.86,56.43,56.37,107.23,5.57,107.29,107.23,16.07,0,16.07,16.06,151.15,11.02,151.19,151.15,64.5,3.76,64.51,64.5,2.26,0,7.23,7.22,236.82,13.63,236.83,236.82,201.54,6.74,201.62,201.43
"11/16/20",2.04,0.18,2.05,2.04,87.97,0,88.24,87.39,6.54,0.99,6.55,6.54,91.4,3.41,91.45,91.4,639.4,55.95,639.53,639.4,528.8,6.69,528.8,528.41,135.29,0,135.35,135.29,3.38,0.36,3.38,3.38,312.73,14.64,312.74,312.73,68.66,0,68.77,68.72,163.26,14.58,163.42,163.29,377.13,23.21,377.38,377.13,119.33,0,119.44,119.12,78.73,3.14,78.76,78.56,56.53,2.86,56.53,56.45,113.23,5.57,113.27,113.24,16.09,0,16.09,16.08,152.93,11.02,153.03,152.93,62.98,3.76,63,62.98,2.33,0,7.21,7.2,239.82,13.63,240.14,239.82,208.59,6.74,208.72,208.59
"11/17/20",2.08,0.18,2.11,2.08,86.77,0,86.95,86.44,6.61,0.99,6.61,6.6,92.35,3.41,92.37,92.33,650.43,55.95,650.43,650.04,533.93,6.69,534.32,533.93,134.89,0,134.89,134.76,3.29,0.36,3.29,3.29,312.63,14.64,312.79,312.63,68.87,0,68.89,68.87,162.82,14.58,163.05,162.82,375.9,23.21,376.01,375.9,119.05,0,119.05,118.98,77.9,3.14,78.01,77.89,56.67,2.86,56.67,56.66,114.75,5.57,114.8,114.75,16.31,0,16.34,16.32,151.47,11.02,151.47,151.46,63.51,3.76,63.54,63.48,2.29,0,7.19,7.18,239.46,13.63,239.7,239.47,205.33,6.74,205.38,205.34
"11/18/20",2.08,0.18,2.09,2.08,86.12,0,86.12,85.34,6.68,0.99,6.69,6.68,90.9,3.41,90.9,90.87,655.55,55.95,655.69,655.55,516.59,6.69,516.98,516.59,134.76,0,134.76,134.7,3.38,0.36,3.38,3.38,310.6,14.64,310.6,310.49,69.51,0,69.51,69.48,163.02,14.58,163.3,163.02,377.56,23.21,377.63,377.62,119.83,0,119.76,119.74,76.39,3.14,76.49,76.39,56.96,2.86,56.97,56.96,115.64,5.57,115.65,115.64,15.94,0,15.94,15.93,153.5,11.02,153.5,153.44,63.07,3.76,63.08,63.07,2.33,0,7.16,7.15,238.26,13.63,238.29,238.26,201.11,6.74,201.11,200.96
"11/19/20",2.08,0.18,2.1,2.08,87.16,0,87.9,87.39,6.56,0.99,6.56,6.56,90.76,3.41,90.76,90.73,666.98,55.95,666.98,666.72,512.25,6.69,512.39,512.25,129.46,0,129.61,129.46,3.4,0.36,3.4,3.4,309.48,14.64,309.49,309.48,71.11,0,71.13,71.11,162.21,14.58,162.32,162.22,376.46,23.21,376.65,376.46,123.1,0,123.18,123.1,76.55,3.14,76.55,76.54,57.01,2.86,57.03,57.01,116.36,5.57,116.51,116.36,16.21,0,16.22,16.21,149.99,11.02,149.99,149.96,63.39,3.76,63.4,63.39,2.32,0,7.12,7.11,238.01,13.63,238.43,238.01,202.72,6.74,202.71,202.68
"11/20/20",2.1,0.18,2.12,2.1,88.22,0,88.47,87.83,6.61,0.99,6.61,6.6,92.37,3.41,92.37,92.33,684.32,55.95,684.58,684.32,511.73,6.69,511.73,511.6,130.61,0,130.61,130.56,3.41,0.36,3.41,3.41,306.42,14.64,306.57,306.42,69.76,0,69.77,69.76,158.74,14.58,158.76,158.54,368.02,23.21,368.26,368.02,124.81,0,124.95,124.8,76.5,3.14,76.62,76.5,55.89,2.86,55.95,55.89,111.65,5.57,111.65,111.64,16.15,0,16.16,16.14,148.36,11.02,148.36,148.35,62.69,3.76,62.69,62.68,2.29,0,7.08,7.07,237.09,13.63,237.09,236.99,202,6.74,202,201.85
"11/23/20",2.1,0.18,2.11,2.1,89.7,0,89.72,89.23,6.8,0.99,6.8,6.8,91.79,3.41,91.79,91.77,688.52,55.95,688.79,688.52,504.64,6.69,505.03,504.64,140.54,0,140.54,140.48,3.38,0.36,3.38,3.37,306.49,14.64,306.5,306.49,72.64,0,72.68,72.67,165.11,14.58,165.15,165.14,370.85,23.21,371.27,370.85,126.5,0,126.5,126.36,77.93,3.14,78.02,77.9,57.05,2.86,57.1,57.05,116.1,5.57,116.16,116.1,16.08,0,16.08,16.07,150.02,11.02,150.11,150.02,62.6,3.76,62.66,62.6,2.42,0,7.04,7.03,239.49,13.63,239.83,239.49,204.58,6.74,204.71,204.58
"11/24/20",2.16,0.18,2.18,2.14,91.61,0,92.05,91.63,7.18,0.99,7.18,7.18,93.25,3.41,93.29,93.25,691.68,55.95,691.68,691.41,534.58,6.69,534.58,534.32,152.03,0,152.03,151.64,3.4,0.36,3.4,3.4,309.98,14.64,309.98,309.93,74.36,0,74.34,74.33,170.87,14.58,170.96,170.95,378.48,23.21,378.48,378.45,127.49,0,127.5,127.32,79.35,3.14,79.35,79.24,58.64,2.86,58.64,58.63,122.01,5.57,122.01,122,15.25,0,15.26,15.25,153.67,11.02,153.69,153.67,59.89,3.76,59.89,59.86,2.46,0,6.99,6.98,241.14,13.63,241.46,240.97,207.89,6.74,207.89,207.83
"11/25/20",2.17,0.18,2.18,2.16,90.18,0,91.06,90.3,7.17,0.99,7.17,7.17,93.39,3.41,93.39,93.16,678.54,55.95,678.54,678.28,548.38,6.69,548.38,547.72,145.66,0,145.66,145.6,3.38,0.36,3.38,3.38,312.26,14.64,312.26,312.25,73.81,0,73.82,73.81,165.53,14.58,165.65,165.54,378.34,23.21,378.65,378.34,127.74,0,127.74,127.59,79.37,3.14,79.6,79.42,58.11,2.86,58.11,58.05,120.51,5.57,120.51,120.5,15.27,0,15.27,15.26,152.04,11.02,152.04,152,60.09,3.76,60.12,60.09,2.57,0,6.95,6.94,241.42,13.63,241.73,241.42,207.68,6.74,207.79,207.68
"11/26/20",2.17,0.18,2.18,2.16,88.24,0,88.68,88.45,7.02,0.99,7.02,7.02,91.91,3.41,91.93,91.86,670.66,55.95,670.66,670.4,555.47,6.69,556.26,555.86,142.25,0,142.31,142.25,3.4,0.36,3.4,3.4,312.26,14.64,310.54,310.4,73.81,0,74.18,74.17,165.53,14.58,164.9,164.67,378.34,23.21,378.49,378.14,127.74,0,126.64,126.52,79.37,3.14,79.36,79.1,58.11,2.86,57.8,57.72,120.51,5.57,121.25,121.1,15.27,0,15.45,15.44,152.04,11.02,152.21,152.12,60.09,3.76,60.85,60.75,2.57,0,6.92,6.91,241.42,13.63,243.34,242.85,207.68,6.74,209.58,209.56
"11/27/20",2.16,0.18,2.17,2.14,88.75,0,89.12,88.7,6.9,0.99,6.91,6.9,92.09,3.41,92.16,92.09,662.25,55.95,662.52,662.25,561.38,6.69,561.38,559.93,141.4,0,141.46,141.4,3.36,0.36,3.37,3.36,306.03,14.64,306.29,306.04,73.91,0,73.93,73.91,164.53,14.58,164.53,164.35,374.34,23.21,374.69,374.4,125.55,0,125.56,125.42,78.46,3.14,78.46,78.22,57.56,2.86,57.56,57.51,120.45,5.57,120.64,120.45,15.6,0,15.6,15.59,152.06,11.02,152.06,151.95,61.05,3.76,61.15,61.05,2.59,0,6.9,6.89,242.26,13.63,242.26,241.75,209.41,6.74,209.4,209.32
"11/30/20",2.14,0.18,2.17,2.13,86.93,0,87.02,86.19,6.99,0.99,6.99,6.98,88.87,3.41,88.89,88.87,661.99,55.95,661.99,661.73,556.26,6.69,556.26,555.86,138.83,0,138.83,138.77,3.22,0.36,3.22,3.22,302.26,14.64,302.41,302.26,71.72,0,71.79,71.75,160.19,14.58,160.19,160.18,365,23.21,365.89,365.53,125.69,0,125.69,125.48,76.97,3.14,77.12,77.01,56.88,2.86,56.88,56.87,115.26,5.57,115.34,115.33,15.76,0,15.78,15.77,149.35,11.02,149.44,149.35,61.24,3.76,61.25,61.24,2.48,0,6.89,6.88,237.29,13.63,237.3,237.29,203.92,6.74,204.85,204.48
"12/01/20",2.14,0.18,2.14,2.12,90,0,90,89.14,7.02,0.99,7.03,7.02,89.58,3.41,89.6,89.58,668.82,55.95,669.35,668.82,534.58,6.69,534.72,534.58,147.24,0,147.24,146.98,3.35,0.36,3.35,3.34,301.1,14.64,301.1,300.96,71.23,0,71.24,71.23,164.42,14.58,164.42,164.22,364.99,23.21,364.99,364.97,125.26,0,125.44,125.23,77.19,3.14,77.29,77.19,56.94,2.86,56.91,56.9,116.19,5.57,116.23,116.19,15.72,0,15.73,15.72,151.76,11.02,151.76,151.68,61.13,3.76,61.13,61.05,2.3,0,2.25,2.21,239.41,13.63,239.41,239.24,206.2,6.74,206.19,206.08
"12/02/20",2.18,0.18,2.19,2.17,87.99,0,89.12,88.27,7.09,0.99,7.09,7.09,89.97,3.41,90,89.93,678.8,55.95,679.07,678.8,522.24,6.69,523.29,522.24,153.35,0,153.35,153.28,3.32,0.36,3.32,3.32,298.77,14.64,298.84,298.83,71.94,0,71.95,71.94,163.17,14.58,163.21,163.17,361.36,23.21,361.36,361.26,123.92,0,123.92,123.84,77.5,3.14,77.64,77.5,56.71,2.86,56.72,56.71,117.89,5.57,117.96,117.9,15.47,0,15.47,15.46,153.35,11.02,153.37,153.35,60.88,3.76,60.89,60.88,2.28,0,2.28,2.26,240.81,13.63,241.1,240.81,208,6.74,208.13,208.02
"12/03/20",2.14,0.18,2.17,2.14,89.26,0,89.35,88.5,7.3,0.99,7.3,7.3,92.21,3.41,92.21,92.14,697.98,55.95,698.24,697.98,516.33,6.69,516.85,516.33,177.19,0,177.19,176.99,3.32,0.36,3.32,3.31,303.43,14.64,303.44,303.43,73.29,0,73.32,73.29,163.73,14.58,163.73,163.69,362.03,23.21,362.32,362.03,123.85,0,123.85,123.79,76.98,3.14,76.98,76.88,56.74,2.86,56.74,56.7,118.5,5.57,118.56,118.52,15.13,0,15.15,15.13,153.88,11.02,153.95,153.88,60.7,3.76,60.72,60.7,2.3,0,2.32,2.3,242.5,13.63,242.71,242.5,208.22,6.74,208.32,208.23
"12/04/20",2.13,0.18,2.17,2.12,90.99,0,90.96,90.76,7.54,0.99,7.54,7.54,93.66,3.41,93.69,93.64,685.11,55.95,685.11,684.85,520.14,6.69,522.24,520.14,171.08,0,171.15,171.08,3.29,0.36,3.29,3.29,307.23,14.64,307.22,307.08,73.91,0,73.91,73.89,167.69,14.58,167.72,167.69,366.61,23.21,366.61,366.44,124.18,0,124.18,124.11,78.92,3.14,78.92,78.9,57.64,2.86,57.61,57.6,121.35,5.57,121.35,121.26,15.91,0,15.9,15.89,156.04,11.02,156.09,156.04,61.74,3.76,61.76,61.72,2.51,0,2.51,2.5,246.89,13.63,247.28,246.83,212.68,6.74,212.74,212.69
"12/07/20",2.11,0.18,2.16,2.11,91.17,0,90.9,90.85,7.48,0.99,7.48,7.48,92.49,3.41,92.49,92.42,678.54,55.95,680.12,678.54,512.39,6.69,512.52,512.39,171.87,0,172.13,171.87,3.28,0.36,3.28,3.28,301,14.64,301,300.96,73.04,0,73.06,73.04,170.04,14.58,170.04,170.03,362.13,23.21,362.13,362.01,122.79,0,122.97,122.77,79.83,3.14,79.91,79.81,58.61,2.86,58.65,58.55,118.5,5.57,118.5,118.4,15.49,0,15.5,15.49,153,11.02,153,152.99,60.81,3.76,60.83,60.8,2.63,0,2.63,2.62,246.65,13.63,246.72,246.65,211.1,6.74,211.22,211.1
"12/08/20",2.11,0.18,2.11,2.09,89.72,0,90.57,89.7,7.3,0.99,7.3,7.3,91.22,3.41,91.22,91.2,673.55,55.95,673.81,673.55,515.67,6.69,515.67,514.88,165.83,0,166.09,165.83,3.27,0.36,3.27,3.27,301.96,14.64,301.96,301.91,74.48,0,74.51,74.49,171.59,14.58,171.79,171.59,359.23,23.21,359.23,359.17,125.56,0,125.56,125.35,80.78,3.14,80.78,80.66,60.14,2.86,60.14,60.13,118.97,5.57,118.98,118.95,15.48,0.68,15.48,15.47,153.57,11.02,153.59,153.5,61.35,3.76,61.35,61.34,3.21,0,3.21,3.2,247.72,13.63,248.07,247.72,212.07,6.74,212.11,212.06
"12/09/20",2.08,0.18,2.11,2.08,91.56,0,91.33,90.46,7.3,0.99,7.3,7.29,90.02,3.41,90.02,89.95,676.96,55.95,676.96,676.7,512.65,6.69,512.91,512.65,170.29,0,170.42,170.29,3.31,0.36,3.32,3.31,303.73,14.64,303.73,303.72,73.54,0,73.54,73.53,173.44,14.58,173.36,173.35,361.35,23.21,361.35,360.99,123.19,0,123.14,123.01,81.84,3.14,81.96,81.84,60.62,2.86,60.65,60.56,119.09,5.57,119.1,118.98,15.42,0.68,15.43,15.42,154.14,11.02,154.15,154.14,62.69,3.76,62.69,62.68,3.72,0,3.73,3.71,244.09,13.63,244.08,243.6,212.24,6.74,212.25,212.1
"12/10/20",2.08,0.18,2.13,2.08,91.33,0,91.22,90.46,7.1,0.99,7.1,7.09,88.91,3.41,88.93,88.89,671.45,55.95,671.45,671.19,504.37,6.69,504.64,504.37,166.81,0,166.88,166.81,3.28,0.36,3.28,3.28,298.43,14.64,298.49,298.4,72.98,0,72.98,72.96,174.46,14.58,174.38,174.37,355.39,23.21,355.62,355.61,125.48,0,125.45,125.3,82.22,3.14,82.22,82.09,62.1,2.86,62.11,62.1,117.88,5.57,117.88,117.87,16.03,0.68,16.03,16.02,150.37,11.02,150.35,150.34,64.29,3.76,64.3,64.29,3.48,0,3.44,3.42,242.61,13.63,242.81,242.53,211.97,6.74,212.04,211.98
"12/11/20",2.08,0.18,2.11,2.08,90.53,0,90.6,89.72,6.85,0.99,6.85,6.84,88.98,3.41,89.03,88.98,660.15,55.95,660.15,659.89,510.94,6.69,511.07,510.94,153.68,0,154.2,153.68,3.26,0.36,3.26,3.26,300.57,14.64,300.57,300.37,72.89,0,72.9,72.89,177.7,14.58,177.71,177.7,361.71,23.21,361.71,361.53,123.12,0,123.1,123.09,81.37,3.14,81.45,81.37,62.6,2.86,62.61,62.6,115.84,5.57,115.9,115.84,15.43,0.68,15.43,15.42,151.33,11.02,151.33,151.32,62.96,3.76,62.97,62.96,3.59,0,3.57,3.56,242.88,13.63,242.61,242.6,214.63,6.74,214.71,214.63
