"BATS.EPS.","ID.GUD.EPS.","X.IMBBY.EPS.","U.VGR.EPS.","U.STZ.EPS.","U.TPB.EPS.","U.RLX.EPS.","U.PM.EPS."
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.46,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.31,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.23,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.52
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.26,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,2.73,0.32,7.81,1.75,0,4.53
3.05,0.28,1.94,0.32,7.81,1.75,0,4.53
3.05,0.28,1.94,0.32,7.81,1.75,0,4.53
3.05,0.28,1.94,0.29,7.81,1.75,0,4.53
3.05,0.28,1.94,0.29,7.81,1.75,0,4.53
3.05,0.28,1.94,0.29,7.81,1.75,0,4.53
3.05,0.28,1.94,0.29,7.81,1.75,0,4.53
3.05,0.28,1.94,0.29,7.81,1.75,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,7.81,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.53
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
3.05,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.29,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,1.8,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.28,1.94,0.34,8.23,0.83,0,4.91
9.22,0.29,1.94,0.34,8.23,0.83,0,4.91
9.22,0.29,1.94,0.34,8.23,0.83,0,4.91
9.22,0.29,1.94,0.34,8.23,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.91
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.83,0,4.88
9.22,0.29,1.94,0.34,8.73,0.88,0,4.88
9.22,0.29,1.94,0.34,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,8.73,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,4.88
9.22,0.29,1.94,0.42,10.31,0.88,0,5.15
9.22,0.29,1.94,0.42,10.31,0.88,0,5.15
9.22,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.42,10.31,0.88,0,5.15
9.07,0.29,1.94,0.38,10.31,0.88,0,5.15
9.07,0.29,1.94,0.38,10.31,0.88,0,5.15
9.07,0.29,1.94,0.38,10.31,0.88,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.29,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,10.31,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.15
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.38,13.32,0.98,0,5.33
9.07,0.3,1.94,0.29,13.32,0.98,0,5.33
9.07,0.3,1.94,0.29,13.32,0.98,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,13.32,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.33
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.29,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
9.07,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.3,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,12.54,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,5.1
3.91,0.29,1.94,0.33,15.53,1,0,4.97
3.91,0.29,1.94,0.33,15.53,1,0,4.97
3.91,0.29,1.94,0.33,15.53,1,0,4.97
3.91,0.29,1.94,0.33,15.53,1,0,4.97
3.91,0.29,1.94,0.33,15.53,1,0,4.97
3.91,0.29,1.94,0.33,15.53,1,0,4.97
3.91,0.3,1.94,0.33,15.53,1,0,4.97
3.91,0.3,1.94,0.33,15.53,1,0,4.97
3.91,0.3,1.94,0.33,15.53,1,0,4.97
3.91,0.3,1.94,0.33,15.53,1,0,4.97
3.91,0.3,1.94,0.33,15.53,1.18,0,4.97
3.91,0.3,1.94,0.33,15.53,1.18,0,4.97
3.91,0.3,1.94,0.33,15.53,1.18,0,4.97
3.91,0.3,1.94,0.37,15.53,1.18,0,4.97
3.91,0.3,1.94,0.37,15.53,1.18,0,4.97
3.91,0.3,1.94,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
3.91,0.3,2.12,0.37,15.53,1.18,0,4.97
