"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)"
"472",1.33,0,1.33,1.27,102.83,5.77,102.13,101.55,16.7,0.98,16.71,16.7,109.54,4.9,109.55,109.46,776.92,56.09,777.58,776.92,638.61,7.82,638.61,637.69,397.54,16.2,397.76,397.54,2.45,0.09,2.45,2.45
"473",1.32,0,1.32,1.27,102.27,5.77,102.07,101.49,16.53,0.98,16.53,16.49,107.65,4.9,107.7,107.62,766.41,56.09,767.07,766.41,639.66,7.82,640.98,639.66,392.97,16.2,393.18,392.97,2.46,0.09,2.47,2.46
"474",1.29,0,1.32,1.27,101.55,5.77,101.54,100.96,16.5,0.98,16.51,16.49,107.95,4.9,107.97,107.87,769.7,56.09,770.35,769.7,641.37,7.82,642.55,641.63,393.4,16.2,393.4,393.18,2.47,0.1,2.47,2.47
"475",1.31,0,1.31,1.3,102,5.77,102.59,102.01,16.53,0.98,16.55,16.51,108.45,4.9,108.54,108.41,782.17,56.09,782.83,782.17,647.67,7.82,647.67,647.54,399.94,16.2,399.94,399.72,2.44,0.1,2.44,2.44
"476",1.28,0,1.28,1.27,101.86,5.77,101.77,101.2,16.63,0.98,16.64,16.63,107.93,4.9,107.99,107.88,777.58,56.09,777.58,776.26,642.29,7.82,642.29,642.03,399.94,16.2,399.94,399.72,2.49,0.1,2.49,2.49
"477",1.31,0,1.32,1.29,100.06,5.77,100.36,99.78,16.65,0.98,16.66,16.65,107.7,4.9,107.79,107.67,790.71,56.09,790.71,790.05,637.95,7.82,638.22,637.95,396.88,16.2,397.33,396.88,2.49,0.1,2.49,2.49
"478",1.29,0,1.32,1.29,100.68,5.77,100.51,99.93,16.55,0.98,16.58,16.55,107.49,4.9,107.5,107.42,786.77,56.09,787.43,786.77,637.69,7.82,637.95,637.69,395.36,16.2,395.58,395.36,2.47,0.1,2.47,2.47
"479",1.25,0.03,1.31,1.25,98.95,5.77,98.96,98.39,16.47,0.98,16.47,16.4,106.69,4.9,106.77,106.69,786.77,56.09,775.99,775.28,640.19,7.82,640.58,640.19,395.36,16.2,391.8,391.64,2.46,0.1,2.47,2.46
"480",1.21,0.03,1.21,1.19,97.94,5.77,98,97.42,16.23,0.98,16.23,16.19,106.38,4.9,106.43,106.38,774.95,56.09,775.61,774.95,637.56,7.82,637.56,637.17,391.22,16.2,391.22,390.99,2.48,0.1,2.48,2.48
"481",1.26,0.03,1.27,1.22,98.04,5.77,98.34,97.76,16.26,0.98,16.26,16.2,107.31,4.9,107.35,107.2,792.02,56.09,792.02,791.37,644.92,7.82,644.92,642.68,396.67,16.2,396.88,396.67,2.48,0.1,2.5,2.5
"482",1.25,0.03,1.29,1.23,99.3,5.77,99.52,98.94,16.39,0.98,16.42,16.39,107.25,4.9,107.29,107.25,797.94,56.09,798.59,797.94,648.2,7.82,648.33,648.2,398.63,16.2,398.85,398.63,2.51,0.1,2.51,2.51
"483",1.24,0.03,1.24,1.23,99.63,5.77,100.78,100.21,16.49,0.98,16.5,16.48,107.16,4.9,107.18,107.12,801.88,56.09,801.88,801.22,641.37,7.82,644.26,643.6,401.24,16.2,401.24,401.03,2.51,0.1,2.5,2.5
"484",1.22,0.03,1.24,1.22,99.43,5.77,99.44,98.87,17.13,0.98,17.16,17.13,107.82,4.9,107.82,107.77,794.65,56.09,795.31,794.65,638.48,7.82,638.48,637.69,397.54,16.2,397.76,397.54,2.51,0.1,2.48,2.48
"485",1.23,0.03,1.24,1.22,100.52,5.77,100.39,99.81,17.13,0.98,17.14,17.13,108.27,4.9,108.34,108.12,801.88,56.09,801.88,801.22,648.46,7.82,648.46,647.54,392.74,16.2,392.97,392.74,2.48,0.1,2.48,2.48
"486",1.22,0.03,1.25,1.22,101.22,5.77,101.48,100.98,17.01,0.98,17.01,16.98,107.26,4.9,107.26,107.22,780.2,56.09,780.2,779.55,652.53,7.82,652.53,652.27,389.04,16.2,389.04,388.81,2.5,0.1,2.5,2.5
"487",1.22,0.03,1.25,1.22,103.44,5.77,103.64,102.61,16.8,0.98,16.81,16.8,106.69,4.9,106.69,106.64,782.17,56.09,782.83,782.17,646.36,7.82,647.02,646.36,385.54,16.2,385.54,385.32,2.5,0.1,2.5,2.5
"488",1.23,0.03,1.25,1.23,103.48,5.77,103.78,103.2,16.98,0.98,16.99,16.98,107.18,4.9,107.27,107.14,787.43,56.09,787.43,786.77,652.67,7.82,652.14,651.48,389.04,16.2,389.04,388.59,2.49,0.1,2.49,2.49
"489",1.23,0.03,1.25,1.22,107.53,5.77,107.59,107.01,16.96,0.98,16.96,16.94,107.76,4.9,107.76,107.73,784.8,56.09,785.46,784.8,663.17,7.82,663.17,662.78,393.4,16.2,393.61,393.4,2.52,0.1,2.52,2.52
"490",1.21,0.03,1.24,1.21,107.31,5.77,107.49,106.92,17.14,0.98,17.14,17.13,108.74,4.9,108.74,108.71,781.52,56.09,781.52,780.86,651.61,7.82,652.8,651.61,392.52,16.2,392.52,392.31,2.52,0.1,2.53,2.52
"491",1.24,0.03,1.26,1.22,105.67,5.77,106.22,105.64,17.07,0.98,17.07,17.02,107.26,4.9,107.55,107.26,778.89,56.09,778.89,778.23,639.79,7.82,640.06,639.92,393.83,16.2,394.06,393.83,2.55,0.1,2.56,2.55
"492",1.23,0.03,1.26,1.23,105.12,5.77,105.65,105.07,16.99,0.98,16.99,16.98,107.8,4.9,107.84,107.8,782.83,56.09,782.83,782.17,632.83,7.82,632.96,632.83,393.61,16.2,393.61,393.4,2.55,0.1,2.55,2.55
"493",1.24,0.03,1.26,1.22,105.43,5.77,105.99,105.41,17.18,0.98,17.19,17.18,109.4,4.9,109.4,109.22,782.83,56.09,784.14,782.83,645.84,7.82,645.84,645.57,386.2,16.2,386.41,386.2,2.54,0.1,2.54,2.54
"494",1.19,0.03,1.22,1.19,106.01,5.77,106.31,105.74,17.49,0.98,17.51,17.49,109.75,4.9,109.75,109.72,813.7,56.09,813.7,813.04,656.47,7.82,656.61,656.47,387.95,16.2,388.16,387.95,2.5,0.1,2.5,2.5
"495",1.21,0.03,1.21,1.2,107.94,5.77,108.05,107.71,17.52,0.98,17.52,17.51,108.93,4.9,108.94,108.54,817.64,56.09,817.64,816.32,657.66,7.82,658.97,657.66,390.99,16.2,390.99,390.78,2.45,0.1,2.46,2.45
"496",1.2,0.03,1.22,1.2,107.3,5.77,107.86,107.29,17.62,0.98,17.62,17.61,108.29,4.9,108.29,108.24,818.29,56.09,818.95,818.29,657.66,7.82,658.18,656.63,392.74,16.2,392.74,392.52,2.49,0.1,2.49,2.49
"497",1.19,0.03,1.21,1.18,108.2,5.77,108.33,107.75,17.71,0.98,17.74,17.71,106.62,4.9,106.83,106.62,826.18,56.09,826.18,824.86,657.66,7.82,657.26,656.39,386.41,16.2,386.41,386.2,2.45,0.1,2.45,2.45
"498",1.15,0.03,1.15,1.13,109.84,5.77,110.2,109.63,17.69,0.98,17.69,17.67,107.65,4.9,107.66,107.65,830.12,56.09,830.12,829.46,658.05,7.82,658.31,658.05,389.04,16.2,389.25,389.04,2.44,0.1,2.44,2.44
"499",1.15,0.03,1.16,1.13,107.71,5.77,107.65,107.07,17.77,0.98,17.81,17.77,108.78,4.9,108.86,108.77,834.71,56.09,835.37,834.71,662.52,7.82,662.52,662.25,385.32,16.2,385.54,385.32,2.27,0.1,2.28,2.27
"500",1.13,0.03,1.16,1.1,106.45,5.77,107.08,106.5,18.04,0.98,18.05,18.04,108.86,4.9,108.87,108.86,830.77,56.09,830.77,830.12,669.48,7.82,669.74,669.48,380.96,16.2,380.96,380.75,2.33,0.1,2.33,2.33
"501",1.14,0.03,1.16,1.11,108.31,5.77,108.9,108.32,18.29,0.98,18.29,18.28,109.16,4.9,109.24,109.15,828.15,56.09,828.15,826.83,680.64,7.82,681.17,680.64,375.73,16.2,376.17,375.73,2.34,0.1,2.34,2.34
"502",1.13,0.03,1.16,1.11,110.27,5.77,110.27,110.04,18.38,0.98,18.39,18.37,110.64,4.9,110.64,110.45,830.12,56.09,830.12,829.46,682.09,7.82,682.09,681.96,385.54,16.2,385.98,385.54,2.45,0.1,2.45,2.45
"503",1.14,0.03,1.16,1.12,110.39,5.77,110.37,109.8,18.28,0.98,18.28,18.27,110.45,4.9,110.51,110.45,829.46,56.09,829.46,828.8,685.11,7.82,685.11,684.58,386.86,16.2,386.86,386.63,2.45,0.1,2.45,2.45
"504",1.14,0.03,1.16,1.13,110.69,5.77,110.71,110.35,18.31,0.98,18.31,18.3,110.44,4.9,110.48,110.41,828.15,56.09,828.15,827.49,682.09,7.82,683.01,682.09,393.83,16.2,394.06,393.83,2.48,0.1,2.48,2.48
"505",1.2,0.03,1.22,1.2,110.69,5.77,112.08,111.72,18.13,0.98,18.13,18.12,110.59,4.9,110.74,110.59,814.35,56.09,815.01,814.35,689.84,7.82,689.84,689.57,401.69,16.2,401.9,401.69,2.47,0.1,2.47,2.47
"506",1.18,0.03,1.19,1.18,113.16,5.77,113.22,112.64,18.01,0.98,18.05,18.01,109.8,4.9,109.81,109.8,814.35,56.09,814.35,813.7,689.84,7.82,693.85,692.74,403.42,16.2,403.64,403.42,2.48,0.1,2.48,2.48
"507",1.18,0.03,1.2,1.18,113.01,5.77,113.24,112.66,17.9,0.98,17.91,17.9,108.94,4.9,109,108.93,807.79,56.09,807.79,806.47,689.84,7.82,694.65,692.14,401.69,16.2,402.12,401.69,2.45,0.1,2.45,2.45
"508",1.19,0.03,1.21,1.18,113.07,5.77,113.31,113.07,18.01,0.98,18.04,18.01,109.74,4.9,109.75,109.63,805.16,56.09,805.16,804.5,697.32,7.82,697.32,694.96,401.03,16.2,401.46,401.03,2.47,0.1,2.47,2.47
"509",1.27,0.03,1.28,1.27,111.53,5.77,112.09,111.53,17.94,0.98,17.97,17.94,109.88,4.9,109.88,109.85,812.38,56.09,813.04,812.38,700.21,7.82,700.48,700.21,401.03,16.2,401.03,400.81,2.41,0.1,2.41,2.41
"510",1.28,0.03,1.28,1.27,112.2,5.77,112.93,112.36,17.76,0.98,17.77,17.76,109.84,4.9,109.91,109.84,809.76,56.09,810.41,809.76,689.05,7.82,689.57,689.05,397.76,16.2,397.76,397.54,2.47,0.1,2.47,2.46
"511",1.27,0.03,1.28,1.26,112.03,5.77,112.6,112.03,17.66,0.98,17.66,17.64,110.35,4.9,110.35,110.32,807.79,56.09,807.79,807.13,689.05,7.82,686.14,684.94,397.33,16.2,397.54,397.33,2.46,0.1,2.46,2.46
"512",1.27,0.03,1.29,1.26,112.04,5.77,112.95,112.37,17.59,0.98,17.6,17.59,110.37,4.9,110.37,110.25,809.1,56.09,809.1,808.44,689.05,7.82,691.17,689.8,401.46,16.2,401.46,401.24,2.51,0.1,2.51,2.51
"513",1.27,0.03,1.28,1.27,112.44,5.77,113.33,112.75,17.49,0.98,17.49,17.48,110.37,4.9,110.37,110.29,805.82,56.09,806.47,805.82,697.32,7.82,697.32,696.4,398.19,16.2,398.19,397.97,2.56,0.1,2.56,2.56
"514",1.32,0.03,1.32,1.27,112.67,5.77,113.07,112.5,17.61,0.98,17.61,17.57,110.52,4.9,110.56,110.5,801.88,56.09,801.88,801.22,699.69,7.82,699.69,699.29,395.58,16.2,395.79,395.58,2.63,0.1,2.63,2.63
"515",1.29,0.03,1.29,1.28,113.06,5.77,113.48,112.91,17.41,0.98,17.42,17.41,110.71,4.9,110.83,110.71,802.53,56.09,803.19,802.53,700.87,7.82,700.87,699.69,395.79,16.2,396.01,395.79,2.67,0.1,2.67,2.67
"516",1.28,0.03,1.28,1.28,114.02,5.77,114.64,114.06,17.36,0.98,17.37,17.32,112.1,4.9,112.1,111.94,808.44,56.09,809.1,808.44,696.14,7.82,696.54,696.14,405.6,16.2,405.82,405.6,2.67,0.1,2.67,2.67
"517",1.27,0.03,1.28,1.27,111.51,5.77,111.74,111.16,16.96,0.98,16.96,16.94,108.52,4.9,108.54,108.52,788.08,56.09,788.08,787.43,685.76,7.82,686.16,685.76,404.3,16.2,404.51,404.3,2.69,0.1,2.69,2.69
"518",1.28,0.03,1.29,1.27,114.07,5.77,114.02,113.44,17.25,0.98,17.25,17.21,107.02,4.9,107.02,106.95,783.49,56.09,784.14,783.49,688.26,7.82,690.1,688.26,403.87,16.2,404.08,403.87,2.77,0.1,2.77,2.77
"519",1.28,0.03,1.29,1.27,114.74,5.77,114.72,114.15,17.39,0.98,17.39,17.37,107.28,4.9,107.34,107.28,787.43,56.09,787.43,786.77,683.14,7.82,683.27,683.14,407.35,16.2,407.57,407.35,2.88,0.1,2.88,2.87
"520",1.28,0.03,1.29,1.28,114.69,5.77,115.19,114.61,17.39,0.98,17.4,17.39,103.52,4.9,103.59,103.52,786.77,56.09,787.43,786.77,692.2,7.82,692.86,692.2,408.44,16.2,408.44,408,2.93,0.1,2.93,2.93
"521",1.29,0.03,1.3,1.27,114.23,5.77,114.74,114.17,17.57,0.98,17.59,17.57,101.94,4.9,102.12,101.94,772.98,56.09,773.64,772.98,691.41,7.82,691.41,689.84,409.53,16.2,409.75,409.53,2.93,0.1,2.93,2.93
"522",1.27,0.03,1.3,1.27,117.06,5.77,117.03,116.45,17.49,0.98,17.49,17.48,102.92,4.9,102.93,102.92,771.01,56.09,771.01,770.35,696.4,7.82,696.4,695.09,413.74,16.27,413.95,413.74,3,0.1,3,3
"523",1.26,0.03,1.27,1.24,116.82,5.77,117.41,116.72,17.18,0.98,17.19,17.18,103.94,4.9,104.02,103.94,776.26,56.09,776.26,775.61,696.4,7.82,696.4,696.14,422.73,16.27,422.73,422.28,2.99,0.1,2.99,2.99
"524",1.31,0.03,1.32,1.27,116.23,5.77,116.8,116.22,17,0.98,17.04,17,103.37,4.9,103.49,103.34,781.52,56.09,782.17,781.52,676.31,7.82,676.31,676.05,423.39,16.27,423.39,423.16,3.03,0.1,3.03,3.03
"525",1.29,0.03,1.32,1.29,116.23,5.77,117.76,117.4,17.1,0.98,17.15,17.1,103.19,4.9,103.19,103.1,779.55,56.09,780.2,779.55,685.63,7.82,685.63,684.98,426.45,16.27,426.45,426.24,3.16,0.12,3.16,3.16
"526",1.29,0.03,1.29,1.27,118.19,5.77,118.88,118.3,17.32,0.98,17.32,17.3,102.69,4.9,102.69,102.68,764.44,56.09,764.44,763.79,681.43,7.82,681.56,681.43,420.76,16.27,420.97,420.76,3.09,0.12,3.1,3.09
"527",1.25,0.03,1.29,1.25,117.87,5.77,118.99,117.84,17.14,0.98,17.16,17.14,102.76,4.9,102.76,102.73,765.76,56.09,766.41,765.76,688.13,7.82,688.13,687.08,422.94,16.27,423.16,422.94,3.16,0.12,3.16,3.16
"528",1.26,0.03,1.27,1.25,119.44,5.77,119.85,119.27,17.1,0.98,17.1,17.09,103.72,4.9,103.78,103.72,776.26,56.09,776.26,775.61,687.08,7.82,688.13,687.08,428.21,16.27,428.42,428.21,3.29,0.12,3.29,3.29
"529",1.29,0.03,1.31,1.28,119.2,5.77,119.31,118.39,17.01,0.98,17.04,17,103.38,4.9,103.44,103.38,768.38,56.09,769.04,768.38,683.01,7.82,683.66,683.4,429.95,16.27,430.18,429.95,3.58,0.12,3.58,3.58
"530",1.3,0.03,1.31,1.29,121.4,5.65,121.78,120.57,16.71,0.98,16.73,16.71,103.25,4.9,103.25,103.21,760.5,56.09,760.5,759.84,678.28,7.82,678.54,678.28,427.76,16.27,428.21,427.76,3.61,0.12,3.61,3.61
"531",1.3,0.03,1.31,1.27,121.12,5.65,121.16,120.51,16.53,0.98,16.53,16.47,103.71,4.9,103.71,103.5,748.68,56.09,748.68,748.02,681.69,7.82,681.69,681.43,420.53,16.27,420.76,420.53,3.66,0.12,3.66,3.66
"532",1.31,0.03,1.32,1.29,114.74,5.65,115.75,114.61,16.27,0.85,16.29,16.27,103.5,4.9,103.51,103.5,740.8,56.09,741.46,740.8,677.36,7.82,677.36,677.23,411.55,16.27,411.76,411.55,3.65,0.12,3.66,3.65
"533",1.3,0.03,1.32,1.29,115.28,5.65,116.07,114.92,12.77,0.85,12.77,12.75,103.21,4.9,103.33,103.21,730.29,56.09,730.95,730.29,676.57,7.82,677.1,676.44,406.73,16.27,406.94,406.73,3.7,0.12,3.7,3.7
"534",1.35,0.03,1.35,1.34,114.25,5.65,114.31,113.18,12.21,0.85,12.22,12.21,102.63,4.9,102.67,102.63,705.34,56.09,705.99,705.34,668.56,7.82,669.22,668.56,397.52,16.27,397.75,397.52,3.91,0.12,3.91,3.91
"535",1.33,0.03,1.33,1.32,116.24,5.65,116.24,115.25,11.62,0.85,11.66,11.62,102.4,4.9,102.4,102.37,707.96,56.09,709.28,707.96,663.44,7.54,663.44,663.3,396.43,16.27,396.64,396.43,4.21,0.12,4.21,4.21
"536",1.28,0.03,1.32,1.28,114.97,5.65,115.63,114.51,12.14,0.85,12.14,12.13,102.8,4.9,102.92,102.8,709.93,56.09,709.93,709.28,651.22,7.54,651.35,651.22,397.52,16.27,397.75,397.52,3.73,0.12,3.73,3.73
"537",1.29,0.03,1.32,1.26,116.82,5.65,118.53,117.36,11.72,0.85,11.73,11.72,102.22,4.9,102.24,102.22,711.9,56.09,711.9,711.25,637.03,7.54,637.17,637.03,393.14,16.27,393.36,393.14,3.01,0.12,3.01,3.01
"538",1.29,0.03,1.3,1.26,118.15,5.65,118.82,117.64,11.68,0.85,11.68,11.67,101.48,4.9,101.48,101.44,703.37,56.09,703.37,702.71,642.29,7.54,642.95,642.29,389.63,16.27,389.85,389.63,3.13,0.12,3.13,3.13
"539",1.27,0.03,1.28,1.27,119.2,5.65,120.43,119.24,11.57,0.85,11.57,11.56,101.48,4.9,101.48,101.44,715.19,56.09,715.19,714.53,639.92,7.54,639.92,639.53,393.14,16.27,393.14,392.93,3.09,0.12,3.09,3.09
"540",1.26,0.03,1.27,1.25,121.09,5.65,121.21,120.01,11.9,0.85,11.9,11.88,100.72,4.9,100.73,100.72,713.87,56.09,714.53,713.87,642.42,7.54,642.42,642.16,390.51,16.27,390.51,390.29,3.09,0.12,3.1,3.09
"541",1.23,0.03,1.27,1.23,117.69,5.65,118.85,117.67,12.22,0.85,12.24,12.22,101.37,4.9,101.37,101.33,711.9,56.09,712.56,711.9,656.34,7.54,656.61,656.34,389.63,16.27,389.63,389.42,3.05,0.12,3.05,3.05
"542",1.23,0.03,1.27,1.29,121.7,5.65,121.74,120.54,12.13,0.85,12.15,12.13,102.3,4.9,102.3,102.29,713.87,56.09,713.87,713.22,662.91,7.54,662.65,661.99,390.29,16.27,390.73,390.29,2.99,0.12,2.99,2.99
"543",1.35,0.03,1.35,1.34,122.41,5.65,122.75,121.54,11.96,0.85,11.97,11.96,101.34,4.9,101.34,101.32,711.9,56.09,711.9,711.25,675.52,7.54,675.52,675.13,388.54,16.27,388.76,388.54,3,0.12,3,2.98
"544",1.28,0.03,1.3,1.27,120.75,5.65,121.93,120.72,11.79,0.85,11.79,11.77,99.95,4.9,100.02,99.94,713.87,56.09,713.87,713.22,670,7.54,670,668.56,386.78,16.27,387,386.78,3,0.12,3,3
"545",1.26,0.03,1.28,1.26,123.09,5.65,123.08,121.86,11.73,0.85,11.73,11.72,97.66,4.9,97.69,97.66,719.13,56.09,719.78,719.13,665.67,7.54,665.67,665.54,381.3,16.27,381.3,381.09,2.79,0.12,2.79,2.79
"546",1.24,0.03,1.25,1.24,123.28,5.65,123.2,121.98,11.57,0.85,11.57,11.56,96.87,4.9,96.88,96.87,714.53,56.09,715.19,714.53,648.2,7.54,648.46,648.2,377.36,16.27,377.36,377.14,2.79,0.12,2.79,2.79
"547",1.24,0.03,1.28,1.22,124.78,5.65,124.58,123.35,11.58,0.85,11.61,11.58,97.93,4.9,97.94,97.93,725.04,56.09,725.69,725.04,635.98,7.54,637.03,635.98,375.61,16.27,376.05,375.61,3.1,0.12,3.1,3.1
"548",1.26,0.03,1.28,1.24,121.53,5.65,123.2,121.98,11.44,0.85,11.44,11.43,98.07,4.9,98.14,98.01,725.37,56.09,725.69,725.04,634.41,7.54,634.67,634.41,367.17,16.27,367.29,367.06,3.07,0.12,3.07,3.07
"549",1.23,0.03,1.23,1.21,124.82,5.65,124.98,123.82,11.36,0.85,11.36,11.35,98.34,4.9,98.4,98.34,729.96,56.09,730.29,729.63,645.44,7.54,645.57,645.44,368.48,16.27,368.6,368.38,3.04,0.12,3.04,3.04
"550",1.21,0.03,1.23,1.21,121.47,5.65,121.76,120.86,11.35,0.85,11.35,11.35,97.16,4.9,97.24,97.16,723.4,56.09,723.72,723.07,635.72,7.54,635.72,635.33,370.47,16.27,370.57,370.35,3,0.12,3,3
"551",1.2,0.03,1.21,1.19,119.19,5.65,120.35,119.77,11.45,0.85,11.46,11.45,98.05,4.9,98.05,98.03,736.53,56.09,736.86,736.2,626.53,7.54,627.45,626.53,368.48,16.27,368.6,368.38,2.94,0.12,2.94,2.94
"552",1.2,0.03,1.2,1.17,120.97,5.65,121.26,120.68,11.49,0.85,11.5,11.49,98.13,4.9,98.21,98.07,727.34,56.09,727.66,727.01,623.37,7.54,623.51,623.37,369.59,16.27,369.69,369.47,2.96,0.12,2.96,2.96
"553",1.24,0.03,1.24,1.19,121.68,5.65,122.16,121.58,11.52,0.85,11.53,11.52,98.77,4.9,98.77,98.7,731.28,56.09,731.61,730.95,605.77,7.54,606.3,605.77,367.62,16.27,367.72,367.5,3.12,0.12,3.12,3.11
"554",1.23,0.03,1.23,1.2,120.97,5.65,121.03,120.84,11.53,0.85,11.56,11.53,99.64,4.9,99.75,99.6,731.28,56.09,731.61,730.95,625.21,7.54,625.61,625.21,363.88,16.27,363.99,363.78,3.11,0.12,3.11,3.11
"555",1.22,0.03,1.22,1.2,120.33,5.65,121.05,120.5,11.62,0.85,11.62,11.61,99.52,4.9,99.54,99.45,729.96,56.09,730.29,729.63,623.9,7.54,624.16,623.9,366.51,16.27,366.63,366.41,3.05,0.12,3.05,3.05
"556",1.23,0.03,1.23,1.21,119.01,5.65,119.2,119.07,11.53,0.85,11.53,11.52,99.28,4.9,99.28,99.23,742.44,56.09,742.77,742.11,630.47,7.54,630.99,630.47,367.17,16.27,367.29,367.06,2.99,0.12,3,2.99
"557",1.24,0.03,1.24,1.23,119.89,5.65,120.04,119.67,11.47,0.85,11.47,11.46,100.33,4.9,100.34,100.33,738.5,56.09,738.83,738.17,610.63,7.54,610.9,610.63,360.81,16.27,360.93,360.71,3.03,0.12,3.03,3.03
"558",1.27,0.03,1.27,1.24,121.29,5.65,121.75,121.46,11.43,0.85,11.43,11.42,99.5,4.9,99.52,99.48,739.81,56.09,740.14,739.49,610.77,7.54,610.77,609.85,363.23,16.27,363.33,363.12,3.07,0.12,3.07,3.07
"559",1.27,0.03,1.28,1.27,123.39,5.65,124.12,123.58,11.77,0.85,11.77,11.74,107.61,4.9,107.71,107.61,739.81,56.09,740.14,739.49,614.18,7.54,615.89,614.18,374.84,16.27,374.96,374.73,3.04,0.12,3.05,3.04
"560",1.28,0.03,1.29,1.28,124.36,5.65,124.54,124.14,11.79,0.85,11.81,11.79,106.46,4.9,106.53,106.46,740.47,56.09,740.8,740.14,611.03,7.54,611.82,611.03,377.47,16.27,377.79,377.14,3.01,0.12,3.02,3.01
"561",1.32,0.03,1.32,1.32,125.12,5.65,125.41,124.83,11.56,0.85,11.56,11.54,105.21,4.9,105.21,105.15,747.7,56.09,748.02,747.37,624.03,7.54,624.03,623.9,374.41,16.27,374.51,374.29,3.02,0.12,3.02,3.02
"562",1.32,0.03,1.35,1.32,125.06,5.65,125.64,125.07,11.56,0.85,11.56,11.54,103.79,4.9,103.81,103.78,746.05,56.09,746.71,745.4,615.89,7.54,615.89,615.1,374.08,16.27,374.29,373.85,3,0.12,3,3
"563",1.36,0.03,1.36,1.35,124.49,5.65,124.5,123.92,11.43,0.85,11.43,11.43,103.43,4.9,103.44,103.43,746.38,56.09,746.71,746.05,620.35,7.54,620.35,617.73,374.84,16.27,374.96,374.73,2.99,0.12,2.99,2.99
"564",1.36,0.03,1.36,1.36,124.49,5.65,124.56,124.18,11.43,0.85,11.4,11.4,103.43,4.9,103.59,103.48,746.38,56.09,747.59,747.3,618.65,7.54,620.09,618.65,374.84,16.27,374.77,374.67,3.01,0.12,3.02,3.01
"565",1.36,0.03,1.36,1.34,124.49,5.65,125.24,125.01,11.43,0.85,11.47,11.47,103.43,4.9,103.75,103.51,746.38,56.09,747.93,747.49,617.46,7.54,617.46,617.33,374.84,16.27,373.79,373.64,3.01,0.12,3.02,3.01
"566",1.34,0.03,1.35,1.32,124.1,5.65,124.91,124.33,11.56,0.85,11.56,11.53,103.51,4.9,103.66,103.41,747.04,56.09,747.37,746.71,614.71,7.54,614.71,613.79,372.21,16.27,372.32,372.11,2.84,0.12,2.84,2.84
"567",1.35,0.03,1.35,1.32,123.34,5.65,123.05,121.96,11.5,0.85,11.54,11.5,103.35,4.9,103.35,103.2,747.04,56.09,747.37,746.71,610.77,7.54,610.77,610.37,371.12,16.27,371.23,371,2.84,0.12,2.84,2.84
"568",1.33,0.03,1.35,1.32,121.99,5.65,122.39,122.3,11.44,0.85,11.44,11.43,103.65,4.9,103.73,103.45,752.29,56.09,752.62,751.96,608.4,7.54,608.53,608.4,371.45,16.27,371.66,371.23,2.96,0.12,2.96,2.95
"569",1.33,0.03,1.34,1.33,121.99,5.65,122.12,121.85,11.44,0.85,11.54,11.54,103.65,4.9,104.69,104.56,752.29,56.09,755.95,755.48,622.59,7.54,622.59,622.32,371.45,16.27,369.81,369.32,2.96,0.12,3.06,3.06
"570",1.34,0.03,1.34,1.32,122.82,5.65,123.16,122.24,11.62,0.85,11.62,11.61,105.13,4.9,105.13,105.08,755.77,56.09,756.04,755.77,620.09,7.54,620.75,620.09,369.2,16.27,369.2,368.86,3.06,0.12,3.06,3.06
"571",1.32,0.03,1.35,1.3,125.35,5.65,125.7,125.06,11.6,0.85,11.6,11.59,104.36,4.9,104.64,104.36,754.72,56.09,754.72,754.46,611.68,7.54,612.87,611.68,373.07,16.27,373.16,373.07,2.98,0.12,2.98,2.98
"572",1.37,0.03,1.38,1.32,126.91,5.65,126.97,126.62,11.98,0.85,11.98,11.97,105.1,4.9,105.1,105.01,753.93,56.09,754.2,753.93,612.08,7.54,612.08,611.95,376.57,16.27,376.57,376.48,3,0.12,3,3
"573",1.37,0.03,1.37,1.35,129.85,5.65,129.91,129.1,11.99,0.85,11.99,11.97,105.29,4.9,105.29,105.17,751.31,56.09,751.57,751.31,613.92,7.54,613.92,613.79,378.67,16.27,378.67,378.15,3,0.12,3.01,3
"574",1.38,0.03,1.4,1.38,128.01,5.65,128.64,128.12,12.19,0.85,12.19,12.18,105.08,4.9,105.24,105.06,751.31,56.09,752.1,751.31,609.98,7.54,609.98,609.58,380.7,16.27,380.87,380.7,3.02,0.12,3.02,3.02
"575",1.35,0.03,1.4,1.34,131.46,5.65,131.7,131.18,12.47,0.85,12.47,12.45,105.13,4.9,105.26,105.1,752.1,56.09,752.1,751.83,608.01,7.54,608.01,607.48,379.91,16.27,379.91,379.65,2.98,0.12,2.98,2.98
