"Date","U.MGM.EPS.","U.LVS.EPS.","X.WYNN.EPS.","X.GDEN.EPS.","U.BYD.EPS.","U.BALY.EPS.","X.RRR.EPS."
"06/07/21",0,0,0,0,1.01,0,0
"06/08/21",0,0,0,0,1.01,0,0
"06/09/21",0,0,0,0,1.01,0,0
"06/10/21",0,0,0,0,1.01,0,0
"06/11/21",0,0,0,0,1.01,0,0
"06/14/21",0,0,0,0,1.01,0,0
"06/15/21",0,0,0,0,1.01,0,0
"06/16/21",0,0,0,0,1.01,0,0
"06/17/21",0,0,0,0,1.01,0,0
"06/18/21",0,0,0,0,1.01,0,0
"06/21/21",0,0,0,0,1.01,0,0
"06/22/21",0,0,0,0,1.01,0,0
"06/23/21",0,0,0,0,1.01,0,0
"06/24/21",0,0,0,0,1.01,0,0
"06/25/21",0,0,0,0,1.01,0,0
"06/28/21",0,0,0,0,1.01,0,0
"06/29/21",0,0,0,0,1.01,0,0
"06/30/21",0,0,0,0,1.01,0,0
"07/01/21",0,0,0,0,1.01,0,0
"07/02/21",0,0,0,0,1.01,0,0
"07/05/21",0,0,0,0,1.01,0,0
"07/06/21",0,0,0,0,1.01,0,0
"07/07/21",0,0,0,0,1.01,0,0
"07/08/21",0,0,0,0,1.01,0,0
"07/09/21",0,0,0,0,1.01,0,0
"07/12/21",0,0,0,0,1.01,0,0
"07/13/21",0,0,0,0,1.01,0,0
"07/14/21",0,0,0,0,1.01,0,0
"07/15/21",0,0,0,0,1.01,0,0
"07/16/21",0,0,0,0,1.01,0,0
"07/19/21",0,0,0,0,1.01,0,0
"07/20/21",0,0,0,0,1.01,0,0
"07/21/21",0,0,0,0,1.01,0,0
"07/22/21",0,0,0,0,1.01,0,0
"07/23/21",0,0,0,0,1.01,0,0
"07/26/21",0,0,0,0,1.01,0,0
"07/27/21",0,0,0,0,1.01,0,0
"07/28/21",0,0,0,0,1.01,0,0
"07/29/21",0,0,0,0,2.96,0,0
"07/30/21",0,0,0,0,2.96,0,1.24
"08/02/21",0,0,0,0,2.96,0,1.24
"08/03/21",0,0,0,0,2.96,0,1.24
"08/04/21",0,0,0,0,2.96,0,1.24
"08/05/21",0,0,0,0,2.96,0,1.24
"08/06/21",0,0,0,0,2.96,0,1.24
"08/09/21",0,0,0,0,2.96,0,1.24
"08/10/21",0,0,0,2.74,2.96,0,1.24
"08/11/21",0,0,0,2.74,2.96,0,1.24
"08/12/21",0,0,0,2.74,2.96,0,1.24
"08/13/21",0,0,0,2.74,2.96,2.21,1.24
"08/16/21",0,0,0,2.74,2.96,2.21,1.24
"08/17/21",0,0,0,2.74,2.96,2.21,1.24
"08/18/21",0,0,0,2.74,2.96,2.21,1.24
"08/19/21",0,0,0,2.74,2.96,2.21,1.24
"08/20/21",0,0,0,2.74,2.96,2.21,1.24
"08/23/21",0,0,0,2.74,2.96,2.21,1.24
"08/24/21",0,0,0,2.74,2.96,2.21,1.24
"08/25/21",0,0,0,2.74,2.96,2.21,1.24
"08/26/21",0,0,0,2.74,2.96,2.21,1.24
"08/27/21",0,0,0,2.74,2.96,2.21,1.24
"08/30/21",0,0,0,2.74,2.96,2.21,1.24
"08/31/21",0,0,0,2.74,2.96,2.21,1.24
"09/01/21",0,0,0,2.74,2.96,2.21,1.24
"09/02/21",0,0,0,2.74,2.96,2.21,1.24
"09/03/21",0,0,0,2.74,2.96,2.21,1.24
"09/06/21",0,0,0,2.74,2.96,2.21,1.24
"09/07/21",0,0,0,2.74,2.96,2.21,1.24
"09/08/21",0,0,0,2.74,2.96,2.21,1.24
"09/09/21",0,0,0,2.74,2.96,2.21,1.24
"09/10/21",0,0,0,2.74,2.96,2.21,1.24
"09/13/21",0,0,0,2.74,2.96,2.21,1.24
"09/14/21",0,0,0,2.74,2.96,2.21,1.24
"09/15/21",0,0,0,2.74,2.96,2.21,1.24
"09/16/21",0,0,0,2.74,2.96,2.21,1.24
"09/17/21",0,0,0,2.74,2.96,2.21,1.24
"09/20/21",0,0,0,2.74,2.96,2.21,1.24
"09/21/21",0,0,0,2.74,2.96,2.21,1.24
"09/22/21",0,0,0,2.74,2.96,2.21,1.24
"09/23/21",0,0,0,2.74,2.96,2.21,1.24
"09/24/21",0,0,0,2.74,2.96,2.21,1.24
"09/27/21",0,0,0,2.74,2.96,2.21,1.24
"09/28/21",0,0,0,2.74,2.96,2.21,1.24
"09/29/21",0,0,0,2.74,2.96,2.21,1.24
"09/30/21",0,0,0,2.74,2.96,2.21,1.24
"10/01/21",0,0,0,2.74,2.96,2.21,1.24
"10/04/21",0,0,0,2.74,2.96,2.21,1.24
"10/05/21",0,0,0,2.74,2.96,2.21,1.24
"10/06/21",0,0,0,2.74,2.96,2.21,1.24
"10/07/21",0,0,0,2.74,2.96,2.21,1.24
"10/08/21",0,0,0,2.74,2.96,2.21,1.24
"10/11/21",0,0,0,2.74,2.96,2.21,1.24
"10/12/21",0,0,0,2.74,2.96,2.21,1.24
"10/13/21",0,0,0,2.74,2.96,2.21,1.24
"10/14/21",0,0,0,2.74,2.96,2.21,1.24
"10/15/21",0,0,0,2.74,2.96,2.21,1.24
"10/18/21",0,0,0,2.74,2.96,2.21,1.24
"10/19/21",0,0,0,2.74,2.96,2.21,1.24
"10/20/21",0,0,0,2.74,2.96,2.21,1.24
"10/21/21",0,0,0,2.74,2.96,2.21,1.24
"10/22/21",0,0,0,2.74,2.96,2.21,1.24
"10/25/21",0,0,0,2.74,2.96,2.21,1.24
"10/26/21",0,0,0,2.74,2.96,2.21,1.24
"10/27/21",0,0,0,2.74,2.96,2.21,1.24
"10/28/21",0,0,0,2.74,3.84,2.21,1.24
