Name,RHEINMETALL,RHEINMETALL - EARNINGS PER SHR,RHEINMETALL - ASK PRICE,RHEINMETALL - BID PRICE,NORTHROP GRUMMAN,NORTHROP GRUMMAN - EARNINGS PER SHR,NORTHROP GRUMMAN - ASK PRICE,NORTHROP GRUMMAN - BID PRICE,RAYTHEON TECHNOLOGIES,RAYTHEON TECHNOLOGIES - EARNINGS PER SHR,RAYTHEON TECHNOLOGIES - ASK PRICE,RAYTHEON TECHNOLOGIES - BID PRICE,HNTGTN.INGALLS INDS.,HNTGTN.INGALLS INDS. - EARNINGS PER SHR,HNTGTN.INGALLS INDS. - ASK PRICE,HNTGTN.INGALLS INDS. - BID PRICE,LEONARDO,LEONARDO - EARNINGS PER SHR,LEONARDO - ASK PRICE,LEONARDO - BID PRICE,THALES,THALES - EARNINGS PER SHR,THALES - ASK PRICE,THALES - BID PRICE,BAE SYSTEMS,BAE SYSTEMS - EARNINGS PER SHR,BAE SYSTEMS - ASK PRICE,BAE SYSTEMS - BID PRICE,LOCKHEED MARTIN,LOCKHEED MARTIN - EARNINGS PER SHR,LOCKHEED MARTIN - ASK PRICE,LOCKHEED MARTIN - BID PRICE,AXON ENTERPRISE,AXON ENTERPRISE - EARNINGS PER SHR,AXON ENTERPRISE - ASK PRICE,AXON ENTERPRISE - BID PRICE,MANTECH INTL.'A',MANTECH INTL.'A' - EARNINGS PER SHR,MANTECH INTL.'A' - ASK PRICE,MANTECH INTL.'A' - BID PRICE,BWX TECHNOLOGIES,BWX TECHNOLOGIES - EARNINGS PER SHR,BWX TECHNOLOGIES - ASK PRICE,BWX TECHNOLOGIES - BID PRICE,CURTISS WRIGHT,CURTISS WRIGHT - EARNINGS PER SHR,CURTISS WRIGHT - ASK PRICE,CURTISS WRIGHT - BID PRICE,ELBIT SYSTEMS,ELBIT SYSTEMS - EARNINGS PER SHR,ELBIT SYSTEMS - ASK PRICE,ELBIT SYSTEMS - BID PRICE,ROLLS-ROYCE HOLDINGS,ROLLS-ROYCE HOLDINGS - EARNINGS PER SHR,ROLLS-ROYCE HOLDINGS - ASK PRICE,ROLLS-ROYCE HOLDINGS - BID PRICE,SMITH WESSON BRANDS,SMITH WESSON BRANDS - EARNINGS PER SHR,SMITH WESSON BRANDS - ASK PRICE,SMITH WESSON BRANDS - BID PRICE,ASELSAN ELNK.SANVETC.,ASELSAN ELNK.SANVETC. - EARNINGS PER SHR,ASELSAN ELNK.SANVETC. - ASK PRICE,ASELSAN ELNK.SANVETC. - BID PRICE,GENERAL DYNAMICS,GENERAL DYNAMICS - EARNINGS PER SHR,GENERAL DYNAMICS - ASK PRICE,GENERAL DYNAMICS - BID PRICE,STURM RUGER & CO,STURM RUGER & CO - EARNINGS PER SHR,STURM RUGER & CO - ASK PRICE,STURM RUGER & CO - BID PRICE,AMMO,AMMO - EARNINGS PER SHR,AMMO - ASK PRICE,AMMO - BID PRICE,CACI INTERNATIONAL 'A',CACI INTERNATIONAL 'A' - EARNINGS PER SHR,CACI INTERNATIONAL 'A' - ASK PRICE,CACI INTERNATIONAL 'A' - BID PRICE,AUSTAL,AUSTAL - EARNINGS PER SHR,AUSTAL - ASK PRICE,AUSTAL - BID PRICE,HONEYWELL INTL.,HONEYWELL INTL. - EARNINGS PER SHR,HONEYWELL INTL. - ASK PRICE,HONEYWELL INTL. - BID PRICE
11/09/15,61.012,2.68,61.269,60.869,181.66,10.37,181.7,181.66,58.7809,3.91,58.7927,58.7868,127.58,8.34,127.58,127.5,12.08,0.26,12.09,12.08,66.51,2.59,66.51,66.36,441.2,37.4,441.2,441.1,214.7,11.27,214.67,214.66,19.24,0.37,19.25,19.24,29.69,1.38,29.72,29.69,29.06,0,29.09,29.07,68.72,1.91,68.79,68.74,311.8,4,311.8,310.3,226.15,18.58,226.15,225.99,13.5561,0.69,13.5715,13.5638,3.68,0.02,3.69,3.68,144.29,8.77,144.3,144.28,50.77,1.58,50.81,50.78,0.8,0,NA,NA,99.52,5.25,99.61,99.54,2.27,0.16,2.33,2.25,97.7815,5.44,97.81,97.791
11/10/15,59,2.68,59,58.35,181.49,10.37,181.5,181.49,58.2029,3.91,58.2265,58.2088,128.16,8.34,128.19,128.16,12.5,0.26,12.5,12.49,66.82,2.59,66.9,66.82,438,37.4,438.2,438,214.07,11.27,214.13,214.07,18.81,0.37,18.8,18.79,29.97,1.38,30,29.97,29.35,0.28,29.35,29.33,68.58,1.91,68.62,68.59,314,4,314.5,314,217.57,18.58,217.57,217.41,13.7559,0.69,13.7559,13.7482,3.64,0.02,3.66,3.64,143.94,8.77,143.97,143.95,50.93,1.58,50.97,50.93,0.8,0,NA,NA,101.5,5.25,101.5,101.47,2.21,0.16,2.31,2.19,97.4864,5.44,97.5149,97.4959
11/11/15,57.377,2.68,57.379,56.994,181.7,10.37,181.75,181.72,57.9552,3.91,57.9375,57.9257,130.58,8.34,130.58,130.51,12.57,0.26,12.58,12.57,67.34,2.59,67.36,67.34,438.3,37.4,438.3,438,215.11,11.27,215.12,215.11,18.55,0.37,18.55,18.54,29.65,1.38,29.67,29.64,29.71,0.28,29.69,29.67,68.52,1.91,68.56,68.52,323,4.18,323,322.8,215.95,18.58,215.95,215.79,13.5254,0.69,13.5331,13.5254,3.64,0.02,3.65,3.64,143.31,8.77,143.35,143.33,49.74,1.58,49.73,49.71,0.8,0,NA,NA,100.13,5.25,100.15,100.13,2.25,0.16,2.26,2.25,98.3051,5.44,98.3241,98.3051
11/12/15,54.762,2.68,54.834,54.434,180.31,10.37,180.34,180.31,58.5214,3.91,58.5273,58.5214,127.99,8.34,128.01,127.99,12.19,0.26,12.2,12.19,66.12,2.59,66.18,66.1,455,37.4,455.3,455,213.58,11.27,213.63,213.62,18.11,0.37,18.12,18.11,29.33,1.38,29.33,29.31,28.46,0.28,28.46,28.44,67.5,1.91,67.53,67.5,331,4.18,331.2,331,173.7,18.58,173.7,173.54,13.5254,0.69,13.5331,13.5254,3.69,0.02,3.7,3.69,141.85,8.77,141.85,141.83,49.54,1.58,49.54,49.51,0.8,0,NA,NA,98.06,5.25,98.12,98.06,2.3,0.16,2.31,2.25,97.077,5.44,97.096,97.0865
11/13/15,53.03,2.68,54.09,53.69,178.82,10.37,178.82,178.77,56.9053,3.91,56.8994,56.8817,127.49,8.34,127.49,127.41,12.2,0.26,12.21,12.19,65.54,2.59,65.58,65.51,453.6,37.4,453.6,453.5,213.16,11.27,213.23,213.19,17.4,0.37,17.4,17.39,29.69,1.38,29.73,29.7,28.79,0.28,28.79,28.78,67.48,1.91,67.5,67.49,321.2,4.18,321.3,321.2,166.25,18.58,166.25,166.09,13.1644,0.69,13.1721,13.1568,3.75,0.02,3.75,3.74,140.6,8.77,140.59,140.53,48.95,1.58,48.97,48.94,0.8,0,NA,NA,95.98,5.25,96,95.98,2.28,0.16,2.33,2.2,96.2297,5.44,96.2487,96.2392
11/16/15,56.916,2.68,57,56.679,186.61,10.37,186.63,186.62,57.7016,3.91,57.7075,57.6957,131.45,8.34,131.54,131.46,12.53,0.26,12.53,12.51,67.7,2.59,67.73,67.65,464.7,37.4,464.8,464.7,220.67,11.27,220.67,220.62,17.38,0.37,17.38,17.37,30.35,1.38,30.39,30.35,29.22,0.28,29.22,29.2,69.28,1.91,69.31,69.26,328,4.18,328,327.7,170.95,18.58,171.11,170.95,13.4333,0.69,13.441,13.4333,4.08,0.02,4.08,4.06,143.28,8.77,143.31,143.28,49.95,1.58,49.97,49.95,0.8,0,NA,NA,97.02,5.25,97.1,97.02,2.26,0.16,2.33,2.25,98.0195,5.44,98.0195,98.01
11/17/15,58.013,2.68,57.862,57.462,186.14,10.37,186.13,186.07,57.5364,3.91,57.5305,57.5187,131.75,8.34,131.75,131.71,13.21,0.26,13.21,13.19,70.11,2.59,70.13,70.08,473.8,37.4,474.1,473.8,222.39,11.27,222.38,222.36,16.76,0.37,16.77,16.76,30.64,1.38,30.67,30.64,28.9,0.28,28.89,28.88,69.28,1.91,69.3,69.26,336,4.18,336.1001,336,179.69,18.58,179.85,179.69,13.3027,0.69,13.3027,13.295,3.96,0.02,3.97,3.96,142.87,8.77,142.87,142.85,49.65,1.58,49.65,49.62,0.8,0,NA,NA,96.93,5.25,96.93,96.87,2.38,0.16,2.38,2.32,97.3816,5.44,97.3721,97.3626
11/18/15,58.035,2.68,58.145,58.09,188.14,10.37,188.19,188.17,57.6308,3.91,57.6485,57.6426,131.43,8.34,131.41,131.35,13.19,0.26,13.19,13.18,69.03,2.59,69.09,69.02,476.6,37.4,477,476.6,223.22,11.27,223.2,223.14,18.33,0.37,18.32,18.31,31.18,1.38,31.21,31.18,29.37,0.28,29.36,29.35,70.16,1.91,70.15,70.13,341,4.18,341,340.8999,175.8,18.58,175.8,175.64,13.5946,0.69,13.5869,13.5792,3.9,0.02,3.91,3.9,143.71,8.77,143.74,143.72,50.47,1.58,50.48,50.47,0.8,0,NA,NA,97.87,5.25,97.87,97.83,2.34,0.16,2.38,2.3,99.0667,5.44,99.0762,99.0667
11/19/15,58.68,2.68,58.567,58.167,188.26,10.37,188.24,188.21,57.9788,3.91,57.967,57.9611,134.08,8.34,134.05,133.96,13.23,0.26,13.23,13.22,68.57,2.59,68.59,68.49,484.1,37.4,484.1,484,224,11.27,223.98,223.95,17.82,0.37,17.82,17.81,31.04,1.38,31.04,31.03,29.31,0.28,29.29,29.27,70.59,1.91,70.6,70.57,332.1001,4.18,332,331.8,175.16,18.58,175.16,174.99,13.5792,0.69,13.5792,13.5715,3.91,0.02,3.92,3.91,145.2,8.77,145.24,145.22,50.15,1.58,50.15,50.11,0.8,0,NA,NA,97.58,5.25,97.55,97.51,2.3,0.16,2.38,2.29,99.9997,5.44,100.0377,100.0187
11/20/15,58.62,2.68,58.683,58.283,189.48,10.37,189.47,189.45,57.9316,3.91,57.9434,57.9375,134.52,8.34,134.52,134.48,13.56,0.26,13.58,13.56,69.35,2.59,69.39,69.31,492,37.4,492.4,492,226.06,11.27,226.13,226.11,18.16,0.37,18.16,18.15,31.52,1.38,31.53,31.52,29.41,0.28,29.4,29.39,71.35,1.91,71.37,71.34,336.2,4.18,336.3999,336.2,178.72,18.58,178.72,178.56,13.8019,0.69,13.8019,13.7943,3.94,0.02,3.95,3.94,145.5,8.77,145.51,145.5,51.36,1.58,51.4,51.37,0.8,0,NA,NA,98.79,5.25,98.82,98.75,2.43,0.16,2.43,2.4,100.5614,5.44,100.5614,100.5423
11/23/15,59.45,2.68,59.539,59.239,187.83,10.37,187.86,187.84,57.8549,3.91,57.8372,57.8313,133.67,8.34,133.64,133.61,13.43,0.26,13.43,13.42,69.72,2.59,69.74,69.67,497,37.4,497.2,497,226.03,11.27,226.11,226.06,18.24,0.37,18.24,18.23,31.69,1.38,31.71,31.69,29.81,0.28,29.81,29.8,70.96,1.91,70.96,70.93,338.5,4.18,338.6001,338.5,184.22,18.58,184.55,184.22,14.0324,0.69,14.0324,14.0247,4.04,0.02,4.04,4.03,144.59,8.77,144.62,144.61,52.05,1.58,52.03,51.99,0.8,0,NA,NA,98.92,5.25,98.92,98.88,2.43,0.16,2.53,2.41,99.5713,5.44,99.5903,99.5713
11/24/15,58.364,2.68,58.818,58.435,188,10.37,188.07,188.05,57.4244,3.91,57.4067,57.4008,133.85,8.34,133.79,133.7,13.12,0.26,13.13,13.12,69.23,2.59,69.24,69.23,500.5,37.4,501,500.5,226.43,11.27,226.56,226.54,19.31,0.37,19.32,19.31,32.32,1.38,32.34,32.32,30.32,0.28,30.35,30.33,71.34,1.91,71.34,71.31,344.8999,4.18,344.8999,344.7,190.37,18.58,190.37,190.21,14.3242,0.69,14.3242,14.3165,3.96,0.02,3.96,3.95,145.53,8.77,145.59,145.55,52.61,1.58,52.61,52.56,0.8,0,NA,NA,99.69,5.25,99.72,99.69,2.37,0.16,2.42,2.36,98.2194,5.44,98.2289,98.2194
11/25/15,59.999,2.68,60.009,59.609,187.77,10.37,187.81,187.8,57.3713,3.91,57.3831,57.3772,132.3,8.34,132.26,132.21,13.67,0.26,13.68,13.67,70,2.59,70.03,70,507.5,37.4,507.5,507,225.8,11.27,225.88,225.85,19.27,0.37,19.28,19.26,32.46,1.38,32.47,32.46,30.11,0.28,30.11,30.09,70.74,1.91,70.73,70.69,349.8,4.18,349.8,349.3999,196.52,18.58,196.69,196.52,14.2474,0.69,14.2474,14.2397,4.13,0.02,4.13,4.1,145.18,8.77,145.17,145.15,53.27,1.58,53.27,53.25,0.8,0,NA,NA,99.64,5.25,99.69,99.64,2.35,0.16,2.39,2.34,98.6573,5.44,98.6478,98.6288
11/26/15,60.036,2.68,60.007,59.607,187.77,10.37,NA,NA,57.3713,3.91,NA,NA,132.3,8.34,NA,NA,13.66,0.26,13.66,13.64,70,2.59,70,69.91,519,37.4,519,518.5,225.8,11.27,NA,NA,19.27,0.37,NA,NA,32.46,1.38,NA,NA,30.11,0.28,NA,NA,70.74,1.91,NA,NA,343.6001,4.18,343.7,343.6001,194.74,18.58,194.74,194.58,14.2474,0.69,NA,NA,4.04,0.02,4.04,4.03,145.18,8.77,NA,NA,53.27,1.58,NA,NA,0.8,0,NA,NA,99.64,5.25,NA,NA,2.36,0.16,2.43,2.36,98.6573,5.44,NA,NA
11/27/15,60,2.68,60.072,59.672,188.41,10.37,188.52,188.45,57.0941,3.91,57.1236,57.1177,132.77,8.34,132.85,132.78,13.71,0.26,13.71,13.69,70.06,2.59,70.06,69.91,519.5,37.4,520.5,519.5,225.91,11.27,226,225.93,18.84,0.37,18.84,18.83,33.24,1.38,33.25,33.21,30.32,0.28,30.36,30.34,70.69,1.91,70.7,70.67,343.8999,4.18,344,343.8999,196.36,18.58,196.36,196.2,14.3242,0.69,14.3165,14.3012,4.03,0.02,4.04,4.03,145.56,8.77,145.55,145.52,53.28,1.58,53.28,53.24,0.8,0,NA,NA,100.16,5.25,100.11,100.06,2.37,0.16,2.39,2.36,99.0667,5.44,99.0952,99.0762
11/30/15,59.85,2.68,60.297,59.897,186.36,10.37,186.37,186.36,56.6517,3.91,56.6517,56.6458,130.92,8.34,130.98,130.94,13.71,0.26,13.71,13.69,70.47,2.59,70.47,70.45,516.5,37.4,517,516.5,219.16,11.27,219.27,219.25,18.7,0.37,18.7,18.69,33.49,1.38,33.51,33.48,30.45,0.28,30.44,30.42,70.41,1.91,70.4,70.37,342.3,4.18,342.5,342.3,196.36,18.58,196.36,196.2,14.0861,0.69,14.0861,14.0784,4.15,0.02,4.17,4.15,146.46,8.77,146.48,146.46,52.1,1.58,52.09,52.04,0.8,0,NA,NA,100.26,5.25,100.29,100.27,2.43,0.16,2.47,2.36,98.962,5.44,98.9905,98.981
12/01/15,59.593,2.68,59.589,59.189,187.31,10.37,187.27,187.25,57.0351,3.91,57.0174,57.0115,133.75,8.34,133.74,133.64,13.55,0.26,13.59,13.55,70.1,2.59,70.11,70.1,515.5,37.4,516,515.5,220.2,11.27,220.19,220.17,18.39,0.37,18.39,18.37,33.6,1.38,33.63,33.61,30.8,0.28,30.82,30.8,71.09,1.91,71.15,71.1,339.6001,4.18,339.5,339,195.55,18.58,195.55,195.39,14.1476,0.69,14.1476,14.1399,4.2,0.02,4.2,4.2,147.6,8.77,147.55,147.53,51.92,1.58,51.94,51.91,0.8,0,NA,NA,103.31,5.25,103.44,103.35,2.41,0.16,2.45,2.41,99.1524,5.44,99.1524,99.1333
12/02/15,60,2.68,59.936,59.536,185.69,10.37,185.73,185.69,56.1799,3.91,56.1917,56.1858,131.21,8.34,131.21,131.16,13.46,0.26,13.47,13.46,69.69,2.59,69.69,69.63,513.5,37.4,514,513.5,218.94,11.27,218.99,218.94,18.03,0.37,18.02,18.01,33.01,1.38,33.01,32.99,31.06,0.28,31.08,31.07,70.49,1.91,70.49,70.48,344,4.18,344.1001,344,194.58,18.58,194.91,194.58,14.0784,0.69,14.0784,14.0708,4.15,0.02,4.16,4.15,145.35,8.77,145.39,145.36,52.55,1.58,52.57,52.55,0.8,0,NA,NA,103.1,5.25,103.15,103.11,2.42,0.16,2.44,2.41,98.1527,5.44,98.1718,98.1623
12/03/15,58.76,2.68,59.013,58.613,183.06,10.37,183.03,183.01,55.8555,3.91,55.8791,55.8673,130.1,8.34,130.1,129.86,13.2,0.26,13.24,13.2,69.88,2.59,69.88,69.87,509,37.4,509.5,509,215.46,11.27,215.51,215.47,17.84,0.37,17.84,17.83,32.39,1.38,32.39,32.36,30.96,0.28,30.98,30.96,69.46,1.91,69.51,69.48,338.5,4.18,339.8999,338.5,193.77,18.58,193.77,193.61,14.1015,0.69,14.1091,14.1015,4.05,0.02,4.05,4.05,141.96,8.77,141.99,141.97,52.96,1.58,52.99,52.96,0.8,0,NA,NA,100.47,5.25,100.58,100.48,2.49,0.16,2.5,2.45,97.4864,5.44,97.5244,97.5149
12/04/15,59.1,2.68,60.486,60.086,187.95,10.37,187.87,187.84,56.463,3.91,56.4807,56.4748,133.08,8.34,133.03,132.98,13.41,0.26,13.42,13.41,69.94,2.59,69.95,69.92,508.5,37.4,508.5,508,218.39,11.27,218.25,218.22,17.77,0.37,17.78,17.77,32.8,1.38,32.8,32.78,31.21,0.28,31.22,31.2,70.65,1.91,70.67,70.65,344.5,4.18,344.8,344.5,192.48,18.58,192.64,192.48,14.5854,0.69,14.593,14.5854,4.08,0.02,4.08,4.08,143.84,8.77,143.76,143.73,54.32,1.58,54.33,54.32,0.8,0,NA,NA,101.64,5.25,101.68,101.62,2.37,0.16,2.45,2.36,99.5332,5.44,99.5046,99.4856
12/07/15,61.45,2.68,61.742,61.442,187.99,10.37,188.02,187.99,56.5691,3.91,56.5927,56.5809,132.53,8.34,132.53,132.49,13.62,0.26,13.64,13.62,70.6,2.59,70.62,70.59,508.5,37.4,509,508.5,219.13,11.27,219.19,219.17,17.27,0.37,17.27,17.26,32.59,1.38,32.59,32.57,30.81,0.28,30.83,30.82,70.07,1.91,70.1,70.08,341,4.18,341,340.6001,197.66,18.58,197.66,197.5,15.699,0.69,15.699,15.6913,4.08,0.02,4.08,4.08,143.09,8.77,143.12,143.1,57.5,1.58,57.5,57.46,0.8,0,NA,NA,99.35,5.25,99.41,99.37,2.38,0.16,2.39,2.36,99.1809,5.44,99.2,99.1809
12/08/15,61.239,2.68,61.677,61.277,188,10.37,188.01,187.99,55.5782,3.91,55.5959,55.59,130.58,8.34,130.67,130.63,13.25,0.26,13.26,13.25,69.97,2.59,69.98,69.9,502,37.4,502,501.5,218.81,11.27,218.88,218.86,16.93,0.37,16.93,16.92,32.13,1.38,32.12,32.1,30.76,0.28,30.76,30.74,68.65,1.91,68.66,68.65,334,4.18,334,333.8999,191.02,18.58,191.02,190.7,16.4287,0.69,16.4363,16.4287,4.06,0.02,4.08,4.06,142,8.77,141.99,141.98,57.92,1.58,57.92,57.89,0.8,0,NA,NA,103.03,5.25,103.1,103.05,2.3,0.16,2.35,2.28,97.7339,5.44,97.7243,97.7053
12/09/15,61.294,2.68,61.321,60.871,186.55,10.37,186.63,186.6,55.537,3.91,55.5782,55.5665,128.66,8.34,128.65,128.6,13.16,0.26,13.18,13.16,69,2.59,69.01,69,502,37.4,502,501.5,217.54,11.27,217.58,217.55,16.63,0.37,16.62,16.61,31.67,1.38,31.67,31.66,30.56,0.28,30.56,30.55,67.64,1.91,67.69,67.64,332,4.18,332.7,332,187.3,18.58,187.46,187.3,16.6207,0.69,16.6284,16.6207,4.04,0.02,4.05,4.04,140.17,8.77,140.15,140.13,56.58,1.58,56.58,56.55,0.75,0,NA,NA,97.7,5.25,97.72,97.7,2.28,0.16,2.32,2.27,97.0008,5.44,97.0198,97.0008
12/10/15,61.491,2.68,61.609,61.209,187.46,10.37,187.37,187.31,55.3659,3.91,55.3836,55.3777,128.48,8.34,128.47,128.43,13.18,0.26,13.2,13.18,69.03,2.59,69.06,68.96,498.7,37.4,498.7,498.6,218.88,11.27,218.98,218.95,17.73,0.37,17.73,17.72,31.84,1.38,31.84,31.82,31.09,0.28,31.09,31.08,68.29,1.91,68.34,68.29,323.5,4.18,323.5,322.6001,183.57,18.58,183.74,183.57,17.6652,0.79,17.6729,17.6652,3.93,0.02,3.93,3.93,140,8.77,139.99,139.96,59.66,1.58,59.66,59.63,0.75,0,NA,NA,97.51,5.25,97.51,97.48,1.7,0.16,1.715,1.66,96.8771,5.44,96.858,96.839
12/11/15,60.04,2.68,60.525,59.927,186.02,10.37,186.06,186.04,55.0297,3.91,55.0356,55.0297,126.58,8.34,126.62,126.58,12.9,0.26,12.91,12.9,67.88,2.59,67.9,67.85,490.5,37.4,490.5,490.4,217.2,11.27,217.22,217.21,17.03,0.37,17.03,17.02,31.09,1.38,31.09,31.08,30.97,0.28,31,30.98,66.65,1.91,66.68,66.66,321,4.18,321,320.8999,178.72,18.58,178.72,178.56,18.0109,0.79,18.0109,18.0032,3.84,0.02,3.85,3.84,137.84,8.77,137.9,137.88,59.29,1.58,59.3,59.27,0.75,0,NA,NA,93.2,5.25,93.2,93.19,1.62,0.16,1.65,1.61,93.5164,5.44,93.5069,93.4879
12/14/15,60.548,2.68,60.662,60.262,187.07,10.37,187.15,187.07,54.8705,3.91,54.9,54.8882,126.41,8.34,126.39,126.37,12.47,0.26,12.49,12.47,67.23,2.59,67.28,67.22,483.4,37.4,483.4,483.3,216.58,11.27,216.66,216.58,16.29,0.37,16.3,16.29,31.06,1.38,31.05,31.03,30.98,0.28,30.99,30.98,66.7,1.91,66.77,66.7,322.8,4.18,324.3,323.2,174.02,18.58,174.19,174.02,18.2643,0.79,18.2643,18.2567,3.87,0.02,3.87,3.87,139.19,8.77,139.23,139.21,59.79,1.58,59.78,59.76,0.75,0,NA,NA,93.71,5.25,93.7,93.66,1.56,0.16,1.59,1.555,94.2305,5.44,94.2685,94.259
12/15/15,61.447,2.68,61.51,61.11,187.84,10.37,187.88,187.87,55.0061,3.91,55.0179,55.012,126.96,8.34,126.94,126.87,12.82,0.26,12.82,12.8,69.15,2.59,69.18,69.15,490,37.4,490.2,490,214.84,11.27,214.84,214.82,17,0.37,17,16.99,30.85,1.38,30.85,30.81,31.48,0.28,31.5,31.49,66.83,1.91,66.85,66.81,330.1001,4.18,330.1001,329.7,174.83,18.58,174.99,174.83,16.4517,0.79,16.4517,16.444,3.97,0.02,3.98,3.97,138.04,8.77,138,137.98,58.24,1.58,58.24,58.22,0.75,0,NA,NA,93.98,5.25,93.97,93.92,1.56,0.16,1.6,1.55,93.7449,5.44,93.7259,93.7164
12/16/15,61.499,2.68,61.5,61.436,189.75,10.37,189.76,189.75,56.1091,3.91,56.115,56.1091,128.57,8.34,128.68,128.6,13.02,0.26,13.02,13.01,69.86,2.59,69.87,69.78,492.4,37.4,492.4,492.3,217.5,11.27,217.49,217.42,16.78,0.37,16.78,16.76,31.36,1.38,31.36,31.34,31.54,0.28,31.57,31.56,67.64,1.91,67.64,67.62,332.8999,4.18,332.8999,332.5,183.41,18.58,183.41,183.25,16.8588,0.79,16.8511,16.8434,4.07,0.02,4.07,4.06,139.64,8.77,139.62,139.6,59.69,1.58,59.71,59.68,0.75,0,NA,NA,94.67,5.25,94.67,94.64,1.57,0.16,1.585,1.56,99.0857,5.44,99.1048,99.0952
12/17/15,62.784,2.68,63.207,62.583,188.31,10.37,188.36,188.33,55.3659,3.91,55.3718,55.3659,126.99,8.34,126.99,126.95,13.02,0.26,13.03,13.02,70.95,2.59,70.95,70.92,496.3,37.4,496.3,496.2,215.22,11.27,215.25,215.22,16.98,0.37,17,16.98,31,1.38,31.03,31.01,31.05,0.28,31.05,31.04,66.8,1.91,66.8,66.77,341.8,4.18,341.8,341.5,185.68,18.58,185.84,185.68,16.5669,0.79,16.5669,16.5592,4.26,0.02,4.26,4.26,138.16,8.77,138.19,138.17,58.86,1.58,58.88,58.86,0.75,0,NA,NA,99.15,5.25,99.22,99.16,1.61,0.16,1.64,1.6,97.4007,5.44,97.3911,97.3721
12/18/15,61.835,2.68,61.958,61.585,184.86,10.37,184.82,184.8,54.4635,3.91,54.4871,54.4753,125.45,8.34,125.44,125.32,12.78,0.26,12.81,12.78,69.36,2.59,69.36,69.35,492.5,37.4,492.5,492.4,212.18,11.27,212.19,212.18,16.89,0.37,16.9,16.89,30.39,1.38,30.41,30.39,30.77,0.28,30.79,30.78,65.18,1.91,65.15,65.14,336.3999,4.18,336.3999,336,186.65,18.58,186.65,186.49,16.3903,0.79,16.3903,16.3826,4.2,0.02,4.2,4.19,136.71,8.77,136.65,136.62,59.13,1.58,59.1,59.07,0.75,0,NA,NA,93.13,5.25,93.12,93.11,1.56,0.16,1.58,1.535,96.9437,5.44,96.9246,96.8961
12/21/15,60.713,2.68,61.291,60.691,189.01,10.37,188.98,188.97,55.2126,3.91,55.1949,55.189,127.25,8.34,127.25,127.23,12.76,0.26,12.77,12.76,68.45,2.59,68.57,68.45,493.4,37.4,493.4,493.1,215.47,11.27,215.47,215.46,17.93,0.37,17.94,17.93,30.44,1.38,30.47,30.44,30.94,0.28,30.94,30.93,66.41,1.91,66.43,66.42,334.8999,4.18,335.3,335,184.38,18.58,184.55,184.38,16.8357,0.79,16.8357,16.8281,4.28,0.02,4.29,4.28,138.09,8.77,138.1,138.09,58.96,1.58,58.96,58.92,0.75,0,NA,NA,93.2,5.25,93.24,93.21,1.475,0.16,1.475,1.45,97.6768,5.44,97.6673,97.6577
12/22/15,60.887,2.68,61.073,60.673,189.37,10.37,189.51,189.48,55.9557,3.91,55.9793,55.9675,127.75,8.34,127.81,127.78,12.57,0.26,12.58,12.57,68.02,2.59,68.06,67.96,493.6,37.4,493.7,493.6,217.58,11.27,217.56,217.49,17.5,0.37,17.5,17.49,30.71,1.38,30.73,30.7,31.5,0.28,31.52,31.5,67.29,1.91,67.31,67.29,333,4.18,333.2,333,183.09,18.58,183.09,182.93,17.0585,0.79,17.0662,17.0585,4.29,0.02,4.29,4.29,139.94,8.77,139.97,139.95,60.27,1.58,60.27,60.24,0.75,0,NA,NA,94.57,5.25,94.61,94.57,1.57,0.16,1.585,1.55,99.1619,5.44,99.2,99.1809
12/23/15,61.04,2.68,61.356,60.956,190,10.37,190.04,190,56.7992,3.91,56.7874,56.7697,128.42,8.34,128.46,128.43,12.86,0.26,12.86,12.85,68.02,2.59,68.16,68.01,498.9,37.4,499,498.9,217.93,11.27,217.93,217.92,18.03,0.37,18.04,18.03,30.95,1.38,30.95,30.94,31.75,0.28,31.75,31.74,68.64,1.91,68.64,68.63,335,4.18,335.2,335.1001,191.18,18.58,191.34,191.18,16.9279,0.79,16.9202,16.9126,4.28,0.02,4.29,4.28,139.89,8.77,139.89,139.87,60.6,1.58,60.59,60.56,0.75,0,NA,NA,94.81,5.25,94.84,94.81,1.495,0.16,1.52,1.49,99.9235,5.44,99.9425,99.933
12/24/15,61.04,2.68,NA,NA,190.11,10.37,190.16,190.13,56.7992,3.91,56.8051,56.7992,129.45,8.34,129.53,129.45,12.86,0.26,NA,NA,68.64,2.59,68.64,68.39,497.3,37.4,497.4,497.3,218.56,11.27,218.64,218.57,17.85,0.37,17.85,17.84,30.76,1.38,30.79,30.76,31.64,0.28,31.66,31.64,69.01,1.91,69.05,69.01,336.3999,4.18,336.3999,336,192.64,18.58,192.8,192.64,16.8895,0.79,16.8895,16.8818,4.23,0.02,4.24,4.23,139.84,8.77,139.84,139.8,60.36,1.58,60.37,60.33,0.75,0,NA,NA,94.55,5.25,94.54,94.47,1.495,0.16,1.51,1.48,99.6284,5.44,99.6093,99.5903
