Name,IMPERIAL BRANDS ADR 1:1,IMPERIAL BRANDS ADR 1:1 - EARNINGS PER SHR,#ERROR,#ERROR,VECTOR GROUP,VECTOR GROUP - EARNINGS PER SHR,VECTOR GROUP - ASK PRICE,VECTOR GROUP - BID PRICE,BRITISH AMERICAN TOBACCO,BRITISH AMERICAN TOBACCO - EARNINGS PER SHR,BRITISH AMERICAN TOBACCO - ASK PRICE,BRITISH AMERICAN TOBACCO - BID PRICE,TAAT GLOBAL (FRA) ALTERNATIVES,#ERROR,TAAT GLOBAL (FRA) ALTERNATIVES - ASK PRICE,TAAT GLOBAL (FRA) ALTERNATIVES - BID PRICE,CONSTELLATION BRANDS 'A',CONSTELLATION BRANDS 'A' - EARNINGS PER SHR,CONSTELLATION BRANDS 'A' - ASK PRICE,CONSTELLATION BRANDS 'A' - BID PRICE,TURNING POINT BRANDS,TURNING POINT BRANDS - EARNINGS PER SHR,TURNING POINT BRANDS - ASK PRICE,TURNING POINT BRANDS - BID PRICE,RLX TECH.AMER.DEPY. SHS. 1:1,RLX TECH.AMER.DEPY. SHS. 1:1 - EARNINGS PER SHR,RLX TECH.AMER.DEPY. SHS. 1:1 - ASK PRICE,RLX TECH.AMER.DEPY. SHS. 1:1 - BID PRICE,PHILIP MORRIS INTL.,PHILIP MORRIS INTL. - EARNINGS PER SHR,PHILIP MORRIS INTL. - ASK PRICE,PHILIP MORRIS INTL. - BID PRICE,GUDANG GARAM,GUDANG GARAM - EARNINGS PER SHR,GUDANG GARAM - ASK PRICE,GUDANG GARAM - BID PRICE
Code,@IMBBY(P),@IMBBY(EPS),,,U:VGR(P),U:VGR(EPS),U:VGR(PA),U:VGR(PB),BATS(P),BATS(EPS),BATS(PA),BATS(PB),D:2TP(P),,D:2TP(PA),D:2TP(PB),U:STZ(P),U:STZ(EPS),U:STZ(PA),U:STZ(PB),U:TPB(P),U:TPB(EPS),U:TPB(PA),U:TPB(PB),U:RLX(P),U:RLX(EPS),U:RLX(PA),U:RLX(PB),U:PM(P),U:PM(EPS),U:PM(PA),U:PM(PB),ID:GUD(P),ID:GUD(EPS),ID:GUD(PA),ID:GUD(PB)
CURRENCY,U$,U$,,,U$,U$,U$,U$,£,£,£,£,E,,E,E,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,U$,RI,RI,RI,RI
11/20/15,53.635,2.73,,,20.3372,0.43,20.329,20.3207,3870,196,3870.5,3870,0.28,,0.35,0.28,137.62,4.33,137.64,137.62,NA,NA,NA,NA,NA,NA,NA,NA,85.99,4.65,85.99,85.98,51250,2823.51,51250,51100
11/23/15,53.765,2.73,,,20.4524,0.43,20.4441,20.4359,3869,196,3869,3867,0.3,,0.32,0.26,142.08,4.33,142.11,142.09,NA,NA,NA,NA,NA,NA,NA,NA,86.59,4.65,86.61,86.6,49500,2823.51,49675,49500
11/24/15,53.6,2.73,,,20.6087,0.43,20.6087,20.6004,3850,196,3850,3849.5,0.24,,0.32,0.24,141.34,4.33,141.37,141.35,NA,NA,NA,NA,NA,NA,NA,NA,86.9,4.65,86.92,86.91,49400,2823.51,49400,49350
11/25/15,53.94,2.73,,,20.6169,0.43,20.6251,20.6169,3873,196,3873,3872.5,0.26,,0.35,0.26,143.19,4.33,143.21,143.2,NA,NA,NA,NA,NA,NA,NA,NA,87.17,4.65,87.18,87.17,50400,2823.51,50400,50350
11/26/15,53.94,2.73,,,20.6169,0.43,NA,NA,3875,196,3875,3874.5,0.24,,0.52,0.32,143.19,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.17,4.65,NA,NA,51600,2823.51,51600,51500
11/27/15,54.48,2.73,,,20.6992,0.43,20.6992,20.6909,3898.5,196,3899.5,3898.5,0.31,,0.5,0.31,143.79,4.33,143.87,143.83,NA,NA,NA,NA,NA,NA,NA,NA,87.42,4.65,87.48,87.45,50000,2823.51,50200,50000
11/30/15,53.915,2.73,,,20.8226,0.43,20.8226,20.8143,3868,196,3868,3867.5,0.31,,0.49,0.3,140.26,4.33,140.7,140.64,NA,NA,NA,NA,NA,NA,NA,NA,87.39,4.65,87.4,87.39,48900,2823.51,48900,48800
12/01/15,54.65,2.73,,,20.7979,0.43,20.7979,20.7897,3886.5,196,3886.5,3886,0.3,,0.43,0.31,142.85,4.33,142.75,142.73,NA,NA,NA,NA,NA,NA,NA,NA,87.78,4.65,87.76,87.75,51000,2823.51,51000,50500
12/02/15,53.93,2.73,,,20.9048,0.43,20.9131,20.9048,3891,196,3891,3890,0.36,,0.43,0.32,141.84,4.33,141.81,141.79,NA,NA,NA,NA,NA,NA,NA,NA,87.3,4.65,87.3,87.29,50800,2823.51,50850,50800
12/03/15,54.2,2.73,,,20.8226,0.43,20.8226,20.8061,3816,196,3816,3815.5,0.32,,0.42,0.3,140.5,4.33,140.52,140.5,NA,NA,NA,NA,NA,NA,NA,NA,87.34,4.65,87.36,87.34,51575,2823.51,51600,51475
12/04/15,53.9555,2.73,,,20.9213,0.43,20.9378,20.9213,3781,196,3781,3780.5,0.3,,0.4,0.3,144.67,4.33,144.65,144.63,NA,NA,NA,NA,NA,NA,NA,NA,89.7,4.65,89.7,89.68,51300,2823.51,51300,50625
12/07/15,53.695,2.73,,,20.4524,0.43,20.477,20.4606,3835.5,196,3836,3835.5,0.25,,0.27,0.17,141.8,4.33,141.82,141.8,NA,NA,NA,NA,NA,NA,NA,NA,88.79,4.65,88.8,88.78,50700,2823.51,50950,50700
12/08/15,52.69,2.73,,,20.4441,0.43,20.4606,20.4524,3800,196,3800,3799,0.16,,0.24,0.15,142.99,4.33,143.01,142.99,NA,NA,NA,NA,NA,NA,NA,NA,88.77,4.65,88.77,88.76,51200,2823.51,51775,51200
12/09/15,52.54,2.73,,,20.0904,0.43,20.0904,20.0822,3738,196,3738.5,3738,0.18,,0.24,0.15,140.18,4.33,140.18,140.16,NA,NA,NA,NA,NA,NA,NA,NA,88.02,4.65,88.04,88.03,51200,2823.51,NA,NA
12/10/15,51.9825,2.73,,,19.5227,0.43,19.5392,19.5227,3694,196,3694,3693.5,0.16,,0.24,0.15,139.98,4.33,139.96,139.92,NA,NA,NA,NA,NA,NA,NA,NA,87.73,4.65,87.72,87.68,52000,2823.51,52000,51600
12/11/15,51.8325,2.73,,,18.988,0.43,18.9962,18.988,3599,196,3599.5,3599,0.15,,0.25,0.16,138.3,4.33,138.3,138.27,NA,NA,NA,NA,NA,NA,NA,NA,86.32,4.65,86.31,86.3,50800,2823.51,50800,50775
12/14/15,51.755,2.73,,,19.0455,0.43,19.0702,19.0538,3590,196,3590.5,3590,0.16,,0.25,0.15,137.69,4.33,137.67,137.65,NA,NA,NA,NA,NA,NA,NA,NA,87.16,4.65,87.18,87.17,48500,2823.51,49000,48500
12/15/15,52.5,2.73,,,19.1772,0.43,19.1772,19.1689,3686,196,3686,3685,0.14,,0.25,0.15,139.28,4.33,139.28,139.23,NA,NA,NA,NA,NA,NA,NA,NA,87.84,4.65,87.82,87.81,49250,2823.51,49250,48750
12/16/15,53.09,2.73,,,19.3911,0.43,19.3993,19.3911,3719,196,3719,3718.5,0.15,,0.25,0.15,142.96,4.33,142.94,142.93,NA,NA,NA,NA,NA,NA,NA,NA,90.15,4.65,90.15,90.14,50900,2823.51,50900,50875
12/17/15,52.255,2.73,,,19.1278,0.43,19.1525,19.136,3732.5,196,3732.5,3731.5,0.15,,0.22,0.16,139.89,4.33,139.93,139.92,NA,NA,NA,NA,NA,NA,NA,NA,89.08,4.65,89.1,89.09,51500,2823.51,51750,51500
12/18/15,51.45,2.73,,,18.8563,0.43,18.8728,18.8645,3666.5,196,3667,3666.5,0.13,,0.24,0.15,138.57,4.33,138.6,138.58,NA,NA,NA,NA,NA,NA,NA,NA,86.92,4.65,86.96,86.95,51800,2823.51,51850,51800
12/21/15,51.525,2.73,,,19.1854,0.43,19.1936,19.1854,3657.5,196,3657.5,3656.5,0.14,,0.26,0.18,141.4,4.33,141.4,141.38,NA,NA,NA,NA,NA,NA,NA,NA,86.62,4.65,86.63,86.62,51800,2823.51,52000,51800
12/22/15,51.895,2.73,,,19.3828,0.43,19.3993,19.3828,3669.5,196,3670,3669.5,0.16,,0.26,0.14,142.63,4.33,142.63,142.61,NA,NA,NA,NA,NA,NA,NA,NA,87.66,4.65,87.66,87.65,53725,2823.51,53725,53400
12/23/15,52.845,2.73,,,19.7695,0.43,19.786,19.7695,3745.5,196,3746,3745.5,0.16,,0.24,0.14,143.69,4.33,143.68,143.65,NA,NA,NA,NA,NA,NA,NA,NA,89.08,4.65,89.09,89.08,54150,2823.51,54175,54150
12/24/15,53,2.73,,,19.6297,0.43,19.6297,19.605,3781,196,3781,3763.5,0.16,,NA,NA,143.03,4.33,143.02,142.97,NA,NA,NA,NA,NA,NA,NA,NA,88.86,4.65,88.87,88.85,54150,2823.51,NA,NA
12/25/15,53,2.73,,,19.6297,0.43,NA,NA,3781,196,NA,NA,0.16,,NA,NA,143.03,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.86,4.65,NA,NA,54150,2823.51,NA,NA
12/28/15,52.635,2.73,,,19.6297,0.43,19.6297,19.6214,3781,196,NA,NA,0.14,,0.4,0.14,143.27,4.33,143.25,143.24,NA,NA,NA,NA,NA,NA,NA,NA,88.59,4.65,88.59,88.58,53900,2823.51,54825,53900
12/29/15,53.65,2.73,,,19.7284,0.43,19.7284,19.7037,3806,196,3807.5,3806,0.14,,0.26,0.13,144.25,4.33,144.2,144.18,NA,NA,NA,NA,NA,NA,NA,NA,89.36,4.65,89.35,89.34,54575,2823.51,54825,54575
12/30/15,53.115,2.73,,,19.6872,0.43,19.679,19.6708,3789.5,196,3789.5,3789,0.13,,0.21,0.13,144.17,4.33,144.17,144.14,NA,NA,NA,NA,NA,NA,NA,NA,88.98,4.65,88.97,88.96,55000,2823.51,55000,54575
12/31/15,52.875,2.73,,,19.4075,0.43,19.4075,19.3911,3771,196,3773.5,3771,0.13,,NA,NA,142.44,4.33,142.43,142.41,NA,NA,NA,NA,NA,NA,NA,NA,87.91,4.65,87.9,87.89,55000,2823.51,NA,NA
01/01/16,52.875,2.73,,,19.4075,0.43,NA,NA,3771,196,NA,NA,0.13,,NA,NA,142.44,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.91,4.65,NA,NA,55000,2823.51,NA,NA
01/04/16,52.255,2.73,,,18.988,0.43,19.0044,18.988,3685.5,196,3685.5,3684.5,0.13,,0.22,0.12,140.69,4.33,140.73,140.72,NA,NA,NA,NA,NA,NA,NA,NA,87,4.65,87.05,87.04,53725,2823.51,53725,53500
01/05/16,52.02,2.73,,,19.0784,0.43,19.0784,19.0702,3709,196,3709,3708.5,0.11,,0.21,0.11,143.62,4.33,143.67,143.65,NA,NA,NA,NA,NA,NA,NA,NA,87.87,4.65,87.92,87.91,53400,2823.51,53425,53400
01/06/16,52.35,2.73,,,18.9468,0.43,18.955,18.9468,3728,196,3728,3727,0.1,,0.21,0.11,143.12,4.33,143.14,143.08,NA,NA,NA,NA,NA,NA,NA,NA,87.85,4.65,87.88,87.87,54750,2823.51,54750,54600
01/07/16,51.21,2.73,,,18.8975,0.43,18.8975,18.8892,3664.5,196,3664.5,3664,0.1,,0.21,0.14,149.61,4.33,149.54,149.5,NA,NA,NA,NA,NA,NA,NA,NA,87.25,4.65,87.28,87.27,54025,2823.51,54025,53600
01/08/16,50.6,2.73,,,18.6013,0.43,18.6013,18.5931,3631,196,3631,3630.5,0.1,,0.21,0.15,147,4.33,147,146.98,NA,NA,NA,NA,NA,NA,NA,NA,86.71,4.65,86.7,86.69,55100,2823.51,55150,55100
01/11/16,51.1575,2.73,,,18.9797,0.43,18.9797,18.9715,3648.5,196,3651.5,3648.5,0.13,,0.28,0.15,147.05,4.33,147.07,147.05,NA,NA,NA,NA,NA,NA,NA,NA,89.17,4.65,89.16,89.15,54500,2823.51,54575,54500
01/12/16,52.065,2.73,,,19.0291,0.43,19.0291,19.0209,3698,196,3698,3697.5,0.13,,0.27,0.13,147.04,4.53,147.03,147,NA,NA,NA,NA,NA,NA,NA,NA,89.09,4.65,89.11,89.1,56000,2823.51,56000,55975
01/13/16,51.225,2.73,,,18.9633,0.43,18.9797,18.9633,3721,196,3721,3719,0.13,,0.26,0.13,144.13,4.53,144.12,144.1,NA,NA,NA,NA,NA,NA,NA,NA,88.31,4.65,88.31,88.3,55900,2823.51,56025,55900
01/14/16,51.3025,2.73,,,19.2594,0.43,19.2594,19.243,3639.5,196,3639.5,3639,0.13,,0.26,0.12,143.25,4.53,143.36,143.34,NA,NA,NA,NA,NA,NA,NA,NA,87.88,4.65,87.86,87.84,55800,2823.51,55850,55800
01/15/16,49.92,2.73,,,18.7411,0.43,18.7494,18.7411,3595,196,3595,3594.5,0.1,,0.25,0.11,142.75,4.53,142.77,142.75,NA,NA,NA,NA,NA,NA,NA,NA,86.29,4.65,86.28,86.26,56300,2823.51,56450,56300
01/18/16,49.92,2.73,,,18.7411,0.43,NA,NA,3612,196,3614,3612,0.11,,0.24,0.14,142.75,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.29,4.65,NA,NA,55500,2823.51,55500,55375
01/19/16,50.4,2.73,,,18.7247,0.43,18.7329,18.7247,3647,196,3648,3647,0.11,,0.24,0.11,145.62,4.53,145.68,145.67,NA,NA,NA,NA,NA,NA,NA,NA,87.47,4.65,87.51,87.49,55000,2823.51,55025,55000
01/20/16,49.125,2.73,,,18.4614,0.43,18.4614,18.4532,3565,196,3565,3564,0.11,,0.24,0.14,145.14,4.53,145.15,145.14,NA,NA,NA,NA,NA,NA,NA,NA,85.86,4.65,85.89,85.88,55500,2823.51,55500,55200
01/21/16,49.2775,2.73,,,18.4697,0.43,18.4697,18.4614,3579.5,196,3580,3579.5,0.11,,0.24,0.12,143.45,4.53,143.45,143.43,NA,NA,NA,NA,NA,NA,NA,NA,85.8,4.65,85.8,85.79,55400,2823.51,55425,55400
01/22/16,50.9775,2.73,,,18.8975,0.43,18.9057,18.8975,3625.5,196,3625.5,3625,0.12,,0.25,0.12,148.76,4.53,148.77,148.76,NA,NA,NA,NA,NA,NA,NA,NA,86.87,4.65,86.87,86.86,55250,2823.51,55250,55050
01/25/16,50.8275,2.73,,,18.626,0.43,18.626,18.6177,3657,196,3657,3656.5,0.12,,0.21,0.14,148.25,4.53,148.26,148.25,NA,NA,NA,NA,NA,NA,NA,NA,86.68,4.65,86.72,86.7,54975,2823.51,54975,54950
01/26/16,51.575,2.73,,,18.5931,0.43,18.5931,18.5848,3683,196,3683,3682.5,0.13,,0.21,0.14,148.38,4.53,148.5,148.48,NA,NA,NA,NA,NA,NA,NA,NA,87.31,4.65,87.31,87.3,55875,2823.51,55875,55500
01/27/16,52.215,2.73,,,18.5684,0.43,18.5684,18.5519,3764,196,3764,3761.5,0.13,,0.25,0.13,146.11,4.53,146.12,146.11,NA,NA,NA,NA,NA,NA,NA,NA,88.09,4.65,88.09,88.08,58800,2823.51,58800,58725
01/28/16,52.73,2.73,,,18.8234,0.43,18.8234,18.8152,3768.5,196,3768.5,3767,0.13,,0.24,0.13,151.82,4.53,151.83,151.8,NA,NA,NA,NA,NA,NA,NA,NA,89.06,4.65,89.07,89.06,58000,2823.51,58100,58000
01/29/16,54.1825,2.73,,,19.1854,0.43,19.1854,19.1772,3897,196,3897,3895,0.17,,0.28,0.13,152.48,4.53,152.41,152.4,NA,NA,NA,NA,NA,NA,NA,NA,90.01,4.65,90.01,90,58350,2823.51,58350,57600
02/01/16,54.885,2.73,,,19.3911,0.43,19.3911,19.3746,3864,196,3865.5,3864,0.17,,0.21,0.12,154.36,4.53,154.38,154.36,NA,NA,NA,NA,NA,NA,NA,NA,89.41,4.65,89.38,89.37,58025,2823.51,58025,57775
02/02/16,54.2,2.73,,,19.1772,0.43,19.1936,19.1772,3856.5,196,3856.5,3856,0.13,,0.52,0.12,152.51,4.53,152.55,152.53,NA,NA,NA,NA,NA,NA,NA,NA,89.35,4.65,89.34,89.32,57900,2823.51,57900,57875
02/03/16,54.1,2.73,,,18.9633,0.43,18.9468,18.9386,3805,196,3806,3805,0.13,,0.46,0.13,150.4,4.53,150.35,150.32,NA,NA,NA,NA,NA,NA,NA,NA,89.79,4.65,89.77,89.76,58250,2823.51,58250,58025
02/04/16,52.745,2.73,,,18.8399,0.43,18.8399,18.8234,3753.5,196,3753.5,3753,0.13,,0.39,0.13,146.95,4.53,146.81,146.8,NA,NA,NA,NA,NA,NA,NA,NA,89.1,4.65,89.1,89.08,59900,2823.51,59950,59900
02/05/16,50.55,2.73,,,18.7494,0.43,18.7576,18.7494,3726.5,196,3726.5,3724,0.13,,0.23,0.13,137.95,4.53,137.95,137.94,NA,NA,NA,NA,NA,NA,NA,NA,89.55,4.65,89.55,89.53,60200,2823.51,60200,60025
02/08/16,50.98,2.73,,,18.3051,0.43,18.3133,18.3051,3731,196,3731,3730.5,0.13,,0.23,0.12,134.95,4.53,134.99,134.97,NA,NA,NA,NA,NA,NA,NA,NA,89.72,4.42,89.75,89.74,60200,2823.51,NA,NA
02/09/16,50.74,2.73,,,18.0994,0.43,18.1077,18.0994,3736.5,196,3740.5,3736.5,0.11,,0.22,0.13,136.09,4.53,136.1,136.09,NA,NA,NA,NA,NA,NA,NA,NA,90.02,4.42,90.05,90.03,60600,2823.51,60625,60600
02/10/16,50.455,2.73,,,18.3298,0.43,18.3298,18.3216,3692.5,196,3693.5,3692.5,0.15,,0.36,0.16,138.8,4.53,138.83,138.81,NA,NA,NA,NA,NA,NA,NA,NA,89.23,4.42,89.23,89.22,61500,2823.51,61550,61500
02/11/16,52.275,2.73,,,17.902,0.43,17.902,17.8938,3681,196,3681,3680,0.15,,0.33,0.14,135.61,4.53,135.65,135.62,NA,NA,NA,NA,NA,NA,NA,NA,88.34,4.42,88.33,88.32,61000,2823.51,61000,60500
02/12/16,51.24,2.73,,,18.2558,0.43,18.264,18.2558,3708.5,196,3708.5,3708,0.14,,0.24,0.14,138.03,4.53,138.01,137.99,NA,NA,NA,NA,NA,NA,NA,NA,89.06,4.42,89.06,89.04,60700,2823.51,60800,60700
02/15/16,51.24,2.73,,,18.2558,0.43,NA,NA,3775,196,3775.5,3775,0.14,,0.22,0.14,138.03,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.06,4.42,NA,NA,61500,2823.51,61500,61350
02/16/16,52.9675,2.73,,,18.1241,0.43,18.1323,18.1241,3844,196,3845,3844,0.14,,0.35,0.14,139.29,4.53,139.35,139.33,NA,NA,NA,NA,NA,NA,NA,NA,90.12,4.42,90.11,90.1,61500,2823.51,61525,61475
02/17/16,53.375,2.73,,,18.4697,0.43,18.4779,18.4697,3890,196,3890,3887.5,0.14,,0.35,0.14,142.01,4.53,142,141.99,NA,NA,NA,NA,NA,NA,NA,NA,91.23,4.42,91.21,91.19,63475,2823.51,63475,63450
02/18/16,53.12,2.73,,,18.4532,0.43,18.4614,18.4532,3849.5,196,3849.5,3849,0.14,,0.35,0.17,140.33,4.53,140.33,140.31,NA,NA,NA,NA,NA,NA,NA,NA,91.65,4.42,91.63,91.61,63500,2823.51,63525,63500
02/19/16,53.685,2.73,,,18.5108,0.43,18.519,18.5108,3830,196,3830,3829.5,0.14,,0.32,0.17,139.51,4.53,139.55,139.52,NA,NA,NA,NA,NA,NA,NA,NA,91.94,4.42,91.94,91.93,64125,2823.51,64125,63575
02/22/16,52.639,2.73,,,18.5108,0.43,18.5108,18.5026,3863.5,196,3863.5,3863,0.17,,0.33,0.19,140.6,4.53,140.59,140.57,NA,NA,NA,NA,NA,NA,NA,NA,92.54,4.42,92.53,92.51,65400,2823.51,65400,65325
02/23/16,52.235,2.73,,,18.5108,0.43,18.519,18.5108,3843,196,3843.5,3843,0.18,,0.33,0.17,139.47,4.53,139.49,139.47,NA,NA,NA,NA,NA,NA,NA,NA,92.05,4.42,92.07,92.06,66100,2823.51,66200,66100
02/24/16,52.18,2.73,,,18.774,0.43,18.7658,18.7494,3834,196,3835,3834,0.18,,0.33,0.17,139.08,4.53,139.1,139.08,NA,NA,NA,NA,NA,NA,NA,NA,91.46,4.42,91.47,91.46,65500,2823.51,65500,64975
02/25/16,53.315,2.73,,,19.0949,0.43,19.0784,19.0702,3877.5,208.9,3878,3877.5,0.17,,1.08,0.2,143.64,4.53,143.64,143.62,NA,NA,NA,NA,NA,NA,NA,NA,92.45,4.42,92.47,92.46,61800,2823.51,62000,61800
02/26/16,52.08,2.73,,,19.0126,0.43,19.0209,19.0126,3915,208.9,3916.5,3915,0.26,,0.52,0.25,142.05,4.53,142.04,142.02,NA,NA,NA,NA,NA,NA,NA,NA,91.45,4.42,91.45,91.44,63000,2823.51,63000,62850
02/29/16,51.525,2.73,,,19.1114,0.43,19.1114,19.1031,3925.5,208.9,3926,3925.5,0.23,,0.54,0.23,141.43,4.53,141.42,141.4,NA,NA,NA,NA,NA,NA,NA,NA,91.03,4.42,91,90.98,63700,2823.51,63700,63350
03/01/16,53.195,2.73,,,18.6177,0.43,18.6177,18.6095,4000,208.9,4000,3998.5,0.23,,0.55,0.24,144.52,4.53,144.51,144.5,NA,NA,NA,NA,NA,NA,NA,NA,91.54,4.42,91.5,91.48,63175,2823.51,63200,63175
03/02/16,53,2.73,,,18.3874,0.43,18.3874,18.3792,3968.5,208.9,3968.5,3965.5,0.24,,0.54,0.24,143.78,4.53,143.76,143.74,NA,NA,NA,NA,NA,NA,NA,NA,91.56,4.42,91.56,91.54,64550,2823.51,64550,64525
03/03/16,52.4175,2.73,,,18.8728,0.43,18.8728,18.8645,3958,208.9,3958.5,3958,0.24,,0.53,0.26,144.45,4.53,144.45,144.44,NA,NA,NA,NA,NA,NA,NA,NA,93.26,4.42,93.27,93.26,66000,2823.51,66000,65675
03/04/16,52.335,2.73,,,19.1854,0.43,19.1854,19.1772,4044.5,208.9,4044.5,4041.5,0.23,,0.52,0.22,143.9,4.53,143.89,143.85,NA,NA,NA,NA,NA,NA,NA,NA,94.49,4.42,94.45,94.43,66200,2823.51,66200,65775
03/07/16,52.25,2.73,,,19.4075,0.4,19.4158,19.4075,4008.5,208.9,4009,4008.5,0.45,,0.52,0.24,138.71,4.53,138.77,138.75,NA,NA,NA,NA,NA,NA,NA,NA,93.9,4.42,93.89,93.88,65025,2823.51,65050,65025
03/08/16,52.09,2.73,,,19.2512,0.4,19.2594,19.2512,4012.5,208.9,4014,4012.5,0.45,,0.44,0.23,139.97,4.53,139.97,139.95,NA,NA,NA,NA,NA,NA,NA,NA,94.45,4.42,94.46,94.44,63150,2823.51,63150,63025
03/09/16,52.46,2.73,,,19.3828,0.4,19.3828,19.3746,4045,208.9,4045,4043,0.45,,0.4,0.26,140.28,4.53,140.28,140.27,NA,NA,NA,NA,NA,NA,NA,NA,96.01,4.42,96.01,96,63150,2823.51,NA,NA
03/10/16,52.625,2.73,,,19.2183,0.4,19.2183,19.2101,3984.5,208.9,3987,3984.5,0.44,,0.44,0.23,140.5,4.53,140.5,140.49,NA,NA,NA,NA,NA,NA,NA,NA,96.84,4.42,96.87,96.86,65575,2823.51,65575,64600
03/11/16,54.175,2.73,,,19.1196,0.4,19.1278,19.1196,4076.5,208.9,4077,4076.5,0.23,,0.35,0.25,142.06,4.53,142.06,142.04,NA,NA,NA,NA,NA,NA,NA,NA,96.49,4.42,96.48,96.46,65000,2823.51,65000,64900
03/14/16,53.455,2.73,,,18.8481,0.4,18.8399,18.8316,4101,208.9,4101.5,4101,0.27,,0.36,0.23,141.9,4.53,141.9,141.86,NA,NA,NA,NA,NA,NA,NA,NA,96.44,4.42,96.42,96.41,65900,2823.51,65925,65900
03/15/16,53.005,2.73,,,18.9304,0.4,18.9304,18.9221,4128,208.9,4129.5,4128,0.27,,0.36,0.23,144.13,4.53,144.12,144.11,NA,NA,NA,NA,NA,NA,NA,NA,96.44,4.42,96.46,96.45,65600,2823.51,65600,65475
03/16/16,54,2.73,,,19.0867,0.4,19.0867,19.0784,4117,208.9,4117,4115.5,0.23,,0.42,0.23,144.54,4.53,144.58,144.57,NA,NA,NA,NA,NA,NA,NA,NA,97.18,4.42,97.22,97.2,63000,2823.51,63000,62975
03/17/16,55.45,2.73,,,18.881,0.4,18.8892,18.881,4042,208.9,4042,4040,0.29,,0.36,0.23,146.84,4.53,146.9,146.89,NA,NA,NA,NA,NA,NA,NA,NA,98.9,4.42,98.87,98.86,62500,2823.51,62500,62450
03/18/16,55.17,2.73,,,18.8234,0.4,18.8234,18.8152,3977,208.9,3979,3977,0.37,,0.36,0.24,147.04,4.53,147.06,147.05,NA,NA,NA,NA,NA,NA,NA,NA,98.17,4.42,98.23,98.22,61000,2823.51,61000,60925
03/21/16,54.775,2.73,,,18.7165,0.4,18.7247,18.7165,3976,208.9,3976,3973.5,0.23,,0.36,0.23,147.2,4.53,147.19,147.18,NA,NA,NA,NA,NA,NA,NA,NA,98.59,4.42,98.57,98.56,60800,2823.51,60800,60500
03/22/16,53.53,2.73,,,18.5108,0.4,18.519,18.5108,3983,208.9,3983.5,3983,0.26,,0.34,0.24,149.42,4.53,149.42,149.41,NA,NA,NA,NA,NA,NA,NA,NA,96.74,4.42,96.74,96.73,59300,2823.51,59300,59200
03/23/16,53.525,2.73,,,18.5684,0.4,18.5766,18.5684,4044,208.9,4044,4042.5,0.23,,0.31,0.2,150.11,4.53,150.14,150.12,NA,NA,NA,NA,NA,NA,NA,NA,97.07,4.42,97.05,97.04,61150,2823.51,61200,61150
03/24/16,53.64,2.73,,,18.4779,0.4,18.4943,18.4779,3995.5,208.9,3995.5,3995,0.2,,0.31,0.19,149.9,4.53,149.95,149.94,NA,NA,NA,NA,NA,NA,NA,NA,97.57,4.42,97.59,97.58,60625,2823.51,60650,60600
03/25/16,53.64,2.73,,,18.4779,0.4,NA,NA,3995.5,208.9,NA,NA,0.2,,NA,NA,149.9,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.57,4.42,NA,NA,60625,2823.51,NA,NA
03/28/16,53.83,2.73,,,18.5848,0.4,18.5848,18.5684,3995.5,208.9,NA,NA,0.2,,NA,NA,149.41,4.53,149.39,149.38,NA,NA,NA,NA,NA,NA,NA,NA,97.86,4.42,97.87,97.86,59300,2823.51,59300,59275
03/29/16,55.555,2.73,,,18.6836,0.4,18.6836,18.6753,3995.5,208.9,3995.5,3994,0.19,,0.36,0.19,149.71,4.53,149.74,149.72,NA,NA,NA,NA,NA,NA,NA,NA,98.86,4.42,98.86,98.85,61000,2823.51,61000,60900
03/30/16,55.525,2.73,,,18.8399,0.4,18.8399,18.8316,4075,208.9,4075.5,4075,0.19,,0.36,0.18,151.6,4.53,151.63,151.6,NA,NA,NA,NA,NA,NA,NA,NA,98.69,4.42,98.73,98.71,62800,2823.51,62800,62775
03/31/16,55.525,2.73,,,18.7905,0.4,18.7823,18.774,4090,208.9,4090.5,4090,0.19,,0.36,0.19,151.09,4.53,151.13,151.12,NA,NA,NA,NA,NA,NA,NA,NA,98.11,4.42,98.12,98.11,65300,3344.78,65300,65100
04/01/16,54.36,2.73,,,18.6671,0.4,18.6671,18.6589,4083.5,208.9,4084.5,4083.5,0.18,,0.34,0.23,152.68,4.53,152.72,152.68,NA,NA,NA,NA,NA,NA,NA,NA,99.75,4.42,99.74,99.72,65200,3344.78,65225,65200
04/04/16,55.13,2.73,,,18.9057,0.4,18.9057,18.8975,4098,208.9,4098,4097.5,0.23,,0.32,0.2,151.47,4.53,151.47,151.43,NA,NA,NA,NA,NA,NA,NA,NA,100.36,4.42,100.35,100.34,65900,3344.78,65900,65375
